"Time (CET/CEST)","BZN|PL > BZN|DE-AT-LU Day Ahead [MW]","BZN|PL > BZN|DE-AT-LU Total [MW]","BZN|DE-AT-LU > BZN|PL Day Ahead [MW]","BZN|DE-AT-LU > BZN|PL Total [MW]"
"03.07.2017 22:00 - 03.07.2017 23:00","N/A","252","n/e","0"
"03.07.2017 23:00 - 04.07.2017 00:00","N/A","160","n/e","0"
"04.07.2017 00:00 - 04.07.2017 01:00","N/A","0","n/e","0"
"04.07.2017 01:00 - 04.07.2017 02:00","N/A","0","n/e","0"
"04.07.2017 02:00 - 04.07.2017 03:00","N/A","0","n/e","0"
"04.07.2017 03:00 - 04.07.2017 04:00","N/A","0","n/e","0"
"04.07.2017 04:00 - 04.07.2017 05:00","N/A","324","n/e","0"
"04.07.2017 05:00 - 04.07.2017 06:00","N/A","276","n/e","0"
"04.07.2017 06:00 - 04.07.2017 07:00","N/A","443","n/e","0"
"04.07.2017 07:00 - 04.07.2017 08:00","N/A","405","n/e","0"
"04.07.2017 08:00 - 04.07.2017 09:00","N/A","462","n/e","0"
"04.07.2017 09:00 - 04.07.2017 10:00","N/A","50","n/e","0"
"04.07.2017 10:00 - 04.07.2017 11:00","N/A","0","n/e","0"
"04.07.2017 11:00 - 04.07.2017 12:00","N/A","0","n/e","35"
"04.07.2017 12:00 - 04.07.2017 13:00","N/A","0","n/e","55"
"04.07.2017 13:00 - 04.07.2017 14:00","N/A","0","n/e","45"
"04.07.2017 14:00 - 04.07.2017 15:00","N/A","0","n/e","115"
"04.07.2017 15:00 - 04.07.2017 16:00","N/A","0","n/e","119"
"04.07.2017 16:00 - 04.07.2017 17:00","N/A","0","n/e","90"
"04.07.2017 17:00 - 04.07.2017 18:00","N/A","139","n/e","0"
"04.07.2017 18:00 - 04.07.2017 19:00","N/A","243","n/e","0"
"04.07.2017 19:00 - 04.07.2017 20:00","N/A","362","n/e","0"
"04.07.2017 20:00 - 04.07.2017 21:00","N/A","509","n/e","0"
"04.07.2017 21:00 - 04.07.2017 22:00","N/A","370","n/e","0"
"04.07.2017 22:00 - 04.07.2017 23:00","N/A","590","n/e","0"
"04.07.2017 23:00 - 05.07.2017 00:00","N/A","525","n/e","0"
"05.07.2017 00:00 - 05.07.2017 01:00","N/A","425","n/e","0"
"05.07.2017 01:00 - 05.07.2017 02:00","N/A","368","n/e","0"
"05.07.2017 02:00 - 05.07.2017 03:00","N/A","230","n/e","0"
"05.07.2017 03:00 - 05.07.2017 04:00","N/A","171","n/e","0"
"05.07.2017 04:00 - 05.07.2017 05:00","N/A","191","n/e","0"
"05.07.2017 05:00 - 05.07.2017 06:00","N/A","239","n/e","0"
"05.07.2017 06:00 - 05.07.2017 07:00","N/A","400","n/e","0"
"05.07.2017 07:00 - 05.07.2017 08:00","N/A","410","n/e","0"
"05.07.2017 08:00 - 05.07.2017 09:00","N/A","65","n/e","0"
"05.07.2017 09:00 - 05.07.2017 10:00","N/A","40","n/e","60"
"05.07.2017 10:00 - 05.07.2017 11:00","N/A","0","n/e","60"
"05.07.2017 11:00 - 05.07.2017 12:00","N/A","0","n/e","130"
"05.07.2017 12:00 - 05.07.2017 13:00","N/A","0","n/e","90"
"05.07.2017 13:00 - 05.07.2017 14:00","N/A","0","n/e","85"
"05.07.2017 14:00 - 05.07.2017 15:00","N/A","0","n/e","45"
"05.07.2017 15:00 - 05.07.2017 16:00","N/A","0","n/e","65"
"05.07.2017 16:00 - 05.07.2017 17:00","N/A","125","n/e","80"
"05.07.2017 17:00 - 05.07.2017 18:00","N/A","115","n/e","0"
"05.07.2017 18:00 - 05.07.2017 19:00","N/A","726","n/e","0"
"05.07.2017 19:00 - 05.07.2017 20:00","N/A","564","n/e","0"
"05.07.2017 20:00 - 05.07.2017 21:00","N/A","447","n/e","23"
"05.07.2017 21:00 - 05.07.2017 22:00","N/A","390","n/e","0"
"05.07.2017 22:00 - 05.07.2017 23:00","N/A","525","n/e","0"
"05.07.2017 23:00 - 06.07.2017 00:00","N/A","465","n/e","0"
"06.07.2017 00:00 - 06.07.2017 01:00","N/A","350","n/e","100"
"06.07.2017 01:00 - 06.07.2017 02:00","N/A","305","n/e","95"
"06.07.2017 02:00 - 06.07.2017 03:00","N/A","45","n/e","75"
"06.07.2017 03:00 - 06.07.2017 04:00","N/A","33","n/e","100"
"06.07.2017 04:00 - 06.07.2017 05:00","N/A","25","n/e","160"
"06.07.2017 05:00 - 06.07.2017 06:00","N/A","275","n/e","70"
"06.07.2017 06:00 - 06.07.2017 07:00","N/A","282","n/e","50"
"06.07.2017 07:00 - 06.07.2017 08:00","N/A","143","n/e","50"
"06.07.2017 08:00 - 06.07.2017 09:00","N/A","0","n/e","125"
"06.07.2017 09:00 - 06.07.2017 10:00","N/A","0","n/e","140"
"06.07.2017 10:00 - 06.07.2017 11:00","N/A","0","n/e","170"
"06.07.2017 11:00 - 06.07.2017 12:00","N/A","0","n/e","190"
"06.07.2017 12:00 - 06.07.2017 13:00","N/A","0","n/e","200"
"06.07.2017 13:00 - 06.07.2017 14:00","N/A","0","n/e","270"
"06.07.2017 14:00 - 06.07.2017 15:00","N/A","0","n/e","125"
"06.07.2017 15:00 - 06.07.2017 16:00","N/A","0","n/e","225"
"06.07.2017 16:00 - 06.07.2017 17:00","N/A","0","n/e","225"
"06.07.2017 17:00 - 06.07.2017 18:00","N/A","150","n/e","242"
"06.07.2017 18:00 - 06.07.2017 19:00","N/A","149","n/e","200"
"06.07.2017 19:00 - 06.07.2017 20:00","N/A","400","n/e","200"
"06.07.2017 20:00 - 06.07.2017 21:00","N/A","219","n/e","151"
"06.07.2017 21:00 - 06.07.2017 22:00","N/A","88","n/e","115"
"06.07.2017 22:00 - 06.07.2017 23:00","N/A","240","n/e","0"
"06.07.2017 23:00 - 07.07.2017 00:00","N/A","125","n/e","0"
"07.07.2017 00:00 - 07.07.2017 01:00","N/A","100","n/e","73"
"07.07.2017 01:00 - 07.07.2017 02:00","N/A","100","n/e","82"
"07.07.2017 02:00 - 07.07.2017 03:00","N/A","25","n/e","36"
"07.07.2017 03:00 - 07.07.2017 04:00","N/A","23","n/e","8"
"07.07.2017 04:00 - 07.07.2017 05:00","N/A","0","n/e","100"
"07.07.2017 05:00 - 07.07.2017 06:00","N/A","25","n/e","100"
"07.07.2017 06:00 - 07.07.2017 07:00","N/A","295","n/e","100"
"07.07.2017 07:00 - 07.07.2017 08:00","N/A","0","n/e","30"
"07.07.2017 08:00 - 07.07.2017 09:00","N/A","100","n/e","190"
"07.07.2017 09:00 - 07.07.2017 10:00","N/A","50","n/e","300"
"07.07.2017 10:00 - 07.07.2017 11:00","N/A","50","n/e","180"
"07.07.2017 11:00 - 07.07.2017 12:00","N/A","0","n/e","200"
"07.07.2017 12:00 - 07.07.2017 13:00","N/A","0","n/e","190"
"07.07.2017 13:00 - 07.07.2017 14:00","N/A","0","n/e","200"
"07.07.2017 14:00 - 07.07.2017 15:00","N/A","0","n/e","200"
"07.07.2017 15:00 - 07.07.2017 16:00","N/A","0","n/e","200"
"07.07.2017 16:00 - 07.07.2017 17:00","N/A","0","n/e","199"
"07.07.2017 17:00 - 07.07.2017 18:00","N/A","0","n/e","200"
"07.07.2017 18:00 - 07.07.2017 19:00","N/A","0","n/e","120"
"07.07.2017 19:00 - 07.07.2017 20:00","N/A","0","n/e","20"
"07.07.2017 20:00 - 07.07.2017 21:00","N/A","38","n/e","20"
"07.07.2017 21:00 - 07.07.2017 22:00","N/A","130","n/e","20"
"07.07.2017 22:00 - 07.07.2017 23:00","N/A","416","n/e","0"
"07.07.2017 23:00 - 08.07.2017 00:00","N/A","795","n/e","0"
"08.07.2017 00:00 - 08.07.2017 01:00","N/A","325","n/e","0"
"08.07.2017 01:00 - 08.07.2017 02:00","N/A","365","n/e","0"
"08.07.2017 02:00 - 08.07.2017 03:00","N/A","275","n/e","0"
"08.07.2017 03:00 - 08.07.2017 04:00","N/A","250","n/e","0"
"08.07.2017 04:00 - 08.07.2017 05:00","N/A","250","n/e","0"
"08.07.2017 05:00 - 08.07.2017 06:00","N/A","250","n/e","0"
"08.07.2017 06:00 - 08.07.2017 07:00","N/A","50","n/e","70"
"08.07.2017 07:00 - 08.07.2017 08:00","N/A","0","n/e","120"
"08.07.2017 08:00 - 08.07.2017 09:00","N/A","0","n/e","95"
"08.07.2017 09:00 - 08.07.2017 10:00","N/A","0","n/e","145"
"08.07.2017 10:00 - 08.07.2017 11:00","N/A","0","n/e","170"
"08.07.2017 11:00 - 08.07.2017 12:00","N/A","0","n/e","170"
"08.07.2017 12:00 - 08.07.2017 13:00","N/A","0","n/e","170"
"08.07.2017 13:00 - 08.07.2017 14:00","N/A","0","n/e","162"
"08.07.2017 14:00 - 08.07.2017 15:00","N/A","0","n/e","165"
"08.07.2017 15:00 - 08.07.2017 16:00","N/A","0","n/e","150"
"08.07.2017 16:00 - 08.07.2017 17:00","N/A","0","n/e","125"
"08.07.2017 17:00 - 08.07.2017 18:00","N/A","0","n/e","110"
"08.07.2017 18:00 - 08.07.2017 19:00","N/A","310","n/e","40"
"08.07.2017 19:00 - 08.07.2017 20:00","N/A","365","n/e","40"
"08.07.2017 20:00 - 08.07.2017 21:00","N/A","330","n/e","40"
"08.07.2017 21:00 - 08.07.2017 22:00","N/A","355","n/e","40"
"08.07.2017 22:00 - 08.07.2017 23:00","N/A","353","n/e","0"
"08.07.2017 23:00 - 09.07.2017 00:00","N/A","365","n/e","0"
"09.07.2017 00:00 - 09.07.2017 01:00","N/A","518","n/e","0"
"09.07.2017 01:00 - 09.07.2017 02:00","N/A","462","n/e","0"
"09.07.2017 02:00 - 09.07.2017 03:00","N/A","444","n/e","0"
"09.07.2017 03:00 - 09.07.2017 04:00","N/A","345","n/e","0"
"09.07.2017 04:00 - 09.07.2017 05:00","N/A","256","n/e","20"
"09.07.2017 05:00 - 09.07.2017 06:00","N/A","150","n/e","20"
"09.07.2017 06:00 - 09.07.2017 07:00","N/A","20","n/e","50"
"09.07.2017 07:00 - 09.07.2017 08:00","N/A","0","n/e","150"
"09.07.2017 08:00 - 09.07.2017 09:00","N/A","0","n/e","120"
"09.07.2017 09:00 - 09.07.2017 10:00","N/A","0","n/e","145"
"09.07.2017 10:00 - 09.07.2017 11:00","N/A","0","n/e","145"
"09.07.2017 11:00 - 09.07.2017 12:00","N/A","0","n/e","150"
"09.07.2017 12:00 - 09.07.2017 13:00","N/A","0","n/e","150"
"09.07.2017 13:00 - 09.07.2017 14:00","N/A","0","n/e","150"
"09.07.2017 14:00 - 09.07.2017 15:00","N/A","0","n/e","145"
"09.07.2017 15:00 - 09.07.2017 16:00","N/A","0","n/e","145"
"09.07.2017 16:00 - 09.07.2017 17:00","N/A","0","n/e","95"
"09.07.2017 17:00 - 09.07.2017 18:00","N/A","0","n/e","45"
"09.07.2017 18:00 - 09.07.2017 19:00","N/A","665","n/e","0"
"09.07.2017 19:00 - 09.07.2017 20:00","N/A","580","n/e","0"
"09.07.2017 20:00 - 09.07.2017 21:00","N/A","605","n/e","0"
"09.07.2017 21:00 - 09.07.2017 22:00","N/A","600","n/e","0"
"09.07.2017 22:00 - 09.07.2017 23:00","N/A","595","n/e","0"
"09.07.2017 23:00 - 10.07.2017 00:00","N/A","660","n/e","0"
"10.07.2017 00:00 - 10.07.2017 01:00","N/A","360","n/e","0"
"10.07.2017 01:00 - 10.07.2017 02:00","N/A","124","n/e","0"
"10.07.2017 02:00 - 10.07.2017 03:00","N/A","94","n/e","0"
"10.07.2017 03:00 - 10.07.2017 04:00","N/A","124","n/e","0"
"10.07.2017 04:00 - 10.07.2017 05:00","N/A","260","n/e","0"
"10.07.2017 05:00 - 10.07.2017 06:00","N/A","360","n/e","0"
"10.07.2017 06:00 - 10.07.2017 07:00","N/A","484","n/e","0"
"10.07.2017 07:00 - 10.07.2017 08:00","N/A","0","n/e","0"
"10.07.2017 08:00 - 10.07.2017 09:00","N/A","0","n/e","0"
"10.07.2017 09:00 - 10.07.2017 10:00","N/A","0","n/e","20"
"10.07.2017 10:00 - 10.07.2017 11:00","N/A","0","n/e","20"
"10.07.2017 11:00 - 10.07.2017 12:00","N/A","0","n/e","30"
"10.07.2017 12:00 - 10.07.2017 13:00","N/A","0","n/e","76"
"10.07.2017 13:00 - 10.07.2017 14:00","N/A","0","n/e","101"
"10.07.2017 14:00 - 10.07.2017 15:00","N/A","0","n/e","60"
"10.07.2017 15:00 - 10.07.2017 16:00","N/A","50","n/e","21"
"10.07.2017 16:00 - 10.07.2017 17:00","N/A","0","n/e","0"
"10.07.2017 17:00 - 10.07.2017 18:00","N/A","0","n/e","0"
"10.07.2017 18:00 - 10.07.2017 19:00","N/A","0","n/e","0"
"10.07.2017 19:00 - 10.07.2017 20:00","N/A","0","n/e","0"
"10.07.2017 20:00 - 10.07.2017 21:00","N/A","150","n/e","0"
"10.07.2017 21:00 - 10.07.2017 22:00","N/A","150","n/e","0"
"10.07.2017 22:00 - 10.07.2017 23:00","N/A","530","n/e","0"
"10.07.2017 23:00 - 11.07.2017 00:00","N/A","650","n/e","0"
"11.07.2017 00:00 - 11.07.2017 01:00","N/A","432","n/e","0"
"11.07.2017 01:00 - 11.07.2017 02:00","N/A","337","n/e","0"
"11.07.2017 02:00 - 11.07.2017 03:00","N/A","360","n/e","0"
"11.07.2017 03:00 - 11.07.2017 04:00","N/A","326","n/e","0"
"11.07.2017 04:00 - 11.07.2017 05:00","N/A","290","n/e","0"
"11.07.2017 05:00 - 11.07.2017 06:00","N/A","285","n/e","0"
"11.07.2017 06:00 - 11.07.2017 07:00","N/A","340","n/e","0"
"11.07.2017 07:00 - 11.07.2017 08:00","N/A","196","n/e","0"
"11.07.2017 08:00 - 11.07.2017 09:00","N/A","0","n/e","0"
"11.07.2017 09:00 - 11.07.2017 10:00","N/A","0","n/e","0"
"11.07.2017 10:00 - 11.07.2017 11:00","N/A","0","n/e","0"
"11.07.2017 11:00 - 11.07.2017 12:00","N/A","0","n/e","0"
"11.07.2017 12:00 - 11.07.2017 13:00","N/A","0","n/e","0"
"11.07.2017 13:00 - 11.07.2017 14:00","N/A","0","n/e","0"
"11.07.2017 14:00 - 11.07.2017 15:00","N/A","0","n/e","0"
"11.07.2017 15:00 - 11.07.2017 16:00","N/A","0","n/e","0"
"11.07.2017 16:00 - 11.07.2017 17:00","N/A","0","n/e","0"
"11.07.2017 17:00 - 11.07.2017 18:00","N/A","0","n/e","0"
"11.07.2017 18:00 - 11.07.2017 19:00","N/A","0","n/e","0"
"11.07.2017 19:00 - 11.07.2017 20:00","N/A","50","n/e","0"
"11.07.2017 20:00 - 11.07.2017 21:00","N/A","40","n/e","0"
"11.07.2017 21:00 - 11.07.2017 22:00","N/A","75","n/e","0"
"11.07.2017 22:00 - 11.07.2017 23:00","N/A","281","n/e","0"
"11.07.2017 23:00 - 12.07.2017 00:00","N/A","451","n/e","0"
"12.07.2017 00:00 - 12.07.2017 01:00","N/A","200","n/e","0"
"12.07.2017 01:00 - 12.07.2017 02:00","N/A","120","n/e","0"
"12.07.2017 02:00 - 12.07.2017 03:00","N/A","170","n/e","75"
"12.07.2017 03:00 - 12.07.2017 04:00","N/A","120","n/e","75"
"12.07.2017 04:00 - 12.07.2017 05:00","N/A","86","n/e","75"
"12.07.2017 05:00 - 12.07.2017 06:00","N/A","170","n/e","75"
"12.07.2017 06:00 - 12.07.2017 07:00","N/A","24","n/e","0"
"12.07.2017 07:00 - 12.07.2017 08:00","N/A","0","n/e","0"
"12.07.2017 08:00 - 12.07.2017 09:00","N/A","0","n/e","0"
"12.07.2017 09:00 - 12.07.2017 10:00","N/A","0","n/e","0"
"12.07.2017 10:00 - 12.07.2017 11:00","N/A","0","n/e","0"
"12.07.2017 11:00 - 12.07.2017 12:00","N/A","0","n/e","0"
"12.07.2017 12:00 - 12.07.2017 13:00","N/A","0","n/e","0"
"12.07.2017 13:00 - 12.07.2017 14:00","N/A","0","n/e","0"
"12.07.2017 14:00 - 12.07.2017 15:00","N/A","0","n/e","0"
"12.07.2017 15:00 - 12.07.2017 16:00","N/A","0","n/e","0"
"12.07.2017 16:00 - 12.07.2017 17:00","N/A","0","n/e","0"
"12.07.2017 17:00 - 12.07.2017 18:00","N/A","0","n/e","0"
"12.07.2017 18:00 - 12.07.2017 19:00","N/A","0","n/e","0"
"12.07.2017 19:00 - 12.07.2017 20:00","N/A","0","n/e","0"
"12.07.2017 20:00 - 12.07.2017 21:00","N/A","0","n/e","0"
"12.07.2017 21:00 - 12.07.2017 22:00","N/A","0","n/e","0"
"12.07.2017 22:00 - 12.07.2017 23:00","N/A","0","n/e","70"
"12.07.2017 23:00 - 13.07.2017 00:00","N/A","0","n/e","70"
"13.07.2017 00:00 - 13.07.2017 01:00","N/A","0","n/e","91"
"13.07.2017 01:00 - 13.07.2017 02:00","N/A","34","n/e","0"
"13.07.2017 02:00 - 13.07.2017 03:00","N/A","100","n/e","0"
"13.07.2017 03:00 - 13.07.2017 04:00","N/A","39","n/e","0"
"13.07.2017 04:00 - 13.07.2017 05:00","N/A","100","n/e","0"
"13.07.2017 05:00 - 13.07.2017 06:00","N/A","260","n/e","0"
"13.07.2017 06:00 - 13.07.2017 07:00","N/A","250","n/e","0"
"13.07.2017 07:00 - 13.07.2017 08:00","N/A","370","n/e","0"
"13.07.2017 08:00 - 13.07.2017 09:00","N/A","320","n/e","0"
"13.07.2017 09:00 - 13.07.2017 10:00","N/A","200","n/e","0"
"13.07.2017 10:00 - 13.07.2017 11:00","N/A","64","n/e","0"
"13.07.2017 11:00 - 13.07.2017 12:00","N/A","0","n/e","0"
"13.07.2017 12:00 - 13.07.2017 13:00","N/A","0","n/e","0"
"13.07.2017 13:00 - 13.07.2017 14:00","N/A","0","n/e","27"
"13.07.2017 14:00 - 13.07.2017 15:00","N/A","0","n/e","25"
"13.07.2017 15:00 - 13.07.2017 16:00","N/A","0","n/e","37"
"13.07.2017 16:00 - 13.07.2017 17:00","N/A","397","n/e","0"
"13.07.2017 17:00 - 13.07.2017 18:00","N/A","265","n/e","0"
"13.07.2017 18:00 - 13.07.2017 19:00","N/A","278","n/e","0"
"13.07.2017 19:00 - 13.07.2017 20:00","N/A","295","n/e","0"
"13.07.2017 20:00 - 13.07.2017 21:00","N/A","265","n/e","0"
"13.07.2017 21:00 - 13.07.2017 22:00","N/A","235","n/e","0"
"13.07.2017 22:00 - 13.07.2017 23:00","N/A","329","n/e","0"
"13.07.2017 23:00 - 14.07.2017 00:00","N/A","445","n/e","0"
"14.07.2017 00:00 - 14.07.2017 01:00","N/A","465","n/e","0"
"14.07.2017 01:00 - 14.07.2017 02:00","N/A","335","n/e","0"
"14.07.2017 02:00 - 14.07.2017 03:00","N/A","485","n/e","0"
"14.07.2017 03:00 - 14.07.2017 04:00","N/A","335","n/e","0"
"14.07.2017 04:00 - 14.07.2017 05:00","N/A","238","n/e","0"
"14.07.2017 05:00 - 14.07.2017 06:00","N/A","260","n/e","0"
"14.07.2017 06:00 - 14.07.2017 07:00","N/A","358","n/e","0"
"14.07.2017 07:00 - 14.07.2017 08:00","N/A","300","n/e","0"
"14.07.2017 08:00 - 14.07.2017 09:00","N/A","10","n/e","0"
"14.07.2017 09:00 - 14.07.2017 10:00","N/A","0","n/e","20"
"14.07.2017 10:00 - 14.07.2017 11:00","N/A","0","n/e","100"
"14.07.2017 11:00 - 14.07.2017 12:00","N/A","0","n/e","128"
"14.07.2017 12:00 - 14.07.2017 13:00","N/A","0","n/e","80"
"14.07.2017 13:00 - 14.07.2017 14:00","N/A","0","n/e","58"
"14.07.2017 14:00 - 14.07.2017 15:00","N/A","0","n/e","15"
"14.07.2017 15:00 - 14.07.2017 16:00","N/A","0","n/e","0"
"14.07.2017 16:00 - 14.07.2017 17:00","N/A","0","n/e","0"
"14.07.2017 17:00 - 14.07.2017 18:00","N/A","0","n/e","0"
"14.07.2017 18:00 - 14.07.2017 19:00","N/A","50","n/e","0"
"14.07.2017 19:00 - 14.07.2017 20:00","N/A","50","n/e","0"
"14.07.2017 20:00 - 14.07.2017 21:00","N/A","85","n/e","0"
"14.07.2017 21:00 - 14.07.2017 22:00","N/A","75","n/e","0"
"14.07.2017 22:00 - 14.07.2017 23:00","N/A","470","n/e","50"
"14.07.2017 23:00 - 15.07.2017 00:00","N/A","606","n/e","50"
"15.07.2017 00:00 - 15.07.2017 01:00","N/A","545","n/e","0"
"15.07.2017 01:00 - 15.07.2017 02:00","N/A","221","n/e","30"
"15.07.2017 02:00 - 15.07.2017 03:00","N/A","190","n/e","0"
"15.07.2017 03:00 - 15.07.2017 04:00","N/A","135","n/e","28"
"15.07.2017 04:00 - 15.07.2017 05:00","N/A","60","n/e","0"
"15.07.2017 05:00 - 15.07.2017 06:00","N/A","60","n/e","0"
"15.07.2017 06:00 - 15.07.2017 07:00","N/A","1","n/e","150"
"15.07.2017 07:00 - 15.07.2017 08:00","N/A","50","n/e","80"
"15.07.2017 08:00 - 15.07.2017 09:00","N/A","50","n/e","130"
"15.07.2017 09:00 - 15.07.2017 10:00","N/A","0","n/e","181"
"15.07.2017 10:00 - 15.07.2017 11:00","N/A","0","n/e","220"
"15.07.2017 11:00 - 15.07.2017 12:00","N/A","0","n/e","210"
"15.07.2017 12:00 - 15.07.2017 13:00","N/A","0","n/e","195"
"15.07.2017 13:00 - 15.07.2017 14:00","N/A","0","n/e","180"
"15.07.2017 14:00 - 15.07.2017 15:00","N/A","100","n/e","220"
"15.07.2017 15:00 - 15.07.2017 16:00","N/A","80","n/e","230"
"15.07.2017 16:00 - 15.07.2017 17:00","N/A","122","n/e","161"
"15.07.2017 17:00 - 15.07.2017 18:00","N/A","172","n/e","70"
"15.07.2017 18:00 - 15.07.2017 19:00","N/A","303","n/e","0"
"15.07.2017 19:00 - 15.07.2017 20:00","N/A","1142","n/e","0"
"15.07.2017 20:00 - 15.07.2017 21:00","N/A","971","n/e","0"
"15.07.2017 21:00 - 15.07.2017 22:00","N/A","1110","n/e","150"
"15.07.2017 22:00 - 15.07.2017 23:00","N/A","1160","n/e","151"
"15.07.2017 23:00 - 16.07.2017 00:00","N/A","1185","n/e","151"
"16.07.2017 00:00 - 16.07.2017 01:00","N/A","115","n/e","0"
"16.07.2017 01:00 - 16.07.2017 02:00","N/A","15","n/e","24"
"16.07.2017 02:00 - 16.07.2017 03:00","N/A","0","n/e","101"
"16.07.2017 03:00 - 16.07.2017 04:00","N/A","0","n/e","50"
"16.07.2017 04:00 - 16.07.2017 05:00","N/A","50","n/e","60"
"16.07.2017 05:00 - 16.07.2017 06:00","N/A","50","n/e","62"
"16.07.2017 06:00 - 16.07.2017 07:00","N/A","0","n/e","40"
"16.07.2017 07:00 - 16.07.2017 08:00","N/A","0","n/e","170"
"16.07.2017 08:00 - 16.07.2017 09:00","N/A","0","n/e","150"
"16.07.2017 09:00 - 16.07.2017 10:00","N/A","0","n/e","94"
"16.07.2017 10:00 - 16.07.2017 11:00","N/A","0","n/e","126"
"16.07.2017 11:00 - 16.07.2017 12:00","N/A","0","n/e","144"
"16.07.2017 12:00 - 16.07.2017 13:00","N/A","0","n/e","176"
"16.07.2017 13:00 - 16.07.2017 14:00","N/A","0","n/e","194"
"16.07.2017 14:00 - 16.07.2017 15:00","N/A","0","n/e","194"
"16.07.2017 15:00 - 16.07.2017 16:00","N/A","0","n/e","124"
"16.07.2017 16:00 - 16.07.2017 17:00","N/A","0","n/e","170"
"16.07.2017 17:00 - 16.07.2017 18:00","N/A","0","n/e","120"
"16.07.2017 18:00 - 16.07.2017 19:00","N/A","0","n/e","120"
"16.07.2017 19:00 - 16.07.2017 20:00","N/A","285","n/e","0"
"16.07.2017 20:00 - 16.07.2017 21:00","N/A","600","n/e","0"
"16.07.2017 21:00 - 16.07.2017 22:00","N/A","495","n/e","0"
"16.07.2017 22:00 - 16.07.2017 23:00","N/A","660","n/e","0"
"16.07.2017 23:00 - 17.07.2017 00:00","N/A","740","n/e","0"
"17.07.2017 00:00 - 17.07.2017 01:00","N/A","675","n/e","0"
"17.07.2017 01:00 - 17.07.2017 02:00","N/A","525","n/e","0"
"17.07.2017 02:00 - 17.07.2017 03:00","N/A","425","n/e","0"
"17.07.2017 03:00 - 17.07.2017 04:00","N/A","444","n/e","0"
"17.07.2017 04:00 - 17.07.2017 05:00","N/A","650","n/e","0"
"17.07.2017 05:00 - 17.07.2017 06:00","N/A","600","n/e","0"
"17.07.2017 06:00 - 17.07.2017 07:00","N/A","555","n/e","0"
"17.07.2017 07:00 - 17.07.2017 08:00","N/A","0","n/e","0"
"17.07.2017 08:00 - 17.07.2017 09:00","N/A","0","n/e","0"
"17.07.2017 09:00 - 17.07.2017 10:00","N/A","20","n/e","0"
"17.07.2017 10:00 - 17.07.2017 11:00","N/A","0","n/e","0"
"17.07.2017 11:00 - 17.07.2017 12:00","N/A","0","n/e","0"
"17.07.2017 12:00 - 17.07.2017 13:00","N/A","0","n/e","49"
"17.07.2017 13:00 - 17.07.2017 14:00","N/A","0","n/e","50"
"17.07.2017 14:00 - 17.07.2017 15:00","N/A","0","n/e","0"
"17.07.2017 15:00 - 17.07.2017 16:00","N/A","0","n/e","45"
"17.07.2017 16:00 - 17.07.2017 17:00","N/A","50","n/e","0"
"17.07.2017 17:00 - 17.07.2017 18:00","N/A","135","n/e","0"
"17.07.2017 18:00 - 17.07.2017 19:00","N/A","135","n/e","0"
"17.07.2017 19:00 - 17.07.2017 20:00","N/A","35","n/e","0"
"17.07.2017 20:00 - 17.07.2017 21:00","N/A","215","n/e","0"
"17.07.2017 21:00 - 17.07.2017 22:00","N/A","285","n/e","0"
"17.07.2017 22:00 - 17.07.2017 23:00","N/A","370","n/e","200"
"17.07.2017 23:00 - 18.07.2017 00:00","N/A","620","n/e","0"
"18.07.2017 00:00 - 18.07.2017 01:00","N/A","395","n/e","0"
"18.07.2017 01:00 - 18.07.2017 02:00","N/A","305","n/e","0"
"18.07.2017 02:00 - 18.07.2017 03:00","N/A","150","n/e","0"
"18.07.2017 03:00 - 18.07.2017 04:00","N/A","220","n/e","0"
"18.07.2017 04:00 - 18.07.2017 05:00","N/A","213","n/e","0"
"18.07.2017 05:00 - 18.07.2017 06:00","N/A","278","n/e","0"
"18.07.2017 06:00 - 18.07.2017 07:00","N/A","600","n/e","0"
"18.07.2017 07:00 - 18.07.2017 08:00","N/A","248","n/e","0"
"18.07.2017 08:00 - 18.07.2017 09:00","N/A","0","n/e","0"
"18.07.2017 09:00 - 18.07.2017 10:00","N/A","0","n/e","0"
"18.07.2017 10:00 - 18.07.2017 11:00","N/A","0","n/e","0"
"18.07.2017 11:00 - 18.07.2017 12:00","N/A","0","n/e","0"
"18.07.2017 12:00 - 18.07.2017 13:00","N/A","0","n/e","0"
"18.07.2017 13:00 - 18.07.2017 14:00","N/A","0","n/e","0"
"18.07.2017 14:00 - 18.07.2017 15:00","N/A","0","n/e","0"
"18.07.2017 15:00 - 18.07.2017 16:00","N/A","0","n/e","0"
"18.07.2017 16:00 - 18.07.2017 17:00","N/A","50","n/e","0"
"18.07.2017 17:00 - 18.07.2017 18:00","N/A","102","n/e","0"
"18.07.2017 18:00 - 18.07.2017 19:00","N/A","99","n/e","0"
"18.07.2017 19:00 - 18.07.2017 20:00","N/A","250","n/e","0"
"18.07.2017 20:00 - 18.07.2017 21:00","N/A","228","n/e","0"
"18.07.2017 21:00 - 18.07.2017 22:00","N/A","30","n/e","0"
"18.07.2017 22:00 - 18.07.2017 23:00","N/A","555","n/e","0"
"18.07.2017 23:00 - 19.07.2017 00:00","N/A","14","n/e","0"
"19.07.2017 00:00 - 19.07.2017 01:00","N/A","105","n/e","0"
"19.07.2017 01:00 - 19.07.2017 02:00","N/A","75","n/e","0"
"19.07.2017 02:00 - 19.07.2017 03:00","N/A","0","n/e","0"
