"Time (CET/CEST)","BZN|PL > BZN|DE-AT-LU Day Ahead [MW]","BZN|PL > BZN|DE-AT-LU Total [MW]","BZN|DE-AT-LU > BZN|PL Day Ahead [MW]","BZN|DE-AT-LU > BZN|PL Total [MW]"
"21.02.2017 06:00 - 21.02.2017 07:00","N/A","269","n/e","0"
"21.02.2017 07:00 - 21.02.2017 08:00","N/A","1110","n/e","0"
"21.02.2017 08:00 - 21.02.2017 09:00","N/A","424","n/e","0"
"21.02.2017 09:00 - 21.02.2017 10:00","N/A","575","n/e","0"
"21.02.2017 10:00 - 21.02.2017 11:00","N/A","508","n/e","0"
"21.02.2017 11:00 - 21.02.2017 12:00","N/A","494","n/e","0"
"21.02.2017 12:00 - 21.02.2017 13:00","N/A","526","n/e","200"
"21.02.2017 13:00 - 21.02.2017 14:00","N/A","449","n/e","200"
"21.02.2017 14:00 - 21.02.2017 15:00","N/A","508","n/e","200"
"21.02.2017 15:00 - 21.02.2017 16:00","N/A","664","n/e","200"
"21.02.2017 16:00 - 21.02.2017 17:00","N/A","833","n/e","0"
"21.02.2017 17:00 - 21.02.2017 18:00","N/A","813","n/e","70"
"21.02.2017 18:00 - 21.02.2017 19:00","N/A","735","n/e","0"
"21.02.2017 19:00 - 21.02.2017 20:00","N/A","745","n/e","0"
"21.02.2017 20:00 - 21.02.2017 21:00","N/A","775","n/e","0"
"21.02.2017 21:00 - 21.02.2017 22:00","N/A","764","n/e","0"
"21.02.2017 22:00 - 21.02.2017 23:00","N/A","1005","n/e","0"
"21.02.2017 23:00 - 22.02.2017 00:00","N/A","725","n/e","0"
"22.02.2017 00:00 - 22.02.2017 01:00","N/A","26","n/e","0"
"22.02.2017 01:00 - 22.02.2017 02:00","N/A","0","n/e","0"
"22.02.2017 02:00 - 22.02.2017 03:00","N/A","0","n/e","0"
"22.02.2017 03:00 - 22.02.2017 04:00","N/A","0","n/e","0"
"22.02.2017 04:00 - 22.02.2017 05:00","N/A","0","n/e","0"
"22.02.2017 05:00 - 22.02.2017 06:00","N/A","0","n/e","0"
"22.02.2017 06:00 - 22.02.2017 07:00","N/A","0","n/e","91"
"22.02.2017 07:00 - 22.02.2017 08:00","N/A","30","n/e","125"
"22.02.2017 08:00 - 22.02.2017 09:00","N/A","0","n/e","165"
"22.02.2017 09:00 - 22.02.2017 10:00","N/A","55","n/e","120"
"22.02.2017 10:00 - 22.02.2017 11:00","N/A","100","n/e","130"
"22.02.2017 11:00 - 22.02.2017 12:00","N/A","120","n/e","75"
"22.02.2017 12:00 - 22.02.2017 13:00","N/A","0","n/e","130"
"22.02.2017 13:00 - 22.02.2017 14:00","N/A","0","n/e","130"
"22.02.2017 14:00 - 22.02.2017 15:00","N/A","0","n/e","190"
"22.02.2017 15:00 - 22.02.2017 16:00","N/A","0","n/e","170"
"22.02.2017 16:00 - 22.02.2017 17:00","N/A","0","n/e","170"
"22.02.2017 17:00 - 22.02.2017 18:00","N/A","50","n/e","170"
"22.02.2017 18:00 - 22.02.2017 19:00","N/A","66","n/e","125"
"22.02.2017 19:00 - 22.02.2017 20:00","N/A","50","n/e","165"
"22.02.2017 20:00 - 22.02.2017 21:00","N/A","150","n/e","170"
"22.02.2017 21:00 - 22.02.2017 22:00","N/A","0","n/e","130"
"22.02.2017 22:00 - 22.02.2017 23:00","N/A","0","n/e","150"
"22.02.2017 23:00 - 23.02.2017 00:00","N/A","0","n/e","150"
"23.02.2017 00:00 - 23.02.2017 01:00","N/A","0","n/e","0"
"23.02.2017 01:00 - 23.02.2017 02:00","N/A","0","n/e","0"
"23.02.2017 02:00 - 23.02.2017 03:00","N/A","0","n/e","0"
"23.02.2017 03:00 - 23.02.2017 04:00","N/A","0","n/e","0"
"23.02.2017 04:00 - 23.02.2017 05:00","N/A","55","n/e","0"
"23.02.2017 05:00 - 23.02.2017 06:00","N/A","870","n/e","0"
"23.02.2017 06:00 - 23.02.2017 07:00","N/A","807","n/e","0"
"23.02.2017 07:00 - 23.02.2017 08:00","N/A","826","n/e","0"
"23.02.2017 08:00 - 23.02.2017 09:00","N/A","725","n/e","0"
"23.02.2017 09:00 - 23.02.2017 10:00","N/A","685","n/e","0"
"23.02.2017 10:00 - 23.02.2017 11:00","N/A","605","n/e","0"
"23.02.2017 11:00 - 23.02.2017 12:00","N/A","470","n/e","0"
"23.02.2017 12:00 - 23.02.2017 13:00","N/A","180","n/e","0"
"23.02.2017 13:00 - 23.02.2017 14:00","N/A","0","n/e","45"
"23.02.2017 14:00 - 23.02.2017 15:00","N/A","0","n/e","160"
"23.02.2017 15:00 - 23.02.2017 16:00","N/A","0","n/e","160"
"23.02.2017 16:00 - 23.02.2017 17:00","N/A","0","n/e","140"
"23.02.2017 17:00 - 23.02.2017 18:00","N/A","0","n/e","125"
"23.02.2017 18:00 - 23.02.2017 19:00","N/A","0","n/e","155"
"23.02.2017 19:00 - 23.02.2017 20:00","N/A","0","n/e","185"
"23.02.2017 20:00 - 23.02.2017 21:00","N/A","0","n/e","160"
"23.02.2017 21:00 - 23.02.2017 22:00","N/A","0","n/e","120"
"23.02.2017 22:00 - 23.02.2017 23:00","N/A","0","n/e","190"
"23.02.2017 23:00 - 24.02.2017 00:00","N/A","0","n/e","145"
"24.02.2017 00:00 - 24.02.2017 01:00","N/A","0","n/e","0"
"24.02.2017 01:00 - 24.02.2017 02:00","N/A","0","n/e","0"
"24.02.2017 02:00 - 24.02.2017 03:00","N/A","0","n/e","0"
"24.02.2017 03:00 - 24.02.2017 04:00","N/A","0","n/e","0"
"24.02.2017 04:00 - 24.02.2017 05:00","N/A","0","n/e","0"
"24.02.2017 05:00 - 24.02.2017 06:00","N/A","0","n/e","0"
"24.02.2017 06:00 - 24.02.2017 07:00","N/A","0","n/e","53"
"24.02.2017 07:00 - 24.02.2017 08:00","N/A","260","n/e","30"
"24.02.2017 08:00 - 24.02.2017 09:00","N/A","282","n/e","80"
"24.02.2017 09:00 - 24.02.2017 10:00","N/A","213","n/e","75"
"24.02.2017 10:00 - 24.02.2017 11:00","N/A","145","n/e","55"
"24.02.2017 11:00 - 24.02.2017 12:00","N/A","165","n/e","55"
"24.02.2017 12:00 - 24.02.2017 13:00","N/A","321","n/e","95"
"24.02.2017 13:00 - 24.02.2017 14:00","N/A","332","n/e","100"
"24.02.2017 14:00 - 24.02.2017 15:00","N/A","338","n/e","35"
"24.02.2017 15:00 - 24.02.2017 16:00","N/A","431","n/e","20"
"24.02.2017 16:00 - 24.02.2017 17:00","N/A","705","n/e","73"
"24.02.2017 17:00 - 24.02.2017 18:00","N/A","725","n/e","0"
"24.02.2017 18:00 - 24.02.2017 19:00","N/A","866","n/e","0"
"24.02.2017 19:00 - 24.02.2017 20:00","N/A","814","n/e","0"
"24.02.2017 20:00 - 24.02.2017 21:00","N/A","985","n/e","0"
"24.02.2017 21:00 - 24.02.2017 22:00","N/A","1105","n/e","0"
"24.02.2017 22:00 - 24.02.2017 23:00","N/A","825","n/e","0"
"24.02.2017 23:00 - 25.02.2017 00:00","N/A","840","n/e","0"
"25.02.2017 00:00 - 25.02.2017 01:00","N/A","575","n/e","0"
"25.02.2017 01:00 - 25.02.2017 02:00","N/A","625","n/e","0"
"25.02.2017 02:00 - 25.02.2017 03:00","N/A","609","n/e","0"
"25.02.2017 03:00 - 25.02.2017 04:00","N/A","650","n/e","0"
"25.02.2017 04:00 - 25.02.2017 05:00","N/A","1000","n/e","0"
"25.02.2017 05:00 - 25.02.2017 06:00","N/A","875","n/e","0"
"25.02.2017 06:00 - 25.02.2017 07:00","N/A","811","n/e","0"
"25.02.2017 07:00 - 25.02.2017 08:00","N/A","850","n/e","0"
"25.02.2017 08:00 - 25.02.2017 09:00","N/A","925","n/e","0"
"25.02.2017 09:00 - 25.02.2017 10:00","N/A","625","n/e","0"
"25.02.2017 10:00 - 25.02.2017 11:00","N/A","396","n/e","0"
"25.02.2017 11:00 - 25.02.2017 12:00","N/A","0","n/e","0"
"25.02.2017 12:00 - 25.02.2017 13:00","N/A","0","n/e","0"
"25.02.2017 13:00 - 25.02.2017 14:00","N/A","0","n/e","0"
"25.02.2017 14:00 - 25.02.2017 15:00","N/A","0","n/e","0"
"25.02.2017 15:00 - 25.02.2017 16:00","N/A","0","n/e","0"
"25.02.2017 16:00 - 25.02.2017 17:00","N/A","100","n/e","0"
"25.02.2017 17:00 - 25.02.2017 18:00","N/A","260","n/e","0"
"25.02.2017 18:00 - 25.02.2017 19:00","N/A","390","n/e","75"
"25.02.2017 19:00 - 25.02.2017 20:00","N/A","195","n/e","15"
"25.02.2017 20:00 - 25.02.2017 21:00","N/A","0","n/e","75"
"25.02.2017 21:00 - 25.02.2017 22:00","N/A","0","n/e","125"
"25.02.2017 22:00 - 25.02.2017 23:00","N/A","0","n/e","200"
"25.02.2017 23:00 - 26.02.2017 00:00","N/A","0","n/e","200"
"26.02.2017 00:00 - 26.02.2017 01:00","N/A","0","n/e","0"
"26.02.2017 01:00 - 26.02.2017 02:00","N/A","0","n/e","0"
"26.02.2017 02:00 - 26.02.2017 03:00","N/A","0","n/e","0"
"26.02.2017 03:00 - 26.02.2017 04:00","N/A","0","n/e","0"
"26.02.2017 04:00 - 26.02.2017 05:00","N/A","0","n/e","0"
"26.02.2017 05:00 - 26.02.2017 06:00","N/A","0","n/e","0"
"26.02.2017 06:00 - 26.02.2017 07:00","N/A","0","n/e","0"
"26.02.2017 07:00 - 26.02.2017 08:00","N/A","0","n/e","0"
"26.02.2017 08:00 - 26.02.2017 09:00","N/A","0","n/e","77"
"26.02.2017 09:00 - 26.02.2017 10:00","N/A","0","n/e","144"
"26.02.2017 10:00 - 26.02.2017 11:00","N/A","0","n/e","180"
"26.02.2017 11:00 - 26.02.2017 12:00","N/A","0","n/e","190"
"26.02.2017 12:00 - 26.02.2017 13:00","N/A","0","n/e","190"
"26.02.2017 13:00 - 26.02.2017 14:00","N/A","0","n/e","180"
"26.02.2017 14:00 - 26.02.2017 15:00","N/A","0","n/e","180"
"26.02.2017 15:00 - 26.02.2017 16:00","N/A","0","n/e","180"
"26.02.2017 16:00 - 26.02.2017 17:00","N/A","0","n/e","180"
"26.02.2017 17:00 - 26.02.2017 18:00","N/A","0","n/e","70"
"26.02.2017 18:00 - 26.02.2017 19:00","N/A","112","n/e","0"
"26.02.2017 19:00 - 26.02.2017 20:00","N/A","98","n/e","0"
"26.02.2017 20:00 - 26.02.2017 21:00","N/A","50","n/e","125"
"26.02.2017 21:00 - 26.02.2017 22:00","N/A","0","n/e","190"
"26.02.2017 22:00 - 26.02.2017 23:00","N/A","0","n/e","175"
"26.02.2017 23:00 - 27.02.2017 00:00","N/A","0","n/e","200"
"27.02.2017 00:00 - 27.02.2017 01:00","N/A","200","n/e","0"
"27.02.2017 01:00 - 27.02.2017 02:00","N/A","0","n/e","0"
"27.02.2017 02:00 - 27.02.2017 03:00","N/A","0","n/e","0"
"27.02.2017 03:00 - 27.02.2017 04:00","N/A","0","n/e","0"
"27.02.2017 04:00 - 27.02.2017 05:00","N/A","0","n/e","0"
"27.02.2017 05:00 - 27.02.2017 06:00","N/A","50","n/e","0"
"27.02.2017 06:00 - 27.02.2017 07:00","N/A","425","n/e","0"
"27.02.2017 07:00 - 27.02.2017 08:00","N/A","395","n/e","0"
"27.02.2017 08:00 - 27.02.2017 09:00","N/A","590","n/e","0"
"27.02.2017 09:00 - 27.02.2017 10:00","N/A","200","n/e","130"
"27.02.2017 10:00 - 27.02.2017 11:00","N/A","0","n/e","170"
"27.02.2017 11:00 - 27.02.2017 12:00","N/A","50","n/e","150"
"27.02.2017 12:00 - 27.02.2017 13:00","N/A","0","n/e","150"
"27.02.2017 13:00 - 27.02.2017 14:00","N/A","0","n/e","160"
"27.02.2017 14:00 - 27.02.2017 15:00","N/A","0","n/e","180"
"27.02.2017 15:00 - 27.02.2017 16:00","N/A","0","n/e","200"
"27.02.2017 16:00 - 27.02.2017 17:00","N/A","0","n/e","200"
"27.02.2017 17:00 - 27.02.2017 18:00","N/A","0","n/e","200"
"27.02.2017 18:00 - 27.02.2017 19:00","N/A","0","n/e","110"
"27.02.2017 19:00 - 27.02.2017 20:00","N/A","0","n/e","145"
"27.02.2017 20:00 - 27.02.2017 21:00","N/A","770","n/e","140"
"27.02.2017 21:00 - 27.02.2017 22:00","N/A","240","n/e","135"
"27.02.2017 22:00 - 27.02.2017 23:00","N/A","0","n/e","180"
"27.02.2017 23:00 - 28.02.2017 00:00","N/A","0","n/e","175"
"28.02.2017 00:00 - 28.02.2017 01:00","N/A","0","n/e","0"
"28.02.2017 01:00 - 28.02.2017 02:00","N/A","0","n/e","0"
"28.02.2017 02:00 - 28.02.2017 03:00","N/A","0","n/e","0"
"28.02.2017 03:00 - 28.02.2017 04:00","N/A","0","n/e","0"
"28.02.2017 04:00 - 28.02.2017 05:00","N/A","200","n/e","0"
"28.02.2017 05:00 - 28.02.2017 06:00","N/A","200","n/e","0"
"28.02.2017 06:00 - 28.02.2017 07:00","N/A","393","n/e","60"
"28.02.2017 07:00 - 28.02.2017 08:00","N/A","828","n/e","40"
"28.02.2017 08:00 - 28.02.2017 09:00","N/A","301","n/e","60"
"28.02.2017 09:00 - 28.02.2017 10:00","N/A","116","n/e","180"
"28.02.2017 10:00 - 28.02.2017 11:00","N/A","0","n/e","167"
"28.02.2017 11:00 - 28.02.2017 12:00","N/A","0","n/e","180"
"28.02.2017 12:00 - 28.02.2017 13:00","N/A","50","n/e","160"
"28.02.2017 13:00 - 28.02.2017 14:00","N/A","269","n/e","60"
"28.02.2017 14:00 - 28.02.2017 15:00","N/A","385","n/e","60"
"28.02.2017 15:00 - 28.02.2017 16:00","N/A","308","n/e","0"
"28.02.2017 16:00 - 28.02.2017 17:00","N/A","1021","n/e","0"
"28.02.2017 17:00 - 28.02.2017 18:00","N/A","603","n/e","50"
"28.02.2017 18:00 - 28.02.2017 19:00","N/A","1022","n/e","0"
"28.02.2017 19:00 - 28.02.2017 20:00","N/A","985","n/e","0"
"28.02.2017 20:00 - 28.02.2017 21:00","N/A","636","n/e","0"
"28.02.2017 21:00 - 28.02.2017 22:00","N/A","1050","n/e","0"
"28.02.2017 22:00 - 28.02.2017 23:00","N/A","619","n/e","0"
"28.02.2017 23:00 - 01.03.2017 00:00","N/A","810","n/e","24"
"01.03.2017 00:00 - 01.03.2017 01:00","N/A","180","n/e","0"
"01.03.2017 01:00 - 01.03.2017 02:00","N/A","649","n/e","0"
"01.03.2017 02:00 - 01.03.2017 03:00","N/A","650","n/e","0"
"01.03.2017 03:00 - 01.03.2017 04:00","N/A","294","n/e","0"
"01.03.2017 04:00 - 01.03.2017 05:00","N/A","844","n/e","0"
"01.03.2017 05:00 - 01.03.2017 06:00","N/A","324","n/e","0"
"01.03.2017 06:00 - 01.03.2017 07:00","N/A","234","n/e","0"
"01.03.2017 07:00 - 01.03.2017 08:00","N/A","830","n/e","0"
"01.03.2017 08:00 - 01.03.2017 09:00","N/A","603","n/e","0"
"01.03.2017 09:00 - 01.03.2017 10:00","N/A","300","n/e","75"
"01.03.2017 10:00 - 01.03.2017 11:00","N/A","125","n/e","0"
"01.03.2017 11:00 - 01.03.2017 12:00","N/A","0","n/e","55"
"01.03.2017 12:00 - 01.03.2017 13:00","N/A","0","n/e","190"
"01.03.2017 13:00 - 01.03.2017 14:00","N/A","0","n/e","180"
"01.03.2017 14:00 - 01.03.2017 15:00","N/A","0","n/e","180"
"01.03.2017 15:00 - 01.03.2017 16:00","N/A","0","n/e","169"
"01.03.2017 16:00 - 01.03.2017 17:00","N/A","530","n/e","132"
"01.03.2017 17:00 - 01.03.2017 18:00","N/A","526","n/e","125"
"01.03.2017 18:00 - 01.03.2017 19:00","N/A","400","n/e","0"
"01.03.2017 19:00 - 01.03.2017 20:00","N/A","460","n/e","0"
"01.03.2017 20:00 - 01.03.2017 21:00","N/A","434","n/e","0"
"01.03.2017 21:00 - 01.03.2017 22:00","N/A","905","n/e","0"
"01.03.2017 22:00 - 01.03.2017 23:00","N/A","477","n/e","19"
"01.03.2017 23:00 - 02.03.2017 00:00","N/A","508","n/e","25"
"02.03.2017 00:00 - 02.03.2017 01:00","N/A","765","n/e","0"
"02.03.2017 01:00 - 02.03.2017 02:00","N/A","760","n/e","0"
"02.03.2017 02:00 - 02.03.2017 03:00","N/A","521","n/e","0"
"02.03.2017 03:00 - 02.03.2017 04:00","N/A","45","n/e","0"
"02.03.2017 04:00 - 02.03.2017 05:00","N/A","125","n/e","0"
"02.03.2017 05:00 - 02.03.2017 06:00","N/A","145","n/e","0"
"02.03.2017 06:00 - 02.03.2017 07:00","N/A","280","n/e","50"
"02.03.2017 07:00 - 02.03.2017 08:00","N/A","381","n/e","0"
"02.03.2017 08:00 - 02.03.2017 09:00","N/A","375","n/e","80"
"02.03.2017 09:00 - 02.03.2017 10:00","N/A","150","n/e","90"
"02.03.2017 10:00 - 02.03.2017 11:00","N/A","0","n/e","105"
"02.03.2017 11:00 - 02.03.2017 12:00","N/A","0","n/e","170"
"02.03.2017 12:00 - 02.03.2017 13:00","N/A","0","n/e","170"
"02.03.2017 13:00 - 02.03.2017 14:00","N/A","0","n/e","170"
"02.03.2017 14:00 - 02.03.2017 15:00","N/A","0","n/e","170"
"02.03.2017 15:00 - 02.03.2017 16:00","N/A","0","n/e","170"
"02.03.2017 16:00 - 02.03.2017 17:00","N/A","22","n/e","120"
"02.03.2017 17:00 - 02.03.2017 18:00","N/A","298","n/e","50"
"02.03.2017 18:00 - 02.03.2017 19:00","N/A","824","n/e","125"
"02.03.2017 19:00 - 02.03.2017 20:00","N/A","973","n/e","70"
"02.03.2017 20:00 - 02.03.2017 21:00","N/A","494","n/e","20"
"02.03.2017 21:00 - 02.03.2017 22:00","N/A","613","n/e","40"
"02.03.2017 22:00 - 02.03.2017 23:00","N/A","700","n/e","60"
"02.03.2017 23:00 - 03.03.2017 00:00","N/A","185","n/e","200"
"03.03.2017 00:00 - 03.03.2017 01:00","N/A","505","n/e","0"
"03.03.2017 01:00 - 03.03.2017 02:00","N/A","673","n/e","0"
"03.03.2017 02:00 - 03.03.2017 03:00","N/A","800","n/e","0"
"03.03.2017 03:00 - 03.03.2017 04:00","N/A","1070","n/e","0"
"03.03.2017 04:00 - 03.03.2017 05:00","N/A","910","n/e","0"
"03.03.2017 05:00 - 03.03.2017 06:00","N/A","825","n/e","0"
"03.03.2017 06:00 - 03.03.2017 07:00","N/A","950","n/e","0"
"03.03.2017 07:00 - 03.03.2017 08:00","N/A","944","n/e","0"
"03.03.2017 08:00 - 03.03.2017 09:00","N/A","594","n/e","0"
"03.03.2017 09:00 - 03.03.2017 10:00","N/A","673","n/e","50"
"03.03.2017 10:00 - 03.03.2017 11:00","N/A","674","n/e","0"
"03.03.2017 11:00 - 03.03.2017 12:00","N/A","910","n/e","0"
"03.03.2017 12:00 - 03.03.2017 13:00","N/A","704","n/e","200"
"03.03.2017 13:00 - 03.03.2017 14:00","N/A","170","n/e","0"
"03.03.2017 14:00 - 03.03.2017 15:00","N/A","117","n/e","0"
"03.03.2017 15:00 - 03.03.2017 16:00","N/A","338","n/e","0"
"03.03.2017 16:00 - 03.03.2017 17:00","N/A","411","n/e","0"
"03.03.2017 17:00 - 03.03.2017 18:00","N/A","75","n/e","0"
"03.03.2017 18:00 - 03.03.2017 19:00","N/A","190","n/e","0"
"03.03.2017 19:00 - 03.03.2017 20:00","N/A","338","n/e","0"
"03.03.2017 20:00 - 03.03.2017 21:00","N/A","830","n/e","0"
"03.03.2017 21:00 - 03.03.2017 22:00","N/A","1115","n/e","200"
"03.03.2017 22:00 - 03.03.2017 23:00","N/A","1036","n/e","0"
"03.03.2017 23:00 - 04.03.2017 00:00","N/A","1375","n/e","200"
"04.03.2017 00:00 - 04.03.2017 01:00","N/A","171","n/e","0"
"04.03.2017 01:00 - 04.03.2017 02:00","N/A","474","n/e","0"
"04.03.2017 02:00 - 04.03.2017 03:00","N/A","203","n/e","0"
"04.03.2017 03:00 - 04.03.2017 04:00","N/A","310","n/e","0"
"04.03.2017 04:00 - 04.03.2017 05:00","N/A","193","n/e","0"
"04.03.2017 05:00 - 04.03.2017 06:00","N/A","250","n/e","0"
"04.03.2017 06:00 - 04.03.2017 07:00","N/A","76","n/e","0"
"04.03.2017 07:00 - 04.03.2017 08:00","N/A","66","n/e","0"
"04.03.2017 08:00 - 04.03.2017 09:00","N/A","359","n/e","50"
"04.03.2017 09:00 - 04.03.2017 10:00","N/A","556","n/e","0"
"04.03.2017 10:00 - 04.03.2017 11:00","N/A","185","n/e","77"
"04.03.2017 11:00 - 04.03.2017 12:00","N/A","0","n/e","100"
"04.03.2017 12:00 - 04.03.2017 13:00","N/A","0","n/e","85"
"04.03.2017 13:00 - 04.03.2017 14:00","N/A","0","n/e","90"
"04.03.2017 14:00 - 04.03.2017 15:00","N/A","80","n/e","90"
"04.03.2017 15:00 - 04.03.2017 16:00","N/A","378","n/e","25"
"04.03.2017 16:00 - 04.03.2017 17:00","N/A","595","n/e","0"
"04.03.2017 17:00 - 04.03.2017 18:00","N/A","1114","n/e","0"
"04.03.2017 18:00 - 04.03.2017 19:00","N/A","1170","n/e","0"
"04.03.2017 19:00 - 04.03.2017 20:00","N/A","1070","n/e","0"
"04.03.2017 20:00 - 04.03.2017 21:00","N/A","1076","n/e","50"
"04.03.2017 21:00 - 04.03.2017 22:00","N/A","1001","n/e","90"
"04.03.2017 22:00 - 04.03.2017 23:00","N/A","1149","n/e","90"
"04.03.2017 23:00 - 05.03.2017 00:00","N/A","400","n/e","90"
"05.03.2017 00:00 - 05.03.2017 01:00","N/A","0","n/e","0"
"05.03.2017 01:00 - 05.03.2017 02:00","N/A","0","n/e","0"
"05.03.2017 02:00 - 05.03.2017 03:00","N/A","0","n/e","0"
"05.03.2017 03:00 - 05.03.2017 04:00","N/A","0","n/e","0"
"05.03.2017 04:00 - 05.03.2017 05:00","N/A","0","n/e","0"
"05.03.2017 05:00 - 05.03.2017 06:00","N/A","0","n/e","0"
"05.03.2017 06:00 - 05.03.2017 07:00","N/A","0","n/e","0"
"05.03.2017 07:00 - 05.03.2017 08:00","N/A","0","n/e","0"
"05.03.2017 08:00 - 05.03.2017 09:00","N/A","0","n/e","0"
"05.03.2017 09:00 - 05.03.2017 10:00","N/A","0","n/e","77"
"05.03.2017 10:00 - 05.03.2017 11:00","N/A","0","n/e","154"
"05.03.2017 11:00 - 05.03.2017 12:00","N/A","0","n/e","175"
"05.03.2017 12:00 - 05.03.2017 13:00","N/A","0","n/e","175"
"05.03.2017 13:00 - 05.03.2017 14:00","N/A","0","n/e","174"
"05.03.2017 14:00 - 05.03.2017 15:00","N/A","0","n/e","175"
"05.03.2017 15:00 - 05.03.2017 16:00","N/A","0","n/e","135"
"05.03.2017 16:00 - 05.03.2017 17:00","N/A","0","n/e","120"
"05.03.2017 17:00 - 05.03.2017 18:00","N/A","398","n/e","130"
"05.03.2017 18:00 - 05.03.2017 19:00","N/A","402","n/e","130"
"05.03.2017 19:00 - 05.03.2017 20:00","N/A","462","n/e","0"
"05.03.2017 20:00 - 05.03.2017 21:00","N/A","442","n/e","0"
"05.03.2017 21:00 - 05.03.2017 22:00","N/A","610","n/e","70"
"05.03.2017 22:00 - 05.03.2017 23:00","N/A","289","n/e","0"
"05.03.2017 23:00 - 06.03.2017 00:00","N/A","624","n/e","100"
"06.03.2017 00:00 - 06.03.2017 01:00","N/A","145","n/e","0"
"06.03.2017 01:00 - 06.03.2017 02:00","N/A","219","n/e","0"
"06.03.2017 02:00 - 06.03.2017 03:00","N/A","140","n/e","0"
"06.03.2017 03:00 - 06.03.2017 04:00","N/A","125","n/e","0"
"06.03.2017 04:00 - 06.03.2017 05:00","N/A","0","n/e","0"
"06.03.2017 05:00 - 06.03.2017 06:00","N/A","25","n/e","0"
"06.03.2017 06:00 - 06.03.2017 07:00","N/A","925","n/e","0"
"06.03.2017 07:00 - 06.03.2017 08:00","N/A","500","n/e","200"
"06.03.2017 08:00 - 06.03.2017 09:00","N/A","451","n/e","0"
"06.03.2017 09:00 - 06.03.2017 10:00","N/A","436","n/e","0"
"06.03.2017 10:00 - 06.03.2017 11:00","N/A","471","n/e","0"
"06.03.2017 11:00 - 06.03.2017 12:00","N/A","402","n/e","0"
"06.03.2017 12:00 - 06.03.2017 13:00","N/A","500","n/e","125"
"06.03.2017 13:00 - 06.03.2017 14:00","N/A","500","n/e","155"
"06.03.2017 14:00 - 06.03.2017 15:00","N/A","500","n/e","170"
"06.03.2017 15:00 - 06.03.2017 16:00","N/A","500","n/e","110"
"06.03.2017 16:00 - 06.03.2017 17:00","N/A","600","n/e","150"
"06.03.2017 17:00 - 06.03.2017 18:00","N/A","600","n/e","75"
"06.03.2017 18:00 - 06.03.2017 19:00","N/A","600","n/e","50"
"06.03.2017 19:00 - 06.03.2017 20:00","N/A","600","n/e","0"
"06.03.2017 20:00 - 06.03.2017 21:00","N/A","300","n/e","200"
"06.03.2017 21:00 - 06.03.2017 22:00","N/A","233","n/e","50"
"06.03.2017 22:00 - 06.03.2017 23:00","N/A","570","n/e","0"
"06.03.2017 23:00 - 07.03.2017 00:00","N/A","828","n/e","200"
"07.03.2017 00:00 - 07.03.2017 01:00","N/A","233","n/e","0"
"07.03.2017 01:00 - 07.03.2017 02:00","N/A","141","n/e","0"
"07.03.2017 02:00 - 07.03.2017 03:00","N/A","118","n/e","0"
"07.03.2017 03:00 - 07.03.2017 04:00","N/A","100","n/e","0"
"07.03.2017 04:00 - 07.03.2017 05:00","N/A","147","n/e","0"
"07.03.2017 05:00 - 07.03.2017 06:00","N/A","237","n/e","0"
"07.03.2017 06:00 - 07.03.2017 07:00","N/A","376","n/e","0"
"07.03.2017 07:00 - 07.03.2017 08:00","N/A","600","n/e","0"
"07.03.2017 08:00 - 07.03.2017 09:00","N/A","300","n/e","30"
"07.03.2017 09:00 - 07.03.2017 10:00","N/A","300","n/e","50"
"07.03.2017 10:00 - 07.03.2017 11:00","N/A","300","n/e","20"
"07.03.2017 11:00 - 07.03.2017 12:00","N/A","250","n/e","20"
"07.03.2017 12:00 - 07.03.2017 13:00","N/A","300","n/e","200"
"07.03.2017 13:00 - 07.03.2017 14:00","N/A","300","n/e","200"
"07.03.2017 14:00 - 07.03.2017 15:00","N/A","200","n/e","100"
"07.03.2017 15:00 - 07.03.2017 16:00","N/A","300","n/e","50"
"07.03.2017 16:00 - 07.03.2017 17:00","N/A","199","n/e","0"
"07.03.2017 17:00 - 07.03.2017 18:00","N/A","101","n/e","0"
"07.03.2017 18:00 - 07.03.2017 19:00","N/A","0","n/e","0"
"07.03.2017 19:00 - 07.03.2017 20:00","N/A","0","n/e","0"
"07.03.2017 20:00 - 07.03.2017 21:00","N/A","402","n/e","77"
"07.03.2017 21:00 - 07.03.2017 22:00","N/A","570","n/e","200"
"07.03.2017 22:00 - 07.03.2017 23:00","N/A","755","n/e","0"
"07.03.2017 23:00 - 08.03.2017 00:00","N/A","846","n/e","0"
"08.03.2017 00:00 - 08.03.2017 01:00","N/A","709","n/e","0"
"08.03.2017 01:00 - 08.03.2017 02:00","N/A","717","n/e","0"
"08.03.2017 02:00 - 08.03.2017 03:00","N/A","650","n/e","0"
"08.03.2017 03:00 - 08.03.2017 04:00","N/A","409","n/e","0"
"08.03.2017 04:00 - 08.03.2017 05:00","N/A","415","n/e","0"
"08.03.2017 05:00 - 08.03.2017 06:00","N/A","429","n/e","0"
"08.03.2017 06:00 - 08.03.2017 07:00","N/A","831","n/e","45"
"08.03.2017 07:00 - 08.03.2017 08:00","N/A","900","n/e","217"
"08.03.2017 08:00 - 08.03.2017 09:00","N/A","346","n/e","75"
"08.03.2017 09:00 - 08.03.2017 10:00","N/A","479","n/e","90"
