"Time (CET/CEST)","BZN|PL > BZN|DE-AT-LU Day Ahead [MW]","BZN|PL > BZN|DE-AT-LU Total [MW]","BZN|DE-AT-LU > BZN|PL Day Ahead [MW]","BZN|DE-AT-LU > BZN|PL Total [MW]"
"03.01.2016 16:00 - 03.01.2016 17:00","N/A","0","n/e","0"
"03.01.2016 17:00 - 03.01.2016 18:00","N/A","0","n/e","0"
"03.01.2016 18:00 - 03.01.2016 19:00","N/A","0","n/e","0"
"03.01.2016 19:00 - 03.01.2016 20:00","N/A","0","n/e","0"
"03.01.2016 20:00 - 03.01.2016 21:00","N/A","0","n/e","0"
"03.01.2016 21:00 - 03.01.2016 22:00","N/A","0","n/e","0"
"03.01.2016 22:00 - 03.01.2016 23:00","N/A","0","n/e","0"
"03.01.2016 23:00 - 04.01.2016 00:00","N/A","0","n/e","0"
"04.01.2016 00:00 - 04.01.2016 01:00","N/A","0","n/e","0"
"04.01.2016 01:00 - 04.01.2016 02:00","N/A","0","n/e","0"
"04.01.2016 02:00 - 04.01.2016 03:00","N/A","0","n/e","0"
"04.01.2016 03:00 - 04.01.2016 04:00","N/A","0","n/e","0"
"04.01.2016 04:00 - 04.01.2016 05:00","N/A","0","n/e","0"
"04.01.2016 05:00 - 04.01.2016 06:00","N/A","0","n/e","0"
"04.01.2016 06:00 - 04.01.2016 07:00","N/A","0","n/e","0"
"04.01.2016 07:00 - 04.01.2016 08:00","N/A","0","n/e","0"
"04.01.2016 08:00 - 04.01.2016 09:00","N/A","0","n/e","0"
"04.01.2016 09:00 - 04.01.2016 10:00","N/A","0","n/e","0"
"04.01.2016 10:00 - 04.01.2016 11:00","N/A","0","n/e","0"
"04.01.2016 11:00 - 04.01.2016 12:00","N/A","0","n/e","0"
"04.01.2016 12:00 - 04.01.2016 13:00","N/A","55","n/e","0"
"04.01.2016 13:00 - 04.01.2016 14:00","N/A","40","n/e","0"
"04.01.2016 14:00 - 04.01.2016 15:00","N/A","75","n/e","0"
"04.01.2016 15:00 - 04.01.2016 16:00","N/A","100","n/e","0"
"04.01.2016 16:00 - 04.01.2016 17:00","N/A","40","n/e","0"
"04.01.2016 17:00 - 04.01.2016 18:00","N/A","40","n/e","0"
"04.01.2016 18:00 - 04.01.2016 19:00","N/A","160","n/e","0"
"04.01.2016 19:00 - 04.01.2016 20:00","N/A","128","n/e","0"
"04.01.2016 20:00 - 04.01.2016 21:00","N/A","0","n/e","0"
"04.01.2016 21:00 - 04.01.2016 22:00","N/A","0","n/e","0"
"04.01.2016 22:00 - 04.01.2016 23:00","N/A","0","n/e","0"
"04.01.2016 23:00 - 05.01.2016 00:00","N/A","0","n/e","0"
"05.01.2016 00:00 - 05.01.2016 01:00","N/A","0","n/e","0"
"05.01.2016 01:00 - 05.01.2016 02:00","N/A","0","n/e","0"
"05.01.2016 02:00 - 05.01.2016 03:00","N/A","0","n/e","0"
"05.01.2016 03:00 - 05.01.2016 04:00","N/A","0","n/e","0"
"05.01.2016 04:00 - 05.01.2016 05:00","N/A","0","n/e","0"
"05.01.2016 05:00 - 05.01.2016 06:00","N/A","0","n/e","0"
"05.01.2016 06:00 - 05.01.2016 07:00","N/A","0","n/e","0"
"05.01.2016 07:00 - 05.01.2016 08:00","N/A","0","n/e","0"
"05.01.2016 08:00 - 05.01.2016 09:00","N/A","0","n/e","0"
"05.01.2016 09:00 - 05.01.2016 10:00","N/A","0","n/e","0"
"05.01.2016 10:00 - 05.01.2016 11:00","N/A","0","n/e","0"
"05.01.2016 11:00 - 05.01.2016 12:00","N/A","0","n/e","0"
"05.01.2016 12:00 - 05.01.2016 13:00","N/A","0","n/e","0"
"05.01.2016 13:00 - 05.01.2016 14:00","N/A","0","n/e","0"
"05.01.2016 14:00 - 05.01.2016 15:00","N/A","0","n/e","0"
"05.01.2016 15:00 - 05.01.2016 16:00","N/A","0","n/e","0"
"05.01.2016 16:00 - 05.01.2016 17:00","N/A","0","n/e","0"
"05.01.2016 17:00 - 05.01.2016 18:00","N/A","0","n/e","0"
"05.01.2016 18:00 - 05.01.2016 19:00","N/A","0","n/e","0"
"05.01.2016 19:00 - 05.01.2016 20:00","N/A","0","n/e","0"
"05.01.2016 20:00 - 05.01.2016 21:00","N/A","0","n/e","0"
"05.01.2016 21:00 - 05.01.2016 22:00","N/A","0","n/e","0"
"05.01.2016 22:00 - 05.01.2016 23:00","N/A","0","n/e","0"
"05.01.2016 23:00 - 06.01.2016 00:00","N/A","0","n/e","0"
"06.01.2016 00:00 - 06.01.2016 01:00","N/A","0","n/e","0"
"06.01.2016 01:00 - 06.01.2016 02:00","N/A","0","n/e","0"
"06.01.2016 02:00 - 06.01.2016 03:00","N/A","0","n/e","0"
"06.01.2016 03:00 - 06.01.2016 04:00","N/A","0","n/e","0"
"06.01.2016 04:00 - 06.01.2016 05:00","N/A","0","n/e","0"
"06.01.2016 05:00 - 06.01.2016 06:00","N/A","0","n/e","0"
"06.01.2016 06:00 - 06.01.2016 07:00","N/A","0","n/e","0"
"06.01.2016 07:00 - 06.01.2016 08:00","N/A","170","n/e","0"
"06.01.2016 08:00 - 06.01.2016 09:00","N/A","97","n/e","0"
"06.01.2016 09:00 - 06.01.2016 10:00","N/A","245","n/e","0"
"06.01.2016 10:00 - 06.01.2016 11:00","N/A","319","n/e","0"
"06.01.2016 11:00 - 06.01.2016 12:00","N/A","350","n/e","0"
"06.01.2016 12:00 - 06.01.2016 13:00","N/A","450","n/e","0"
"06.01.2016 13:00 - 06.01.2016 14:00","N/A","247","n/e","0"
"06.01.2016 14:00 - 06.01.2016 15:00","N/A","150","n/e","0"
"06.01.2016 15:00 - 06.01.2016 16:00","N/A","145","n/e","0"
"06.01.2016 16:00 - 06.01.2016 17:00","N/A","124","n/e","0"
"06.01.2016 17:00 - 06.01.2016 18:00","N/A","431","n/e","0"
"06.01.2016 18:00 - 06.01.2016 19:00","N/A","451","n/e","0"
"06.01.2016 19:00 - 06.01.2016 20:00","N/A","366","n/e","0"
"06.01.2016 20:00 - 06.01.2016 21:00","N/A","86","n/e","0"
"06.01.2016 21:00 - 06.01.2016 22:00","N/A","0","n/e","0"
"06.01.2016 22:00 - 06.01.2016 23:00","N/A","0","n/e","0"
"06.01.2016 23:00 - 07.01.2016 00:00","N/A","0","n/e","0"
"07.01.2016 00:00 - 07.01.2016 01:00","N/A","1","n/e","0"
"07.01.2016 01:00 - 07.01.2016 02:00","N/A","0","n/e","0"
"07.01.2016 02:00 - 07.01.2016 03:00","N/A","0","n/e","0"
"07.01.2016 03:00 - 07.01.2016 04:00","N/A","0","n/e","0"
"07.01.2016 04:00 - 07.01.2016 05:00","N/A","0","n/e","0"
"07.01.2016 05:00 - 07.01.2016 06:00","N/A","0","n/e","0"
"07.01.2016 06:00 - 07.01.2016 07:00","N/A","0","n/e","0"
"07.01.2016 07:00 - 07.01.2016 08:00","N/A","0","n/e","0"
"07.01.2016 08:00 - 07.01.2016 09:00","N/A","0","n/e","0"
"07.01.2016 09:00 - 07.01.2016 10:00","N/A","0","n/e","0"
"07.01.2016 10:00 - 07.01.2016 11:00","N/A","0","n/e","0"
"07.01.2016 11:00 - 07.01.2016 12:00","N/A","0","n/e","0"
"07.01.2016 12:00 - 07.01.2016 13:00","N/A","0","n/e","0"
"07.01.2016 13:00 - 07.01.2016 14:00","N/A","0","n/e","0"
"07.01.2016 14:00 - 07.01.2016 15:00","N/A","0","n/e","0"
"07.01.2016 15:00 - 07.01.2016 16:00","N/A","0","n/e","0"
"07.01.2016 16:00 - 07.01.2016 17:00","N/A","0","n/e","0"
"07.01.2016 17:00 - 07.01.2016 18:00","N/A","0","n/e","0"
"07.01.2016 18:00 - 07.01.2016 19:00","N/A","0","n/e","0"
"07.01.2016 19:00 - 07.01.2016 20:00","N/A","0","n/e","0"
"07.01.2016 20:00 - 07.01.2016 21:00","N/A","0","n/e","0"
"07.01.2016 21:00 - 07.01.2016 22:00","N/A","0","n/e","0"
"07.01.2016 22:00 - 07.01.2016 23:00","N/A","0","n/e","0"
"07.01.2016 23:00 - 08.01.2016 00:00","N/A","0","n/e","0"
"08.01.2016 00:00 - 08.01.2016 01:00","N/A","0","n/e","0"
"08.01.2016 01:00 - 08.01.2016 02:00","N/A","0","n/e","0"
"08.01.2016 02:00 - 08.01.2016 03:00","N/A","0","n/e","0"
"08.01.2016 03:00 - 08.01.2016 04:00","N/A","0","n/e","0"
"08.01.2016 04:00 - 08.01.2016 05:00","N/A","0","n/e","0"
"08.01.2016 05:00 - 08.01.2016 06:00","N/A","0","n/e","0"
"08.01.2016 06:00 - 08.01.2016 07:00","N/A","0","n/e","0"
"08.01.2016 07:00 - 08.01.2016 08:00","N/A","0","n/e","0"
"08.01.2016 08:00 - 08.01.2016 09:00","N/A","0","n/e","0"
"08.01.2016 09:00 - 08.01.2016 10:00","N/A","0","n/e","0"
"08.01.2016 10:00 - 08.01.2016 11:00","N/A","0","n/e","0"
"08.01.2016 11:00 - 08.01.2016 12:00","N/A","0","n/e","0"
"08.01.2016 12:00 - 08.01.2016 13:00","N/A","0","n/e","0"
"08.01.2016 13:00 - 08.01.2016 14:00","N/A","0","n/e","0"
"08.01.2016 14:00 - 08.01.2016 15:00","N/A","0","n/e","0"
"08.01.2016 15:00 - 08.01.2016 16:00","N/A","0","n/e","0"
"08.01.2016 16:00 - 08.01.2016 17:00","N/A","0","n/e","0"
"08.01.2016 17:00 - 08.01.2016 18:00","N/A","0","n/e","0"
"08.01.2016 18:00 - 08.01.2016 19:00","N/A","0","n/e","0"
"08.01.2016 19:00 - 08.01.2016 20:00","N/A","0","n/e","0"
"08.01.2016 20:00 - 08.01.2016 21:00","N/A","0","n/e","0"
"08.01.2016 21:00 - 08.01.2016 22:00","N/A","0","n/e","0"
"08.01.2016 22:00 - 08.01.2016 23:00","N/A","126","n/e","0"
"08.01.2016 23:00 - 09.01.2016 00:00","N/A","0","n/e","0"
"09.01.2016 00:00 - 09.01.2016 01:00","N/A","2","n/e","0"
"09.01.2016 01:00 - 09.01.2016 02:00","N/A","25","n/e","0"
"09.01.2016 02:00 - 09.01.2016 03:00","N/A","0","n/e","0"
"09.01.2016 03:00 - 09.01.2016 04:00","N/A","0","n/e","0"
"09.01.2016 04:00 - 09.01.2016 05:00","N/A","0","n/e","0"
"09.01.2016 05:00 - 09.01.2016 06:00","N/A","0","n/e","0"
"09.01.2016 06:00 - 09.01.2016 07:00","N/A","0","n/e","0"
"09.01.2016 07:00 - 09.01.2016 08:00","N/A","0","n/e","0"
"09.01.2016 08:00 - 09.01.2016 09:00","N/A","0","n/e","0"
"09.01.2016 09:00 - 09.01.2016 10:00","N/A","0","n/e","0"
"09.01.2016 10:00 - 09.01.2016 11:00","N/A","0","n/e","0"
"09.01.2016 11:00 - 09.01.2016 12:00","N/A","0","n/e","0"
"09.01.2016 12:00 - 09.01.2016 13:00","N/A","0","n/e","0"
"09.01.2016 13:00 - 09.01.2016 14:00","N/A","0","n/e","0"
"09.01.2016 14:00 - 09.01.2016 15:00","N/A","0","n/e","0"
"09.01.2016 15:00 - 09.01.2016 16:00","N/A","0","n/e","0"
"09.01.2016 16:00 - 09.01.2016 17:00","N/A","0","n/e","0"
"09.01.2016 17:00 - 09.01.2016 18:00","N/A","0","n/e","0"
"09.01.2016 18:00 - 09.01.2016 19:00","N/A","0","n/e","0"
"09.01.2016 19:00 - 09.01.2016 20:00","N/A","0","n/e","0"
"09.01.2016 20:00 - 09.01.2016 21:00","N/A","0","n/e","0"
"09.01.2016 21:00 - 09.01.2016 22:00","N/A","0","n/e","0"
"09.01.2016 22:00 - 09.01.2016 23:00","N/A","0","n/e","0"
"09.01.2016 23:00 - 10.01.2016 00:00","N/A","0","n/e","0"
"10.01.2016 00:00 - 10.01.2016 01:00","N/A","0","n/e","0"
"10.01.2016 01:00 - 10.01.2016 02:00","N/A","0","n/e","0"
"10.01.2016 02:00 - 10.01.2016 03:00","N/A","0","n/e","0"
"10.01.2016 03:00 - 10.01.2016 04:00","N/A","0","n/e","0"
"10.01.2016 04:00 - 10.01.2016 05:00","N/A","0","n/e","0"
"10.01.2016 05:00 - 10.01.2016 06:00","N/A","0","n/e","0"
"10.01.2016 06:00 - 10.01.2016 07:00","N/A","0","n/e","0"
"10.01.2016 07:00 - 10.01.2016 08:00","N/A","0","n/e","0"
"10.01.2016 08:00 - 10.01.2016 09:00","N/A","0","n/e","0"
"10.01.2016 09:00 - 10.01.2016 10:00","N/A","15","n/e","0"
"10.01.2016 10:00 - 10.01.2016 11:00","N/A","10","n/e","0"
"10.01.2016 11:00 - 10.01.2016 12:00","N/A","10","n/e","0"
"10.01.2016 12:00 - 10.01.2016 13:00","N/A","12","n/e","0"
"10.01.2016 13:00 - 10.01.2016 14:00","N/A","10","n/e","0"
"10.01.2016 14:00 - 10.01.2016 15:00","N/A","12","n/e","0"
"10.01.2016 15:00 - 10.01.2016 16:00","N/A","12","n/e","0"
"10.01.2016 16:00 - 10.01.2016 17:00","N/A","5","n/e","0"
"10.01.2016 17:00 - 10.01.2016 18:00","N/A","10","n/e","0"
"10.01.2016 18:00 - 10.01.2016 19:00","N/A","10","n/e","0"
"10.01.2016 19:00 - 10.01.2016 20:00","N/A","0","n/e","0"
"10.01.2016 20:00 - 10.01.2016 21:00","N/A","0","n/e","0"
"10.01.2016 21:00 - 10.01.2016 22:00","N/A","0","n/e","0"
"10.01.2016 22:00 - 10.01.2016 23:00","N/A","0","n/e","0"
"10.01.2016 23:00 - 11.01.2016 00:00","N/A","0","n/e","0"
"11.01.2016 00:00 - 11.01.2016 01:00","N/A","0","n/e","0"
"11.01.2016 01:00 - 11.01.2016 02:00","N/A","0","n/e","0"
"11.01.2016 02:00 - 11.01.2016 03:00","N/A","0","n/e","0"
"11.01.2016 03:00 - 11.01.2016 04:00","N/A","0","n/e","0"
"11.01.2016 04:00 - 11.01.2016 05:00","N/A","0","n/e","0"
"11.01.2016 05:00 - 11.01.2016 06:00","N/A","0","n/e","0"
"11.01.2016 06:00 - 11.01.2016 07:00","N/A","0","n/e","0"
"11.01.2016 07:00 - 11.01.2016 08:00","N/A","0","n/e","0"
"11.01.2016 08:00 - 11.01.2016 09:00","N/A","0","n/e","0"
"11.01.2016 09:00 - 11.01.2016 10:00","N/A","0","n/e","0"
"11.01.2016 10:00 - 11.01.2016 11:00","N/A","0","n/e","0"
"11.01.2016 11:00 - 11.01.2016 12:00","N/A","0","n/e","0"
"11.01.2016 12:00 - 11.01.2016 13:00","N/A","0","n/e","0"
"11.01.2016 13:00 - 11.01.2016 14:00","N/A","0","n/e","0"
"11.01.2016 14:00 - 11.01.2016 15:00","N/A","0","n/e","0"
"11.01.2016 15:00 - 11.01.2016 16:00","N/A","0","n/e","0"
"11.01.2016 16:00 - 11.01.2016 17:00","N/A","0","n/e","0"
"11.01.2016 17:00 - 11.01.2016 18:00","N/A","0","n/e","0"
"11.01.2016 18:00 - 11.01.2016 19:00","N/A","0","n/e","0"
"11.01.2016 19:00 - 11.01.2016 20:00","N/A","0","n/e","0"
"11.01.2016 20:00 - 11.01.2016 21:00","N/A","0","n/e","0"
"11.01.2016 21:00 - 11.01.2016 22:00","N/A","0","n/e","0"
"11.01.2016 22:00 - 11.01.2016 23:00","N/A","0","n/e","0"
"11.01.2016 23:00 - 12.01.2016 00:00","N/A","0","n/e","0"
"12.01.2016 00:00 - 12.01.2016 01:00","N/A","0","n/e","0"
"12.01.2016 01:00 - 12.01.2016 02:00","N/A","0","n/e","0"
"12.01.2016 02:00 - 12.01.2016 03:00","N/A","0","n/e","0"
"12.01.2016 03:00 - 12.01.2016 04:00","N/A","0","n/e","0"
"12.01.2016 04:00 - 12.01.2016 05:00","N/A","0","n/e","0"
"12.01.2016 05:00 - 12.01.2016 06:00","N/A","0","n/e","0"
"12.01.2016 06:00 - 12.01.2016 07:00","N/A","0","n/e","0"
"12.01.2016 07:00 - 12.01.2016 08:00","N/A","0","n/e","0"
"12.01.2016 08:00 - 12.01.2016 09:00","N/A","0","n/e","0"
"12.01.2016 09:00 - 12.01.2016 10:00","N/A","0","n/e","0"
"12.01.2016 10:00 - 12.01.2016 11:00","N/A","0","n/e","0"
"12.01.2016 11:00 - 12.01.2016 12:00","N/A","0","n/e","0"
"12.01.2016 12:00 - 12.01.2016 13:00","N/A","0","n/e","0"
"12.01.2016 13:00 - 12.01.2016 14:00","N/A","0","n/e","0"
"12.01.2016 14:00 - 12.01.2016 15:00","N/A","0","n/e","0"
"12.01.2016 15:00 - 12.01.2016 16:00","N/A","0","n/e","0"
"12.01.2016 16:00 - 12.01.2016 17:00","N/A","0","n/e","0"
"12.01.2016 17:00 - 12.01.2016 18:00","N/A","0","n/e","0"
"12.01.2016 18:00 - 12.01.2016 19:00","N/A","0","n/e","0"
"12.01.2016 19:00 - 12.01.2016 20:00","N/A","0","n/e","0"
"12.01.2016 20:00 - 12.01.2016 21:00","N/A","0","n/e","0"
"12.01.2016 21:00 - 12.01.2016 22:00","N/A","0","n/e","0"
"12.01.2016 22:00 - 12.01.2016 23:00","N/A","0","n/e","0"
"12.01.2016 23:00 - 13.01.2016 00:00","N/A","0","n/e","0"
"13.01.2016 00:00 - 13.01.2016 01:00","N/A","0","n/e","0"
"13.01.2016 01:00 - 13.01.2016 02:00","N/A","0","n/e","0"
"13.01.2016 02:00 - 13.01.2016 03:00","N/A","0","n/e","0"
"13.01.2016 03:00 - 13.01.2016 04:00","N/A","0","n/e","0"
"13.01.2016 04:00 - 13.01.2016 05:00","N/A","0","n/e","0"
"13.01.2016 05:00 - 13.01.2016 06:00","N/A","0","n/e","0"
"13.01.2016 06:00 - 13.01.2016 07:00","N/A","0","n/e","0"
"13.01.2016 07:00 - 13.01.2016 08:00","N/A","0","n/e","0"
"13.01.2016 08:00 - 13.01.2016 09:00","N/A","0","n/e","0"
"13.01.2016 09:00 - 13.01.2016 10:00","N/A","0","n/e","0"
"13.01.2016 10:00 - 13.01.2016 11:00","N/A","0","n/e","0"
"13.01.2016 11:00 - 13.01.2016 12:00","N/A","0","n/e","0"
"13.01.2016 12:00 - 13.01.2016 13:00","N/A","0","n/e","0"
"13.01.2016 13:00 - 13.01.2016 14:00","N/A","0","n/e","0"
"13.01.2016 14:00 - 13.01.2016 15:00","N/A","0","n/e","0"
"13.01.2016 15:00 - 13.01.2016 16:00","N/A","0","n/e","0"
"13.01.2016 16:00 - 13.01.2016 17:00","N/A","0","n/e","0"
"13.01.2016 17:00 - 13.01.2016 18:00","N/A","0","n/e","0"
"13.01.2016 18:00 - 13.01.2016 19:00","N/A","0","n/e","0"
"13.01.2016 19:00 - 13.01.2016 20:00","N/A","0","n/e","0"
"13.01.2016 20:00 - 13.01.2016 21:00","N/A","0","n/e","0"
"13.01.2016 21:00 - 13.01.2016 22:00","N/A","0","n/e","0"
"13.01.2016 22:00 - 13.01.2016 23:00","N/A","0","n/e","0"
"13.01.2016 23:00 - 14.01.2016 00:00","N/A","0","n/e","0"
"14.01.2016 00:00 - 14.01.2016 01:00","N/A","0","n/e","0"
"14.01.2016 01:00 - 14.01.2016 02:00","N/A","0","n/e","0"
"14.01.2016 02:00 - 14.01.2016 03:00","N/A","0","n/e","0"
"14.01.2016 03:00 - 14.01.2016 04:00","N/A","0","n/e","0"
"14.01.2016 04:00 - 14.01.2016 05:00","N/A","0","n/e","0"
"14.01.2016 05:00 - 14.01.2016 06:00","N/A","0","n/e","0"
"14.01.2016 06:00 - 14.01.2016 07:00","N/A","0","n/e","0"
"14.01.2016 07:00 - 14.01.2016 08:00","N/A","0","n/e","0"
"14.01.2016 08:00 - 14.01.2016 09:00","N/A","0","n/e","0"
"14.01.2016 09:00 - 14.01.2016 10:00","N/A","0","n/e","0"
"14.01.2016 10:00 - 14.01.2016 11:00","N/A","0","n/e","0"
"14.01.2016 11:00 - 14.01.2016 12:00","N/A","0","n/e","0"
"14.01.2016 12:00 - 14.01.2016 13:00","N/A","0","n/e","0"
"14.01.2016 13:00 - 14.01.2016 14:00","N/A","0","n/e","0"
"14.01.2016 14:00 - 14.01.2016 15:00","N/A","0","n/e","0"
"14.01.2016 15:00 - 14.01.2016 16:00","N/A","0","n/e","0"
"14.01.2016 16:00 - 14.01.2016 17:00","N/A","0","n/e","0"
"14.01.2016 17:00 - 14.01.2016 18:00","N/A","0","n/e","0"
"14.01.2016 18:00 - 14.01.2016 19:00","N/A","0","n/e","0"
"14.01.2016 19:00 - 14.01.2016 20:00","N/A","0","n/e","0"
"14.01.2016 20:00 - 14.01.2016 21:00","N/A","0","n/e","0"
"14.01.2016 21:00 - 14.01.2016 22:00","N/A","0","n/e","0"
"14.01.2016 22:00 - 14.01.2016 23:00","N/A","0","n/e","0"
"14.01.2016 23:00 - 15.01.2016 00:00","N/A","0","n/e","0"
"15.01.2016 00:00 - 15.01.2016 01:00","N/A","0","n/e","0"
"15.01.2016 01:00 - 15.01.2016 02:00","N/A","0","n/e","0"
"15.01.2016 02:00 - 15.01.2016 03:00","N/A","0","n/e","0"
"15.01.2016 03:00 - 15.01.2016 04:00","N/A","0","n/e","0"
"15.01.2016 04:00 - 15.01.2016 05:00","N/A","0","n/e","0"
"15.01.2016 05:00 - 15.01.2016 06:00","N/A","0","n/e","0"
"15.01.2016 06:00 - 15.01.2016 07:00","N/A","0","n/e","0"
"15.01.2016 07:00 - 15.01.2016 08:00","N/A","0","n/e","0"
"15.01.2016 08:00 - 15.01.2016 09:00","N/A","0","n/e","0"
"15.01.2016 09:00 - 15.01.2016 10:00","N/A","0","n/e","0"
"15.01.2016 10:00 - 15.01.2016 11:00","N/A","0","n/e","0"
"15.01.2016 11:00 - 15.01.2016 12:00","N/A","0","n/e","0"
"15.01.2016 12:00 - 15.01.2016 13:00","N/A","0","n/e","0"
"15.01.2016 13:00 - 15.01.2016 14:00","N/A","0","n/e","0"
"15.01.2016 14:00 - 15.01.2016 15:00","N/A","0","n/e","0"
"15.01.2016 15:00 - 15.01.2016 16:00","N/A","0","n/e","0"
"15.01.2016 16:00 - 15.01.2016 17:00","N/A","0","n/e","0"
"15.01.2016 17:00 - 15.01.2016 18:00","N/A","0","n/e","0"
"15.01.2016 18:00 - 15.01.2016 19:00","N/A","25","n/e","0"
"15.01.2016 19:00 - 15.01.2016 20:00","N/A","100","n/e","0"
"15.01.2016 20:00 - 15.01.2016 21:00","N/A","0","n/e","0"
"15.01.2016 21:00 - 15.01.2016 22:00","N/A","0","n/e","0"
"15.01.2016 22:00 - 15.01.2016 23:00","N/A","0","n/e","0"
"15.01.2016 23:00 - 16.01.2016 00:00","N/A","0","n/e","0"
"16.01.2016 00:00 - 16.01.2016 01:00","N/A","0","n/e","0"
