"Time (CET/CEST)","BZN|PL > BZN|DE-AT-LU Day Ahead [MW]","BZN|PL > BZN|DE-AT-LU Total [MW]","BZN|DE-AT-LU > BZN|PL Day Ahead [MW]","BZN|DE-AT-LU > BZN|PL Total [MW]"
"07.08.2018 19:00 - 07.08.2018 20:00","0","100","0","0"
"07.08.2018 20:00 - 07.08.2018 21:00","0","223","25","25"
"07.08.2018 21:00 - 07.08.2018 22:00","0","225","25","25"
"07.08.2018 22:00 - 07.08.2018 23:00","250","450","25","25"
"07.08.2018 23:00 - 08.08.2018 00:00","230","430","0","0"
"08.08.2018 00:00 - 08.08.2018 01:00","165","465","0","100"
"08.08.2018 01:00 - 08.08.2018 02:00","215","515","0","200"
"08.08.2018 02:00 - 08.08.2018 03:00","245","491","0","97"
"08.08.2018 03:00 - 08.08.2018 04:00","255","412","0","0"
"08.08.2018 04:00 - 08.08.2018 05:00","245","433","0","0"
"08.08.2018 05:00 - 08.08.2018 06:00","215","365","0","0"
"08.08.2018 06:00 - 08.08.2018 07:00","0","258","66","66"
"08.08.2018 07:00 - 08.08.2018 08:00","210","360","0","0"
"08.08.2018 08:00 - 08.08.2018 09:00","0","46","300","300"
"08.08.2018 09:00 - 08.08.2018 10:00","0","70","450","450"
"08.08.2018 10:00 - 08.08.2018 11:00","0","0","450","450"
"08.08.2018 11:00 - 08.08.2018 12:00","0","0","450","450"
"08.08.2018 12:00 - 08.08.2018 13:00","0","0","462","462"
"08.08.2018 13:00 - 08.08.2018 14:00","0","0","428","428"
"08.08.2018 14:00 - 08.08.2018 15:00","0","0","420","420"
"08.08.2018 15:00 - 08.08.2018 16:00","0","0","350","350"
"08.08.2018 16:00 - 08.08.2018 17:00","0","0","412","412"
"08.08.2018 17:00 - 08.08.2018 18:00","41","41","90","90"
"08.08.2018 18:00 - 08.08.2018 19:00","110","110","0","0"
"08.08.2018 19:00 - 08.08.2018 20:00","135","315","0","0"
"08.08.2018 20:00 - 08.08.2018 21:00","139","439","0","98"
"08.08.2018 21:00 - 08.08.2018 22:00","155","455","0","0"
"08.08.2018 22:00 - 08.08.2018 23:00","130","430","0","0"
"08.08.2018 23:00 - 09.08.2018 00:00","155","455","0","0"
"09.08.2018 00:00 - 09.08.2018 01:00","169","169","0","60"
"09.08.2018 01:00 - 09.08.2018 02:00","155","155","0","60"
"09.08.2018 02:00 - 09.08.2018 03:00","135","135","0","60"
"09.08.2018 03:00 - 09.08.2018 04:00","150","150","0","60"
"09.08.2018 04:00 - 09.08.2018 05:00","145","245","0","180"
"09.08.2018 05:00 - 09.08.2018 06:00","155","255","0","100"
"09.08.2018 06:00 - 09.08.2018 07:00","184","284","25","25"
"09.08.2018 07:00 - 09.08.2018 08:00","140","240","25","25"
"09.08.2018 08:00 - 09.08.2018 09:00","0","0","308","308"
"09.08.2018 09:00 - 09.08.2018 10:00","0","0","480","580"
"09.08.2018 10:00 - 09.08.2018 11:00","0","0","490","590"
"09.08.2018 11:00 - 09.08.2018 12:00","0","0","432","532"
"09.08.2018 12:00 - 09.08.2018 13:00","0","0","397","397"
"09.08.2018 13:00 - 09.08.2018 14:00","0","0","432","432"
"09.08.2018 14:00 - 09.08.2018 15:00","0","0","478","478"
"09.08.2018 15:00 - 09.08.2018 16:00","0","0","400","400"
"09.08.2018 16:00 - 09.08.2018 17:00","0","0","430","430"
"09.08.2018 17:00 - 09.08.2018 18:00","0","0","470","470"
"09.08.2018 18:00 - 09.08.2018 19:00","0","0","357","357"
"09.08.2018 19:00 - 09.08.2018 20:00","0","0","369","369"
"09.08.2018 20:00 - 09.08.2018 21:00","0","50","500","500"
"09.08.2018 21:00 - 09.08.2018 22:00","0","100","367","367"
"09.08.2018 22:00 - 09.08.2018 23:00","0","0","375","375"
"09.08.2018 23:00 - 10.08.2018 00:00","0","0","216","216"
"10.08.2018 00:00 - 10.08.2018 01:00","0","0","0","0"
"10.08.2018 01:00 - 10.08.2018 02:00","0","0","0","0"
"10.08.2018 02:00 - 10.08.2018 03:00","0","0","0","0"
"10.08.2018 03:00 - 10.08.2018 04:00","0","0","0","0"
"10.08.2018 04:00 - 10.08.2018 05:00","0","0","0","0"
"10.08.2018 05:00 - 10.08.2018 06:00","0","0","0","0"
"10.08.2018 06:00 - 10.08.2018 07:00","0","0","116","116"
"10.08.2018 07:00 - 10.08.2018 08:00","0","0","160","160"
"10.08.2018 08:00 - 10.08.2018 09:00","0","0","362","362"
"10.08.2018 09:00 - 10.08.2018 10:00","0","0","405","405"
"10.08.2018 10:00 - 10.08.2018 11:00","0","0","388","388"
"10.08.2018 11:00 - 10.08.2018 12:00","0","0","395","395"
"10.08.2018 12:00 - 10.08.2018 13:00","0","0","377","377"
"10.08.2018 13:00 - 10.08.2018 14:00","0","0","353","353"
"10.08.2018 14:00 - 10.08.2018 15:00","0","0","352","352"
"10.08.2018 15:00 - 10.08.2018 16:00","0","0","327","327"
"10.08.2018 16:00 - 10.08.2018 17:00","0","0","365","365"
"10.08.2018 17:00 - 10.08.2018 18:00","0","0","372","372"
"10.08.2018 18:00 - 10.08.2018 19:00","0","0","310","310"
"10.08.2018 19:00 - 10.08.2018 20:00","70","70","197","225"
"10.08.2018 20:00 - 10.08.2018 21:00","60","100","175","225"
"10.08.2018 21:00 - 10.08.2018 22:00","60","60","110","110"
"10.08.2018 22:00 - 10.08.2018 23:00","100","300","125","125"
"10.08.2018 23:00 - 11.08.2018 00:00","90","190","0","0"
"11.08.2018 00:00 - 11.08.2018 01:00","135","135","0","0"
"11.08.2018 01:00 - 11.08.2018 02:00","194","194","0","0"
"11.08.2018 02:00 - 11.08.2018 03:00","129","129","0","0"
"11.08.2018 03:00 - 11.08.2018 04:00","66","66","100","100"
"11.08.2018 04:00 - 11.08.2018 05:00","25","25","115","115"
"11.08.2018 05:00 - 11.08.2018 06:00","104","104","115","115"
"11.08.2018 06:00 - 11.08.2018 07:00","20","20","103","103"
"11.08.2018 07:00 - 11.08.2018 08:00","25","25","280","280"
"11.08.2018 08:00 - 11.08.2018 09:00","0","0","410","410"
"11.08.2018 09:00 - 11.08.2018 10:00","0","0","373","373"
"11.08.2018 10:00 - 11.08.2018 11:00","0","0","425","425"
"11.08.2018 11:00 - 11.08.2018 12:00","0","0","444","444"
"11.08.2018 12:00 - 11.08.2018 13:00","0","0","404","471"
"11.08.2018 13:00 - 11.08.2018 14:00","0","0","424","482"
"11.08.2018 14:00 - 11.08.2018 15:00","0","0","395","495"
"11.08.2018 15:00 - 11.08.2018 16:00","0","0","390","490"
"11.08.2018 16:00 - 11.08.2018 17:00","0","0","440","540"
"11.08.2018 17:00 - 11.08.2018 18:00","0","0","399","499"
"11.08.2018 18:00 - 11.08.2018 19:00","0","0","0","100"
"11.08.2018 19:00 - 11.08.2018 20:00","75","75","0","37"
"11.08.2018 20:00 - 11.08.2018 21:00","105","105","0","0"
"11.08.2018 21:00 - 11.08.2018 22:00","109","109","0","0"
"11.08.2018 22:00 - 11.08.2018 23:00","85","85","0","0"
"11.08.2018 23:00 - 12.08.2018 00:00","85","85","0","0"
"12.08.2018 00:00 - 12.08.2018 01:00","205","405","0","0"
"12.08.2018 01:00 - 12.08.2018 02:00","220","420","0","0"
"12.08.2018 02:00 - 12.08.2018 03:00","225","225","0","0"
"12.08.2018 03:00 - 12.08.2018 04:00","225","225","0","0"
"12.08.2018 04:00 - 12.08.2018 05:00","235","235","0","0"
"12.08.2018 05:00 - 12.08.2018 06:00","195","195","0","0"
"12.08.2018 06:00 - 12.08.2018 07:00","145","145","0","0"
"12.08.2018 07:00 - 12.08.2018 08:00","155","155","0","0"
"12.08.2018 08:00 - 12.08.2018 09:00","0","0","42","42"
"12.08.2018 09:00 - 12.08.2018 10:00","0","0","62","62"
"12.08.2018 10:00 - 12.08.2018 11:00","0","0","282","282"
"12.08.2018 11:00 - 12.08.2018 12:00","0","0","410","410"
"12.08.2018 12:00 - 12.08.2018 13:00","0","0","330","330"
"12.08.2018 13:00 - 12.08.2018 14:00","0","0","420","420"
"12.08.2018 14:00 - 12.08.2018 15:00","0","0","455","455"
"12.08.2018 15:00 - 12.08.2018 16:00","0","0","480","480"
"12.08.2018 16:00 - 12.08.2018 17:00","0","0","395","585"
"12.08.2018 17:00 - 12.08.2018 18:00","10","10","140","489"
"12.08.2018 18:00 - 12.08.2018 19:00","130","130","0","500"
"12.08.2018 19:00 - 12.08.2018 20:00","150","150","0","0"
"12.08.2018 20:00 - 12.08.2018 21:00","150","150","0","0"
"12.08.2018 21:00 - 12.08.2018 22:00","150","150","0","0"
"12.08.2018 22:00 - 12.08.2018 23:00","175","175","0","0"
"12.08.2018 23:00 - 13.08.2018 00:00","200","200","0","0"
"13.08.2018 00:00 - 13.08.2018 01:00","35","360","0","0"
"13.08.2018 01:00 - 13.08.2018 02:00","65","390","0","0"
"13.08.2018 02:00 - 13.08.2018 03:00","65","161","0","0"
"13.08.2018 03:00 - 13.08.2018 04:00","50","105","0","0"
"13.08.2018 04:00 - 13.08.2018 05:00","85","232","0","0"
"13.08.2018 05:00 - 13.08.2018 06:00","85","163","0","0"
"13.08.2018 06:00 - 13.08.2018 07:00","40","40","0","0"
"13.08.2018 07:00 - 13.08.2018 08:00","35","35","0","0"
"13.08.2018 08:00 - 13.08.2018 09:00","0","0","232","232"
"13.08.2018 09:00 - 13.08.2018 10:00","0","0","435","435"
"13.08.2018 10:00 - 13.08.2018 11:00","0","0","410","410"
"13.08.2018 11:00 - 13.08.2018 12:00","0","0","445","445"
"13.08.2018 12:00 - 13.08.2018 13:00","0","0","445","445"
"13.08.2018 13:00 - 13.08.2018 14:00","0","0","445","445"
"13.08.2018 14:00 - 13.08.2018 15:00","0","0","430","430"
"13.08.2018 15:00 - 13.08.2018 16:00","0","0","420","420"
"13.08.2018 16:00 - 13.08.2018 17:00","0","0","432","432"
"13.08.2018 17:00 - 13.08.2018 18:00","0","0","367","367"
"13.08.2018 18:00 - 13.08.2018 19:00","0","0","337","337"
"13.08.2018 19:00 - 13.08.2018 20:00","0","0","164","164"
"13.08.2018 20:00 - 13.08.2018 21:00","0","400","225","225"
"13.08.2018 21:00 - 13.08.2018 22:00","0","210","185","185"
"13.08.2018 22:00 - 13.08.2018 23:00","65","65","25","25"
"13.08.2018 23:00 - 14.08.2018 00:00","130","130","0","0"
"14.08.2018 00:00 - 14.08.2018 01:00","210","222","0","0"
"14.08.2018 01:00 - 14.08.2018 02:00","195","195","0","0"
"14.08.2018 02:00 - 14.08.2018 03:00","225","275","0","65"
"14.08.2018 03:00 - 14.08.2018 04:00","225","225","0","50"
"14.08.2018 04:00 - 14.08.2018 05:00","205","205","0","4"
"14.08.2018 05:00 - 14.08.2018 06:00","180","180","0","0"
"14.08.2018 06:00 - 14.08.2018 07:00","85","135","0","0"
"14.08.2018 07:00 - 14.08.2018 08:00","108","208","0","172"
"14.08.2018 08:00 - 14.08.2018 09:00","0","54","437","437"
"14.08.2018 09:00 - 14.08.2018 10:00","0","54","482","482"
"14.08.2018 10:00 - 14.08.2018 11:00","0","20","490","490"
"14.08.2018 11:00 - 14.08.2018 12:00","0","0","485","485"
"14.08.2018 12:00 - 14.08.2018 13:00","0","0","440","440"
"14.08.2018 13:00 - 14.08.2018 14:00","0","0","447","447"
"14.08.2018 14:00 - 14.08.2018 15:00","0","0","447","447"
"14.08.2018 15:00 - 14.08.2018 16:00","0","0","465","465"
"14.08.2018 16:00 - 14.08.2018 17:00","0","0","432","432"
"14.08.2018 17:00 - 14.08.2018 18:00","0","0","432","432"
"14.08.2018 18:00 - 14.08.2018 19:00","0","0","370","370"
"14.08.2018 19:00 - 14.08.2018 20:00","31","31","300","400"
"14.08.2018 20:00 - 14.08.2018 21:00","0","0","293","493"
"14.08.2018 21:00 - 14.08.2018 22:00","0","0","18","18"
"14.08.2018 22:00 - 14.08.2018 23:00","130","180","101","101"
"14.08.2018 23:00 - 15.08.2018 00:00","230","245","0","0"
"15.08.2018 00:00 - 15.08.2018 01:00","30","30","0","0"
"15.08.2018 01:00 - 15.08.2018 02:00","65","65","0","0"
"15.08.2018 02:00 - 15.08.2018 03:00","90","90","0","100"
"15.08.2018 03:00 - 15.08.2018 04:00","85","85","0","100"
"15.08.2018 04:00 - 15.08.2018 05:00","85","85","0","200"
"15.08.2018 05:00 - 15.08.2018 06:00","125","425","0","189"
"15.08.2018 06:00 - 15.08.2018 07:00","105","205","0","13"
"15.08.2018 07:00 - 15.08.2018 08:00","70","170","0","5"
"15.08.2018 08:00 - 15.08.2018 09:00","55","55","0","0"
"15.08.2018 09:00 - 15.08.2018 10:00","45","45","0","0"
"15.08.2018 10:00 - 15.08.2018 11:00","85","85","0","100"
"15.08.2018 11:00 - 15.08.2018 12:00","30","30","0","100"
"15.08.2018 12:00 - 15.08.2018 13:00","30","30","0","275"
"15.08.2018 13:00 - 15.08.2018 14:00","10","10","0","300"
"15.08.2018 14:00 - 15.08.2018 15:00","45","45","0","300"
"15.08.2018 15:00 - 15.08.2018 16:00","45","45","0","175"
"15.08.2018 16:00 - 15.08.2018 17:00","45","115","0","248"
"15.08.2018 17:00 - 15.08.2018 18:00","95","295","0","300"
"15.08.2018 18:00 - 15.08.2018 19:00","150","350","0","0"
"15.08.2018 19:00 - 15.08.2018 20:00","150","150","0","0"
"15.08.2018 20:00 - 15.08.2018 21:00","110","110","0","0"
"15.08.2018 21:00 - 15.08.2018 22:00","80","80","0","0"
"15.08.2018 22:00 - 15.08.2018 23:00","75","75","0","0"
"15.08.2018 23:00 - 16.08.2018 00:00","150","150","0","0"
"16.08.2018 00:00 - 16.08.2018 01:00","121","279","0","0"
"16.08.2018 01:00 - 16.08.2018 02:00","91","91","0","0"
"16.08.2018 02:00 - 16.08.2018 03:00","105","108","0","0"
"16.08.2018 03:00 - 16.08.2018 04:00","106","155","0","0"
"16.08.2018 04:00 - 16.08.2018 05:00","110","110","0","100"
"16.08.2018 05:00 - 16.08.2018 06:00","132","132","0","67"
"16.08.2018 06:00 - 16.08.2018 07:00","125","125","48","48"
"16.08.2018 07:00 - 16.08.2018 08:00","90","90","0","0"
"16.08.2018 08:00 - 16.08.2018 09:00","0","0","397","597"
"16.08.2018 09:00 - 16.08.2018 10:00","0","0","397","552"
"16.08.2018 10:00 - 16.08.2018 11:00","0","0","412","573"
"16.08.2018 11:00 - 16.08.2018 12:00","0","0","415","417"
"16.08.2018 12:00 - 16.08.2018 13:00","0","0","415","415"
"16.08.2018 13:00 - 16.08.2018 14:00","0","0","422","422"
"16.08.2018 14:00 - 16.08.2018 15:00","0","0","420","420"
"16.08.2018 15:00 - 16.08.2018 16:00","0","0","422","422"
"16.08.2018 16:00 - 16.08.2018 17:00","0","0","400","400"
"16.08.2018 17:00 - 16.08.2018 18:00","0","0","310","310"
"16.08.2018 18:00 - 16.08.2018 19:00","0","0","317","317"
"16.08.2018 19:00 - 16.08.2018 20:00","0","0","295","295"
"16.08.2018 20:00 - 16.08.2018 21:00","0","0","335","335"
"16.08.2018 21:00 - 16.08.2018 22:00","50","100","160","160"
"16.08.2018 22:00 - 16.08.2018 23:00","30","730","14","114"
"16.08.2018 23:00 - 17.08.2018 00:00","121","659","12","212"
"17.08.2018 00:00 - 17.08.2018 01:00","215","465","0","0"
"17.08.2018 01:00 - 17.08.2018 02:00","175","425","0","0"
"17.08.2018 02:00 - 17.08.2018 03:00","170","420","0","125"
"17.08.2018 03:00 - 17.08.2018 04:00","200","425","0","125"
"17.08.2018 04:00 - 17.08.2018 05:00","215","405","0","0"
"17.08.2018 05:00 - 17.08.2018 06:00","235","385","0","0"
"17.08.2018 06:00 - 17.08.2018 07:00","149","569","0","0"
"17.08.2018 07:00 - 17.08.2018 08:00","147","257","0","0"
"17.08.2018 08:00 - 17.08.2018 09:00","0","119","276","276"
"17.08.2018 09:00 - 17.08.2018 10:00","0","0","387","387"
"17.08.2018 10:00 - 17.08.2018 11:00","0","0","400","400"
"17.08.2018 11:00 - 17.08.2018 12:00","0","0","372","372"
"17.08.2018 12:00 - 17.08.2018 13:00","0","0","382","482"
"17.08.2018 13:00 - 17.08.2018 14:00","0","0","402","502"
"17.08.2018 14:00 - 17.08.2018 15:00","0","0","390","490"
"17.08.2018 15:00 - 17.08.2018 16:00","0","0","375","475"
"17.08.2018 16:00 - 17.08.2018 17:00","0","50","375","475"
"17.08.2018 17:00 - 17.08.2018 18:00","0","27","385","485"
"17.08.2018 18:00 - 17.08.2018 19:00","0","50","277","277"
"17.08.2018 19:00 - 17.08.2018 20:00","0","200","177","177"
"17.08.2018 20:00 - 17.08.2018 21:00","0","200","310","310"
"17.08.2018 21:00 - 17.08.2018 22:00","25","202","52","52"
"17.08.2018 22:00 - 17.08.2018 23:00","65","120","0","0"
"17.08.2018 23:00 - 18.08.2018 00:00","105","105","0","0"
"18.08.2018 00:00 - 18.08.2018 01:00","100","100","0","0"
"18.08.2018 01:00 - 18.08.2018 02:00","195","195","0","0"
"18.08.2018 02:00 - 18.08.2018 03:00","215","215","0","0"
"18.08.2018 03:00 - 18.08.2018 04:00","215","215","0","0"
"18.08.2018 04:00 - 18.08.2018 05:00","200","200","0","0"
"18.08.2018 05:00 - 18.08.2018 06:00","200","200","0","0"
"18.08.2018 06:00 - 18.08.2018 07:00","245","245","0","0"
"18.08.2018 07:00 - 18.08.2018 08:00","0","0","0","0"
"18.08.2018 08:00 - 18.08.2018 09:00","0","0","0","0"
"18.08.2018 09:00 - 18.08.2018 10:00","0","0","0","0"
"18.08.2018 10:00 - 18.08.2018 11:00","0","0","0","0"
"18.08.2018 11:00 - 18.08.2018 12:00","0","0","0","0"
"18.08.2018 12:00 - 18.08.2018 13:00","0","0","0","0"
"18.08.2018 13:00 - 18.08.2018 14:00","0","0","0","0"
"18.08.2018 14:00 - 18.08.2018 15:00","0","0","0","0"
"18.08.2018 15:00 - 18.08.2018 16:00","0","0","0","0"
"18.08.2018 16:00 - 18.08.2018 17:00","0","0","0","0"
"18.08.2018 17:00 - 18.08.2018 18:00","70","70","227","227"
"18.08.2018 18:00 - 18.08.2018 19:00","185","185","0","0"
"18.08.2018 19:00 - 18.08.2018 20:00","205","205","0","0"
"18.08.2018 20:00 - 18.08.2018 21:00","105","105","0","0"
"18.08.2018 21:00 - 18.08.2018 22:00","206","406","0","0"
"18.08.2018 22:00 - 18.08.2018 23:00","175","475","0","0"
"18.08.2018 23:00 - 19.08.2018 00:00","175","475","0","0"
"19.08.2018 00:00 - 19.08.2018 01:00","200","700","0","100"
"19.08.2018 01:00 - 19.08.2018 02:00","200","350","0","0"
"19.08.2018 02:00 - 19.08.2018 03:00","225","273","0","0"
"19.08.2018 03:00 - 19.08.2018 04:00","225","272","0","0"
"19.08.2018 04:00 - 19.08.2018 05:00","225","259","0","0"
"19.08.2018 05:00 - 19.08.2018 06:00","205","245","0","0"
"19.08.2018 06:00 - 19.08.2018 07:00","200","400","0","300"
"19.08.2018 07:00 - 19.08.2018 08:00","154","354","0","300"
"19.08.2018 08:00 - 19.08.2018 09:00","90","180","0","0"
"19.08.2018 09:00 - 19.08.2018 10:00","50","50","325","325"
"19.08.2018 10:00 - 19.08.2018 11:00","20","20","450","450"
"19.08.2018 11:00 - 19.08.2018 12:00","0","0","445","445"
"19.08.2018 12:00 - 19.08.2018 13:00","0","0","432","532"
"19.08.2018 13:00 - 19.08.2018 14:00","0","0","450","550"
"19.08.2018 14:00 - 19.08.2018 15:00","0","0","450","550"
"19.08.2018 15:00 - 19.08.2018 16:00","0","0","425","525"
"19.08.2018 16:00 - 19.08.2018 17:00","0","0","400","500"
"19.08.2018 17:00 - 19.08.2018 18:00","0","0","175","275"
"19.08.2018 18:00 - 19.08.2018 19:00","200","200","0","200"
"19.08.2018 19:00 - 19.08.2018 20:00","160","260","0","200"
"19.08.2018 20:00 - 19.08.2018 21:00","150","150","0","0"
"19.08.2018 21:00 - 19.08.2018 22:00","190","190","0","0"
"19.08.2018 22:00 - 19.08.2018 23:00","190","390","0","0"
"19.08.2018 23:00 - 20.08.2018 00:00","215","415","0","0"
"20.08.2018 00:00 - 20.08.2018 01:00","260","260","0","0"
"20.08.2018 01:00 - 20.08.2018 02:00","275","275","0","0"
"20.08.2018 02:00 - 20.08.2018 03:00","250","250","0","0"
"20.08.2018 03:00 - 20.08.2018 04:00","250","250","0","0"
"20.08.2018 04:00 - 20.08.2018 05:00","250","400","0","50"
"20.08.2018 05:00 - 20.08.2018 06:00","275","325","0","0"
"20.08.2018 06:00 - 20.08.2018 07:00","300","300","0","0"
"20.08.2018 07:00 - 20.08.2018 08:00","0","0","0","0"
"20.08.2018 08:00 - 20.08.2018 09:00","0","0","0","0"
"20.08.2018 09:00 - 20.08.2018 10:00","0","0","0","0"
"20.08.2018 10:00 - 20.08.2018 11:00","0","0","0","0"
"20.08.2018 11:00 - 20.08.2018 12:00","0","0","205","205"
"20.08.2018 12:00 - 20.08.2018 13:00","0","0","220","220"
"20.08.2018 13:00 - 20.08.2018 14:00","0","0","222","222"
"20.08.2018 14:00 - 20.08.2018 15:00","0","0","222","222"
"20.08.2018 15:00 - 20.08.2018 16:00","0","0","197","197"
"20.08.2018 16:00 - 20.08.2018 17:00","0","183","85","85"
"20.08.2018 17:00 - 20.08.2018 18:00","14","182","22","22"
"20.08.2018 18:00 - 20.08.2018 19:00","80","80","0","0"
"20.08.2018 19:00 - 20.08.2018 20:00","130","130","0","0"
"20.08.2018 20:00 - 20.08.2018 21:00","118","318","0","0"
"20.08.2018 21:00 - 20.08.2018 22:00","118","318","0","0"
"20.08.2018 22:00 - 20.08.2018 23:00","200","400","0","0"
"20.08.2018 23:00 - 21.08.2018 00:00","150","350","0","0"
"21.08.2018 00:00 - 21.08.2018 01:00","175","475","0","0"
"21.08.2018 01:00 - 21.08.2018 02:00","175","475","0","50"
"21.08.2018 02:00 - 21.08.2018 03:00","155","455","0","100"
"21.08.2018 03:00 - 21.08.2018 04:00","155","455","0","100"
"21.08.2018 04:00 - 21.08.2018 05:00","155","506","0","0"
"21.08.2018 05:00 - 21.08.2018 06:00","170","523","0","0"
"21.08.2018 06:00 - 21.08.2018 07:00","130","532","0","0"
"21.08.2018 07:00 - 21.08.2018 08:00","105","305","0","100"
"21.08.2018 08:00 - 21.08.2018 09:00","0","0","80","80"
"21.08.2018 09:00 - 21.08.2018 10:00","0","0","187","380"
"21.08.2018 10:00 - 21.08.2018 11:00","0","0","197","389"
"21.08.2018 11:00 - 21.08.2018 12:00","0","0","177","271"
"21.08.2018 12:00 - 21.08.2018 13:00","0","0","222","421"
"21.08.2018 13:00 - 21.08.2018 14:00","0","0","222","376"
"21.08.2018 14:00 - 21.08.2018 15:00","0","0","222","421"
"21.08.2018 15:00 - 21.08.2018 16:00","0","0","157","316"
"21.08.2018 16:00 - 21.08.2018 17:00","0","200","20","120"
"21.08.2018 17:00 - 21.08.2018 18:00","0","100","0","0"
"21.08.2018 18:00 - 21.08.2018 19:00","96","318","0","0"
"21.08.2018 19:00 - 21.08.2018 20:00","90","390","0","0"
"21.08.2018 20:00 - 21.08.2018 21:00","18","18","57","57"
"21.08.2018 21:00 - 21.08.2018 22:00","57","255","0","0"
"21.08.2018 22:00 - 21.08.2018 23:00","205","225","0","0"
"21.08.2018 23:00 - 22.08.2018 00:00","155","155","0","0"
"22.08.2018 00:00 - 22.08.2018 01:00","170","470","0","0"
"22.08.2018 01:00 - 22.08.2018 02:00","110","410","0","0"
"22.08.2018 02:00 - 22.08.2018 03:00","135","435","0","101"
"22.08.2018 03:00 - 22.08.2018 04:00","135","435","0","1"
"22.08.2018 04:00 - 22.08.2018 05:00","135","285","0","200"
"22.08.2018 05:00 - 22.08.2018 06:00","150","450","0","140"
"22.08.2018 06:00 - 22.08.2018 07:00","130","430","0","100"
"22.08.2018 07:00 - 22.08.2018 08:00","56","322","0","88"
"22.08.2018 08:00 - 22.08.2018 09:00","0","0","25","25"
"22.08.2018 09:00 - 22.08.2018 10:00","0","0","172","172"
"22.08.2018 10:00 - 22.08.2018 11:00","0","0","222","222"
"22.08.2018 11:00 - 22.08.2018 12:00","0","0","222","222"
"22.08.2018 12:00 - 22.08.2018 13:00","0","0","222","222"
"22.08.2018 13:00 - 22.08.2018 14:00","0","0","222","222"
"22.08.2018 14:00 - 22.08.2018 15:00","0","0","222","222"
"22.08.2018 15:00 - 22.08.2018 16:00","0","0","222","222"
"22.08.2018 16:00 - 22.08.2018 17:00","0","165","135","135"
"22.08.2018 17:00 - 22.08.2018 18:00","125","125","0","0"
"22.08.2018 18:00 - 22.08.2018 19:00","75","170","0","0"
"22.08.2018 19:00 - 22.08.2018 20:00","76","284","0","0"
"22.08.2018 20:00 - 22.08.2018 21:00","0","149","0","0"
"22.08.2018 21:00 - 22.08.2018 22:00","39","280","0","0"
"22.08.2018 22:00 - 22.08.2018 23:00","200","200","0","0"
"22.08.2018 23:00 - 23.08.2018 00:00","175","175","0","0"
"23.08.2018 00:00 - 23.08.2018 01:00","224","0","0","0"
"23.08.2018 01:00 - 23.08.2018 02:00","199","599","0","0"
"23.08.2018 02:00 - 23.08.2018 03:00","224","624","0","0"
"23.08.2018 03:00 - 23.08.2018 04:00","224","624","0","50"
"23.08.2018 04:00 - 23.08.2018 05:00","215","515","0","0"
"23.08.2018 05:00 - 23.08.2018 06:00","199","599","0","0"
"23.08.2018 06:00 - 23.08.2018 07:00","200","600","0","0"
"23.08.2018 07:00 - 23.08.2018 08:00","130","230","0","0"
"23.08.2018 08:00 - 23.08.2018 09:00","0","50","0","0"
"23.08.2018 09:00 - 23.08.2018 10:00","0","0","92","92"
"23.08.2018 10:00 - 23.08.2018 11:00","0","20","202","202"
"23.08.2018 11:00 - 23.08.2018 12:00","0","0","187","187"
"23.08.2018 12:00 - 23.08.2018 13:00","0","0","207","207"
"23.08.2018 13:00 - 23.08.2018 14:00","0","0","207","207"
"23.08.2018 14:00 - 23.08.2018 15:00","0","0","207","207"
"23.08.2018 15:00 - 23.08.2018 16:00","0","0","162","162"
"23.08.2018 16:00 - 23.08.2018 17:00","0","0","142","142"
"23.08.2018 17:00 - 23.08.2018 18:00","185","185","75","75"
"23.08.2018 18:00 - 23.08.2018 19:00","220","220","0","0"
"23.08.2018 19:00 - 23.08.2018 20:00","205","205","0","0"
"23.08.2018 20:00 - 23.08.2018 21:00","0","0","50","50"
"23.08.2018 21:00 - 23.08.2018 22:00","90","268","0","0"
"23.08.2018 22:00 - 23.08.2018 23:00","210","210","0","0"
"23.08.2018 23:00 - 24.08.2018 00:00","235","235","0","0"
"24.08.2018 00:00 - 24.08.2018 01:00","169","432","0","0"
"24.08.2018 01:00 - 24.08.2018 02:00","189","489","0","0"
"24.08.2018 02:00 - 24.08.2018 03:00","185","363","0","0"
"24.08.2018 03:00 - 24.08.2018 04:00","194","402","0","0"
"24.08.2018 04:00 - 24.08.2018 05:00","194","234","0","0"
"24.08.2018 05:00 - 24.08.2018 06:00","155","195","0","0"
"24.08.2018 06:00 - 24.08.2018 07:00","103","403","0","0"
"24.08.2018 07:00 - 24.08.2018 08:00","0","0","0","0"
"24.08.2018 08:00 - 24.08.2018 09:00","0","0","450","450"
"24.08.2018 09:00 - 24.08.2018 10:00","0","0","435","435"
"24.08.2018 10:00 - 24.08.2018 11:00","0","0","447","447"
"24.08.2018 11:00 - 24.08.2018 12:00","0","0","447","447"
"24.08.2018 12:00 - 24.08.2018 13:00","0","0","440","440"
"24.08.2018 13:00 - 24.08.2018 14:00","0","0","440","440"
"24.08.2018 14:00 - 24.08.2018 15:00","0","0","395","435"
"24.08.2018 15:00 - 24.08.2018 16:00","0","0","380","420"
"24.08.2018 16:00 - 24.08.2018 17:00","0","0","380","380"
"24.08.2018 17:00 - 24.08.2018 18:00","0","0","400","500"
"24.08.2018 18:00 - 24.08.2018 19:00","0","0","447","547"
