"Time (CET/CEST)","BZN|PL > BZN|DE-AT-LU Day Ahead [MW]","BZN|PL > BZN|DE-AT-LU Total [MW]","BZN|DE-AT-LU > BZN|PL Day Ahead [MW]","BZN|DE-AT-LU > BZN|PL Total [MW]"
"28.03.2018 02:00 - 28.03.2018 03:00","0","0","71","71"
"28.03.2018 03:00 - 28.03.2018 04:00","0","0","65","65"
"28.03.2018 04:00 - 28.03.2018 05:00","0","0","184","184"
"28.03.2018 05:00 - 28.03.2018 06:00","0","0","390","390"
"28.03.2018 06:00 - 28.03.2018 07:00","0","34","305","305"
"28.03.2018 07:00 - 28.03.2018 08:00","0","0","290","290"
"28.03.2018 08:00 - 28.03.2018 09:00","0","0","430","430"
"28.03.2018 09:00 - 28.03.2018 10:00","0","0","410","410"
"28.03.2018 10:00 - 28.03.2018 11:00","0","0","381","381"
"28.03.2018 11:00 - 28.03.2018 12:00","0","0","400","400"
"28.03.2018 12:00 - 28.03.2018 13:00","0","0","435","435"
"28.03.2018 13:00 - 28.03.2018 14:00","0","0","346","346"
"28.03.2018 14:00 - 28.03.2018 15:00","0","0","346","346"
"28.03.2018 15:00 - 28.03.2018 16:00","0","0","395","395"
"28.03.2018 16:00 - 28.03.2018 17:00","0","0","405","405"
"28.03.2018 17:00 - 28.03.2018 18:00","0","0","365","365"
"28.03.2018 18:00 - 28.03.2018 19:00","0","0","380","380"
"28.03.2018 19:00 - 28.03.2018 20:00","0","0","365","365"
"28.03.2018 20:00 - 28.03.2018 21:00","0","0","330","330"
"28.03.2018 21:00 - 28.03.2018 22:00","0","0","315","315"
"28.03.2018 22:00 - 28.03.2018 23:00","0","0","0","0"
"28.03.2018 23:00 - 29.03.2018 00:00","0","0","0","0"
"29.03.2018 00:00 - 29.03.2018 01:00","0","0","0","0"
"29.03.2018 01:00 - 29.03.2018 02:00","0","0","0","0"
"29.03.2018 02:00 - 29.03.2018 03:00","0","0","0","0"
"29.03.2018 03:00 - 29.03.2018 04:00","0","0","0","0"
"29.03.2018 04:00 - 29.03.2018 05:00","0","0","0","0"
"29.03.2018 05:00 - 29.03.2018 06:00","0","0","0","0"
"29.03.2018 06:00 - 29.03.2018 07:00","0","200","101","101"
"29.03.2018 07:00 - 29.03.2018 08:00","150","362","120","120"
"29.03.2018 08:00 - 29.03.2018 09:00","100","382","208","208"
"29.03.2018 09:00 - 29.03.2018 10:00","0","103","340","340"
"29.03.2018 10:00 - 29.03.2018 11:00","0","20","410","410"
"29.03.2018 11:00 - 29.03.2018 12:00","0","0","376","376"
"29.03.2018 12:00 - 29.03.2018 13:00","0","0","415","415"
"29.03.2018 13:00 - 29.03.2018 14:00","0","0","400","400"
"29.03.2018 14:00 - 29.03.2018 15:00","0","0","400","400"
"29.03.2018 15:00 - 29.03.2018 16:00","0","0","325","325"
"29.03.2018 16:00 - 29.03.2018 17:00","0","0","365","365"
"29.03.2018 17:00 - 29.03.2018 18:00","0","0","370","370"
"29.03.2018 18:00 - 29.03.2018 19:00","0","0","355","355"
"29.03.2018 19:00 - 29.03.2018 20:00","0","0","200","200"
"29.03.2018 20:00 - 29.03.2018 21:00","0","0","200","200"
"29.03.2018 21:00 - 29.03.2018 22:00","0","0","10","10"
"29.03.2018 22:00 - 29.03.2018 23:00","425","473","0","451"
"29.03.2018 23:00 - 30.03.2018 00:00","300","300","200","252"
"30.03.2018 00:00 - 30.03.2018 01:00","0","0","96","97"
"30.03.2018 01:00 - 30.03.2018 02:00","70","70","0","1"
"30.03.2018 02:00 - 30.03.2018 03:00","0","0","0","1"
"30.03.2018 03:00 - 30.03.2018 04:00","0","0","0","1"
"30.03.2018 04:00 - 30.03.2018 05:00","0","0","0","200"
"30.03.2018 05:00 - 30.03.2018 06:00","0","0","90","290"
"30.03.2018 06:00 - 30.03.2018 07:00","0","0","210","510"
"30.03.2018 07:00 - 30.03.2018 08:00","0","0","420","520"
"30.03.2018 08:00 - 30.03.2018 09:00","0","0","390","590"
"30.03.2018 09:00 - 30.03.2018 10:00","0","0","410","510"
"30.03.2018 10:00 - 30.03.2018 11:00","0","0","390","590"
"30.03.2018 11:00 - 30.03.2018 12:00","0","0","410","510"
"30.03.2018 12:00 - 30.03.2018 13:00","0","0","410","460"
"30.03.2018 13:00 - 30.03.2018 14:00","0","0","425","575"
"30.03.2018 14:00 - 30.03.2018 15:00","0","0","370","570"
"30.03.2018 15:00 - 30.03.2018 16:00","0","0","370","570"
"30.03.2018 16:00 - 30.03.2018 17:00","0","0","370","570"
"30.03.2018 17:00 - 30.03.2018 18:00","0","0","375","475"
"30.03.2018 18:00 - 30.03.2018 19:00","0","0","350","450"
"30.03.2018 19:00 - 30.03.2018 20:00","0","0","350","550"
"30.03.2018 20:00 - 30.03.2018 21:00","0","0","340","640"
"30.03.2018 21:00 - 30.03.2018 22:00","0","0","375","575"
"30.03.2018 22:00 - 30.03.2018 23:00","0","0","365","565"
"30.03.2018 23:00 - 31.03.2018 00:00","0","0","325","625"
"31.03.2018 00:00 - 31.03.2018 01:00","0","0","405","405"
"31.03.2018 01:00 - 31.03.2018 02:00","0","0","237","237"
"31.03.2018 02:00 - 31.03.2018 03:00","0","0","81","81"
"31.03.2018 03:00 - 31.03.2018 04:00","0","0","10","10"
"31.03.2018 04:00 - 31.03.2018 05:00","0","0","0","0"
"31.03.2018 05:00 - 31.03.2018 06:00","0","0","0","0"
"31.03.2018 06:00 - 31.03.2018 07:00","0","0","0","0"
"31.03.2018 07:00 - 31.03.2018 08:00","0","0","138","138"
"31.03.2018 08:00 - 31.03.2018 09:00","0","375","190","390"
"31.03.2018 09:00 - 31.03.2018 10:00","0","300","135","235"
"31.03.2018 10:00 - 31.03.2018 11:00","0","200","117","217"
"31.03.2018 11:00 - 31.03.2018 12:00","0","100","130","130"
"31.03.2018 12:00 - 31.03.2018 13:00","0","50","67","267"
"31.03.2018 13:00 - 31.03.2018 14:00","0","50","80","280"
"31.03.2018 14:00 - 31.03.2018 15:00","0","0","55","255"
"31.03.2018 15:00 - 31.03.2018 16:00","0","0","42","242"
"31.03.2018 16:00 - 31.03.2018 17:00","0","0","35","235"
"31.03.2018 17:00 - 31.03.2018 18:00","0","100","19","219"
"31.03.2018 18:00 - 31.03.2018 19:00","0","0","50","250"
"31.03.2018 19:00 - 31.03.2018 20:00","120","120","0","156"
"31.03.2018 20:00 - 31.03.2018 21:00","181","331","100","100"
"31.03.2018 21:00 - 31.03.2018 22:00","151","613","0","0"
"31.03.2018 22:00 - 31.03.2018 23:00","35","457","17","17"
"31.03.2018 23:00 - 01.04.2018 00:00","0","700","0","0"
"01.04.2018 00:00 - 01.04.2018 01:00","0","461","240","240"
"01.04.2018 01:00 - 01.04.2018 02:00","0","303","105","105"
"01.04.2018 02:00 - 01.04.2018 03:00","0","41","18","18"
"01.04.2018 03:00 - 01.04.2018 04:00","0","25","0","0"
"01.04.2018 04:00 - 01.04.2018 05:00","0","163","115","115"
"01.04.2018 05:00 - 01.04.2018 06:00","0","144","170","170"
"01.04.2018 06:00 - 01.04.2018 07:00","0","580","17","17"
"01.04.2018 07:00 - 01.04.2018 08:00","0","411","400","400"
"01.04.2018 08:00 - 01.04.2018 09:00","0","0","410","410"
"01.04.2018 09:00 - 01.04.2018 10:00","0","0","400","400"
"01.04.2018 10:00 - 01.04.2018 11:00","0","0","400","400"
"01.04.2018 11:00 - 01.04.2018 12:00","0","0","475","475"
"01.04.2018 12:00 - 01.04.2018 13:00","0","0","401","401"
"01.04.2018 13:00 - 01.04.2018 14:00","0","0","258","258"
"01.04.2018 14:00 - 01.04.2018 15:00","0","0","0","0"
"01.04.2018 15:00 - 01.04.2018 16:00","0","0","0","0"
"01.04.2018 16:00 - 01.04.2018 17:00","0","0","0","0"
"01.04.2018 17:00 - 01.04.2018 18:00","0","0","0","0"
"01.04.2018 18:00 - 01.04.2018 19:00","0","0","0","0"
"01.04.2018 19:00 - 01.04.2018 20:00","105","673","65","65"
"01.04.2018 20:00 - 01.04.2018 21:00","150","950","0","0"
"01.04.2018 21:00 - 01.04.2018 22:00","150","950","0","0"
"01.04.2018 22:00 - 01.04.2018 23:00","150","950","0","0"
"01.04.2018 23:00 - 02.04.2018 00:00","150","829","0","0"
"02.04.2018 00:00 - 02.04.2018 01:00","690","690","0","0"
"02.04.2018 01:00 - 02.04.2018 02:00","500","500","0","0"
"02.04.2018 02:00 - 02.04.2018 03:00","325","325","0","0"
"02.04.2018 03:00 - 02.04.2018 04:00","370","370","0","0"
"02.04.2018 04:00 - 02.04.2018 05:00","390","390","0","0"
"02.04.2018 05:00 - 02.04.2018 06:00","430","430","0","0"
"02.04.2018 06:00 - 02.04.2018 07:00","755","755","0","0"
"02.04.2018 07:00 - 02.04.2018 08:00","680","680","0","0"
"02.04.2018 08:00 - 02.04.2018 09:00","660","660","0","0"
"02.04.2018 09:00 - 02.04.2018 10:00","453","453","0","0"
"02.04.2018 10:00 - 02.04.2018 11:00","200","200","0","0"
"02.04.2018 11:00 - 02.04.2018 12:00","184","184","0","0"
"02.04.2018 12:00 - 02.04.2018 13:00","0","0","0","0"
"02.04.2018 13:00 - 02.04.2018 14:00","0","0","0","0"
"02.04.2018 14:00 - 02.04.2018 15:00","0","0","0","0"
"02.04.2018 15:00 - 02.04.2018 16:00","0","0","0","0"
"02.04.2018 16:00 - 02.04.2018 17:00","0","0","0","0"
"02.04.2018 17:00 - 02.04.2018 18:00","0","0","0","0"
"02.04.2018 18:00 - 02.04.2018 19:00","50","50","80","80"
"02.04.2018 19:00 - 02.04.2018 20:00","60","60","175","175"
"02.04.2018 20:00 - 02.04.2018 21:00","0","0","225","225"
"02.04.2018 21:00 - 02.04.2018 22:00","0","0","255","255"
"02.04.2018 22:00 - 02.04.2018 23:00","0","0","300","300"
"02.04.2018 23:00 - 03.04.2018 00:00","0","0","300","300"
"03.04.2018 00:00 - 03.04.2018 01:00","0","0","0","200"
"03.04.2018 01:00 - 03.04.2018 02:00","0","0","0","200"
"03.04.2018 02:00 - 03.04.2018 03:00","0","0","0","200"
"03.04.2018 03:00 - 03.04.2018 04:00","0","0","0","200"
"03.04.2018 04:00 - 03.04.2018 05:00","0","0","0","200"
"03.04.2018 05:00 - 03.04.2018 06:00","0","0","0","200"
"03.04.2018 06:00 - 03.04.2018 07:00","0","0","0","0"
"03.04.2018 07:00 - 03.04.2018 08:00","0","50","10","10"
"03.04.2018 08:00 - 03.04.2018 09:00","0","82","20","20"
"03.04.2018 09:00 - 03.04.2018 10:00","0","0","150","150"
"03.04.2018 10:00 - 03.04.2018 11:00","0","0","130","130"
"03.04.2018 11:00 - 03.04.2018 12:00","0","0","295","295"
"03.04.2018 12:00 - 03.04.2018 13:00","0","0","300","300"
"03.04.2018 13:00 - 03.04.2018 14:00","0","0","275","275"
"03.04.2018 14:00 - 03.04.2018 15:00","0","0","342","342"
"03.04.2018 15:00 - 03.04.2018 16:00","0","0","210","210"
"03.04.2018 16:00 - 03.04.2018 17:00","0","0","200","200"
"03.04.2018 17:00 - 03.04.2018 18:00","0","0","225","225"
"03.04.2018 18:00 - 03.04.2018 19:00","0","0","125","125"
"03.04.2018 19:00 - 03.04.2018 20:00","0","0","35","35"
"03.04.2018 20:00 - 03.04.2018 21:00","0","0","70","70"
"03.04.2018 21:00 - 03.04.2018 22:00","0","0","0","0"
"03.04.2018 22:00 - 03.04.2018 23:00","0","0","0","0"
"03.04.2018 23:00 - 04.04.2018 00:00","0","0","10","10"
"04.04.2018 00:00 - 04.04.2018 01:00","0","0","178","378"
"04.04.2018 01:00 - 04.04.2018 02:00","0","0","26","126"
"04.04.2018 02:00 - 04.04.2018 03:00","0","0","0","100"
"04.04.2018 03:00 - 04.04.2018 04:00","0","0","19","219"
"04.04.2018 04:00 - 04.04.2018 05:00","0","0","91","291"
"04.04.2018 05:00 - 04.04.2018 06:00","0","50","316","430"
"04.04.2018 06:00 - 04.04.2018 07:00","0","400","75","225"
"04.04.2018 07:00 - 04.04.2018 08:00","0","200","340","340"
"04.04.2018 08:00 - 04.04.2018 09:00","0","0","200","200"
"04.04.2018 09:00 - 04.04.2018 10:00","0","0","365","405"
"04.04.2018 10:00 - 04.04.2018 11:00","0","0","450","650"
"04.04.2018 11:00 - 04.04.2018 12:00","0","0","440","640"
"04.04.2018 12:00 - 04.04.2018 13:00","0","0","430","630"
"04.04.2018 13:00 - 04.04.2018 14:00","0","0","430","630"
"04.04.2018 14:00 - 04.04.2018 15:00","0","0","435","635"
"04.04.2018 15:00 - 04.04.2018 16:00","0","0","455","655"
"04.04.2018 16:00 - 04.04.2018 17:00","0","200","440","640"
"04.04.2018 17:00 - 04.04.2018 18:00","0","60","450","450"
"04.04.2018 18:00 - 04.04.2018 19:00","0","104","425","425"
"04.04.2018 19:00 - 04.04.2018 20:00","0","200","470","570"
"04.04.2018 20:00 - 04.04.2018 21:00","0","247","370","370"
"04.04.2018 21:00 - 04.04.2018 22:00","0","27","345","345"
"04.04.2018 22:00 - 04.04.2018 23:00","0","40","205","205"
"04.04.2018 23:00 - 05.04.2018 00:00","0","85","370","370"
"05.04.2018 00:00 - 05.04.2018 01:00","0","0","232","432"
"05.04.2018 01:00 - 05.04.2018 02:00","0","0","117","317"
"05.04.2018 02:00 - 05.04.2018 03:00","0","0","35","235"
"05.04.2018 03:00 - 05.04.2018 04:00","0","0","94","294"
"05.04.2018 04:00 - 05.04.2018 05:00","0","0","199","399"
"05.04.2018 05:00 - 05.04.2018 06:00","0","0","423","423"
"05.04.2018 06:00 - 05.04.2018 07:00","0","0","325","325"
"05.04.2018 07:00 - 05.04.2018 08:00","0","0","192","192"
"05.04.2018 08:00 - 05.04.2018 09:00","0","0","275","275"
"05.04.2018 09:00 - 05.04.2018 10:00","0","0","292","292"
"05.04.2018 10:00 - 05.04.2018 11:00","0","0","292","292"
"05.04.2018 11:00 - 05.04.2018 12:00","0","0","285","285"
"05.04.2018 12:00 - 05.04.2018 13:00","0","0","292","292"
"05.04.2018 13:00 - 05.04.2018 14:00","0","0","290","290"
"05.04.2018 14:00 - 05.04.2018 15:00","0","0","292","292"
"05.04.2018 15:00 - 05.04.2018 16:00","0","0","292","292"
"05.04.2018 16:00 - 05.04.2018 17:00","0","0","292","292"
"05.04.2018 17:00 - 05.04.2018 18:00","0","0","292","292"
"05.04.2018 18:00 - 05.04.2018 19:00","0","0","332","332"
"05.04.2018 19:00 - 05.04.2018 20:00","0","0","420","420"
"05.04.2018 20:00 - 05.04.2018 21:00","0","0","425","425"
"05.04.2018 21:00 - 05.04.2018 22:00","0","0","450","450"
"05.04.2018 22:00 - 05.04.2018 23:00","0","0","400","400"
"05.04.2018 23:00 - 06.04.2018 00:00","0","0","285","285"
"06.04.2018 00:00 - 06.04.2018 01:00","0","100","0","200"
"06.04.2018 01:00 - 06.04.2018 02:00","0","0","0","100"
"06.04.2018 02:00 - 06.04.2018 03:00","0","0","0","0"
"06.04.2018 03:00 - 06.04.2018 04:00","0","0","0","0"
"06.04.2018 04:00 - 06.04.2018 05:00","0","0","0","0"
"06.04.2018 05:00 - 06.04.2018 06:00","54","54","0","54"
"06.04.2018 06:00 - 06.04.2018 07:00","356","356","0","0"
"06.04.2018 07:00 - 06.04.2018 08:00","0","202","0","0"
"06.04.2018 08:00 - 06.04.2018 09:00","0","0","56","56"
"06.04.2018 09:00 - 06.04.2018 10:00","0","0","110","110"
"06.04.2018 10:00 - 06.04.2018 11:00","0","0","370","370"
"06.04.2018 11:00 - 06.04.2018 12:00","0","0","0","0"
"06.04.2018 12:00 - 06.04.2018 13:00","0","0","0","0"
"06.04.2018 13:00 - 06.04.2018 14:00","0","0","0","0"
"06.04.2018 14:00 - 06.04.2018 15:00","0","0","0","0"
"06.04.2018 15:00 - 06.04.2018 16:00","0","0","0","0"
"06.04.2018 16:00 - 06.04.2018 17:00","0","0","0","0"
"06.04.2018 17:00 - 06.04.2018 18:00","0","0","0","0"
"06.04.2018 18:00 - 06.04.2018 19:00","0","0","0","0"
"06.04.2018 19:00 - 06.04.2018 20:00","0","0","0","300"
"06.04.2018 20:00 - 06.04.2018 21:00","0","0","500","500"
"06.04.2018 21:00 - 06.04.2018 22:00","0","0","500","500"
"06.04.2018 22:00 - 06.04.2018 23:00","0","0","500","500"
"06.04.2018 23:00 - 07.04.2018 00:00","0","0","480","480"
"07.04.2018 00:00 - 07.04.2018 01:00","0","0","230","330"
"07.04.2018 01:00 - 07.04.2018 02:00","0","0","290","490"
"07.04.2018 02:00 - 07.04.2018 03:00","0","0","289","389"
"07.04.2018 03:00 - 07.04.2018 04:00","0","0","263","363"
"07.04.2018 04:00 - 07.04.2018 05:00","0","0","202","302"
"07.04.2018 05:00 - 07.04.2018 06:00","0","0","150","150"
"07.04.2018 06:00 - 07.04.2018 07:00","0","0","280","280"
"07.04.2018 07:00 - 07.04.2018 08:00","0","0","300","300"
"07.04.2018 08:00 - 07.04.2018 09:00","0","0","315","315"
"07.04.2018 09:00 - 07.04.2018 10:00","0","0","355","355"
"07.04.2018 10:00 - 07.04.2018 11:00","0","0","350","350"
"07.04.2018 11:00 - 07.04.2018 12:00","0","0","325","325"
"07.04.2018 12:00 - 07.04.2018 13:00","0","0","292","292"
"07.04.2018 13:00 - 07.04.2018 14:00","0","0","297","297"
"07.04.2018 14:00 - 07.04.2018 15:00","0","0","305","305"
"07.04.2018 15:00 - 07.04.2018 16:00","0","0","317","317"
"07.04.2018 16:00 - 07.04.2018 17:00","0","0","345","345"
"07.04.2018 17:00 - 07.04.2018 18:00","0","0","217","217"
"07.04.2018 18:00 - 07.04.2018 19:00","0","0","225","225"
"07.04.2018 19:00 - 07.04.2018 20:00","0","70","240","240"
"07.04.2018 20:00 - 07.04.2018 21:00","0","50","150","150"
"07.04.2018 21:00 - 07.04.2018 22:00","0","0","70","70"
"07.04.2018 22:00 - 07.04.2018 23:00","0","50","0","0"
"07.04.2018 23:00 - 08.04.2018 00:00","0","0","0","0"
"08.04.2018 00:00 - 08.04.2018 01:00","0","0","0","0"
"08.04.2018 01:00 - 08.04.2018 02:00","0","0","0","0"
"08.04.2018 02:00 - 08.04.2018 03:00","0","0","0","0"
"08.04.2018 03:00 - 08.04.2018 04:00","0","0","0","0"
"08.04.2018 04:00 - 08.04.2018 05:00","0","0","0","0"
"08.04.2018 05:00 - 08.04.2018 06:00","0","0","0","0"
"08.04.2018 06:00 - 08.04.2018 07:00","0","0","0","0"
"08.04.2018 07:00 - 08.04.2018 08:00","0","0","105","105"
"08.04.2018 08:00 - 08.04.2018 09:00","0","0","360","360"
"08.04.2018 09:00 - 08.04.2018 10:00","0","0","355","355"
"08.04.2018 10:00 - 08.04.2018 11:00","0","0","370","370"
"08.04.2018 11:00 - 08.04.2018 12:00","0","0","350","350"
"08.04.2018 12:00 - 08.04.2018 13:00","0","0","343","543"
"08.04.2018 13:00 - 08.04.2018 14:00","0","0","330","530"
"08.04.2018 14:00 - 08.04.2018 15:00","0","0","309","509"
"08.04.2018 15:00 - 08.04.2018 16:00","0","0","309","409"
"08.04.2018 16:00 - 08.04.2018 17:00","0","0","310","410"
"08.04.2018 17:00 - 08.04.2018 18:00","0","0","355","455"
"08.04.2018 18:00 - 08.04.2018 19:00","0","0","222","322"
"08.04.2018 19:00 - 08.04.2018 20:00","400","400","15","115"
"08.04.2018 20:00 - 08.04.2018 21:00","353","478","210","310"
"08.04.2018 21:00 - 08.04.2018 22:00","428","528","175","275"
"08.04.2018 22:00 - 08.04.2018 23:00","328","428","200","200"
"08.04.2018 23:00 - 09.04.2018 00:00","370","440","25","25"
"09.04.2018 00:00 - 09.04.2018 01:00","60","287","0","0"
"09.04.2018 01:00 - 09.04.2018 02:00","0","436","0","0"
"09.04.2018 02:00 - 09.04.2018 03:00","0","488","0","0"
"09.04.2018 03:00 - 09.04.2018 04:00","0","160","0","0"
"09.04.2018 04:00 - 09.04.2018 05:00","0","50","0","10"
"09.04.2018 05:00 - 09.04.2018 06:00","0","0","65","65"
"09.04.2018 06:00 - 09.04.2018 07:00","187","744","0","200"
"09.04.2018 07:00 - 09.04.2018 08:00","0","300","0","50"
"09.04.2018 08:00 - 09.04.2018 09:00","0","200","0","150"
"09.04.2018 09:00 - 09.04.2018 10:00","0","0","246","296"
"09.04.2018 10:00 - 09.04.2018 11:00","0","0","225","425"
"09.04.2018 11:00 - 09.04.2018 12:00","0","0","250","450"
"09.04.2018 12:00 - 09.04.2018 13:00","0","100","240","440"
"09.04.2018 13:00 - 09.04.2018 14:00","0","150","310","510"
"09.04.2018 14:00 - 09.04.2018 15:00","0","50","195","395"
"09.04.2018 15:00 - 09.04.2018 16:00","0","150","220","420"
"09.04.2018 16:00 - 09.04.2018 17:00","0","0","220","414"
"09.04.2018 17:00 - 09.04.2018 18:00","0","0","220","320"
"09.04.2018 18:00 - 09.04.2018 19:00","0","0","290","390"
"09.04.2018 19:00 - 09.04.2018 20:00","0","0","375","475"
"09.04.2018 20:00 - 09.04.2018 21:00","0","0","400","597"
"09.04.2018 21:00 - 09.04.2018 22:00","0","0","385","583"
"09.04.2018 22:00 - 09.04.2018 23:00","0","0","385","435"
"09.04.2018 23:00 - 10.04.2018 00:00","0","0","350","550"
"10.04.2018 00:00 - 10.04.2018 01:00","0","0","405","405"
"10.04.2018 01:00 - 10.04.2018 02:00","0","0","211","211"
"10.04.2018 02:00 - 10.04.2018 03:00","0","0","87","87"
"10.04.2018 03:00 - 10.04.2018 04:00","0","0","133","133"
"10.04.2018 04:00 - 10.04.2018 05:00","0","0","238","438"
"10.04.2018 05:00 - 10.04.2018 06:00","0","0","365","565"
"10.04.2018 06:00 - 10.04.2018 07:00","0","0","250","450"
"10.04.2018 07:00 - 10.04.2018 08:00","0","0","310","460"
"10.04.2018 08:00 - 10.04.2018 09:00","0","0","275","475"
"10.04.2018 09:00 - 10.04.2018 10:00","0","0","275","475"
"10.04.2018 10:00 - 10.04.2018 11:00","0","0","285","485"
"10.04.2018 11:00 - 10.04.2018 12:00","0","0","285","385"
"10.04.2018 12:00 - 10.04.2018 13:00","0","0","355","555"
"10.04.2018 13:00 - 10.04.2018 14:00","0","0","335","535"
"10.04.2018 14:00 - 10.04.2018 15:00","0","0","303","503"
"10.04.2018 15:00 - 10.04.2018 16:00","0","0","405","605"
"10.04.2018 16:00 - 10.04.2018 17:00","0","0","415","615"
"10.04.2018 17:00 - 10.04.2018 18:00","0","0","380","580"
"10.04.2018 18:00 - 10.04.2018 19:00","0","0","395","595"
"10.04.2018 19:00 - 10.04.2018 20:00","0","0","345","545"
"10.04.2018 20:00 - 10.04.2018 21:00","0","0","375","575"
"10.04.2018 21:00 - 10.04.2018 22:00","0","0","390","590"
"10.04.2018 22:00 - 10.04.2018 23:00","0","0","370","570"
"10.04.2018 23:00 - 11.04.2018 00:00","0","0","287","487"
"11.04.2018 00:00 - 11.04.2018 01:00","0","0","26","126"
"11.04.2018 01:00 - 11.04.2018 02:00","0","0","0","100"
"11.04.2018 02:00 - 11.04.2018 03:00","0","0","0","100"
"11.04.2018 03:00 - 11.04.2018 04:00","0","0","0","100"
"11.04.2018 04:00 - 11.04.2018 05:00","0","0","0","0"
"11.04.2018 05:00 - 11.04.2018 06:00","0","0","56","156"
"11.04.2018 06:00 - 11.04.2018 07:00","0","150","230","430"
"11.04.2018 07:00 - 11.04.2018 08:00","0","50","365","465"
"11.04.2018 08:00 - 11.04.2018 09:00","0","75","415","415"
"11.04.2018 09:00 - 11.04.2018 10:00","0","0","412","412"
"11.04.2018 10:00 - 11.04.2018 11:00","0","0","365","365"
"11.04.2018 11:00 - 11.04.2018 12:00","0","0","450","450"
"11.04.2018 12:00 - 11.04.2018 13:00","0","0","400","500"
"11.04.2018 13:00 - 11.04.2018 14:00","0","0","390","490"
"11.04.2018 14:00 - 11.04.2018 15:00","0","0","340","440"
"11.04.2018 15:00 - 11.04.2018 16:00","0","0","330","430"
"11.04.2018 16:00 - 11.04.2018 17:00","0","0","330","330"
"11.04.2018 17:00 - 11.04.2018 18:00","0","0","375","375"
"11.04.2018 18:00 - 11.04.2018 19:00","0","0","380","380"
"11.04.2018 19:00 - 11.04.2018 20:00","0","0","390","390"
"11.04.2018 20:00 - 11.04.2018 21:00","0","0","375","375"
"11.04.2018 21:00 - 11.04.2018 22:00","0","0","375","375"
"11.04.2018 22:00 - 11.04.2018 23:00","0","0","380","380"
"11.04.2018 23:00 - 12.04.2018 00:00","0","0","291","291"
"12.04.2018 00:00 - 12.04.2018 01:00","0","0","0","0"
"12.04.2018 01:00 - 12.04.2018 02:00","0","0","0","0"
"12.04.2018 02:00 - 12.04.2018 03:00","0","0","0","0"
"12.04.2018 03:00 - 12.04.2018 04:00","0","0","0","0"
"12.04.2018 04:00 - 12.04.2018 05:00","0","0","0","0"
"12.04.2018 05:00 - 12.04.2018 06:00","0","0","0","0"
"12.04.2018 06:00 - 12.04.2018 07:00","0","0","110","110"
"12.04.2018 07:00 - 12.04.2018 08:00","0","0","230","230"
"12.04.2018 08:00 - 12.04.2018 09:00","0","0","211","211"
"12.04.2018 09:00 - 12.04.2018 10:00","0","0","220","220"
"12.04.2018 10:00 - 12.04.2018 11:00","0","0","250","250"
"12.04.2018 11:00 - 12.04.2018 12:00","0","0","220","220"
"12.04.2018 12:00 - 12.04.2018 13:00","0","0","175","175"
"12.04.2018 13:00 - 12.04.2018 14:00","0","0","210","210"
"12.04.2018 14:00 - 12.04.2018 15:00","0","0","202","202"
"12.04.2018 15:00 - 12.04.2018 16:00","0","0","260","260"
"12.04.2018 16:00 - 12.04.2018 17:00","0","0","305","305"
"12.04.2018 17:00 - 12.04.2018 18:00","0","0","355","355"
"12.04.2018 18:00 - 12.04.2018 19:00","0","175","340","340"
"12.04.2018 19:00 - 12.04.2018 20:00","0","0","381","381"
"12.04.2018 20:00 - 12.04.2018 21:00","0","305","340","340"
"12.04.2018 21:00 - 12.04.2018 22:00","0","62","255","255"
"12.04.2018 22:00 - 12.04.2018 23:00","0","180","155","155"
"12.04.2018 23:00 - 13.04.2018 00:00","0","0","0","0"
"13.04.2018 00:00 - 13.04.2018 01:00","0","0","0","0"
"13.04.2018 01:00 - 13.04.2018 02:00","0","0","0","0"
"13.04.2018 02:00 - 13.04.2018 03:00","0","0","0","0"
"13.04.2018 03:00 - 13.04.2018 04:00","0","0","0","0"
"13.04.2018 04:00 - 13.04.2018 05:00","0","0","0","0"
"13.04.2018 05:00 - 13.04.2018 06:00","0","0","0","0"
"13.04.2018 06:00 - 13.04.2018 07:00","260","322","0","0"
"13.04.2018 07:00 - 13.04.2018 08:00","194","365","0","0"
"13.04.2018 08:00 - 13.04.2018 09:00","75","775","339","339"
"13.04.2018 09:00 - 13.04.2018 10:00","0","600","370","370"
"13.04.2018 10:00 - 13.04.2018 11:00","0","200","380","480"
"13.04.2018 11:00 - 13.04.2018 12:00","0","120","365","465"
"13.04.2018 12:00 - 13.04.2018 13:00","0","0","415","615"
"13.04.2018 13:00 - 13.04.2018 14:00","0","0","410","610"
"13.04.2018 14:00 - 13.04.2018 15:00","0","0","445","645"
"13.04.2018 15:00 - 13.04.2018 16:00","0","0","430","630"
"13.04.2018 16:00 - 13.04.2018 17:00","0","0","425","526"
"13.04.2018 17:00 - 13.04.2018 18:00","0","0","335","336"
"13.04.2018 18:00 - 13.04.2018 19:00","150","250","275","376"
"13.04.2018 19:00 - 13.04.2018 20:00","0","52","280","381"
"13.04.2018 20:00 - 13.04.2018 21:00","0","0","378","380"
"13.04.2018 21:00 - 13.04.2018 22:00","0","0","260","263"
"13.04.2018 22:00 - 13.04.2018 23:00","226","406","330","481"
"13.04.2018 23:00 - 14.04.2018 00:00","0","100","344","346"
"14.04.2018 00:00 - 14.04.2018 01:00","0","200","128","328"
"14.04.2018 01:00 - 14.04.2018 02:00","0","237","35","235"
