Time (CET/CEST),BZN|GB > BZN|FR Day Ahead [MW],BZN|GB > BZN|FR Total [MW],BZN|FR > BZN|GB Day Ahead [MW],BZN|FR > BZN|GB Total [MW]
20.03.2022 21:00 - 20.03.2022 22:00,N/A,N/A,N/A,N/A
20.03.2022 22:00 - 20.03.2022 23:00,N/A,N/A,N/A,N/A
20.03.2022 23:00 - 21.03.2022 00:00,N/A,N/A,N/A,N/A
21.03.2022 00:00 - 21.03.2022 01:00,N/A,N/A,N/A,N/A
21.03.2022 01:00 - 21.03.2022 02:00,N/A,N/A,N/A,N/A
21.03.2022 02:00 - 21.03.2022 03:00,N/A,N/A,N/A,N/A
21.03.2022 03:00 - 21.03.2022 04:00,N/A,N/A,N/A,N/A
21.03.2022 04:00 - 21.03.2022 05:00,N/A,N/A,N/A,N/A
21.03.2022 05:00 - 21.03.2022 06:00,N/A,N/A,N/A,N/A
21.03.2022 06:00 - 21.03.2022 07:00,N/A,N/A,N/A,N/A
21.03.2022 07:00 - 21.03.2022 08:00,N/A,N/A,N/A,N/A
21.03.2022 08:00 - 21.03.2022 09:00,N/A,N/A,N/A,N/A
21.03.2022 09:00 - 21.03.2022 10:00,N/A,N/A,N/A,N/A
21.03.2022 10:00 - 21.03.2022 11:00,N/A,N/A,N/A,N/A
21.03.2022 11:00 - 21.03.2022 12:00,N/A,N/A,N/A,N/A
21.03.2022 12:00 - 21.03.2022 13:00,N/A,N/A,N/A,N/A
21.03.2022 13:00 - 21.03.2022 14:00,N/A,N/A,N/A,N/A
21.03.2022 14:00 - 21.03.2022 15:00,N/A,N/A,N/A,N/A
21.03.2022 15:00 - 21.03.2022 16:00,N/A,N/A,N/A,N/A
21.03.2022 16:00 - 21.03.2022 17:00,N/A,N/A,N/A,N/A
21.03.2022 17:00 - 21.03.2022 18:00,N/A,N/A,N/A,N/A
21.03.2022 18:00 - 21.03.2022 19:00,N/A,N/A,N/A,N/A
21.03.2022 19:00 - 21.03.2022 20:00,N/A,N/A,N/A,N/A
21.03.2022 20:00 - 21.03.2022 21:00,N/A,N/A,N/A,N/A
21.03.2022 21:00 - 21.03.2022 22:00,N/A,N/A,N/A,N/A
21.03.2022 22:00 - 21.03.2022 23:00,N/A,N/A,N/A,N/A
21.03.2022 23:00 - 22.03.2022 00:00,N/A,N/A,N/A,N/A
22.03.2022 00:00 - 22.03.2022 01:00,N/A,N/A,N/A,N/A
22.03.2022 01:00 - 22.03.2022 02:00,N/A,N/A,N/A,N/A
22.03.2022 02:00 - 22.03.2022 03:00,N/A,N/A,N/A,N/A
22.03.2022 03:00 - 22.03.2022 04:00,N/A,N/A,N/A,N/A
22.03.2022 04:00 - 22.03.2022 05:00,N/A,N/A,N/A,N/A
22.03.2022 05:00 - 22.03.2022 06:00,N/A,N/A,N/A,N/A
22.03.2022 06:00 - 22.03.2022 07:00,N/A,N/A,N/A,N/A
22.03.2022 07:00 - 22.03.2022 08:00,N/A,N/A,N/A,N/A
22.03.2022 08:00 - 22.03.2022 09:00,N/A,N/A,N/A,N/A
22.03.2022 09:00 - 22.03.2022 10:00,N/A,N/A,N/A,N/A
22.03.2022 10:00 - 22.03.2022 11:00,N/A,N/A,N/A,N/A
22.03.2022 11:00 - 22.03.2022 12:00,N/A,N/A,N/A,N/A
22.03.2022 12:00 - 22.03.2022 13:00,N/A,N/A,N/A,N/A
22.03.2022 13:00 - 22.03.2022 14:00,N/A,N/A,N/A,N/A
22.03.2022 14:00 - 22.03.2022 15:00,N/A,N/A,N/A,N/A
22.03.2022 15:00 - 22.03.2022 16:00,N/A,N/A,N/A,N/A
22.03.2022 16:00 - 22.03.2022 17:00,N/A,N/A,N/A,N/A
22.03.2022 17:00 - 22.03.2022 18:00,N/A,N/A,N/A,N/A
22.03.2022 18:00 - 22.03.2022 19:00,N/A,N/A,N/A,N/A
22.03.2022 19:00 - 22.03.2022 20:00,N/A,N/A,N/A,N/A
22.03.2022 20:00 - 22.03.2022 21:00,N/A,N/A,N/A,N/A
22.03.2022 21:00 - 22.03.2022 22:00,N/A,N/A,N/A,N/A
22.03.2022 22:00 - 22.03.2022 23:00,N/A,N/A,N/A,N/A
22.03.2022 23:00 - 23.03.2022 00:00,N/A,N/A,N/A,N/A
23.03.2022 00:00 - 23.03.2022 01:00,N/A,N/A,N/A,N/A
23.03.2022 01:00 - 23.03.2022 02:00,N/A,N/A,N/A,N/A
23.03.2022 02:00 - 23.03.2022 03:00,N/A,N/A,N/A,N/A
23.03.2022 03:00 - 23.03.2022 04:00,N/A,N/A,N/A,N/A
23.03.2022 04:00 - 23.03.2022 05:00,N/A,N/A,N/A,N/A
23.03.2022 05:00 - 23.03.2022 06:00,N/A,N/A,N/A,N/A
23.03.2022 06:00 - 23.03.2022 07:00,N/A,N/A,N/A,N/A
23.03.2022 07:00 - 23.03.2022 08:00,N/A,N/A,N/A,N/A
23.03.2022 08:00 - 23.03.2022 09:00,N/A,N/A,N/A,N/A
23.03.2022 09:00 - 23.03.2022 10:00,N/A,N/A,N/A,N/A
23.03.2022 10:00 - 23.03.2022 11:00,N/A,N/A,N/A,N/A
23.03.2022 11:00 - 23.03.2022 12:00,N/A,N/A,N/A,N/A
23.03.2022 12:00 - 23.03.2022 13:00,N/A,N/A,N/A,N/A
23.03.2022 13:00 - 23.03.2022 14:00,N/A,N/A,N/A,N/A
23.03.2022 14:00 - 23.03.2022 15:00,N/A,N/A,N/A,N/A
23.03.2022 15:00 - 23.03.2022 16:00,N/A,N/A,N/A,N/A
23.03.2022 16:00 - 23.03.2022 17:00,N/A,N/A,N/A,N/A
23.03.2022 17:00 - 23.03.2022 18:00,N/A,N/A,N/A,N/A
23.03.2022 18:00 - 23.03.2022 19:00,N/A,N/A,N/A,N/A
23.03.2022 19:00 - 23.03.2022 20:00,N/A,N/A,N/A,N/A
23.03.2022 20:00 - 23.03.2022 21:00,N/A,N/A,N/A,N/A
23.03.2022 21:00 - 23.03.2022 22:00,N/A,N/A,N/A,N/A
23.03.2022 22:00 - 23.03.2022 23:00,N/A,N/A,N/A,N/A
23.03.2022 23:00 - 24.03.2022 00:00,N/A,N/A,N/A,N/A
24.03.2022 00:00 - 24.03.2022 01:00,N/A,N/A,N/A,N/A
24.03.2022 01:00 - 24.03.2022 02:00,N/A,N/A,N/A,N/A
24.03.2022 02:00 - 24.03.2022 03:00,N/A,N/A,N/A,N/A
24.03.2022 03:00 - 24.03.2022 04:00,N/A,N/A,N/A,N/A
24.03.2022 04:00 - 24.03.2022 05:00,N/A,N/A,N/A,N/A
24.03.2022 05:00 - 24.03.2022 06:00,N/A,N/A,N/A,N/A
24.03.2022 06:00 - 24.03.2022 07:00,N/A,N/A,N/A,N/A
24.03.2022 07:00 - 24.03.2022 08:00,N/A,N/A,N/A,N/A
24.03.2022 08:00 - 24.03.2022 09:00,N/A,N/A,N/A,N/A
24.03.2022 09:00 - 24.03.2022 10:00,N/A,N/A,N/A,N/A
24.03.2022 10:00 - 24.03.2022 11:00,N/A,N/A,N/A,N/A
24.03.2022 11:00 - 24.03.2022 12:00,N/A,N/A,N/A,N/A
24.03.2022 12:00 - 24.03.2022 13:00,N/A,N/A,N/A,N/A
24.03.2022 13:00 - 24.03.2022 14:00,N/A,N/A,N/A,N/A
24.03.2022 14:00 - 24.03.2022 15:00,N/A,N/A,N/A,N/A
24.03.2022 15:00 - 24.03.2022 16:00,N/A,N/A,N/A,N/A
24.03.2022 16:00 - 24.03.2022 17:00,N/A,N/A,N/A,N/A
24.03.2022 17:00 - 24.03.2022 18:00,N/A,N/A,N/A,N/A
24.03.2022 18:00 - 24.03.2022 19:00,N/A,N/A,N/A,N/A
24.03.2022 19:00 - 24.03.2022 20:00,N/A,N/A,N/A,N/A
24.03.2022 20:00 - 24.03.2022 21:00,N/A,N/A,N/A,N/A
24.03.2022 21:00 - 24.03.2022 22:00,N/A,N/A,N/A,N/A
24.03.2022 22:00 - 24.03.2022 23:00,N/A,N/A,N/A,N/A
24.03.2022 23:00 - 25.03.2022 00:00,N/A,N/A,N/A,N/A
25.03.2022 00:00 - 25.03.2022 01:00,N/A,N/A,N/A,N/A
25.03.2022 01:00 - 25.03.2022 02:00,N/A,N/A,N/A,N/A
25.03.2022 02:00 - 25.03.2022 03:00,N/A,N/A,N/A,N/A
25.03.2022 03:00 - 25.03.2022 04:00,N/A,N/A,N/A,N/A
25.03.2022 04:00 - 25.03.2022 05:00,N/A,N/A,N/A,N/A
25.03.2022 05:00 - 25.03.2022 06:00,N/A,N/A,N/A,N/A
25.03.2022 06:00 - 25.03.2022 07:00,N/A,N/A,N/A,N/A
25.03.2022 07:00 - 25.03.2022 08:00,N/A,N/A,N/A,N/A
25.03.2022 08:00 - 25.03.2022 09:00,N/A,N/A,N/A,N/A
25.03.2022 09:00 - 25.03.2022 10:00,N/A,N/A,N/A,N/A
25.03.2022 10:00 - 25.03.2022 11:00,N/A,N/A,N/A,N/A
25.03.2022 11:00 - 25.03.2022 12:00,N/A,N/A,N/A,N/A
25.03.2022 12:00 - 25.03.2022 13:00,N/A,N/A,N/A,N/A
25.03.2022 13:00 - 25.03.2022 14:00,N/A,N/A,N/A,N/A
25.03.2022 14:00 - 25.03.2022 15:00,N/A,N/A,N/A,N/A
25.03.2022 15:00 - 25.03.2022 16:00,N/A,N/A,N/A,N/A
25.03.2022 16:00 - 25.03.2022 17:00,N/A,N/A,N/A,N/A
25.03.2022 17:00 - 25.03.2022 18:00,N/A,N/A,N/A,N/A
25.03.2022 18:00 - 25.03.2022 19:00,N/A,N/A,N/A,N/A
25.03.2022 19:00 - 25.03.2022 20:00,N/A,N/A,N/A,N/A
25.03.2022 20:00 - 25.03.2022 21:00,N/A,N/A,N/A,N/A
25.03.2022 21:00 - 25.03.2022 22:00,N/A,N/A,N/A,N/A
25.03.2022 22:00 - 25.03.2022 23:00,N/A,N/A,N/A,N/A
25.03.2022 23:00 - 26.03.2022 00:00,N/A,N/A,N/A,N/A
26.03.2022 00:00 - 26.03.2022 01:00,N/A,N/A,N/A,N/A
26.03.2022 01:00 - 26.03.2022 02:00,N/A,N/A,N/A,N/A
26.03.2022 02:00 - 26.03.2022 03:00,N/A,N/A,N/A,N/A
26.03.2022 03:00 - 26.03.2022 04:00,N/A,N/A,N/A,N/A
26.03.2022 04:00 - 26.03.2022 05:00,N/A,N/A,N/A,N/A
26.03.2022 05:00 - 26.03.2022 06:00,N/A,N/A,N/A,N/A
26.03.2022 06:00 - 26.03.2022 07:00,N/A,N/A,N/A,N/A
26.03.2022 07:00 - 26.03.2022 08:00,N/A,N/A,N/A,N/A
26.03.2022 08:00 - 26.03.2022 09:00,N/A,N/A,N/A,N/A
26.03.2022 09:00 - 26.03.2022 10:00,N/A,N/A,N/A,N/A
26.03.2022 10:00 - 26.03.2022 11:00,N/A,N/A,N/A,N/A
26.03.2022 11:00 - 26.03.2022 12:00,N/A,N/A,N/A,N/A
26.03.2022 12:00 - 26.03.2022 13:00,N/A,N/A,N/A,N/A
26.03.2022 13:00 - 26.03.2022 14:00,N/A,N/A,N/A,N/A
26.03.2022 14:00 - 26.03.2022 15:00,N/A,N/A,N/A,N/A
26.03.2022 15:00 - 26.03.2022 16:00,N/A,N/A,N/A,N/A
26.03.2022 16:00 - 26.03.2022 17:00,N/A,N/A,N/A,N/A
26.03.2022 17:00 - 26.03.2022 18:00,N/A,N/A,N/A,N/A
26.03.2022 18:00 - 26.03.2022 19:00,N/A,N/A,N/A,N/A
26.03.2022 19:00 - 26.03.2022 20:00,N/A,N/A,N/A,N/A
26.03.2022 20:00 - 26.03.2022 21:00,N/A,N/A,N/A,N/A
26.03.2022 21:00 - 26.03.2022 22:00,N/A,N/A,N/A,N/A
26.03.2022 22:00 - 26.03.2022 23:00,N/A,N/A,N/A,N/A
26.03.2022 23:00 - 27.03.2022 00:00,N/A,N/A,N/A,N/A
27.03.2022 00:00 - 27.03.2022 01:00,N/A,N/A,N/A,N/A
27.03.2022 01:00 - 27.03.2022 02:00,N/A,N/A,N/A,N/A
27.03.2022 02:00 - 27.03.2022 03:00,,,,
27.03.2022 03:00 - 27.03.2022 04:00,N/A,N/A,N/A,N/A
27.03.2022 04:00 - 27.03.2022 05:00,N/A,N/A,N/A,N/A
27.03.2022 05:00 - 27.03.2022 06:00,N/A,N/A,N/A,N/A
27.03.2022 06:00 - 27.03.2022 07:00,N/A,N/A,N/A,N/A
27.03.2022 07:00 - 27.03.2022 08:00,N/A,N/A,N/A,N/A
27.03.2022 08:00 - 27.03.2022 09:00,N/A,N/A,N/A,N/A
27.03.2022 09:00 - 27.03.2022 10:00,N/A,N/A,N/A,N/A
27.03.2022 10:00 - 27.03.2022 11:00,N/A,N/A,N/A,N/A
27.03.2022 11:00 - 27.03.2022 12:00,N/A,N/A,N/A,N/A
27.03.2022 12:00 - 27.03.2022 13:00,N/A,N/A,N/A,N/A
27.03.2022 13:00 - 27.03.2022 14:00,N/A,N/A,N/A,N/A
27.03.2022 14:00 - 27.03.2022 15:00,N/A,N/A,N/A,N/A
27.03.2022 15:00 - 27.03.2022 16:00,N/A,N/A,N/A,N/A
27.03.2022 16:00 - 27.03.2022 17:00,N/A,N/A,N/A,N/A
27.03.2022 17:00 - 27.03.2022 18:00,N/A,N/A,N/A,N/A
27.03.2022 18:00 - 27.03.2022 19:00,N/A,N/A,N/A,N/A
27.03.2022 19:00 - 27.03.2022 20:00,N/A,N/A,N/A,N/A
27.03.2022 20:00 - 27.03.2022 21:00,N/A,N/A,N/A,N/A
27.03.2022 21:00 - 27.03.2022 22:00,N/A,N/A,N/A,N/A
27.03.2022 22:00 - 27.03.2022 23:00,N/A,N/A,N/A,N/A
27.03.2022 23:00 - 28.03.2022 00:00,N/A,N/A,N/A,N/A
28.03.2022 00:00 - 28.03.2022 01:00,N/A,N/A,N/A,N/A
28.03.2022 01:00 - 28.03.2022 02:00,N/A,N/A,N/A,N/A
28.03.2022 02:00 - 28.03.2022 03:00,N/A,N/A,N/A,N/A
28.03.2022 03:00 - 28.03.2022 04:00,N/A,N/A,N/A,N/A
28.03.2022 04:00 - 28.03.2022 05:00,N/A,N/A,N/A,N/A
28.03.2022 05:00 - 28.03.2022 06:00,N/A,N/A,N/A,N/A
28.03.2022 06:00 - 28.03.2022 07:00,N/A,N/A,N/A,N/A
28.03.2022 07:00 - 28.03.2022 08:00,N/A,N/A,N/A,N/A
28.03.2022 08:00 - 28.03.2022 09:00,N/A,N/A,N/A,N/A
28.03.2022 09:00 - 28.03.2022 10:00,N/A,N/A,N/A,N/A
28.03.2022 10:00 - 28.03.2022 11:00,N/A,N/A,N/A,N/A
28.03.2022 11:00 - 28.03.2022 12:00,N/A,N/A,N/A,N/A
28.03.2022 12:00 - 28.03.2022 13:00,N/A,N/A,N/A,N/A
28.03.2022 13:00 - 28.03.2022 14:00,N/A,N/A,N/A,N/A
28.03.2022 14:00 - 28.03.2022 15:00,N/A,N/A,N/A,N/A
28.03.2022 15:00 - 28.03.2022 16:00,N/A,N/A,N/A,N/A
28.03.2022 16:00 - 28.03.2022 17:00,N/A,N/A,N/A,N/A
28.03.2022 17:00 - 28.03.2022 18:00,N/A,N/A,N/A,N/A
28.03.2022 18:00 - 28.03.2022 19:00,N/A,N/A,N/A,N/A
28.03.2022 19:00 - 28.03.2022 20:00,N/A,N/A,N/A,N/A
28.03.2022 20:00 - 28.03.2022 21:00,N/A,N/A,N/A,N/A
28.03.2022 21:00 - 28.03.2022 22:00,N/A,N/A,N/A,N/A
28.03.2022 22:00 - 28.03.2022 23:00,N/A,N/A,N/A,N/A
28.03.2022 23:00 - 29.03.2022 00:00,N/A,N/A,N/A,N/A
29.03.2022 00:00 - 29.03.2022 01:00,709,1177,15,438
29.03.2022 01:00 - 29.03.2022 02:00,815,1255,15,750
29.03.2022 02:00 - 29.03.2022 03:00,627,990,15,839
29.03.2022 03:00 - 29.03.2022 04:00,364,814,15,812
29.03.2022 04:00 - 29.03.2022 05:00,606,1084,15,515
29.03.2022 05:00 - 29.03.2022 06:00,1290,1640,15,534
29.03.2022 06:00 - 29.03.2022 07:00,2029,2029,15,15
29.03.2022 07:00 - 29.03.2022 08:00,2029,2029,15,15
29.03.2022 08:00 - 29.03.2022 09:00,1920,2028,15,933
29.03.2022 09:00 - 29.03.2022 10:00,1662,1689,65,1405
29.03.2022 10:00 - 29.03.2022 11:00,873,1073,439,2000
29.03.2022 11:00 - 29.03.2022 12:00,1041,1261,365,1685
29.03.2022 12:00 - 29.03.2022 13:00,929,954,300,1417
29.03.2022 13:00 - 29.03.2022 14:00,785,785,288,2129
29.03.2022 14:00 - 29.03.2022 15:00,1577,1652,374,1490
29.03.2022 15:00 - 29.03.2022 16:00,1860,1904,15,1464
29.03.2022 16:00 - 29.03.2022 17:00,1804,1805,15,915
29.03.2022 17:00 - 29.03.2022 18:00,1599,1599,49,2584
29.03.2022 18:00 - 29.03.2022 19:00,1650,1650,15,2569
29.03.2022 19:00 - 29.03.2022 20:00,1954,1954,15,2523
29.03.2022 20:00 - 29.03.2022 21:00,1324,1324,203,1197
29.03.2022 21:00 - 29.03.2022 22:00,1927,1942,105,1491
29.03.2022 22:00 - 29.03.2022 23:00,1832,1832,15,928
29.03.2022 23:00 - 30.03.2022 00:00,1982,1982,15,1066
30.03.2022 00:00 - 30.03.2022 01:00,926,926,865,997
30.03.2022 01:00 - 30.03.2022 02:00,1245,1445,471,935
30.03.2022 02:00 - 30.03.2022 03:00,861,1340,505,891
30.03.2022 03:00 - 30.03.2022 04:00,680,880,740,1235
30.03.2022 04:00 - 30.03.2022 05:00,769,1119,501,801
30.03.2022 05:00 - 30.03.2022 06:00,1382,1671,123,456
30.03.2022 06:00 - 30.03.2022 07:00,1959,1959,0,215
30.03.2022 07:00 - 30.03.2022 08:00,2013,2013,0,27
30.03.2022 08:00 - 30.03.2022 09:00,2013,2013,0,464
30.03.2022 09:00 - 30.03.2022 10:00,2228,2228,215,718
30.03.2022 10:00 - 30.03.2022 11:00,2125,2179,215,285
30.03.2022 11:00 - 30.03.2022 12:00,2013,2013,0,0
30.03.2022 12:00 - 30.03.2022 13:00,2003,2014,0,0
30.03.2022 13:00 - 30.03.2022 14:00,1776,2014,0,0
30.03.2022 14:00 - 30.03.2022 15:00,1488,2014,0,0
30.03.2022 15:00 - 30.03.2022 16:00,1501,2014,0,0
30.03.2022 16:00 - 30.03.2022 17:00,1499,2019,75,75
30.03.2022 17:00 - 30.03.2022 18:00,887,1525,327,327
30.03.2022 18:00 - 30.03.2022 19:00,1402,1893,350,1138
30.03.2022 19:00 - 30.03.2022 20:00,1748,1791,0,435
30.03.2022 20:00 - 30.03.2022 21:00,1303,1653,93,714
30.03.2022 21:00 - 30.03.2022 22:00,1094,1461,305,654
30.03.2022 22:00 - 30.03.2022 23:00,1467,1800,159,574
30.03.2022 23:00 - 31.03.2022 00:00,1838,1924,0,71
31.03.2022 00:00 - 31.03.2022 01:00,591,950,664,724
31.03.2022 01:00 - 31.03.2022 02:00,635,1342,710,820
31.03.2022 02:00 - 31.03.2022 03:00,662,1581,1364,1364
31.03.2022 03:00 - 31.03.2022 04:00,724,1319,1310,1613
31.03.2022 04:00 - 31.03.2022 05:00,839,1539,1244,1444
31.03.2022 05:00 - 31.03.2022 06:00,1204,1458,410,631
31.03.2022 06:00 - 31.03.2022 07:00,2045,2100,215,215
31.03.2022 07:00 - 31.03.2022 08:00,2229,2229,215,215
31.03.2022 08:00 - 31.03.2022 09:00,2148,2183,215,215
31.03.2022 09:00 - 31.03.2022 10:00,1936,2036,215,215
31.03.2022 10:00 - 31.03.2022 11:00,2019,2144,315,534
31.03.2022 11:00 - 31.03.2022 12:00,2177,2177,215,215
31.03.2022 12:00 - 31.03.2022 13:00,2227,2229,215,215
31.03.2022 13:00 - 31.03.2022 14:00,2228,2229,215,215
31.03.2022 14:00 - 31.03.2022 15:00,2228,2229,215,215
31.03.2022 15:00 - 31.03.2022 16:00,1799,1829,0,0
31.03.2022 16:00 - 31.03.2022 17:00,1521,1551,63,306
31.03.2022 17:00 - 31.03.2022 18:00,1477,1477,237,781
31.03.2022 18:00 - 31.03.2022 19:00,1274,1274,23,757
31.03.2022 19:00 - 31.03.2022 20:00,745,940,5,74
31.03.2022 20:00 - 31.03.2022 21:00,675,750,273,464
31.03.2022 21:00 - 31.03.2022 22:00,507,707,905,1487
31.03.2022 22:00 - 31.03.2022 23:00,792,1262,315,960
31.03.2022 23:00 - 01.04.2022 00:00,1238,1438,215,1087
01.04.2022 00:00 - 01.04.2022 01:00,1993,2043,134,422
01.04.2022 01:00 - 01.04.2022 02:00,2031,2093,134,310
01.04.2022 02:00 - 01.04.2022 03:00,1996,2172,264,340
01.04.2022 03:00 - 01.04.2022 04:00,1816,2087,520,695
01.04.2022 04:00 - 01.04.2022 05:00,1942,2300,557,657
01.04.2022 05:00 - 01.04.2022 06:00,2147,2147,134,173
01.04.2022 06:00 - 01.04.2022 07:00,2147,2147,134,134
01.04.2022 07:00 - 01.04.2022 08:00,2147,2147,134,134
01.04.2022 08:00 - 01.04.2022 09:00,2025,2026,12,406
01.04.2022 09:00 - 01.04.2022 10:00,2025,2025,12,316
01.04.2022 10:00 - 01.04.2022 11:00,2025,2025,12,12
01.04.2022 11:00 - 01.04.2022 12:00,2025,2025,12,12
01.04.2022 12:00 - 01.04.2022 13:00,2026,2026,12,12
01.04.2022 13:00 - 01.04.2022 14:00,2025,2026,12,12
01.04.2022 14:00 - 01.04.2022 15:00,2286,2287,273,273
01.04.2022 15:00 - 01.04.2022 16:00,2286,2287,273,273
01.04.2022 16:00 - 01.04.2022 17:00,2287,2287,273,507
01.04.2022 17:00 - 01.04.2022 18:00,1686,1991,274,550
01.04.2022 18:00 - 01.04.2022 19:00,1950,2428,448,448
01.04.2022 19:00 - 01.04.2022 20:00,2005,2277,278,290
01.04.2022 20:00 - 01.04.2022 21:00,1841,2191,395,695
01.04.2022 21:00 - 01.04.2022 22:00,1683,2111,445,1203
01.04.2022 22:00 - 01.04.2022 23:00,2383,2399,445,1202
01.04.2022 23:00 - 02.04.2022 00:00,2106,2178,184,214
02.04.2022 00:00 - 02.04.2022 01:00,1481,1952,238,238
02.04.2022 01:00 - 02.04.2022 02:00,1316,2016,21,21
02.04.2022 02:00 - 02.04.2022 03:00,1278,1667,17,172
02.04.2022 03:00 - 02.04.2022 04:00,961,1635,261,516
02.04.2022 04:00 - 02.04.2022 05:00,969,1659,421,661
02.04.2022 05:00 - 02.04.2022 06:00,1137,1808,422,693
02.04.2022 06:00 - 02.04.2022 07:00,1512,2041,261,520
02.04.2022 07:00 - 02.04.2022 08:00,1723,2274,261,386
02.04.2022 08:00 - 02.04.2022 09:00,1340,1706,230,601
02.04.2022 09:00 - 02.04.2022 10:00,1139,1594,1230,1696
02.04.2022 10:00 - 02.04.2022 11:00,851,1201,1333,1861
02.04.2022 11:00 - 02.04.2022 12:00,898,1528,982,1490
02.04.2022 12:00 - 02.04.2022 13:00,1008,1719,1159,1444
02.04.2022 13:00 - 02.04.2022 14:00,900,1627,963,1133
02.04.2022 14:00 - 02.04.2022 15:00,1074,2127,785,860
02.04.2022 15:00 - 02.04.2022 16:00,1201,2061,592,632
02.04.2022 16:00 - 02.04.2022 17:00,1097,1792,628,968
02.04.2022 17:00 - 02.04.2022 18:00,1131,2036,1101,1326
02.04.2022 18:00 - 02.04.2022 19:00,754,2036,1777,1927
02.04.2022 19:00 - 02.04.2022 20:00,699,1930,1435,1635
02.04.2022 20:00 - 02.04.2022 21:00,1125,2030,1313,1593
02.04.2022 21:00 - 02.04.2022 22:00,1315,2308,1456,1721
02.04.2022 22:00 - 02.04.2022 23:00,1617,2482,1054,1354
02.04.2022 23:00 - 03.04.2022 00:00,2001,2014,0,0
03.04.2022 00:00 - 03.04.2022 01:00,1569,2189,1297,1617
03.04.2022 01:00 - 03.04.2022 02:00,1696,2037,266,446
03.04.2022 02:00 - 03.04.2022 03:00,1223,1752,311,486
03.04.2022 03:00 - 03.04.2022 04:00,1626,1988,516,837
03.04.2022 04:00 - 03.04.2022 05:00,1650,1899,205,1071
03.04.2022 05:00 - 03.04.2022 06:00,1982,1998,5,631
03.04.2022 06:00 - 03.04.2022 07:00,2014,2014,0,144
03.04.2022 07:00 - 03.04.2022 08:00,2014,2014,0,311
03.04.2022 08:00 - 03.04.2022 09:00,1994,1994,0,393
03.04.2022 09:00 - 03.04.2022 10:00,1993,1998,0,968
03.04.2022 10:00 - 03.04.2022 11:00,1573,1698,466,1255
03.04.2022 11:00 - 03.04.2022 12:00,1917,2041,521,768
03.04.2022 12:00 - 03.04.2022 13:00,2061,2061,278,483
03.04.2022 13:00 - 03.04.2022 14:00,1787,1882,86,96
03.04.2022 14:00 - 03.04.2022 15:00,2106,2176,272,416
03.04.2022 15:00 - 03.04.2022 16:00,1695,1941,24,316
03.04.2022 16:00 - 03.04.2022 17:00,1993,2019,5,5
03.04.2022 17:00 - 03.04.2022 18:00,1882,2014,0,229
03.04.2022 18:00 - 03.04.2022 19:00,1781,1971,7,94
03.04.2022 19:00 - 03.04.2022 20:00,2002,2014,0,0
03.04.2022 20:00 - 03.04.2022 21:00,2014,2014,0,0
03.04.2022 21:00 - 03.04.2022 22:00,2014,2014,0,0
03.04.2022 22:00 - 03.04.2022 23:00,2014,2014,0,0
03.04.2022 23:00 - 04.04.2022 00:00,2014,2014,0,0
04.04.2022 00:00 - 04.04.2022 01:00,2013,2013,0,0
04.04.2022 01:00 - 04.04.2022 02:00,2014,2014,0,0
04.04.2022 02:00 - 04.04.2022 03:00,2014,2014,0,0
04.04.2022 03:00 - 04.04.2022 04:00,2014,2014,0,0
04.04.2022 04:00 - 04.04.2022 05:00,2014,2014,0,0
04.04.2022 05:00 - 04.04.2022 06:00,2014,2014,0,0
04.04.2022 06:00 - 04.04.2022 07:00,2014,2014,0,0
04.04.2022 07:00 - 04.04.2022 08:00,2014,2014,0,0
04.04.2022 08:00 - 04.04.2022 09:00,2014,2014,0,0
04.04.2022 09:00 - 04.04.2022 10:00,2014,2014,0,0
04.04.2022 10:00 - 04.04.2022 11:00,2014,2015,1,1
04.04.2022 11:00 - 04.04.2022 12:00,2014,2014,0,0
04.04.2022 12:00 - 04.04.2022 13:00,2014,2014,0,0
04.04.2022 13:00 - 04.04.2022 14:00,2014,2014,0,0
04.04.2022 14:00 - 04.04.2022 15:00,2014,2014,0,0
04.04.2022 15:00 - 04.04.2022 16:00,2014,2014,0,0
04.04.2022 16:00 - 04.04.2022 17:00,2014,2014,0,0
04.04.2022 17:00 - 04.04.2022 18:00,2013,2013,0,0
04.04.2022 18:00 - 04.04.2022 19:00,2013,2013,0,0
04.04.2022 19:00 - 04.04.2022 20:00,2014,2014,0,0
04.04.2022 20:00 - 04.04.2022 21:00,2014,2014,0,84
04.04.2022 21:00 - 04.04.2022 22:00,2013,2013,0,0
04.04.2022 22:00 - 04.04.2022 23:00,2013,2013,0,0
04.04.2022 23:00 - 05.04.2022 00:00,2014,2014,0,0
05.04.2022 00:00 - 05.04.2022 01:00,2014,2014,0,0
05.04.2022 01:00 - 05.04.2022 02:00,2014,2014,0,0
05.04.2022 02:00 - 05.04.2022 03:00,2014,2014,0,108
05.04.2022 03:00 - 05.04.2022 04:00,2013,2013,0,357
05.04.2022 04:00 - 05.04.2022 05:00,2014,2014,0,543
05.04.2022 05:00 - 05.04.2022 06:00,2014,2014,0,252
05.04.2022 06:00 - 05.04.2022 07:00,2014,2014,0,0
05.04.2022 07:00 - 05.04.2022 08:00,2014,2014,0,0
05.04.2022 08:00 - 05.04.2022 09:00,2014,2014,0,0
05.04.2022 09:00 - 05.04.2022 10:00,2014,2014,0,0
05.04.2022 10:00 - 05.04.2022 11:00,2014,2014,0,0
