Time (CET/CEST),BZN|GB > BZN|FR Day Ahead [MW],BZN|GB > BZN|FR Total [MW],BZN|FR > BZN|GB Day Ahead [MW],BZN|FR > BZN|GB Total [MW]
06.02.2022 12:00 - 06.02.2022 13:00,670,817,2044,2044
06.02.2022 13:00 - 06.02.2022 14:00,30,514,2044,2044
06.02.2022 14:00 - 06.02.2022 15:00,30,337,2044,2044
06.02.2022 15:00 - 06.02.2022 16:00,30,30,2044,2044
06.02.2022 16:00 - 06.02.2022 17:00,30,30,2044,2044
06.02.2022 17:00 - 06.02.2022 18:00,30,30,2044,2044
06.02.2022 18:00 - 06.02.2022 19:00,30,30,2044,2044
06.02.2022 19:00 - 06.02.2022 20:00,30,30,2044,2044
06.02.2022 20:00 - 06.02.2022 21:00,30,30,2044,2044
06.02.2022 21:00 - 06.02.2022 22:00,30,30,2044,2044
06.02.2022 22:00 - 06.02.2022 23:00,30,30,2044,2044
06.02.2022 23:00 - 07.02.2022 00:00,903,1201,1676,2027
07.02.2022 00:00 - 07.02.2022 01:00,1228,1428,1260,1727
07.02.2022 01:00 - 07.02.2022 02:00,588,1581,1827,1992
07.02.2022 02:00 - 07.02.2022 03:00,165,1345,2159,2159
07.02.2022 03:00 - 07.02.2022 04:00,165,1903,2179,2179
07.02.2022 04:00 - 07.02.2022 05:00,30,1818,2044,2044
07.02.2022 05:00 - 07.02.2022 06:00,30,2011,2044,2044
07.02.2022 06:00 - 07.02.2022 07:00,295,2154,2121,2161
07.02.2022 07:00 - 07.02.2022 08:00,397,913,1770,2245
07.02.2022 08:00 - 07.02.2022 09:00,52,52,1731,1885
07.02.2022 09:00 - 07.02.2022 10:00,52,52,2066,2066
07.02.2022 10:00 - 07.02.2022 11:00,52,52,2066,2066
07.02.2022 11:00 - 07.02.2022 12:00,30,386,1749,1845
07.02.2022 12:00 - 07.02.2022 13:00,30,80,1754,2020
07.02.2022 13:00 - 07.02.2022 14:00,217,217,1513,1613
07.02.2022 14:00 - 07.02.2022 15:00,1290,1290,893,1586
07.02.2022 15:00 - 07.02.2022 16:00,1635,1814,1169,1705
07.02.2022 16:00 - 07.02.2022 17:00,1460,1819,729,729
07.02.2022 17:00 - 07.02.2022 18:00,1083,1283,287,944
07.02.2022 18:00 - 07.02.2022 19:00,1326,1526,341,581
07.02.2022 19:00 - 07.02.2022 20:00,2014,2014,0,0
07.02.2022 20:00 - 07.02.2022 21:00,1717,2068,936,946
07.02.2022 21:00 - 07.02.2022 22:00,1813,1963,719,719
07.02.2022 22:00 - 07.02.2022 23:00,1919,2021,370,370
07.02.2022 23:00 - 08.02.2022 00:00,2124,2124,110,110
08.02.2022 00:00 - 08.02.2022 01:00,1512,1512,0,0
08.02.2022 01:00 - 08.02.2022 02:00,1514,1514,0,0
08.02.2022 02:00 - 08.02.2022 03:00,1513,1513,0,0
08.02.2022 03:00 - 08.02.2022 04:00,1514,1514,0,0
08.02.2022 04:00 - 08.02.2022 05:00,1514,1514,0,0
08.02.2022 05:00 - 08.02.2022 06:00,1513,1514,0,0
08.02.2022 06:00 - 08.02.2022 07:00,1514,1514,0,0
08.02.2022 07:00 - 08.02.2022 08:00,1514,1514,0,0
08.02.2022 08:00 - 08.02.2022 09:00,1514,1514,0,1193
08.02.2022 09:00 - 08.02.2022 10:00,1512,1512,0,1209
08.02.2022 10:00 - 08.02.2022 11:00,1012,1286,77,202
08.02.2022 11:00 - 08.02.2022 12:00,1494,1541,27,27
08.02.2022 12:00 - 08.02.2022 13:00,1232,1357,32,449
08.02.2022 13:00 - 08.02.2022 14:00,1101,1226,32,546
08.02.2022 14:00 - 08.02.2022 15:00,1224,1349,32,1201
08.02.2022 15:00 - 08.02.2022 16:00,1213,1338,254,1176
08.02.2022 16:00 - 08.02.2022 17:00,1082,1257,189,1164
08.02.2022 17:00 - 08.02.2022 18:00,881,1026,107,1043
08.02.2022 18:00 - 08.02.2022 19:00,591,591,158,930
08.02.2022 19:00 - 08.02.2022 20:00,1145,1320,132,856
08.02.2022 20:00 - 08.02.2022 21:00,1231,1621,182,207
08.02.2022 21:00 - 08.02.2022 22:00,1538,1539,25,25
08.02.2022 22:00 - 08.02.2022 23:00,1536,1539,25,25
08.02.2022 23:00 - 09.02.2022 00:00,1538,1539,25,25
09.02.2022 00:00 - 09.02.2022 01:00,1514,1514,0,0
09.02.2022 01:00 - 09.02.2022 02:00,1514,1514,0,0
09.02.2022 02:00 - 09.02.2022 03:00,1514,1514,0,0
09.02.2022 03:00 - 09.02.2022 04:00,1514,1514,0,0
09.02.2022 04:00 - 09.02.2022 05:00,1514,1514,0,0
09.02.2022 05:00 - 09.02.2022 06:00,1514,1514,0,0
09.02.2022 06:00 - 09.02.2022 07:00,1514,1514,0,0
09.02.2022 07:00 - 09.02.2022 08:00,1514,1514,0,0
09.02.2022 08:00 - 09.02.2022 09:00,1514,1514,0,0
09.02.2022 09:00 - 09.02.2022 10:00,1514,1514,0,606
09.02.2022 10:00 - 09.02.2022 11:00,679,799,567,567
09.02.2022 11:00 - 09.02.2022 12:00,753,753,538,589
09.02.2022 12:00 - 09.02.2022 13:00,357,617,548,573
09.02.2022 13:00 - 09.02.2022 14:00,87,212,764,964
09.02.2022 14:00 - 09.02.2022 15:00,37,202,1039,1116
09.02.2022 15:00 - 09.02.2022 16:00,37,152,1485,1536
09.02.2022 16:00 - 09.02.2022 17:00,599,599,673,1298
09.02.2022 17:00 - 09.02.2022 18:00,149,149,1048,1583
09.02.2022 18:00 - 09.02.2022 19:00,37,37,1119,1526
09.02.2022 19:00 - 09.02.2022 20:00,37,37,1045,1494
09.02.2022 20:00 - 09.02.2022 21:00,292,392,348,1665
09.02.2022 21:00 - 09.02.2022 22:00,1467,1467,204,1123
09.02.2022 22:00 - 09.02.2022 23:00,1016,1066,0,90
09.02.2022 23:00 - 10.02.2022 00:00,1463,1493,0,545
10.02.2022 00:00 - 10.02.2022 01:00,1119,1319,733,933
10.02.2022 01:00 - 10.02.2022 02:00,1189,1389,779,1158
10.02.2022 02:00 - 10.02.2022 03:00,1358,1558,765,1561
10.02.2022 03:00 - 10.02.2022 04:00,1496,1696,535,1031
10.02.2022 04:00 - 10.02.2022 05:00,1665,1765,6,318
10.02.2022 05:00 - 10.02.2022 06:00,2013,2013,0,373
10.02.2022 06:00 - 10.02.2022 07:00,2013,2013,0,712
10.02.2022 07:00 - 10.02.2022 08:00,2013,2013,0,1620
10.02.2022 08:00 - 10.02.2022 09:00,1864,1864,0,2058
10.02.2022 09:00 - 10.02.2022 10:00,1066,1066,28,1444
10.02.2022 10:00 - 10.02.2022 11:00,1075,1141,211,1609
10.02.2022 11:00 - 10.02.2022 12:00,1557,1557,111,1906
10.02.2022 12:00 - 10.02.2022 13:00,1625,1625,51,1471
10.02.2022 13:00 - 10.02.2022 14:00,1447,1447,125,945
10.02.2022 14:00 - 10.02.2022 15:00,1668,1668,280,918
10.02.2022 15:00 - 10.02.2022 16:00,1362,1362,286,706
10.02.2022 16:00 - 10.02.2022 17:00,1111,1502,1,406
10.02.2022 17:00 - 10.02.2022 18:00,1159,1618,0,709
10.02.2022 18:00 - 10.02.2022 19:00,361,1094,634,819
10.02.2022 19:00 - 10.02.2022 20:00,415,1101,756,1362
10.02.2022 20:00 - 10.02.2022 21:00,229,463,932,1788
10.02.2022 21:00 - 10.02.2022 22:00,637,1072,390,1737
10.02.2022 22:00 - 10.02.2022 23:00,340,1024,456,1156
10.02.2022 23:00 - 11.02.2022 00:00,1071,1548,130,473
11.02.2022 00:00 - 11.02.2022 01:00,1648,1978,30,230
11.02.2022 01:00 - 11.02.2022 02:00,765,1494,80,330
11.02.2022 02:00 - 11.02.2022 03:00,395,1292,250,867
11.02.2022 03:00 - 11.02.2022 04:00,145,1075,857,1357
11.02.2022 04:00 - 11.02.2022 05:00,145,1036,537,1164
11.02.2022 05:00 - 11.02.2022 06:00,345,1024,130,630
11.02.2022 06:00 - 11.02.2022 07:00,1507,1707,30,230
11.02.2022 07:00 - 11.02.2022 08:00,2036,2049,35,35
11.02.2022 08:00 - 11.02.2022 09:00,733,1376,196,196
11.02.2022 09:00 - 11.02.2022 10:00,0,1244,1242,1392
11.02.2022 10:00 - 11.02.2022 11:00,0,823,1940,2013
11.02.2022 11:00 - 11.02.2022 12:00,183,1679,1323,1323
11.02.2022 12:00 - 11.02.2022 13:00,256,1724,1409,1409
11.02.2022 13:00 - 11.02.2022 14:00,344,2067,1324,1374
11.02.2022 14:00 - 11.02.2022 15:00,365,1046,386,581
11.02.2022 15:00 - 11.02.2022 16:00,415,1164,403,583
11.02.2022 16:00 - 11.02.2022 17:00,363,1090,140,775
11.02.2022 17:00 - 11.02.2022 18:00,580,1568,303,1193
11.02.2022 18:00 - 11.02.2022 19:00,555,1307,362,582
11.02.2022 19:00 - 11.02.2022 20:00,1077,2002,487,1068
11.02.2022 20:00 - 11.02.2022 21:00,2028,2178,165,672
11.02.2022 21:00 - 11.02.2022 22:00,2044,2044,30,156
11.02.2022 22:00 - 11.02.2022 23:00,2043,2120,109,109
11.02.2022 23:00 - 12.02.2022 00:00,2043,2043,30,95
12.02.2022 00:00 - 12.02.2022 01:00,1558,1988,0,13
12.02.2022 01:00 - 12.02.2022 02:00,1464,1620,0,197
12.02.2022 02:00 - 12.02.2022 03:00,1352,1402,0,211
12.02.2022 03:00 - 12.02.2022 04:00,1891,1891,0,128
12.02.2022 04:00 - 12.02.2022 05:00,2013,2013,0,150
12.02.2022 05:00 - 12.02.2022 06:00,2014,2014,0,50
12.02.2022 06:00 - 12.02.2022 07:00,2014,2014,0,40
12.02.2022 07:00 - 12.02.2022 08:00,2014,2014,0,0
12.02.2022 08:00 - 12.02.2022 09:00,2014,2014,0,0
12.02.2022 09:00 - 12.02.2022 10:00,1772,1997,15,105
12.02.2022 10:00 - 12.02.2022 11:00,914,1262,330,834
12.02.2022 11:00 - 12.02.2022 12:00,330,930,271,956
12.02.2022 12:00 - 12.02.2022 13:00,180,410,143,424
12.02.2022 13:00 - 12.02.2022 14:00,80,380,370,670
12.02.2022 14:00 - 12.02.2022 15:00,30,605,808,1108
12.02.2022 15:00 - 12.02.2022 16:00,108,971,1157,1408
12.02.2022 16:00 - 12.02.2022 17:00,80,1047,1700,1825
12.02.2022 17:00 - 12.02.2022 18:00,106,679,1057,1421
12.02.2022 18:00 - 12.02.2022 19:00,80,85,1261,1860
12.02.2022 19:00 - 12.02.2022 20:00,283,453,1308,1746
12.02.2022 20:00 - 12.02.2022 21:00,191,566,97,1126
12.02.2022 21:00 - 12.02.2022 22:00,1911,1911,15,846
12.02.2022 22:00 - 12.02.2022 23:00,710,1410,600,1400
12.02.2022 23:00 - 13.02.2022 00:00,1385,1794,420,1755
13.02.2022 00:00 - 13.02.2022 01:00,1052,1052,546,606
13.02.2022 01:00 - 13.02.2022 02:00,650,1441,645,686
13.02.2022 02:00 - 13.02.2022 03:00,659,2127,1156,1156
13.02.2022 03:00 - 13.02.2022 04:00,918,2650,1453,1453
13.02.2022 04:00 - 13.02.2022 05:00,665,2547,1559,1559
13.02.2022 05:00 - 13.02.2022 06:00,670,2864,1490,1490
13.02.2022 06:00 - 13.02.2022 07:00,705,2861,1843,1980
13.02.2022 07:00 - 13.02.2022 08:00,560,2854,2157,2303
13.02.2022 08:00 - 13.02.2022 09:00,1086,1086,1046,1918
13.02.2022 09:00 - 13.02.2022 10:00,0,0,2014,2014
13.02.2022 10:00 - 13.02.2022 11:00,0,230,2014,2014
13.02.2022 11:00 - 13.02.2022 12:00,0,329,2014,2014
13.02.2022 12:00 - 13.02.2022 13:00,0,50,2014,2014
13.02.2022 13:00 - 13.02.2022 14:00,0,75,2014,2014
13.02.2022 14:00 - 13.02.2022 15:00,0,0,2014,2014
13.02.2022 15:00 - 13.02.2022 16:00,0,0,2014,2014
13.02.2022 16:00 - 13.02.2022 17:00,0,0,2014,2014
13.02.2022 17:00 - 13.02.2022 18:00,0,0,2014,2014
13.02.2022 18:00 - 13.02.2022 19:00,0,0,2014,2014
13.02.2022 19:00 - 13.02.2022 20:00,0,0,2014,2014
13.02.2022 20:00 - 13.02.2022 21:00,0,0,2014,2014
13.02.2022 21:00 - 13.02.2022 22:00,0,0,2014,2014
13.02.2022 22:00 - 13.02.2022 23:00,0,0,2014,2014
13.02.2022 23:00 - 14.02.2022 00:00,0,0,2014,2014
14.02.2022 00:00 - 14.02.2022 01:00,0,163,2014,2014
14.02.2022 01:00 - 14.02.2022 02:00,0,276,2014,2014
14.02.2022 02:00 - 14.02.2022 03:00,0,593,2014,2014
14.02.2022 03:00 - 14.02.2022 04:00,0,563,2014,2014
14.02.2022 04:00 - 14.02.2022 05:00,0,663,2014,2014
14.02.2022 05:00 - 14.02.2022 06:00,10,702,2014,2024
14.02.2022 06:00 - 14.02.2022 07:00,255,1026,1400,1675
14.02.2022 07:00 - 14.02.2022 08:00,722,827,1120,1370
14.02.2022 08:00 - 14.02.2022 09:00,1166,1274,949,2394
14.02.2022 09:00 - 14.02.2022 10:00,335,919,1141,1748
14.02.2022 10:00 - 14.02.2022 11:00,200,898,1354,1554
14.02.2022 11:00 - 14.02.2022 12:00,413,858,1225,1515
14.02.2022 12:00 - 14.02.2022 13:00,445,515,955,1530
14.02.2022 13:00 - 14.02.2022 14:00,430,430,1356,2210
14.02.2022 14:00 - 14.02.2022 15:00,236,236,1462,2225
14.02.2022 15:00 - 14.02.2022 16:00,50,350,1683,2012
14.02.2022 16:00 - 14.02.2022 17:00,225,597,1723,1823
14.02.2022 17:00 - 14.02.2022 18:00,257,1192,1833,1987
14.02.2022 18:00 - 14.02.2022 19:00,0,355,2014,2014
14.02.2022 19:00 - 14.02.2022 20:00,0,232,2014,2014
14.02.2022 20:00 - 14.02.2022 21:00,0,100,2014,2014
14.02.2022 21:00 - 14.02.2022 22:00,301,426,1730,1890
14.02.2022 22:00 - 14.02.2022 23:00,250,539,1697,1822
14.02.2022 23:00 - 15.02.2022 00:00,505,774,2092,2192
15.02.2022 00:00 - 15.02.2022 01:00,361,606,2014,2114
15.02.2022 01:00 - 15.02.2022 02:00,218,353,2014,2064
15.02.2022 02:00 - 15.02.2022 03:00,615,1089,1988,2138
15.02.2022 03:00 - 15.02.2022 04:00,935,1365,1677,1997
15.02.2022 04:00 - 15.02.2022 05:00,1837,2087,928,1166
15.02.2022 05:00 - 15.02.2022 06:00,1752,1872,255,270
15.02.2022 06:00 - 15.02.2022 07:00,2174,2239,225,454
15.02.2022 07:00 - 15.02.2022 08:00,2063,2364,350,350
15.02.2022 08:00 - 15.02.2022 09:00,1996,2196,225,476
15.02.2022 09:00 - 15.02.2022 10:00,1812,2056,754,754
15.02.2022 10:00 - 15.02.2022 11:00,516,1074,379,646
15.02.2022 11:00 - 15.02.2022 12:00,250,883,604,1054
15.02.2022 12:00 - 15.02.2022 13:00,114,796,867,1042
15.02.2022 13:00 - 15.02.2022 14:00,159,443,966,1241
15.02.2022 14:00 - 15.02.2022 15:00,372,497,1246,1522
15.02.2022 15:00 - 15.02.2022 16:00,80,260,1405,1495
15.02.2022 16:00 - 15.02.2022 17:00,137,535,1418,1468
15.02.2022 17:00 - 15.02.2022 18:00,0,555,1366,1366
15.02.2022 18:00 - 15.02.2022 19:00,0,122,1686,1708
15.02.2022 19:00 - 15.02.2022 20:00,0,101,2014,2014
15.02.2022 20:00 - 15.02.2022 21:00,0,0,2014,2014
15.02.2022 21:00 - 15.02.2022 22:00,23,934,1194,1361
15.02.2022 22:00 - 15.02.2022 23:00,0,100,1480,1530
15.02.2022 23:00 - 16.02.2022 00:00,476,1112,1017,1439
16.02.2022 00:00 - 16.02.2022 01:00,0,0,2014,2014
16.02.2022 01:00 - 16.02.2022 02:00,0,0,2014,2014
16.02.2022 02:00 - 16.02.2022 03:00,205,1007,2014,2014
16.02.2022 03:00 - 16.02.2022 04:00,289,1888,2014,2014
16.02.2022 04:00 - 16.02.2022 05:00,717,2642,2148,2148
16.02.2022 05:00 - 16.02.2022 06:00,1078,2268,1255,1255
16.02.2022 06:00 - 16.02.2022 07:00,1494,1894,1103,1203
16.02.2022 07:00 - 16.02.2022 08:00,445,1912,1892,2092
16.02.2022 08:00 - 16.02.2022 09:00,964,1449,1814,2323
16.02.2022 09:00 - 16.02.2022 10:00,175,375,1474,1989
16.02.2022 10:00 - 16.02.2022 11:00,0,0,1763,1964
16.02.2022 11:00 - 16.02.2022 12:00,0,0,1989,2014
16.02.2022 12:00 - 16.02.2022 13:00,0,0,1989,2013
16.02.2022 13:00 - 16.02.2022 14:00,0,0,2014,2014
16.02.2022 14:00 - 16.02.2022 15:00,0,0,2014,2014
16.02.2022 15:00 - 16.02.2022 16:00,0,0,2014,2014
16.02.2022 16:00 - 16.02.2022 17:00,0,0,2014,2014
16.02.2022 17:00 - 16.02.2022 18:00,0,0,2014,2014
16.02.2022 18:00 - 16.02.2022 19:00,0,0,2014,2014
16.02.2022 19:00 - 16.02.2022 20:00,0,0,2014,2014
16.02.2022 20:00 - 16.02.2022 21:00,0,0,2014,2014
16.02.2022 21:00 - 16.02.2022 22:00,0,0,2014,2014
16.02.2022 22:00 - 16.02.2022 23:00,0,446,2014,2014
16.02.2022 23:00 - 17.02.2022 00:00,0,1403,2014,2014
17.02.2022 00:00 - 17.02.2022 01:00,265,1464,1771,1879
17.02.2022 01:00 - 17.02.2022 02:00,280,1581,1806,2004
17.02.2022 02:00 - 17.02.2022 03:00,336,1624,1813,2000
17.02.2022 03:00 - 17.02.2022 04:00,369,1526,1187,1833
17.02.2022 04:00 - 17.02.2022 05:00,519,1932,951,1356
17.02.2022 05:00 - 17.02.2022 06:00,945,1631,396,545
17.02.2022 06:00 - 17.02.2022 07:00,1247,1808,266,366
17.02.2022 07:00 - 17.02.2022 08:00,470,1175,978,1178
17.02.2022 08:00 - 17.02.2022 09:00,250,250,1167,2157
17.02.2022 09:00 - 17.02.2022 10:00,0,0,1964,2014
17.02.2022 10:00 - 17.02.2022 11:00,0,0,2013,2013
17.02.2022 11:00 - 17.02.2022 12:00,0,0,1819,1938
17.02.2022 12:00 - 17.02.2022 13:00,108,248,1336,1818
17.02.2022 13:00 - 17.02.2022 14:00,199,484,1507,1904
17.02.2022 14:00 - 17.02.2022 15:00,0,0,1924,1993
17.02.2022 15:00 - 17.02.2022 16:00,0,0,1914,2014
17.02.2022 16:00 - 17.02.2022 17:00,0,0,1870,2014
17.02.2022 17:00 - 17.02.2022 18:00,187,187,1849,2201
17.02.2022 18:00 - 17.02.2022 19:00,177,177,1665,2191
17.02.2022 19:00 - 17.02.2022 20:00,0,0,2014,2014
17.02.2022 20:00 - 17.02.2022 21:00,0,0,2014,2014
17.02.2022 21:00 - 17.02.2022 22:00,0,0,2014,2014
17.02.2022 22:00 - 17.02.2022 23:00,85,85,1617,2098
17.02.2022 23:00 - 18.02.2022 00:00,0,0,1842,2013
18.02.2022 00:00 - 18.02.2022 01:00,0,0,2014,2014
18.02.2022 01:00 - 18.02.2022 02:00,0,0,2014,2014
18.02.2022 02:00 - 18.02.2022 03:00,0,0,2014,2014
18.02.2022 03:00 - 18.02.2022 04:00,0,0,2014,2014
18.02.2022 04:00 - 18.02.2022 05:00,0,0,2014,2014
18.02.2022 05:00 - 18.02.2022 06:00,400,656,1839,1889
18.02.2022 06:00 - 18.02.2022 07:00,850,1030,1317,1793
18.02.2022 07:00 - 18.02.2022 08:00,730,1105,1194,1594
18.02.2022 08:00 - 18.02.2022 09:00,690,846,1167,1397
18.02.2022 09:00 - 18.02.2022 10:00,0,1211,2014,2014
18.02.2022 10:00 - 18.02.2022 11:00,0,591,2014,2014
18.02.2022 11:00 - 18.02.2022 12:00,0,50,2014,2014
18.02.2022 12:00 - 18.02.2022 13:00,0,0,2014,2014
18.02.2022 13:00 - 18.02.2022 14:00,0,0,2014,2014
18.02.2022 14:00 - 18.02.2022 15:00,0,0,2014,2014
18.02.2022 15:00 - 18.02.2022 16:00,0,0,2014,2014
18.02.2022 16:00 - 18.02.2022 17:00,0,0,2014,2014
18.02.2022 17:00 - 18.02.2022 18:00,0,0,2014,2014
18.02.2022 18:00 - 18.02.2022 19:00,0,0,2014,2014
18.02.2022 19:00 - 18.02.2022 20:00,0,0,2014,2014
18.02.2022 20:00 - 18.02.2022 21:00,0,0,2014,2014
18.02.2022 21:00 - 18.02.2022 22:00,0,0,2014,2014
18.02.2022 22:00 - 18.02.2022 23:00,0,0,2014,2014
18.02.2022 23:00 - 19.02.2022 00:00,903,903,1728,2643
19.02.2022 00:00 - 19.02.2022 01:00,200,975,1809,2139
19.02.2022 01:00 - 19.02.2022 02:00,200,876,1589,2187
19.02.2022 02:00 - 19.02.2022 03:00,0,792,1373,1764
19.02.2022 03:00 - 19.02.2022 04:00,377,1189,1459,1988
19.02.2022 04:00 - 19.02.2022 05:00,1030,1568,1712,2392
19.02.2022 05:00 - 19.02.2022 06:00,1058,1443,1061,1683
19.02.2022 06:00 - 19.02.2022 07:00,872,1563,1164,1364
19.02.2022 07:00 - 19.02.2022 08:00,315,1502,2024,2124
19.02.2022 08:00 - 19.02.2022 09:00,10,10,1688,1954
19.02.2022 09:00 - 19.02.2022 10:00,0,495,2013,2013
19.02.2022 10:00 - 19.02.2022 11:00,0,0,2013,2013
19.02.2022 11:00 - 19.02.2022 12:00,0,0,2013,2013
19.02.2022 12:00 - 19.02.2022 13:00,0,0,2014,2014
19.02.2022 13:00 - 19.02.2022 14:00,0,0,2014,2014
19.02.2022 14:00 - 19.02.2022 15:00,0,0,2014,2014
19.02.2022 15:00 - 19.02.2022 16:00,0,0,2014,2014
19.02.2022 16:00 - 19.02.2022 17:00,0,0,2014,2014
19.02.2022 17:00 - 19.02.2022 18:00,0,0,2014,2014
19.02.2022 18:00 - 19.02.2022 19:00,0,0,2013,2014
19.02.2022 19:00 - 19.02.2022 20:00,0,0,2014,2014
19.02.2022 20:00 - 19.02.2022 21:00,0,0,2014,2014
19.02.2022 21:00 - 19.02.2022 22:00,0,0,2014,2014
19.02.2022 22:00 - 19.02.2022 23:00,0,0,2014,2014
19.02.2022 23:00 - 20.02.2022 00:00,0,0,1841,2014
20.02.2022 00:00 - 20.02.2022 01:00,45,45,2059,2059
20.02.2022 01:00 - 20.02.2022 02:00,150,396,1651,1746
20.02.2022 02:00 - 20.02.2022 03:00,224,799,1495,1745
20.02.2022 03:00 - 20.02.2022 04:00,836,881,603,1028
20.02.2022 04:00 - 20.02.2022 05:00,1800,2414,500,625
20.02.2022 05:00 - 20.02.2022 06:00,2137,2414,500,650
20.02.2022 06:00 - 20.02.2022 07:00,2147,2197,510,871
20.02.2022 07:00 - 20.02.2022 08:00,2138,2213,510,1329
20.02.2022 08:00 - 20.02.2022 09:00,2185,2260,566,1635
20.02.2022 09:00 - 20.02.2022 10:00,886,1196,846,1290
20.02.2022 10:00 - 20.02.2022 11:00,0,155,1809,1859
20.02.2022 11:00 - 20.02.2022 12:00,0,3,2014,2014
20.02.2022 12:00 - 20.02.2022 13:00,0,0,2013,2014
20.02.2022 13:00 - 20.02.2022 14:00,0,0,2014,2014
20.02.2022 14:00 - 20.02.2022 15:00,0,0,2014,2014
20.02.2022 15:00 - 20.02.2022 16:00,0,0,2014,2014
20.02.2022 16:00 - 20.02.2022 17:00,0,0,2014,2014
20.02.2022 17:00 - 20.02.2022 18:00,0,0,2013,2014
20.02.2022 18:00 - 20.02.2022 19:00,0,0,2014,2014
20.02.2022 19:00 - 20.02.2022 20:00,0,0,2013,2014
20.02.2022 20:00 - 20.02.2022 21:00,0,0,2014,2014
20.02.2022 21:00 - 20.02.2022 22:00,0,0,2014,2014
20.02.2022 22:00 - 20.02.2022 23:00,0,0,2014,2014
20.02.2022 23:00 - 21.02.2022 00:00,405,718,1451,1866
21.02.2022 00:00 - 21.02.2022 01:00,737,1706,1025,1413
21.02.2022 01:00 - 21.02.2022 02:00,135,1120,862,1191
21.02.2022 02:00 - 21.02.2022 03:00,100,175,1598,1898
21.02.2022 03:00 - 21.02.2022 04:00,0,0,1655,1844
21.02.2022 04:00 - 21.02.2022 05:00,255,918,1804,1919
21.02.2022 05:00 - 21.02.2022 06:00,457,2043,1270,1521
21.02.2022 06:00 - 21.02.2022 07:00,1025,2017,908,1503
21.02.2022 07:00 - 21.02.2022 08:00,0,744,1450,1670
21.02.2022 08:00 - 21.02.2022 09:00,303,303,1443,1663
21.02.2022 09:00 - 21.02.2022 10:00,0,0,2014,2014
21.02.2022 10:00 - 21.02.2022 11:00,0,0,2014,2014
21.02.2022 11:00 - 21.02.2022 12:00,1,1,2014,2014
21.02.2022 12:00 - 21.02.2022 13:00,0,0,2014,2014
21.02.2022 13:00 - 21.02.2022 14:00,0,0,2014,2014
21.02.2022 14:00 - 21.02.2022 15:00,0,0,2014,2014
21.02.2022 15:00 - 21.02.2022 16:00,0,0,2013,2013
21.02.2022 16:00 - 21.02.2022 17:00,0,0,2014,2014
21.02.2022 17:00 - 21.02.2022 18:00,0,0,1736,1930
21.02.2022 18:00 - 21.02.2022 19:00,0,0,2014,2014
21.02.2022 19:00 - 21.02.2022 20:00,0,0,2014,2014
21.02.2022 20:00 - 21.02.2022 21:00,0,0,2014,2014
21.02.2022 21:00 - 21.02.2022 22:00,0,0,2013,2014
21.02.2022 22:00 - 21.02.2022 23:00,0,0,2014,2014
21.02.2022 23:00 - 22.02.2022 00:00,0,0,2014,2014
22.02.2022 00:00 - 22.02.2022 01:00,0,0,1514,1514
22.02.2022 01:00 - 22.02.2022 02:00,0,0,1514,1514
22.02.2022 02:00 - 22.02.2022 03:00,0,60,1514,1514
22.02.2022 03:00 - 22.02.2022 04:00,0,110,1514,1514
22.02.2022 04:00 - 22.02.2022 05:00,1341,1666,764,1101
22.02.2022 05:00 - 22.02.2022 06:00,1663,1793,413,520
22.02.2022 06:00 - 22.02.2022 07:00,1825,1925,413,1174
22.02.2022 07:00 - 22.02.2022 08:00,1439,1679,413,2354
22.02.2022 08:00 - 22.02.2022 09:00,1184,1284,513,1703
22.02.2022 09:00 - 22.02.2022 10:00,340,650,1073,1273
22.02.2022 10:00 - 22.02.2022 11:00,0,0,1514,1514
22.02.2022 11:00 - 22.02.2022 12:00,0,0,1428,1428
22.02.2022 12:00 - 22.02.2022 13:00,0,0,1511,1511
22.02.2022 13:00 - 22.02.2022 14:00,0,0,1514,1514
22.02.2022 14:00 - 22.02.2022 15:00,170,170,1408,1677
22.02.2022 15:00 - 22.02.2022 16:00,202,202,1308,1716
22.02.2022 16:00 - 22.02.2022 17:00,141,141,1097,1654
22.02.2022 17:00 - 22.02.2022 18:00,16,16,1154,1530
22.02.2022 18:00 - 22.02.2022 19:00,0,0,1281,1514
22.02.2022 19:00 - 22.02.2022 20:00,0,0,1514,1514
22.02.2022 20:00 - 22.02.2022 21:00,0,0,1514,1514
22.02.2022 21:00 - 22.02.2022 22:00,25,25,1101,1539
22.02.2022 22:00 - 22.02.2022 23:00,25,25,1306,1538
22.02.2022 23:00 - 23.02.2022 00:00,536,625,1074,1748
23.02.2022 00:00 - 23.02.2022 01:00,220,847,1091,1237
23.02.2022 01:00 - 23.02.2022 02:00,195,1428,1242,1292
23.02.2022 02:00 - 23.02.2022 03:00,345,984,1058,1158
23.02.2022 03:00 - 23.02.2022 04:00,650,1269,574,624
23.02.2022 04:00 - 23.02.2022 05:00,643,894,167,337
23.02.2022 05:00 - 23.02.2022 06:00,1330,1330,167,297
23.02.2022 06:00 - 23.02.2022 07:00,1681,1681,167,1636
23.02.2022 07:00 - 23.02.2022 08:00,1640,1640,267,2148
23.02.2022 08:00 - 23.02.2022 09:00,526,526,794,1826
23.02.2022 09:00 - 23.02.2022 10:00,263,328,803,803
23.02.2022 10:00 - 23.02.2022 11:00,65,170,927,1082
