"Time (CET/CEST)","BZN|GB > BZN|FR Day Ahead [MW]","BZN|GB > BZN|FR Total [MW]","BZN|FR > BZN|GB Day Ahead [MW]","BZN|FR > BZN|GB Total [MW]"
"02.01.2017 16:00 - 02.01.2017 17:00","n/e","700","n/e","0"
"02.01.2017 17:00 - 02.01.2017 18:00","n/e","0","n/e","111"
"02.01.2017 18:00 - 02.01.2017 19:00","n/e","0","n/e","1000"
"02.01.2017 19:00 - 02.01.2017 20:00","n/e","0","n/e","1000"
"02.01.2017 20:00 - 02.01.2017 21:00","n/e","509","n/e","0"
"02.01.2017 21:00 - 02.01.2017 22:00","n/e","208","n/e","0"
"02.01.2017 22:00 - 02.01.2017 23:00","n/e","650","n/e","0"
"02.01.2017 23:00 - 03.01.2017 00:00","n/e","1000","n/e","0"
"03.01.2017 00:00 - 03.01.2017 01:00","n/e","425","n/e","0"
"03.01.2017 01:00 - 03.01.2017 02:00","n/e","0","n/e","421"
"03.01.2017 02:00 - 03.01.2017 03:00","n/e","0","n/e","931"
"03.01.2017 03:00 - 03.01.2017 04:00","n/e","0","n/e","881"
"03.01.2017 04:00 - 03.01.2017 05:00","n/e","0","n/e","0"
"03.01.2017 05:00 - 03.01.2017 06:00","n/e","1000","n/e","0"
"03.01.2017 06:00 - 03.01.2017 07:00","n/e","1000","n/e","0"
"03.01.2017 07:00 - 03.01.2017 08:00","n/e","1000","n/e","0"
"03.01.2017 08:00 - 03.01.2017 09:00","n/e","1000","n/e","0"
"03.01.2017 09:00 - 03.01.2017 10:00","n/e","1000","n/e","0"
"03.01.2017 10:00 - 03.01.2017 11:00","n/e","1000","n/e","0"
"03.01.2017 11:00 - 03.01.2017 12:00","n/e","1000","n/e","0"
"03.01.2017 12:00 - 03.01.2017 13:00","n/e","1000","n/e","0"
"03.01.2017 13:00 - 03.01.2017 14:00","n/e","1000","n/e","0"
"03.01.2017 14:00 - 03.01.2017 15:00","n/e","1000","n/e","0"
"03.01.2017 15:00 - 03.01.2017 16:00","n/e","1000","n/e","0"
"03.01.2017 16:00 - 03.01.2017 17:00","n/e","1000","n/e","0"
"03.01.2017 17:00 - 03.01.2017 18:00","n/e","130","n/e","801"
"03.01.2017 18:00 - 03.01.2017 19:00","n/e","417","n/e","801"
"03.01.2017 19:00 - 03.01.2017 20:00","n/e","950","n/e","803"
"03.01.2017 20:00 - 03.01.2017 21:00","n/e","1000","n/e","506"
"03.01.2017 21:00 - 03.01.2017 22:00","n/e","1000","n/e","506"
"03.01.2017 22:00 - 03.01.2017 23:00","n/e","1000","n/e","0"
"03.01.2017 23:00 - 04.01.2017 00:00","n/e","1000","n/e","0"
"04.01.2017 00:00 - 04.01.2017 01:00","n/e","1000","n/e","0"
"04.01.2017 01:00 - 04.01.2017 02:00","n/e","1000","n/e","0"
"04.01.2017 02:00 - 04.01.2017 03:00","n/e","1000","n/e","0"
"04.01.2017 03:00 - 04.01.2017 04:00","n/e","1000","n/e","0"
"04.01.2017 04:00 - 04.01.2017 05:00","n/e","1000","n/e","0"
"04.01.2017 05:00 - 04.01.2017 06:00","n/e","1000","n/e","0"
"04.01.2017 06:00 - 04.01.2017 07:00","n/e","1000","n/e","0"
"04.01.2017 07:00 - 04.01.2017 08:00","n/e","1000","n/e","0"
"04.01.2017 08:00 - 04.01.2017 09:00","n/e","1000","n/e","0"
"04.01.2017 09:00 - 04.01.2017 10:00","n/e","1000","n/e","0"
"04.01.2017 10:00 - 04.01.2017 11:00","n/e","1000","n/e","0"
"04.01.2017 11:00 - 04.01.2017 12:00","n/e","1000","n/e","0"
"04.01.2017 12:00 - 04.01.2017 13:00","n/e","1000","n/e","0"
"04.01.2017 13:00 - 04.01.2017 14:00","n/e","1000","n/e","0"
"04.01.2017 14:00 - 04.01.2017 15:00","n/e","1000","n/e","0"
"04.01.2017 15:00 - 04.01.2017 16:00","n/e","1000","n/e","0"
"04.01.2017 16:00 - 04.01.2017 17:00","n/e","850","n/e","0"
"04.01.2017 17:00 - 04.01.2017 18:00","n/e","250","n/e","1000"
"04.01.2017 18:00 - 04.01.2017 19:00","n/e","0","n/e","1000"
"04.01.2017 19:00 - 04.01.2017 20:00","n/e","100","n/e","1000"
"04.01.2017 20:00 - 04.01.2017 21:00","n/e","433","n/e","1114"
"04.01.2017 21:00 - 04.01.2017 22:00","n/e","1000","n/e","0"
"04.01.2017 22:00 - 04.01.2017 23:00","n/e","1000","n/e","0"
"04.01.2017 23:00 - 05.01.2017 00:00","n/e","1000","n/e","0"
"05.01.2017 00:00 - 05.01.2017 01:00","n/e","818","n/e","0"
"05.01.2017 01:00 - 05.01.2017 02:00","n/e","0","n/e","416"
"05.01.2017 02:00 - 05.01.2017 03:00","n/e","82","n/e","0"
"05.01.2017 03:00 - 05.01.2017 04:00","n/e","56","n/e","0"
"05.01.2017 04:00 - 05.01.2017 05:00","n/e","0","n/e","744"
"05.01.2017 05:00 - 05.01.2017 06:00","n/e","14","n/e","0"
"05.01.2017 06:00 - 05.01.2017 07:00","n/e","1000","n/e","0"
"05.01.2017 07:00 - 05.01.2017 08:00","n/e","1000","n/e","0"
"05.01.2017 08:00 - 05.01.2017 09:00","n/e","1000","n/e","0"
"05.01.2017 09:00 - 05.01.2017 10:00","n/e","1000","n/e","0"
"05.01.2017 10:00 - 05.01.2017 11:00","n/e","1000","n/e","0"
"05.01.2017 11:00 - 05.01.2017 12:00","n/e","1000","n/e","200"
"05.01.2017 12:00 - 05.01.2017 13:00","n/e","1000","n/e","200"
"05.01.2017 13:00 - 05.01.2017 14:00","n/e","1000","n/e","100"
"05.01.2017 14:00 - 05.01.2017 15:00","n/e","1000","n/e","0"
"05.01.2017 15:00 - 05.01.2017 16:00","n/e","1000","n/e","0"
"05.01.2017 16:00 - 05.01.2017 17:00","n/e","1000","n/e","1000"
"05.01.2017 17:00 - 05.01.2017 18:00","n/e","0","n/e","1000"
"05.01.2017 18:00 - 05.01.2017 19:00","n/e","0","n/e","1000"
"05.01.2017 19:00 - 05.01.2017 20:00","n/e","0","n/e","708"
"05.01.2017 20:00 - 05.01.2017 21:00","n/e","1000","n/e","2000"
"05.01.2017 21:00 - 05.01.2017 22:00","n/e","1000","n/e","0"
"05.01.2017 22:00 - 05.01.2017 23:00","n/e","1000","n/e","0"
"05.01.2017 23:00 - 06.01.2017 00:00","n/e","1000","n/e","0"
"06.01.2017 00:00 - 06.01.2017 01:00","n/e","1000","n/e","0"
"06.01.2017 01:00 - 06.01.2017 02:00","n/e","726","n/e","0"
"06.01.2017 02:00 - 06.01.2017 03:00","n/e","481","n/e","0"
"06.01.2017 03:00 - 06.01.2017 04:00","n/e","446","n/e","0"
"06.01.2017 04:00 - 06.01.2017 05:00","n/e","827","n/e","0"
"06.01.2017 05:00 - 06.01.2017 06:00","n/e","1000","n/e","0"
"06.01.2017 06:00 - 06.01.2017 07:00","n/e","1000","n/e","100"
"06.01.2017 07:00 - 06.01.2017 08:00","n/e","1000","n/e","0"
"06.01.2017 08:00 - 06.01.2017 09:00","n/e","1000","n/e","0"
"06.01.2017 09:00 - 06.01.2017 10:00","n/e","1000","n/e","0"
"06.01.2017 10:00 - 06.01.2017 11:00","n/e","1000","n/e","0"
"06.01.2017 11:00 - 06.01.2017 12:00","n/e","1000","n/e","0"
"06.01.2017 12:00 - 06.01.2017 13:00","n/e","1000","n/e","0"
"06.01.2017 13:00 - 06.01.2017 14:00","n/e","1000","n/e","0"
"06.01.2017 14:00 - 06.01.2017 15:00","n/e","1000","n/e","0"
"06.01.2017 15:00 - 06.01.2017 16:00","n/e","1000","n/e","0"
"06.01.2017 16:00 - 06.01.2017 17:00","n/e","1000","n/e","0"
"06.01.2017 17:00 - 06.01.2017 18:00","n/e","1000","n/e","658"
"06.01.2017 18:00 - 06.01.2017 19:00","n/e","1000","n/e","658"
"06.01.2017 19:00 - 06.01.2017 20:00","n/e","1000","n/e","658"
"06.01.2017 20:00 - 06.01.2017 21:00","n/e","1000","n/e","658"
"06.01.2017 21:00 - 06.01.2017 22:00","n/e","1000","n/e","0"
"06.01.2017 22:00 - 06.01.2017 23:00","n/e","1000","n/e","0"
"06.01.2017 23:00 - 07.01.2017 00:00","n/e","1000","n/e","0"
"07.01.2017 00:00 - 07.01.2017 01:00","n/e","1000","n/e","0"
"07.01.2017 01:00 - 07.01.2017 02:00","n/e","1000","n/e","0"
"07.01.2017 02:00 - 07.01.2017 03:00","n/e","1000","n/e","0"
"07.01.2017 03:00 - 07.01.2017 04:00","n/e","1000","n/e","0"
"07.01.2017 04:00 - 07.01.2017 05:00","n/e","1000","n/e","0"
"07.01.2017 05:00 - 07.01.2017 06:00","n/e","1000","n/e","0"
"07.01.2017 06:00 - 07.01.2017 07:00","n/e","1000","n/e","0"
"07.01.2017 07:00 - 07.01.2017 08:00","n/e","1000","n/e","0"
"07.01.2017 08:00 - 07.01.2017 09:00","n/e","1000","n/e","0"
"07.01.2017 09:00 - 07.01.2017 10:00","n/e","1000","n/e","0"
"07.01.2017 10:00 - 07.01.2017 11:00","n/e","1000","n/e","0"
"07.01.2017 11:00 - 07.01.2017 12:00","n/e","1000","n/e","0"
"07.01.2017 12:00 - 07.01.2017 13:00","n/e","1000","n/e","0"
"07.01.2017 13:00 - 07.01.2017 14:00","n/e","969","n/e","0"
"07.01.2017 14:00 - 07.01.2017 15:00","n/e","674","n/e","50"
"07.01.2017 15:00 - 07.01.2017 16:00","n/e","903","n/e","150"
"07.01.2017 16:00 - 07.01.2017 17:00","n/e","734","n/e","100"
"07.01.2017 17:00 - 07.01.2017 18:00","n/e","0","n/e","1000"
"07.01.2017 18:00 - 07.01.2017 19:00","n/e","0","n/e","1000"
"07.01.2017 19:00 - 07.01.2017 20:00","n/e","0","n/e","771"
"07.01.2017 20:00 - 07.01.2017 21:00","n/e","260","n/e","0"
"07.01.2017 21:00 - 07.01.2017 22:00","n/e","596","n/e","0"
"07.01.2017 22:00 - 07.01.2017 23:00","n/e","1000","n/e","0"
"07.01.2017 23:00 - 08.01.2017 00:00","n/e","1000","n/e","0"
"08.01.2017 00:00 - 08.01.2017 01:00","n/e","1000","n/e","0"
"08.01.2017 01:00 - 08.01.2017 02:00","n/e","1000","n/e","0"
"08.01.2017 02:00 - 08.01.2017 03:00","n/e","711","n/e","0"
"08.01.2017 03:00 - 08.01.2017 04:00","n/e","194","n/e","0"
"08.01.2017 04:00 - 08.01.2017 05:00","n/e","334","n/e","0"
"08.01.2017 05:00 - 08.01.2017 06:00","n/e","722","n/e","0"
"08.01.2017 06:00 - 08.01.2017 07:00","n/e","970","n/e","0"
"08.01.2017 07:00 - 08.01.2017 08:00","n/e","939","n/e","0"
"08.01.2017 08:00 - 08.01.2017 09:00","n/e","1000","n/e","0"
"08.01.2017 09:00 - 08.01.2017 10:00","n/e","1000","n/e","0"
"08.01.2017 10:00 - 08.01.2017 11:00","n/e","294","n/e","0"
"08.01.2017 11:00 - 08.01.2017 12:00","n/e","1000","n/e","0"
"08.01.2017 12:00 - 08.01.2017 13:00","n/e","727","n/e","0"
"08.01.2017 13:00 - 08.01.2017 14:00","n/e","162","n/e","0"
"08.01.2017 14:00 - 08.01.2017 15:00","n/e","605","n/e","277"
"08.01.2017 15:00 - 08.01.2017 16:00","n/e","605","n/e","112"
"08.01.2017 16:00 - 08.01.2017 17:00","n/e","525","n/e","885"
"08.01.2017 17:00 - 08.01.2017 18:00","n/e","202","n/e","1000"
"08.01.2017 18:00 - 08.01.2017 19:00","n/e","0","n/e","1000"
"08.01.2017 19:00 - 08.01.2017 20:00","n/e","0","n/e","1000"
"08.01.2017 20:00 - 08.01.2017 21:00","n/e","1000","n/e","0"
"08.01.2017 21:00 - 08.01.2017 22:00","n/e","1000","n/e","0"
"08.01.2017 22:00 - 08.01.2017 23:00","n/e","1000","n/e","0"
"08.01.2017 23:00 - 09.01.2017 00:00","n/e","1000","n/e","0"
"09.01.2017 00:00 - 09.01.2017 01:00","n/e","1000","n/e","0"
"09.01.2017 01:00 - 09.01.2017 02:00","n/e","1000","n/e","0"
"09.01.2017 02:00 - 09.01.2017 03:00","n/e","850","n/e","0"
"09.01.2017 03:00 - 09.01.2017 04:00","n/e","1000","n/e","0"
"09.01.2017 04:00 - 09.01.2017 05:00","n/e","1000","n/e","0"
"09.01.2017 05:00 - 09.01.2017 06:00","n/e","1000","n/e","0"
"09.01.2017 06:00 - 09.01.2017 07:00","n/e","1000","n/e","0"
"09.01.2017 07:00 - 09.01.2017 08:00","n/e","1000","n/e","0"
"09.01.2017 08:00 - 09.01.2017 09:00","n/e","1000","n/e","0"
"09.01.2017 09:00 - 09.01.2017 10:00","n/e","1000","n/e","0"
"09.01.2017 10:00 - 09.01.2017 11:00","n/e","1000","n/e","0"
"09.01.2017 11:00 - 09.01.2017 12:00","n/e","1000","n/e","0"
"09.01.2017 12:00 - 09.01.2017 13:00","n/e","1000","n/e","0"
"09.01.2017 13:00 - 09.01.2017 14:00","n/e","1000","n/e","0"
"09.01.2017 14:00 - 09.01.2017 15:00","n/e","1000","n/e","0"
"09.01.2017 15:00 - 09.01.2017 16:00","n/e","1000","n/e","0"
"09.01.2017 16:00 - 09.01.2017 17:00","n/e","1000","n/e","810"
"09.01.2017 17:00 - 09.01.2017 18:00","n/e","751","n/e","1402"
"09.01.2017 18:00 - 09.01.2017 19:00","n/e","50","n/e","1000"
"09.01.2017 19:00 - 09.01.2017 20:00","n/e","63","n/e","75"
"09.01.2017 20:00 - 09.01.2017 21:00","n/e","1000","n/e","1013"
"09.01.2017 21:00 - 09.01.2017 22:00","n/e","1000","n/e","405"
"09.01.2017 22:00 - 09.01.2017 23:00","n/e","1000","n/e","405"
"09.01.2017 23:00 - 10.01.2017 00:00","n/e","1000","n/e","0"
"10.01.2017 00:00 - 10.01.2017 01:00","n/e","1000","n/e","0"
"10.01.2017 01:00 - 10.01.2017 02:00","n/e","1000","n/e","0"
"10.01.2017 02:00 - 10.01.2017 03:00","n/e","1000","n/e","0"
"10.01.2017 03:00 - 10.01.2017 04:00","n/e","1000","n/e","0"
"10.01.2017 04:00 - 10.01.2017 05:00","n/e","1000","n/e","0"
"10.01.2017 05:00 - 10.01.2017 06:00","n/e","1000","n/e","0"
"10.01.2017 06:00 - 10.01.2017 07:00","n/e","1000","n/e","0"
"10.01.2017 07:00 - 10.01.2017 08:00","n/e","1000","n/e","0"
"10.01.2017 08:00 - 10.01.2017 09:00","n/e","1000","n/e","0"
"10.01.2017 09:00 - 10.01.2017 10:00","n/e","1000","n/e","0"
"10.01.2017 10:00 - 10.01.2017 11:00","n/e","1000","n/e","0"
"10.01.2017 11:00 - 10.01.2017 12:00","n/e","1000","n/e","0"
"10.01.2017 12:00 - 10.01.2017 13:00","n/e","1000","n/e","0"
"10.01.2017 13:00 - 10.01.2017 14:00","n/e","1000","n/e","0"
"10.01.2017 14:00 - 10.01.2017 15:00","n/e","1000","n/e","0"
"10.01.2017 15:00 - 10.01.2017 16:00","n/e","1000","n/e","0"
"10.01.2017 16:00 - 10.01.2017 17:00","n/e","1000","n/e","405"
"10.01.2017 17:00 - 10.01.2017 18:00","n/e","825","n/e","405"
"10.01.2017 18:00 - 10.01.2017 19:00","n/e","925","n/e","405"
"10.01.2017 19:00 - 10.01.2017 20:00","n/e","1000","n/e","405"
"10.01.2017 20:00 - 10.01.2017 21:00","n/e","1000","n/e","405"
"10.01.2017 21:00 - 10.01.2017 22:00","n/e","1000","n/e","0"
"10.01.2017 22:00 - 10.01.2017 23:00","n/e","1000","n/e","0"
"10.01.2017 23:00 - 11.01.2017 00:00","n/e","1000","n/e","0"
"11.01.2017 00:00 - 11.01.2017 01:00","n/e","1000","n/e","0"
"11.01.2017 01:00 - 11.01.2017 02:00","n/e","1000","n/e","0"
"11.01.2017 02:00 - 11.01.2017 03:00","n/e","1000","n/e","0"
"11.01.2017 03:00 - 11.01.2017 04:00","n/e","1000","n/e","20"
"11.01.2017 04:00 - 11.01.2017 05:00","n/e","1000","n/e","20"
"11.01.2017 05:00 - 11.01.2017 06:00","n/e","1000","n/e","0"
"11.01.2017 06:00 - 11.01.2017 07:00","n/e","1000","n/e","0"
"11.01.2017 07:00 - 11.01.2017 08:00","n/e","1000","n/e","0"
"11.01.2017 08:00 - 11.01.2017 09:00","n/e","1000","n/e","0"
"11.01.2017 09:00 - 11.01.2017 10:00","n/e","1000","n/e","0"
"11.01.2017 10:00 - 11.01.2017 11:00","n/e","1000","n/e","0"
"11.01.2017 11:00 - 11.01.2017 12:00","n/e","1000","n/e","0"
"11.01.2017 12:00 - 11.01.2017 13:00","n/e","1000","n/e","0"
"11.01.2017 13:00 - 11.01.2017 14:00","n/e","1000","n/e","0"
"11.01.2017 14:00 - 11.01.2017 15:00","n/e","1000","n/e","0"
"11.01.2017 15:00 - 11.01.2017 16:00","n/e","1000","n/e","0"
"11.01.2017 16:00 - 11.01.2017 17:00","n/e","1000","n/e","0"
"11.01.2017 17:00 - 11.01.2017 18:00","n/e","1000","n/e","1403"
"11.01.2017 18:00 - 11.01.2017 19:00","n/e","534","n/e","1403"
"11.01.2017 19:00 - 11.01.2017 20:00","n/e","1000","n/e","1403"
"11.01.2017 20:00 - 11.01.2017 21:00","n/e","1000","n/e","405"
"11.01.2017 21:00 - 11.01.2017 22:00","n/e","1000","n/e","0"
"11.01.2017 22:00 - 11.01.2017 23:00","n/e","1000","n/e","0"
"11.01.2017 23:00 - 12.01.2017 00:00","n/e","1000","n/e","0"
"12.01.2017 00:00 - 12.01.2017 01:00","n/e","1000","n/e","0"
"12.01.2017 01:00 - 12.01.2017 02:00","n/e","1000","n/e","0"
"12.01.2017 02:00 - 12.01.2017 03:00","n/e","1000","n/e","0"
"12.01.2017 03:00 - 12.01.2017 04:00","n/e","598","n/e","0"
"12.01.2017 04:00 - 12.01.2017 05:00","n/e","673","n/e","40"
"12.01.2017 05:00 - 12.01.2017 06:00","n/e","1000","n/e","0"
"12.01.2017 06:00 - 12.01.2017 07:00","n/e","1000","n/e","0"
"12.01.2017 07:00 - 12.01.2017 08:00","n/e","1000","n/e","0"
"12.01.2017 08:00 - 12.01.2017 09:00","n/e","1000","n/e","0"
"12.01.2017 09:00 - 12.01.2017 10:00","n/e","1000","n/e","0"
"12.01.2017 10:00 - 12.01.2017 11:00","n/e","1000","n/e","0"
"12.01.2017 11:00 - 12.01.2017 12:00","n/e","1000","n/e","0"
"12.01.2017 12:00 - 12.01.2017 13:00","n/e","1000","n/e","0"
"12.01.2017 13:00 - 12.01.2017 14:00","n/e","1000","n/e","0"
"12.01.2017 14:00 - 12.01.2017 15:00","n/e","1000","n/e","0"
"12.01.2017 15:00 - 12.01.2017 16:00","n/e","1000","n/e","0"
"12.01.2017 16:00 - 12.01.2017 17:00","n/e","1000","n/e","576"
"12.01.2017 17:00 - 12.01.2017 18:00","n/e","166","n/e","899"
"12.01.2017 18:00 - 12.01.2017 19:00","n/e","25","n/e","1000"
"12.01.2017 19:00 - 12.01.2017 20:00","n/e","235","n/e","973"
"12.01.2017 20:00 - 12.01.2017 21:00","n/e","1000","n/e","507"
"12.01.2017 21:00 - 12.01.2017 22:00","n/e","1000","n/e","0"
"12.01.2017 22:00 - 12.01.2017 23:00","n/e","1000","n/e","0"
"12.01.2017 23:00 - 13.01.2017 00:00","n/e","1000","n/e","0"
"13.01.2017 00:00 - 13.01.2017 01:00","n/e","806","n/e","0"
"13.01.2017 01:00 - 13.01.2017 02:00","n/e","20","n/e","0"
"13.01.2017 02:00 - 13.01.2017 03:00","n/e","0","n/e","74"
"13.01.2017 03:00 - 13.01.2017 04:00","n/e","0","n/e","1000"
"13.01.2017 04:00 - 13.01.2017 05:00","n/e","30","n/e","872"
"13.01.2017 05:00 - 13.01.2017 06:00","n/e","232","n/e","0"
"13.01.2017 06:00 - 13.01.2017 07:00","n/e","1000","n/e","0"
"13.01.2017 07:00 - 13.01.2017 08:00","n/e","1000","n/e","0"
"13.01.2017 08:00 - 13.01.2017 09:00","n/e","1000","n/e","0"
"13.01.2017 09:00 - 13.01.2017 10:00","n/e","1000","n/e","0"
"13.01.2017 10:00 - 13.01.2017 11:00","n/e","1000","n/e","0"
"13.01.2017 11:00 - 13.01.2017 12:00","n/e","1000","n/e","0"
"13.01.2017 12:00 - 13.01.2017 13:00","n/e","1000","n/e","0"
"13.01.2017 13:00 - 13.01.2017 14:00","n/e","1000","n/e","0"
"13.01.2017 14:00 - 13.01.2017 15:00","n/e","1000","n/e","0"
"13.01.2017 15:00 - 13.01.2017 16:00","n/e","1000","n/e","0"
"13.01.2017 16:00 - 13.01.2017 17:00","n/e","1000","n/e","0"
"13.01.2017 17:00 - 13.01.2017 18:00","n/e","1000","n/e","0"
"13.01.2017 18:00 - 13.01.2017 19:00","n/e","186","n/e","0"
"13.01.2017 19:00 - 13.01.2017 20:00","n/e","782","n/e","0"
"13.01.2017 20:00 - 13.01.2017 21:00","n/e","1000","n/e","405"
"13.01.2017 21:00 - 13.01.2017 22:00","n/e","1000","n/e","405"
"13.01.2017 22:00 - 13.01.2017 23:00","n/e","1000","n/e","405"
"13.01.2017 23:00 - 14.01.2017 00:00","n/e","1000","n/e","0"
"14.01.2017 00:00 - 14.01.2017 01:00","n/e","1000","n/e","0"
"14.01.2017 01:00 - 14.01.2017 02:00","n/e","1000","n/e","0"
"14.01.2017 02:00 - 14.01.2017 03:00","n/e","1000","n/e","0"
"14.01.2017 03:00 - 14.01.2017 04:00","n/e","1000","n/e","0"
"14.01.2017 04:00 - 14.01.2017 05:00","n/e","1000","n/e","0"
"14.01.2017 05:00 - 14.01.2017 06:00","n/e","1000","n/e","0"
"14.01.2017 06:00 - 14.01.2017 07:00","n/e","1000","n/e","0"
"14.01.2017 07:00 - 14.01.2017 08:00","n/e","1000","n/e","0"
"14.01.2017 08:00 - 14.01.2017 09:00","n/e","1000","n/e","0"
"14.01.2017 09:00 - 14.01.2017 10:00","n/e","1000","n/e","0"
"14.01.2017 10:00 - 14.01.2017 11:00","n/e","1000","n/e","0"
"14.01.2017 11:00 - 14.01.2017 12:00","n/e","1000","n/e","0"
"14.01.2017 12:00 - 14.01.2017 13:00","n/e","1000","n/e","0"
"14.01.2017 13:00 - 14.01.2017 14:00","n/e","889","n/e","0"
"14.01.2017 14:00 - 14.01.2017 15:00","n/e","1000","n/e","0"
"14.01.2017 15:00 - 14.01.2017 16:00","n/e","972","n/e","0"
"14.01.2017 16:00 - 14.01.2017 17:00","n/e","1000","n/e","0"
"14.01.2017 17:00 - 14.01.2017 18:00","n/e","959","n/e","0"
"14.01.2017 18:00 - 14.01.2017 19:00","n/e","100","n/e","1000"
"14.01.2017 19:00 - 14.01.2017 20:00","n/e","100","n/e","1000"
"14.01.2017 20:00 - 14.01.2017 21:00","n/e","0","n/e","0"
"14.01.2017 21:00 - 14.01.2017 22:00","n/e","918","n/e","0"
"14.01.2017 22:00 - 14.01.2017 23:00","n/e","1000","n/e","0"
"14.01.2017 23:00 - 15.01.2017 00:00","n/e","1000","n/e","0"
"15.01.2017 00:00 - 15.01.2017 01:00","n/e","867","n/e","0"
"15.01.2017 01:00 - 15.01.2017 02:00","n/e","583","n/e","0"
"15.01.2017 02:00 - 15.01.2017 03:00","n/e","397","n/e","0"
"15.01.2017 03:00 - 15.01.2017 04:00","n/e","479","n/e","0"
"15.01.2017 04:00 - 15.01.2017 05:00","n/e","523","n/e","0"
"15.01.2017 05:00 - 15.01.2017 06:00","n/e","1000","n/e","0"
"15.01.2017 06:00 - 15.01.2017 07:00","n/e","1000","n/e","0"
"15.01.2017 07:00 - 15.01.2017 08:00","n/e","1000","n/e","0"
"15.01.2017 08:00 - 15.01.2017 09:00","n/e","1000","n/e","0"
"15.01.2017 09:00 - 15.01.2017 10:00","n/e","1000","n/e","0"
"15.01.2017 10:00 - 15.01.2017 11:00","n/e","1000","n/e","0"
"15.01.2017 11:00 - 15.01.2017 12:00","n/e","1000","n/e","0"
"15.01.2017 12:00 - 15.01.2017 13:00","n/e","1000","n/e","0"
"15.01.2017 13:00 - 15.01.2017 14:00","n/e","475","n/e","0"
"15.01.2017 14:00 - 15.01.2017 15:00","n/e","250","n/e","542"
"15.01.2017 15:00 - 15.01.2017 16:00","n/e","250","n/e","373"
"15.01.2017 16:00 - 15.01.2017 17:00","n/e","522","n/e","0"
"15.01.2017 17:00 - 15.01.2017 18:00","n/e","150","n/e","1000"
"15.01.2017 18:00 - 15.01.2017 19:00","n/e","150","n/e","1000"
