"Time (CET/CEST)","BZN|GB > BZN|FR Day Ahead [MW]","BZN|GB > BZN|FR Total [MW]","BZN|FR > BZN|GB Day Ahead [MW]","BZN|FR > BZN|GB Total [MW]"
"09.03.2017 01:00 - 09.03.2017 02:00","n/e","0","n/e","2000"
"09.03.2017 02:00 - 09.03.2017 03:00","n/e","996","n/e","2000"
"09.03.2017 03:00 - 09.03.2017 04:00","n/e","996","n/e","2000"
"09.03.2017 04:00 - 09.03.2017 05:00","n/e","1684","n/e","2000"
"09.03.2017 05:00 - 09.03.2017 06:00","n/e","1684","n/e","2000"
"09.03.2017 06:00 - 09.03.2017 07:00","n/e","1240","n/e","1545"
"09.03.2017 07:00 - 09.03.2017 08:00","n/e","773","n/e","2000"
"09.03.2017 08:00 - 09.03.2017 09:00","n/e","240","n/e","651"
"09.03.2017 09:00 - 09.03.2017 10:00","n/e","240","n/e","1062"
"09.03.2017 10:00 - 09.03.2017 11:00","n/e","400","n/e","1367"
"09.03.2017 11:00 - 09.03.2017 12:00","n/e","675","n/e","1328"
"09.03.2017 12:00 - 09.03.2017 13:00","n/e","577","n/e","1356"
"09.03.2017 13:00 - 09.03.2017 14:00","n/e","469","n/e","1180"
"09.03.2017 14:00 - 09.03.2017 15:00","n/e","474","n/e","1902"
"09.03.2017 15:00 - 09.03.2017 16:00","n/e","174","n/e","2000"
"09.03.2017 16:00 - 09.03.2017 17:00","n/e","24","n/e","2000"
"09.03.2017 17:00 - 09.03.2017 18:00","n/e","0","n/e","1957"
"09.03.2017 18:00 - 09.03.2017 19:00","n/e","0","n/e","2000"
"09.03.2017 19:00 - 09.03.2017 20:00","n/e","0","n/e","2000"
"09.03.2017 20:00 - 09.03.2017 21:00","n/e","0","n/e","2000"
"09.03.2017 21:00 - 09.03.2017 22:00","n/e","0","n/e","2000"
"09.03.2017 22:00 - 09.03.2017 23:00","n/e","0","n/e","1729"
"09.03.2017 23:00 - 10.03.2017 00:00","n/e","0","n/e","1859"
"10.03.2017 00:00 - 10.03.2017 01:00","n/e","0","n/e","2000"
"10.03.2017 01:00 - 10.03.2017 02:00","n/e","0","n/e","2000"
"10.03.2017 02:00 - 10.03.2017 03:00","n/e","0","n/e","2000"
"10.03.2017 03:00 - 10.03.2017 04:00","n/e","0","n/e","2000"
"10.03.2017 04:00 - 10.03.2017 05:00","n/e","0","n/e","2000"
"10.03.2017 05:00 - 10.03.2017 06:00","n/e","0","n/e","2000"
"10.03.2017 06:00 - 10.03.2017 07:00","n/e","0","n/e","1047"
"10.03.2017 07:00 - 10.03.2017 08:00","n/e","300","n/e","841"
"10.03.2017 08:00 - 10.03.2017 09:00","n/e","0","n/e","1324"
"10.03.2017 09:00 - 10.03.2017 10:00","n/e","0","n/e","2000"
"10.03.2017 10:00 - 10.03.2017 11:00","n/e","0","n/e","2000"
"10.03.2017 11:00 - 10.03.2017 12:00","n/e","0","n/e","2000"
"10.03.2017 12:00 - 10.03.2017 13:00","n/e","0","n/e","2000"
"10.03.2017 13:00 - 10.03.2017 14:00","n/e","0","n/e","2000"
"10.03.2017 14:00 - 10.03.2017 15:00","n/e","0","n/e","2000"
"10.03.2017 15:00 - 10.03.2017 16:00","n/e","0","n/e","2000"
"10.03.2017 16:00 - 10.03.2017 17:00","n/e","0","n/e","2000"
"10.03.2017 17:00 - 10.03.2017 18:00","n/e","0","n/e","2000"
"10.03.2017 18:00 - 10.03.2017 19:00","n/e","0","n/e","2000"
"10.03.2017 19:00 - 10.03.2017 20:00","n/e","0","n/e","2000"
"10.03.2017 20:00 - 10.03.2017 21:00","n/e","0","n/e","2000"
"10.03.2017 21:00 - 10.03.2017 22:00","n/e","0","n/e","2000"
"10.03.2017 22:00 - 10.03.2017 23:00","n/e","0","n/e","2000"
"10.03.2017 23:00 - 11.03.2017 00:00","n/e","0","n/e","2000"
"11.03.2017 00:00 - 11.03.2017 01:00","n/e","100","n/e","2000"
"11.03.2017 01:00 - 11.03.2017 02:00","n/e","100","n/e","2000"
"11.03.2017 02:00 - 11.03.2017 03:00","n/e","100","n/e","2000"
"11.03.2017 03:00 - 11.03.2017 04:00","n/e","100","n/e","2000"
"11.03.2017 04:00 - 11.03.2017 05:00","n/e","100","n/e","2000"
"11.03.2017 05:00 - 11.03.2017 06:00","n/e","100","n/e","2000"
"11.03.2017 06:00 - 11.03.2017 07:00","n/e","100","n/e","2000"
"11.03.2017 07:00 - 11.03.2017 08:00","n/e","100","n/e","2000"
"11.03.2017 08:00 - 11.03.2017 09:00","n/e","100","n/e","2000"
"11.03.2017 09:00 - 11.03.2017 10:00","n/e","0","n/e","2000"
"11.03.2017 10:00 - 11.03.2017 11:00","n/e","0","n/e","2000"
"11.03.2017 11:00 - 11.03.2017 12:00","n/e","0","n/e","2000"
"11.03.2017 12:00 - 11.03.2017 13:00","n/e","0","n/e","2000"
"11.03.2017 13:00 - 11.03.2017 14:00","n/e","0","n/e","2000"
"11.03.2017 14:00 - 11.03.2017 15:00","n/e","0","n/e","2000"
"11.03.2017 15:00 - 11.03.2017 16:00","n/e","0","n/e","2000"
"11.03.2017 16:00 - 11.03.2017 17:00","n/e","0","n/e","2000"
"11.03.2017 17:00 - 11.03.2017 18:00","n/e","0","n/e","2000"
"11.03.2017 18:00 - 11.03.2017 19:00","n/e","0","n/e","2000"
"11.03.2017 19:00 - 11.03.2017 20:00","n/e","0","n/e","2000"
"11.03.2017 20:00 - 11.03.2017 21:00","n/e","0","n/e","2000"
"11.03.2017 21:00 - 11.03.2017 22:00","n/e","0","n/e","2000"
"11.03.2017 22:00 - 11.03.2017 23:00","n/e","0","n/e","2000"
"11.03.2017 23:00 - 12.03.2017 00:00","n/e","0","n/e","2000"
"12.03.2017 00:00 - 12.03.2017 01:00","n/e","49","n/e","2000"
"12.03.2017 01:00 - 12.03.2017 02:00","n/e","49","n/e","2000"
"12.03.2017 02:00 - 12.03.2017 03:00","n/e","49","n/e","2000"
"12.03.2017 03:00 - 12.03.2017 04:00","n/e","49","n/e","2000"
"12.03.2017 04:00 - 12.03.2017 05:00","n/e","49","n/e","2000"
"12.03.2017 05:00 - 12.03.2017 06:00","n/e","49","n/e","2000"
"12.03.2017 06:00 - 12.03.2017 07:00","n/e","49","n/e","2000"
"12.03.2017 07:00 - 12.03.2017 08:00","n/e","49","n/e","2000"
"12.03.2017 08:00 - 12.03.2017 09:00","n/e","49","n/e","2000"
"12.03.2017 09:00 - 12.03.2017 10:00","n/e","0","n/e","2000"
"12.03.2017 10:00 - 12.03.2017 11:00","n/e","0","n/e","2000"
"12.03.2017 11:00 - 12.03.2017 12:00","n/e","0","n/e","2000"
"12.03.2017 12:00 - 12.03.2017 13:00","n/e","0","n/e","2000"
"12.03.2017 13:00 - 12.03.2017 14:00","n/e","0","n/e","2000"
"12.03.2017 14:00 - 12.03.2017 15:00","n/e","0","n/e","2000"
"12.03.2017 15:00 - 12.03.2017 16:00","n/e","0","n/e","2000"
"12.03.2017 16:00 - 12.03.2017 17:00","n/e","0","n/e","2000"
"12.03.2017 17:00 - 12.03.2017 18:00","n/e","0","n/e","2000"
"12.03.2017 18:00 - 12.03.2017 19:00","n/e","0","n/e","2000"
"12.03.2017 19:00 - 12.03.2017 20:00","n/e","0","n/e","2000"
"12.03.2017 20:00 - 12.03.2017 21:00","n/e","0","n/e","2000"
"12.03.2017 21:00 - 12.03.2017 22:00","n/e","0","n/e","2000"
"12.03.2017 22:00 - 12.03.2017 23:00","n/e","0","n/e","2000"
"12.03.2017 23:00 - 13.03.2017 00:00","n/e","0","n/e","2000"
"13.03.2017 00:00 - 13.03.2017 01:00","n/e","49","n/e","2000"
"13.03.2017 01:00 - 13.03.2017 02:00","n/e","49","n/e","2000"
"13.03.2017 02:00 - 13.03.2017 03:00","n/e","49","n/e","2000"
"13.03.2017 03:00 - 13.03.2017 04:00","n/e","49","n/e","2000"
"13.03.2017 04:00 - 13.03.2017 05:00","n/e","890","n/e","2000"
"13.03.2017 05:00 - 13.03.2017 06:00","n/e","890","n/e","2000"
"13.03.2017 06:00 - 13.03.2017 07:00","n/e","890","n/e","2000"
"13.03.2017 07:00 - 13.03.2017 08:00","n/e","297","n/e","2000"
"13.03.2017 08:00 - 13.03.2017 09:00","n/e","0","n/e","2000"
"13.03.2017 09:00 - 13.03.2017 10:00","n/e","0","n/e","2000"
"13.03.2017 10:00 - 13.03.2017 11:00","n/e","0","n/e","2000"
"13.03.2017 11:00 - 13.03.2017 12:00","n/e","0","n/e","2000"
"13.03.2017 12:00 - 13.03.2017 13:00","n/e","0","n/e","2000"
"13.03.2017 13:00 - 13.03.2017 14:00","n/e","0","n/e","2000"
"13.03.2017 14:00 - 13.03.2017 15:00","n/e","0","n/e","2000"
"13.03.2017 15:00 - 13.03.2017 16:00","n/e","0","n/e","2000"
"13.03.2017 16:00 - 13.03.2017 17:00","n/e","0","n/e","2000"
"13.03.2017 17:00 - 13.03.2017 18:00","n/e","0","n/e","2000"
"13.03.2017 18:00 - 13.03.2017 19:00","n/e","0","n/e","2000"
"13.03.2017 19:00 - 13.03.2017 20:00","n/e","0","n/e","2000"
"13.03.2017 20:00 - 13.03.2017 21:00","n/e","0","n/e","2000"
"13.03.2017 21:00 - 13.03.2017 22:00","n/e","49","n/e","2000"
"13.03.2017 22:00 - 13.03.2017 23:00","n/e","49","n/e","2000"
"13.03.2017 23:00 - 14.03.2017 00:00","n/e","0","n/e","2000"
"14.03.2017 00:00 - 14.03.2017 01:00","n/e","395","n/e","2000"
"14.03.2017 01:00 - 14.03.2017 02:00","n/e","395","n/e","2000"
"14.03.2017 02:00 - 14.03.2017 03:00","n/e","395","n/e","2000"
"14.03.2017 03:00 - 14.03.2017 04:00","n/e","395","n/e","2000"
"14.03.2017 04:00 - 14.03.2017 05:00","n/e","395","n/e","2000"
"14.03.2017 05:00 - 14.03.2017 06:00","n/e","395","n/e","2000"
"14.03.2017 06:00 - 14.03.2017 07:00","n/e","395","n/e","2000"
"14.03.2017 07:00 - 14.03.2017 08:00","n/e","238","n/e","1841"
"14.03.2017 08:00 - 14.03.2017 09:00","n/e","0","n/e","1961"
"14.03.2017 09:00 - 14.03.2017 10:00","n/e","0","n/e","2000"
"14.03.2017 10:00 - 14.03.2017 11:00","n/e","0","n/e","2000"
"14.03.2017 11:00 - 14.03.2017 12:00","n/e","0","n/e","1472"
"14.03.2017 12:00 - 14.03.2017 13:00","n/e","0","n/e","1740"
"14.03.2017 13:00 - 14.03.2017 14:00","n/e","0","n/e","1857"
"14.03.2017 14:00 - 14.03.2017 15:00","n/e","0","n/e","1605"
"14.03.2017 15:00 - 14.03.2017 16:00","n/e","0","n/e","1757"
"14.03.2017 16:00 - 14.03.2017 17:00","n/e","0","n/e","2000"
"14.03.2017 17:00 - 14.03.2017 18:00","n/e","150","n/e","2000"
"14.03.2017 18:00 - 14.03.2017 19:00","n/e","50","n/e","2000"
"14.03.2017 19:00 - 14.03.2017 20:00","n/e","0","n/e","2000"
"14.03.2017 20:00 - 14.03.2017 21:00","n/e","0","n/e","2000"
"14.03.2017 21:00 - 14.03.2017 22:00","n/e","76","n/e","1986"
"14.03.2017 22:00 - 14.03.2017 23:00","n/e","0","n/e","2000"
"14.03.2017 23:00 - 15.03.2017 00:00","n/e","0","n/e","781"
"15.03.2017 00:00 - 15.03.2017 01:00","n/e","149","n/e","2000"
"15.03.2017 01:00 - 15.03.2017 02:00","n/e","297","n/e","2000"
"15.03.2017 02:00 - 15.03.2017 03:00","n/e","297","n/e","2000"
"15.03.2017 03:00 - 15.03.2017 04:00","n/e","297","n/e","2000"
"15.03.2017 04:00 - 15.03.2017 05:00","n/e","297","n/e","2000"
"15.03.2017 05:00 - 15.03.2017 06:00","n/e","297","n/e","2000"
"15.03.2017 06:00 - 15.03.2017 07:00","n/e","297","n/e","2000"
"15.03.2017 07:00 - 15.03.2017 08:00","n/e","149","n/e","1920"
"15.03.2017 08:00 - 15.03.2017 09:00","n/e","0","n/e","1652"
"15.03.2017 09:00 - 15.03.2017 10:00","n/e","0","n/e","2000"
"15.03.2017 10:00 - 15.03.2017 11:00","n/e","0","n/e","2000"
"15.03.2017 11:00 - 15.03.2017 12:00","n/e","120","n/e","2000"
"15.03.2017 12:00 - 15.03.2017 13:00","n/e","242","n/e","2000"
"15.03.2017 13:00 - 15.03.2017 14:00","n/e","235","n/e","2000"
"15.03.2017 14:00 - 15.03.2017 15:00","n/e","0","n/e","2000"
"15.03.2017 15:00 - 15.03.2017 16:00","n/e","86","n/e","2000"
"15.03.2017 16:00 - 15.03.2017 17:00","n/e","93","n/e","2000"
"15.03.2017 17:00 - 15.03.2017 18:00","n/e","0","n/e","2000"
"15.03.2017 18:00 - 15.03.2017 19:00","n/e","0","n/e","2000"
"15.03.2017 19:00 - 15.03.2017 20:00","n/e","0","n/e","2000"
"15.03.2017 20:00 - 15.03.2017 21:00","n/e","0","n/e","2000"
"15.03.2017 21:00 - 15.03.2017 22:00","n/e","0","n/e","2000"
"15.03.2017 22:00 - 15.03.2017 23:00","n/e","0","n/e","2000"
"15.03.2017 23:00 - 16.03.2017 00:00","n/e","0","n/e","2000"
"16.03.2017 00:00 - 16.03.2017 01:00","n/e","435","n/e","2000"
"16.03.2017 01:00 - 16.03.2017 02:00","n/e","435","n/e","2000"
"16.03.2017 02:00 - 16.03.2017 03:00","n/e","435","n/e","2000"
"16.03.2017 03:00 - 16.03.2017 04:00","n/e","435","n/e","2000"
"16.03.2017 04:00 - 16.03.2017 05:00","n/e","435","n/e","2000"
"16.03.2017 05:00 - 16.03.2017 06:00","n/e","435","n/e","2000"
"16.03.2017 06:00 - 16.03.2017 07:00","n/e","435","n/e","2000"
"16.03.2017 07:00 - 16.03.2017 08:00","n/e","435","n/e","2000"
"16.03.2017 08:00 - 16.03.2017 09:00","n/e","0","n/e","2000"
"16.03.2017 09:00 - 16.03.2017 10:00","n/e","0","n/e","2000"
"16.03.2017 10:00 - 16.03.2017 11:00","n/e","0","n/e","2000"
"16.03.2017 11:00 - 16.03.2017 12:00","n/e","0","n/e","2000"
"16.03.2017 12:00 - 16.03.2017 13:00","n/e","0","n/e","2000"
"16.03.2017 13:00 - 16.03.2017 14:00","n/e","0","n/e","2000"
"16.03.2017 14:00 - 16.03.2017 15:00","n/e","0","n/e","2000"
"16.03.2017 15:00 - 16.03.2017 16:00","n/e","0","n/e","2000"
"16.03.2017 16:00 - 16.03.2017 17:00","n/e","0","n/e","2000"
"16.03.2017 17:00 - 16.03.2017 18:00","n/e","0","n/e","2000"
"16.03.2017 18:00 - 16.03.2017 19:00","n/e","0","n/e","2000"
"16.03.2017 19:00 - 16.03.2017 20:00","n/e","0","n/e","2000"
"16.03.2017 20:00 - 16.03.2017 21:00","n/e","0","n/e","2000"
"16.03.2017 21:00 - 16.03.2017 22:00","n/e","0","n/e","2000"
"16.03.2017 22:00 - 16.03.2017 23:00","n/e","0","n/e","2000"
"16.03.2017 23:00 - 17.03.2017 00:00","n/e","0","n/e","952"
"17.03.2017 00:00 - 17.03.2017 01:00","n/e","0","n/e","2000"
"17.03.2017 01:00 - 17.03.2017 02:00","n/e","396","n/e","2000"
"17.03.2017 02:00 - 17.03.2017 03:00","n/e","396","n/e","2000"
"17.03.2017 03:00 - 17.03.2017 04:00","n/e","396","n/e","2000"
"17.03.2017 04:00 - 17.03.2017 05:00","n/e","396","n/e","2000"
"17.03.2017 05:00 - 17.03.2017 06:00","n/e","396","n/e","1907"
"17.03.2017 06:00 - 17.03.2017 07:00","n/e","99","n/e","1646"
"17.03.2017 07:00 - 17.03.2017 08:00","n/e","0","n/e","2000"
"17.03.2017 08:00 - 17.03.2017 09:00","n/e","30","n/e","2000"
"17.03.2017 09:00 - 17.03.2017 10:00","n/e","0","n/e","2000"
"17.03.2017 10:00 - 17.03.2017 11:00","n/e","0","n/e","2000"
"17.03.2017 11:00 - 17.03.2017 12:00","n/e","0","n/e","2000"
"17.03.2017 12:00 - 17.03.2017 13:00","n/e","0","n/e","2000"
"17.03.2017 13:00 - 17.03.2017 14:00","n/e","0","n/e","2000"
"17.03.2017 14:00 - 17.03.2017 15:00","n/e","0","n/e","2000"
"17.03.2017 15:00 - 17.03.2017 16:00","n/e","0","n/e","2000"
"17.03.2017 16:00 - 17.03.2017 17:00","n/e","0","n/e","2000"
"17.03.2017 17:00 - 17.03.2017 18:00","n/e","0","n/e","2000"
"17.03.2017 18:00 - 17.03.2017 19:00","n/e","0","n/e","2000"
"17.03.2017 19:00 - 17.03.2017 20:00","n/e","0","n/e","2000"
"17.03.2017 20:00 - 17.03.2017 21:00","n/e","0","n/e","2000"
"17.03.2017 21:00 - 17.03.2017 22:00","n/e","0","n/e","2000"
"17.03.2017 22:00 - 17.03.2017 23:00","n/e","0","n/e","2000"
"17.03.2017 23:00 - 18.03.2017 00:00","n/e","0","n/e","2000"
"18.03.2017 00:00 - 18.03.2017 01:00","n/e","500","n/e","2000"
"18.03.2017 01:00 - 18.03.2017 02:00","n/e","500","n/e","2000"
"18.03.2017 02:00 - 18.03.2017 03:00","n/e","500","n/e","2000"
"18.03.2017 03:00 - 18.03.2017 04:00","n/e","500","n/e","2000"
"18.03.2017 04:00 - 18.03.2017 05:00","n/e","500","n/e","2000"
"18.03.2017 05:00 - 18.03.2017 06:00","n/e","500","n/e","2000"
"18.03.2017 06:00 - 18.03.2017 07:00","n/e","500","n/e","2000"
"18.03.2017 07:00 - 18.03.2017 08:00","n/e","500","n/e","2000"
"18.03.2017 08:00 - 18.03.2017 09:00","n/e","500","n/e","2000"
"18.03.2017 09:00 - 18.03.2017 10:00","n/e","0","n/e","2000"
"18.03.2017 10:00 - 18.03.2017 11:00","n/e","0","n/e","2000"
"18.03.2017 11:00 - 18.03.2017 12:00","n/e","0","n/e","2000"
"18.03.2017 12:00 - 18.03.2017 13:00","n/e","0","n/e","2000"
"18.03.2017 13:00 - 18.03.2017 14:00","n/e","0","n/e","2000"
"18.03.2017 14:00 - 18.03.2017 15:00","n/e","0","n/e","2000"
"18.03.2017 15:00 - 18.03.2017 16:00","n/e","0","n/e","2000"
"18.03.2017 16:00 - 18.03.2017 17:00","n/e","0","n/e","2000"
"18.03.2017 17:00 - 18.03.2017 18:00","n/e","0","n/e","2000"
"18.03.2017 18:00 - 18.03.2017 19:00","n/e","0","n/e","2000"
"18.03.2017 19:00 - 18.03.2017 20:00","n/e","0","n/e","2000"
"18.03.2017 20:00 - 18.03.2017 21:00","n/e","0","n/e","2000"
"18.03.2017 21:00 - 18.03.2017 22:00","n/e","0","n/e","2000"
"18.03.2017 22:00 - 18.03.2017 23:00","n/e","0","n/e","2000"
"18.03.2017 23:00 - 19.03.2017 00:00","n/e","0","n/e","2000"
"19.03.2017 00:00 - 19.03.2017 01:00","n/e","1384","n/e","2000"
"19.03.2017 01:00 - 19.03.2017 02:00","n/e","1384","n/e","2000"
"19.03.2017 02:00 - 19.03.2017 03:00","n/e","1384","n/e","2000"
"19.03.2017 03:00 - 19.03.2017 04:00","n/e","1384","n/e","2000"
"19.03.2017 04:00 - 19.03.2017 05:00","n/e","1384","n/e","2000"
"19.03.2017 05:00 - 19.03.2017 06:00","n/e","1384","n/e","2000"
"19.03.2017 06:00 - 19.03.2017 07:00","n/e","1384","n/e","2000"
"19.03.2017 07:00 - 19.03.2017 08:00","n/e","1384","n/e","2000"
"19.03.2017 08:00 - 19.03.2017 09:00","n/e","1384","n/e","2000"
"19.03.2017 09:00 - 19.03.2017 10:00","n/e","1384","n/e","2000"
"19.03.2017 10:00 - 19.03.2017 11:00","n/e","99","n/e","2000"
"19.03.2017 11:00 - 19.03.2017 12:00","n/e","99","n/e","2000"
"19.03.2017 12:00 - 19.03.2017 13:00","n/e","99","n/e","2000"
"19.03.2017 13:00 - 19.03.2017 14:00","n/e","99","n/e","2000"
"19.03.2017 14:00 - 19.03.2017 15:00","n/e","102","n/e","2000"
"19.03.2017 15:00 - 19.03.2017 16:00","n/e","102","n/e","2000"
"19.03.2017 16:00 - 19.03.2017 17:00","n/e","102","n/e","2000"
"19.03.2017 17:00 - 19.03.2017 18:00","n/e","102","n/e","2000"
"19.03.2017 18:00 - 19.03.2017 19:00","n/e","0","n/e","2000"
"19.03.2017 19:00 - 19.03.2017 20:00","n/e","0","n/e","2000"
"19.03.2017 20:00 - 19.03.2017 21:00","n/e","0","n/e","2000"
"19.03.2017 21:00 - 19.03.2017 22:00","n/e","0","n/e","2000"
"19.03.2017 22:00 - 19.03.2017 23:00","n/e","0","n/e","2000"
"19.03.2017 23:00 - 20.03.2017 00:00","n/e","0","n/e","2000"
"20.03.2017 00:00 - 20.03.2017 01:00","n/e","400","n/e","2000"
"20.03.2017 01:00 - 20.03.2017 02:00","n/e","400","n/e","2000"
"20.03.2017 02:00 - 20.03.2017 03:00","n/e","400","n/e","2000"
"20.03.2017 03:00 - 20.03.2017 04:00","n/e","400","n/e","2000"
"20.03.2017 04:00 - 20.03.2017 05:00","n/e","800","n/e","2000"
"20.03.2017 05:00 - 20.03.2017 06:00","n/e","300","n/e","1777"
"20.03.2017 06:00 - 20.03.2017 07:00","n/e","0","n/e","1315"
"20.03.2017 07:00 - 20.03.2017 08:00","n/e","200","n/e","2000"
"20.03.2017 08:00 - 20.03.2017 09:00","n/e","0","n/e","2000"
"20.03.2017 09:00 - 20.03.2017 10:00","n/e","0","n/e","2000"
"20.03.2017 10:00 - 20.03.2017 11:00","n/e","0","n/e","2000"
"20.03.2017 11:00 - 20.03.2017 12:00","n/e","350","n/e","2000"
"20.03.2017 12:00 - 20.03.2017 13:00","n/e","150","n/e","2000"
"20.03.2017 13:00 - 20.03.2017 14:00","n/e","100","n/e","2000"
"20.03.2017 14:00 - 20.03.2017 15:00","n/e","0","n/e","2000"
"20.03.2017 15:00 - 20.03.2017 16:00","n/e","0","n/e","2000"
"20.03.2017 16:00 - 20.03.2017 17:00","n/e","0","n/e","2000"
"20.03.2017 17:00 - 20.03.2017 18:00","n/e","0","n/e","2000"
"20.03.2017 18:00 - 20.03.2017 19:00","n/e","0","n/e","2000"
"20.03.2017 19:00 - 20.03.2017 20:00","n/e","0","n/e","2000"
"20.03.2017 20:00 - 20.03.2017 21:00","n/e","0","n/e","2000"
"20.03.2017 21:00 - 20.03.2017 22:00","n/e","0","n/e","2000"
"20.03.2017 22:00 - 20.03.2017 23:00","n/e","0","n/e","2000"
"20.03.2017 23:00 - 21.03.2017 00:00","n/e","0","n/e","2000"
"21.03.2017 00:00 - 21.03.2017 01:00","n/e","296","n/e","2000"
"21.03.2017 01:00 - 21.03.2017 02:00","n/e","296","n/e","2000"
"21.03.2017 02:00 - 21.03.2017 03:00","n/e","296","n/e","2000"
"21.03.2017 03:00 - 21.03.2017 04:00","n/e","296","n/e","2000"
"21.03.2017 04:00 - 21.03.2017 05:00","n/e","296","n/e","2000"
"21.03.2017 05:00 - 21.03.2017 06:00","n/e","0","n/e","1264"
"21.03.2017 06:00 - 21.03.2017 07:00","n/e","397","n/e","1898"
"21.03.2017 07:00 - 21.03.2017 08:00","n/e","400","n/e","1686"
"21.03.2017 08:00 - 21.03.2017 09:00","n/e","628","n/e","20"
"21.03.2017 09:00 - 21.03.2017 10:00","n/e","300","n/e","20"
"21.03.2017 10:00 - 21.03.2017 11:00","n/e","1197","n/e","20"
"21.03.2017 11:00 - 21.03.2017 12:00","n/e","1100","n/e","0"
"21.03.2017 12:00 - 21.03.2017 13:00","n/e","754","n/e","0"
"21.03.2017 13:00 - 21.03.2017 14:00","n/e","824","n/e","0"
"21.03.2017 14:00 - 21.03.2017 15:00","n/e","1700","n/e","0"
"21.03.2017 15:00 - 21.03.2017 16:00","n/e","1700","n/e","0"
"21.03.2017 16:00 - 21.03.2017 17:00","n/e","675","n/e","0"
"21.03.2017 17:00 - 21.03.2017 18:00","n/e","697","n/e","1302"
"21.03.2017 18:00 - 21.03.2017 19:00","n/e","0","n/e","1866"
"21.03.2017 19:00 - 21.03.2017 20:00","n/e","0","n/e","2000"
"21.03.2017 20:00 - 21.03.2017 21:00","n/e","0","n/e","2000"
"21.03.2017 21:00 - 21.03.2017 22:00","n/e","0","n/e","2000"
"21.03.2017 22:00 - 21.03.2017 23:00","n/e","0","n/e","2000"
"21.03.2017 23:00 - 22.03.2017 00:00","n/e","0","n/e","2000"
"22.03.2017 00:00 - 22.03.2017 01:00","n/e","0","n/e","2000"
"22.03.2017 01:00 - 22.03.2017 02:00","n/e","0","n/e","2000"
"22.03.2017 02:00 - 22.03.2017 03:00","n/e","0","n/e","2000"
"22.03.2017 03:00 - 22.03.2017 04:00","n/e","0","n/e","2000"
"22.03.2017 04:00 - 22.03.2017 05:00","n/e","0","n/e","2000"
"22.03.2017 05:00 - 22.03.2017 06:00","n/e","0","n/e","2000"
"22.03.2017 06:00 - 22.03.2017 07:00","n/e","300","n/e","2000"
"22.03.2017 07:00 - 22.03.2017 08:00","n/e","200","n/e","2000"
"22.03.2017 08:00 - 22.03.2017 09:00","n/e","200","n/e","2000"
"22.03.2017 09:00 - 22.03.2017 10:00","n/e","150","n/e","2000"
"22.03.2017 10:00 - 22.03.2017 11:00","n/e","100","n/e","2000"
"22.03.2017 11:00 - 22.03.2017 12:00","n/e","442","n/e","2000"
"22.03.2017 12:00 - 22.03.2017 13:00","n/e","349","n/e","2000"
"22.03.2017 13:00 - 22.03.2017 14:00","n/e","349","n/e","2000"
"22.03.2017 14:00 - 22.03.2017 15:00","n/e","40","n/e","2000"
"22.03.2017 15:00 - 22.03.2017 16:00","n/e","88","n/e","2000"
"22.03.2017 16:00 - 22.03.2017 17:00","n/e","50","n/e","2000"
"22.03.2017 17:00 - 22.03.2017 18:00","n/e","0","n/e","2000"
"22.03.2017 18:00 - 22.03.2017 19:00","n/e","0","n/e","2000"
"22.03.2017 19:00 - 22.03.2017 20:00","n/e","0","n/e","2000"
"22.03.2017 20:00 - 22.03.2017 21:00","n/e","0","n/e","2000"
"22.03.2017 21:00 - 22.03.2017 22:00","n/e","0","n/e","2000"
"22.03.2017 22:00 - 22.03.2017 23:00","n/e","0","n/e","2000"
"22.03.2017 23:00 - 23.03.2017 00:00","n/e","0","n/e","777"
"23.03.2017 00:00 - 23.03.2017 01:00","n/e","296","n/e","2000"
"23.03.2017 01:00 - 23.03.2017 02:00","n/e","296","n/e","2000"
"23.03.2017 02:00 - 23.03.2017 03:00","n/e","296","n/e","2000"
"23.03.2017 03:00 - 23.03.2017 04:00","n/e","296","n/e","2000"
"23.03.2017 04:00 - 23.03.2017 05:00","n/e","296","n/e","2000"
"23.03.2017 05:00 - 23.03.2017 06:00","n/e","296","n/e","2000"
"23.03.2017 06:00 - 23.03.2017 07:00","n/e","296","n/e","2000"
"23.03.2017 07:00 - 23.03.2017 08:00","n/e","0","n/e","2000"
"23.03.2017 08:00 - 23.03.2017 09:00","n/e","0","n/e","2000"
"23.03.2017 09:00 - 23.03.2017 10:00","n/e","0","n/e","2000"
"23.03.2017 10:00 - 23.03.2017 11:00","n/e","0","n/e","2000"
"23.03.2017 11:00 - 23.03.2017 12:00","n/e","50","n/e","2000"
"23.03.2017 12:00 - 23.03.2017 13:00","n/e","50","n/e","1426"
"23.03.2017 13:00 - 23.03.2017 14:00","n/e","50","n/e","1281"
"23.03.2017 14:00 - 23.03.2017 15:00","n/e","0","n/e","2000"
"23.03.2017 15:00 - 23.03.2017 16:00","n/e","0","n/e","2000"
"23.03.2017 16:00 - 23.03.2017 17:00","n/e","0","n/e","2000"
"23.03.2017 17:00 - 23.03.2017 18:00","n/e","0","n/e","2000"
"23.03.2017 18:00 - 23.03.2017 19:00","n/e","0","n/e","2000"
"23.03.2017 19:00 - 23.03.2017 20:00","n/e","0","n/e","2000"
"23.03.2017 20:00 - 23.03.2017 21:00","n/e","0","n/e","2000"
