"Time (CET/CEST)","BZN|GB > BZN|FR Day Ahead [MW]","BZN|GB > BZN|FR Total [MW]","BZN|FR > BZN|GB Day Ahead [MW]","BZN|FR > BZN|GB Total [MW]"
"20.03.2018 01:00 - 20.03.2018 02:00","n/e","0","n/e","1500"
"20.03.2018 02:00 - 20.03.2018 03:00","n/e","0","n/e","1500"
"20.03.2018 03:00 - 20.03.2018 04:00","n/e","0","n/e","1500"
"20.03.2018 04:00 - 20.03.2018 05:00","n/e","0","n/e","1500"
"20.03.2018 05:00 - 20.03.2018 06:00","n/e","0","n/e","1500"
"20.03.2018 06:00 - 20.03.2018 07:00","n/e","250","n/e","1261"
"20.03.2018 07:00 - 20.03.2018 08:00","n/e","180","n/e","50"
"20.03.2018 08:00 - 20.03.2018 09:00","n/e","50","n/e","252"
"20.03.2018 09:00 - 20.03.2018 10:00","n/e","0","n/e","933"
"20.03.2018 10:00 - 20.03.2018 11:00","n/e","0","n/e","796"
"20.03.2018 11:00 - 20.03.2018 12:00","n/e","0","n/e","1500"
"20.03.2018 12:00 - 20.03.2018 13:00","n/e","0","n/e","1500"
"20.03.2018 13:00 - 20.03.2018 14:00","n/e","0","n/e","1500"
"20.03.2018 14:00 - 20.03.2018 15:00","n/e","0","n/e","1500"
"20.03.2018 15:00 - 20.03.2018 16:00","n/e","0","n/e","1500"
"20.03.2018 16:00 - 20.03.2018 17:00","n/e","0","n/e","1500"
"20.03.2018 17:00 - 20.03.2018 18:00","n/e","200","n/e","1500"
"20.03.2018 18:00 - 20.03.2018 19:00","n/e","100","n/e","1500"
"20.03.2018 19:00 - 20.03.2018 20:00","n/e","0","n/e","1500"
"20.03.2018 20:00 - 20.03.2018 21:00","n/e","0","n/e","1500"
"20.03.2018 21:00 - 20.03.2018 22:00","n/e","0","n/e","1500"
"20.03.2018 22:00 - 20.03.2018 23:00","n/e","0","n/e","1500"
"20.03.2018 23:00 - 21.03.2018 00:00","n/e","0","n/e","1500"
"21.03.2018 00:00 - 21.03.2018 01:00","n/e","0","n/e","1500"
"21.03.2018 01:00 - 21.03.2018 02:00","n/e","0","n/e","1500"
"21.03.2018 02:00 - 21.03.2018 03:00","n/e","0","n/e","1500"
"21.03.2018 03:00 - 21.03.2018 04:00","n/e","0","n/e","1500"
"21.03.2018 04:00 - 21.03.2018 05:00","n/e","0","n/e","1500"
"21.03.2018 05:00 - 21.03.2018 06:00","n/e","0","n/e","1500"
"21.03.2018 06:00 - 21.03.2018 07:00","n/e","676","n/e","1517"
"21.03.2018 07:00 - 21.03.2018 08:00","n/e","978","n/e","1012"
"21.03.2018 08:00 - 21.03.2018 09:00","n/e","107","n/e","1140"
"21.03.2018 09:00 - 21.03.2018 10:00","n/e","107","n/e","986"
"21.03.2018 10:00 - 21.03.2018 11:00","n/e","50","n/e","1094"
"21.03.2018 11:00 - 21.03.2018 12:00","n/e","100","n/e","210"
"21.03.2018 12:00 - 21.03.2018 13:00","n/e","100","n/e","926"
"21.03.2018 13:00 - 21.03.2018 14:00","n/e","100","n/e","1030"
"21.03.2018 14:00 - 21.03.2018 15:00","n/e","0","n/e","1500"
"21.03.2018 15:00 - 21.03.2018 16:00","n/e","0","n/e","1500"
"21.03.2018 16:00 - 21.03.2018 17:00","n/e","0","n/e","600"
"21.03.2018 17:00 - 21.03.2018 18:00","n/e","521","n/e","1104"
"21.03.2018 18:00 - 21.03.2018 19:00","n/e","695","n/e","1705"
"21.03.2018 19:00 - 21.03.2018 20:00","n/e","150","n/e","1400"
"21.03.2018 20:00 - 21.03.2018 21:00","n/e","0","n/e","1500"
"21.03.2018 21:00 - 21.03.2018 22:00","n/e","0","n/e","196"
"21.03.2018 22:00 - 21.03.2018 23:00","n/e","0","n/e","1229"
"21.03.2018 23:00 - 22.03.2018 00:00","n/e","0","n/e","232"
"22.03.2018 00:00 - 22.03.2018 01:00","n/e","0","n/e","643"
"22.03.2018 01:00 - 22.03.2018 02:00","n/e","0","n/e","1298"
"22.03.2018 02:00 - 22.03.2018 03:00","n/e","0","n/e","1320"
"22.03.2018 03:00 - 22.03.2018 04:00","n/e","0","n/e","1475"
"22.03.2018 04:00 - 22.03.2018 05:00","n/e","50","n/e","1500"
"22.03.2018 05:00 - 22.03.2018 06:00","n/e","50","n/e","1381"
"22.03.2018 06:00 - 22.03.2018 07:00","n/e","1500","n/e","506"
"22.03.2018 07:00 - 22.03.2018 08:00","n/e","1500","n/e","506"
"22.03.2018 08:00 - 22.03.2018 09:00","n/e","1500","n/e","0"
"22.03.2018 09:00 - 22.03.2018 10:00","n/e","1500","n/e","0"
"22.03.2018 10:00 - 22.03.2018 11:00","n/e","1307","n/e","0"
"22.03.2018 11:00 - 22.03.2018 12:00","n/e","1271","n/e","0"
"22.03.2018 12:00 - 22.03.2018 13:00","n/e","1500","n/e","0"
"22.03.2018 13:00 - 22.03.2018 14:00","n/e","1278","n/e","0"
"22.03.2018 14:00 - 22.03.2018 15:00","n/e","1500","n/e","0"
"22.03.2018 15:00 - 22.03.2018 16:00","n/e","745","n/e","0"
"22.03.2018 16:00 - 22.03.2018 17:00","n/e","650","n/e","144"
"22.03.2018 17:00 - 22.03.2018 18:00","n/e","705","n/e","0"
"22.03.2018 18:00 - 22.03.2018 19:00","n/e","880","n/e","0"
"22.03.2018 19:00 - 22.03.2018 20:00","n/e","920","n/e","591"
"22.03.2018 20:00 - 22.03.2018 21:00","n/e","70","n/e","1500"
"22.03.2018 21:00 - 22.03.2018 22:00","n/e","50","n/e","1366"
"22.03.2018 22:00 - 22.03.2018 23:00","n/e","0","n/e","1500"
"22.03.2018 23:00 - 23.03.2018 00:00","n/e","0","n/e","1500"
"23.03.2018 00:00 - 23.03.2018 01:00","n/e","128","n/e","1500"
"23.03.2018 01:00 - 23.03.2018 02:00","n/e","128","n/e","1500"
"23.03.2018 02:00 - 23.03.2018 03:00","n/e","128","n/e","1500"
"23.03.2018 03:00 - 23.03.2018 04:00","n/e","148","n/e","1500"
"23.03.2018 04:00 - 23.03.2018 05:00","n/e","148","n/e","1500"
"23.03.2018 05:00 - 23.03.2018 06:00","n/e","148","n/e","1500"
"23.03.2018 06:00 - 23.03.2018 07:00","n/e","50","n/e","1019"
"23.03.2018 07:00 - 23.03.2018 08:00","n/e","717","n/e","1012"
"23.03.2018 08:00 - 23.03.2018 09:00","n/e","350","n/e","0"
"23.03.2018 09:00 - 23.03.2018 10:00","n/e","180","n/e","176"
"23.03.2018 10:00 - 23.03.2018 11:00","n/e","50","n/e","0"
"23.03.2018 11:00 - 23.03.2018 12:00","n/e","794","n/e","70"
"23.03.2018 12:00 - 23.03.2018 13:00","n/e","60","n/e","322"
"23.03.2018 13:00 - 23.03.2018 14:00","n/e","60","n/e","1181"
"23.03.2018 14:00 - 23.03.2018 15:00","n/e","100","n/e","1500"
"23.03.2018 15:00 - 23.03.2018 16:00","n/e","100","n/e","1500"
"23.03.2018 16:00 - 23.03.2018 17:00","n/e","0","n/e","1500"
"23.03.2018 17:00 - 23.03.2018 18:00","n/e","775","n/e","1500"
"23.03.2018 18:00 - 23.03.2018 19:00","n/e","300","n/e","1405"
"23.03.2018 19:00 - 23.03.2018 20:00","n/e","0","n/e","1500"
"23.03.2018 20:00 - 23.03.2018 21:00","n/e","0","n/e","1500"
"23.03.2018 21:00 - 23.03.2018 22:00","n/e","0","n/e","1500"
"23.03.2018 22:00 - 23.03.2018 23:00","n/e","0","n/e","1500"
"23.03.2018 23:00 - 24.03.2018 00:00","n/e","0","n/e","1500"
"24.03.2018 00:00 - 24.03.2018 01:00","n/e","0","n/e","1500"
"24.03.2018 01:00 - 24.03.2018 02:00","n/e","0","n/e","1500"
"24.03.2018 02:00 - 24.03.2018 03:00","n/e","0","n/e","1500"
"24.03.2018 03:00 - 24.03.2018 04:00","n/e","0","n/e","1500"
"24.03.2018 04:00 - 24.03.2018 05:00","n/e","0","n/e","1500"
"24.03.2018 05:00 - 24.03.2018 06:00","n/e","0","n/e","1500"
"24.03.2018 06:00 - 24.03.2018 07:00","n/e","0","n/e","1500"
"24.03.2018 07:00 - 24.03.2018 08:00","n/e","0","n/e","1500"
"24.03.2018 08:00 - 24.03.2018 09:00","n/e","0","n/e","1500"
"24.03.2018 09:00 - 24.03.2018 10:00","n/e","0","n/e","1500"
"24.03.2018 10:00 - 24.03.2018 11:00","n/e","0","n/e","1500"
"24.03.2018 11:00 - 24.03.2018 12:00","n/e","0","n/e","1500"
"24.03.2018 12:00 - 24.03.2018 13:00","n/e","0","n/e","1500"
"24.03.2018 13:00 - 24.03.2018 14:00","n/e","0","n/e","1500"
"24.03.2018 14:00 - 24.03.2018 15:00","n/e","0","n/e","1500"
"24.03.2018 15:00 - 24.03.2018 16:00","n/e","0","n/e","1500"
"24.03.2018 16:00 - 24.03.2018 17:00","n/e","0","n/e","1500"
"24.03.2018 17:00 - 24.03.2018 18:00","n/e","0","n/e","1500"
"24.03.2018 18:00 - 24.03.2018 19:00","n/e","0","n/e","1500"
"24.03.2018 19:00 - 24.03.2018 20:00","n/e","0","n/e","1500"
"24.03.2018 20:00 - 24.03.2018 21:00","n/e","0","n/e","1500"
"24.03.2018 21:00 - 24.03.2018 22:00","n/e","0","n/e","1500"
"24.03.2018 22:00 - 24.03.2018 23:00","n/e","0","n/e","1500"
"24.03.2018 23:00 - 25.03.2018 00:00","n/e","0","n/e","1500"
"25.03.2018 00:00 - 25.03.2018 01:00","n/e","0","n/e","1500"
"25.03.2018 01:00 - 25.03.2018 02:00","n/e","0","n/e","1500"
"25.03.2018 02:00 - 25.03.2018 03:00","","","",""
"25.03.2018 03:00 - 25.03.2018 04:00","n/e","0","n/e","1500"
"25.03.2018 04:00 - 25.03.2018 05:00","n/e","0","n/e","1500"
"25.03.2018 05:00 - 25.03.2018 06:00","n/e","0","n/e","1500"
"25.03.2018 06:00 - 25.03.2018 07:00","n/e","0","n/e","1500"
"25.03.2018 07:00 - 25.03.2018 08:00","n/e","0","n/e","1500"
"25.03.2018 08:00 - 25.03.2018 09:00","n/e","0","n/e","1500"
"25.03.2018 09:00 - 25.03.2018 10:00","n/e","0","n/e","1425"
"25.03.2018 10:00 - 25.03.2018 11:00","n/e","0","n/e","1500"
"25.03.2018 11:00 - 25.03.2018 12:00","n/e","0","n/e","1400"
"25.03.2018 12:00 - 25.03.2018 13:00","n/e","0","n/e","1400"
"25.03.2018 13:00 - 25.03.2018 14:00","n/e","0","n/e","1400"
"25.03.2018 14:00 - 25.03.2018 15:00","n/e","99","n/e","1500"
"25.03.2018 15:00 - 25.03.2018 16:00","n/e","643","n/e","1250"
"25.03.2018 16:00 - 25.03.2018 17:00","n/e","643","n/e","1400"
"25.03.2018 17:00 - 25.03.2018 18:00","n/e","0","n/e","1500"
"25.03.2018 18:00 - 25.03.2018 19:00","n/e","0","n/e","1500"
"25.03.2018 19:00 - 25.03.2018 20:00","n/e","0","n/e","1500"
"25.03.2018 20:00 - 25.03.2018 21:00","n/e","0","n/e","1500"
"25.03.2018 21:00 - 25.03.2018 22:00","n/e","0","n/e","1500"
"25.03.2018 22:00 - 25.03.2018 23:00","n/e","0","n/e","1500"
"25.03.2018 23:00 - 26.03.2018 00:00","n/e","0","n/e","1350"
"26.03.2018 00:00 - 26.03.2018 01:00","n/e","0","n/e","1500"
"26.03.2018 01:00 - 26.03.2018 02:00","n/e","0","n/e","1500"
"26.03.2018 02:00 - 26.03.2018 03:00","n/e","0","n/e","1500"
"26.03.2018 03:00 - 26.03.2018 04:00","n/e","0","n/e","1500"
"26.03.2018 04:00 - 26.03.2018 05:00","n/e","0","n/e","1500"
"26.03.2018 05:00 - 26.03.2018 06:00","n/e","0","n/e","1500"
"26.03.2018 06:00 - 26.03.2018 07:00","n/e","0","n/e","1194"
"26.03.2018 07:00 - 26.03.2018 08:00","n/e","150","n/e","1349"
"26.03.2018 08:00 - 26.03.2018 09:00","n/e","0","n/e","1161"
"26.03.2018 09:00 - 26.03.2018 10:00","n/e","100","n/e","1500"
"26.03.2018 10:00 - 26.03.2018 11:00","n/e","150","n/e","1500"
"26.03.2018 11:00 - 26.03.2018 12:00","n/e","0","n/e","1413"
"26.03.2018 12:00 - 26.03.2018 13:00","n/e","0","n/e","1500"
"26.03.2018 13:00 - 26.03.2018 14:00","n/e","0","n/e","1500"
"26.03.2018 14:00 - 26.03.2018 15:00","n/e","0","n/e","1500"
"26.03.2018 15:00 - 26.03.2018 16:00","n/e","0","n/e","1500"
"26.03.2018 16:00 - 26.03.2018 17:00","n/e","0","n/e","1500"
"26.03.2018 17:00 - 26.03.2018 18:00","n/e","0","n/e","1500"
"26.03.2018 18:00 - 26.03.2018 19:00","n/e","0","n/e","1500"
"26.03.2018 19:00 - 26.03.2018 20:00","n/e","0","n/e","1500"
"26.03.2018 20:00 - 26.03.2018 21:00","n/e","0","n/e","1500"
"26.03.2018 21:00 - 26.03.2018 22:00","n/e","0","n/e","1500"
"26.03.2018 22:00 - 26.03.2018 23:00","n/e","0","n/e","1500"
"26.03.2018 23:00 - 27.03.2018 00:00","n/e","0","n/e","905"
"27.03.2018 00:00 - 27.03.2018 01:00","n/e","0","n/e","1500"
"27.03.2018 01:00 - 27.03.2018 02:00","n/e","99","n/e","1500"
"27.03.2018 02:00 - 27.03.2018 03:00","n/e","99","n/e","1500"
"27.03.2018 03:00 - 27.03.2018 04:00","n/e","99","n/e","1500"
"27.03.2018 04:00 - 27.03.2018 05:00","n/e","99","n/e","1500"
"27.03.2018 05:00 - 27.03.2018 06:00","n/e","99","n/e","1500"
"27.03.2018 06:00 - 27.03.2018 07:00","n/e","177","n/e","1592"
"27.03.2018 07:00 - 27.03.2018 08:00","n/e","477","n/e","1190"
"27.03.2018 08:00 - 27.03.2018 09:00","n/e","410","n/e","1434"
"27.03.2018 09:00 - 27.03.2018 10:00","n/e","100","n/e","1500"
"27.03.2018 10:00 - 27.03.2018 11:00","n/e","100","n/e","1500"
"27.03.2018 11:00 - 27.03.2018 12:00","n/e","100","n/e","1500"
"27.03.2018 12:00 - 27.03.2018 13:00","n/e","0","n/e","1500"
"27.03.2018 13:00 - 27.03.2018 14:00","n/e","0","n/e","1500"
"27.03.2018 14:00 - 27.03.2018 15:00","n/e","0","n/e","1500"
"27.03.2018 15:00 - 27.03.2018 16:00","n/e","0","n/e","1500"
"27.03.2018 16:00 - 27.03.2018 17:00","n/e","0","n/e","1500"
"27.03.2018 17:00 - 27.03.2018 18:00","n/e","0","n/e","1500"
"27.03.2018 18:00 - 27.03.2018 19:00","n/e","0","n/e","1500"
"27.03.2018 19:00 - 27.03.2018 20:00","n/e","0","n/e","1500"
"27.03.2018 20:00 - 27.03.2018 21:00","n/e","0","n/e","1500"
"27.03.2018 21:00 - 27.03.2018 22:00","n/e","0","n/e","1500"
"27.03.2018 22:00 - 27.03.2018 23:00","n/e","0","n/e","1500"
"27.03.2018 23:00 - 28.03.2018 00:00","n/e","0","n/e","1500"
"28.03.2018 00:00 - 28.03.2018 01:00","n/e","0","n/e","1500"
"28.03.2018 01:00 - 28.03.2018 02:00","n/e","0","n/e","1500"
"28.03.2018 02:00 - 28.03.2018 03:00","n/e","0","n/e","1500"
"28.03.2018 03:00 - 28.03.2018 04:00","n/e","0","n/e","1500"
"28.03.2018 04:00 - 28.03.2018 05:00","n/e","0","n/e","1500"
"28.03.2018 05:00 - 28.03.2018 06:00","n/e","0","n/e","1500"
"28.03.2018 06:00 - 28.03.2018 07:00","n/e","0","n/e","1500"
"28.03.2018 07:00 - 28.03.2018 08:00","n/e","0","n/e","1500"
"28.03.2018 08:00 - 28.03.2018 09:00","n/e","0","n/e","1500"
"28.03.2018 09:00 - 28.03.2018 10:00","n/e","0","n/e","1500"
"28.03.2018 10:00 - 28.03.2018 11:00","n/e","0","n/e","1500"
"28.03.2018 11:00 - 28.03.2018 12:00","n/e","0","n/e","1500"
"28.03.2018 12:00 - 28.03.2018 13:00","n/e","0","n/e","1500"
"28.03.2018 13:00 - 28.03.2018 14:00","n/e","0","n/e","1500"
"28.03.2018 14:00 - 28.03.2018 15:00","n/e","0","n/e","1500"
"28.03.2018 15:00 - 28.03.2018 16:00","n/e","0","n/e","1500"
"28.03.2018 16:00 - 28.03.2018 17:00","n/e","0","n/e","1500"
"28.03.2018 17:00 - 28.03.2018 18:00","n/e","0","n/e","1500"
"28.03.2018 18:00 - 28.03.2018 19:00","n/e","0","n/e","1500"
"28.03.2018 19:00 - 28.03.2018 20:00","n/e","0","n/e","1500"
"28.03.2018 20:00 - 28.03.2018 21:00","n/e","0","n/e","1500"
"28.03.2018 21:00 - 28.03.2018 22:00","n/e","0","n/e","1500"
"28.03.2018 22:00 - 28.03.2018 23:00","n/e","0","n/e","1500"
"28.03.2018 23:00 - 29.03.2018 00:00","n/e","0","n/e","1500"
"29.03.2018 00:00 - 29.03.2018 01:00","n/e","0","n/e","1500"
"29.03.2018 01:00 - 29.03.2018 02:00","n/e","0","n/e","1500"
"29.03.2018 02:00 - 29.03.2018 03:00","n/e","0","n/e","1500"
"29.03.2018 03:00 - 29.03.2018 04:00","n/e","0","n/e","1500"
"29.03.2018 04:00 - 29.03.2018 05:00","n/e","0","n/e","1500"
"29.03.2018 05:00 - 29.03.2018 06:00","n/e","0","n/e","1500"
"29.03.2018 06:00 - 29.03.2018 07:00","n/e","0","n/e","1500"
"29.03.2018 07:00 - 29.03.2018 08:00","n/e","0","n/e","1500"
"29.03.2018 08:00 - 29.03.2018 09:00","n/e","0","n/e","1500"
"29.03.2018 09:00 - 29.03.2018 10:00","n/e","0","n/e","1500"
"29.03.2018 10:00 - 29.03.2018 11:00","n/e","0","n/e","1500"
"29.03.2018 11:00 - 29.03.2018 12:00","n/e","0","n/e","1500"
"29.03.2018 12:00 - 29.03.2018 13:00","n/e","0","n/e","1500"
"29.03.2018 13:00 - 29.03.2018 14:00","n/e","0","n/e","1500"
"29.03.2018 14:00 - 29.03.2018 15:00","n/e","0","n/e","1500"
"29.03.2018 15:00 - 29.03.2018 16:00","n/e","0","n/e","1500"
"29.03.2018 16:00 - 29.03.2018 17:00","n/e","0","n/e","1500"
"29.03.2018 17:00 - 29.03.2018 18:00","n/e","0","n/e","1500"
"29.03.2018 18:00 - 29.03.2018 19:00","n/e","0","n/e","1500"
"29.03.2018 19:00 - 29.03.2018 20:00","n/e","0","n/e","1500"
"29.03.2018 20:00 - 29.03.2018 21:00","n/e","0","n/e","1500"
"29.03.2018 21:00 - 29.03.2018 22:00","n/e","0","n/e","1500"
"29.03.2018 22:00 - 29.03.2018 23:00","n/e","0","n/e","1500"
"29.03.2018 23:00 - 30.03.2018 00:00","n/e","0","n/e","1500"
"30.03.2018 00:00 - 30.03.2018 01:00","n/e","0","n/e","1500"
"30.03.2018 01:00 - 30.03.2018 02:00","n/e","0","n/e","1500"
"30.03.2018 02:00 - 30.03.2018 03:00","n/e","0","n/e","1500"
"30.03.2018 03:00 - 30.03.2018 04:00","n/e","0","n/e","1500"
"30.03.2018 04:00 - 30.03.2018 05:00","n/e","0","n/e","1500"
"30.03.2018 05:00 - 30.03.2018 06:00","n/e","0","n/e","1500"
"30.03.2018 06:00 - 30.03.2018 07:00","n/e","0","n/e","1500"
"30.03.2018 07:00 - 30.03.2018 08:00","n/e","0","n/e","1500"
"30.03.2018 08:00 - 30.03.2018 09:00","n/e","0","n/e","1475"
"30.03.2018 09:00 - 30.03.2018 10:00","n/e","0","n/e","1500"
"30.03.2018 10:00 - 30.03.2018 11:00","n/e","0","n/e","1500"
"30.03.2018 11:00 - 30.03.2018 12:00","n/e","0","n/e","1500"
"30.03.2018 12:00 - 30.03.2018 13:00","n/e","0","n/e","1500"
"30.03.2018 13:00 - 30.03.2018 14:00","n/e","0","n/e","1500"
"30.03.2018 14:00 - 30.03.2018 15:00","n/e","0","n/e","1500"
"30.03.2018 15:00 - 30.03.2018 16:00","n/e","0","n/e","1500"
"30.03.2018 16:00 - 30.03.2018 17:00","n/e","0","n/e","1500"
"30.03.2018 17:00 - 30.03.2018 18:00","n/e","0","n/e","1500"
"30.03.2018 18:00 - 30.03.2018 19:00","n/e","0","n/e","1500"
"30.03.2018 19:00 - 30.03.2018 20:00","n/e","0","n/e","1500"
"30.03.2018 20:00 - 30.03.2018 21:00","n/e","0","n/e","1500"
"30.03.2018 21:00 - 30.03.2018 22:00","n/e","0","n/e","1500"
"30.03.2018 22:00 - 30.03.2018 23:00","n/e","0","n/e","1500"
"30.03.2018 23:00 - 31.03.2018 00:00","n/e","0","n/e","1200"
"31.03.2018 00:00 - 31.03.2018 01:00","n/e","49","n/e","1500"
"31.03.2018 01:00 - 31.03.2018 02:00","n/e","49","n/e","1500"
"31.03.2018 02:00 - 31.03.2018 03:00","n/e","49","n/e","1500"
"31.03.2018 03:00 - 31.03.2018 04:00","n/e","49","n/e","1500"
"31.03.2018 04:00 - 31.03.2018 05:00","n/e","49","n/e","1500"
"31.03.2018 05:00 - 31.03.2018 06:00","n/e","49","n/e","1500"
"31.03.2018 06:00 - 31.03.2018 07:00","n/e","49","n/e","1500"
"31.03.2018 07:00 - 31.03.2018 08:00","n/e","49","n/e","1500"
"31.03.2018 08:00 - 31.03.2018 09:00","n/e","0","n/e","1500"
"31.03.2018 09:00 - 31.03.2018 10:00","n/e","0","n/e","1500"
"31.03.2018 10:00 - 31.03.2018 11:00","n/e","0","n/e","1500"
"31.03.2018 11:00 - 31.03.2018 12:00","n/e","0","n/e","1500"
"31.03.2018 12:00 - 31.03.2018 13:00","n/e","0","n/e","1500"
"31.03.2018 13:00 - 31.03.2018 14:00","n/e","0","n/e","1500"
"31.03.2018 14:00 - 31.03.2018 15:00","n/e","0","n/e","1500"
"31.03.2018 15:00 - 31.03.2018 16:00","n/e","0","n/e","1500"
"31.03.2018 16:00 - 31.03.2018 17:00","n/e","0","n/e","1500"
"31.03.2018 17:00 - 31.03.2018 18:00","n/e","0","n/e","1500"
"31.03.2018 18:00 - 31.03.2018 19:00","n/e","0","n/e","1500"
"31.03.2018 19:00 - 31.03.2018 20:00","n/e","0","n/e","1500"
"31.03.2018 20:00 - 31.03.2018 21:00","n/e","0","n/e","1500"
"31.03.2018 21:00 - 31.03.2018 22:00","n/e","0","n/e","1500"
"31.03.2018 22:00 - 31.03.2018 23:00","n/e","0","n/e","1500"
"31.03.2018 23:00 - 01.04.2018 00:00","n/e","0","n/e","1500"
"01.04.2018 00:00 - 01.04.2018 01:00","n/e","0","n/e","1500"
"01.04.2018 01:00 - 01.04.2018 02:00","n/e","0","n/e","1500"
"01.04.2018 02:00 - 01.04.2018 03:00","N/A","49","N/A","1500"
"01.04.2018 03:00 - 01.04.2018 04:00","N/A","49","N/A","1500"
"01.04.2018 04:00 - 01.04.2018 05:00","N/A","49","N/A","1500"
"01.04.2018 05:00 - 01.04.2018 06:00","N/A","49","N/A","1500"
"01.04.2018 06:00 - 01.04.2018 07:00","N/A","49","N/A","1500"
"01.04.2018 07:00 - 01.04.2018 08:00","N/A","49","N/A","1500"
"01.04.2018 08:00 - 01.04.2018 09:00","N/A","0","N/A","1500"
"01.04.2018 09:00 - 01.04.2018 10:00","N/A","0","N/A","1500"
"01.04.2018 10:00 - 01.04.2018 11:00","N/A","0","N/A","1500"
"01.04.2018 11:00 - 01.04.2018 12:00","N/A","0","N/A","1500"
"01.04.2018 12:00 - 01.04.2018 13:00","N/A","0","N/A","1500"
"01.04.2018 13:00 - 01.04.2018 14:00","N/A","0","N/A","1500"
"01.04.2018 14:00 - 01.04.2018 15:00","N/A","0","N/A","1500"
"01.04.2018 15:00 - 01.04.2018 16:00","N/A","0","N/A","1500"
"01.04.2018 16:00 - 01.04.2018 17:00","N/A","0","N/A","1500"
"01.04.2018 17:00 - 01.04.2018 18:00","N/A","0","N/A","1500"
"01.04.2018 18:00 - 01.04.2018 19:00","N/A","0","N/A","1500"
"01.04.2018 19:00 - 01.04.2018 20:00","N/A","0","N/A","1500"
"01.04.2018 20:00 - 01.04.2018 21:00","N/A","0","N/A","1500"
"01.04.2018 21:00 - 01.04.2018 22:00","N/A","0","N/A","1500"
"01.04.2018 22:00 - 01.04.2018 23:00","N/A","0","N/A","1500"
"01.04.2018 23:00 - 02.04.2018 00:00","N/A","0","N/A","1500"
"02.04.2018 00:00 - 02.04.2018 01:00","N/A","50","N/A","1500"
"02.04.2018 01:00 - 02.04.2018 02:00","N/A","149","N/A","1500"
"02.04.2018 02:00 - 02.04.2018 03:00","N/A","149","N/A","1500"
"02.04.2018 03:00 - 02.04.2018 04:00","N/A","149","N/A","1500"
"02.04.2018 04:00 - 02.04.2018 05:00","N/A","149","N/A","1500"
"02.04.2018 05:00 - 02.04.2018 06:00","N/A","149","N/A","1500"
"02.04.2018 06:00 - 02.04.2018 07:00","N/A","149","N/A","1500"
"02.04.2018 07:00 - 02.04.2018 08:00","N/A","99","N/A","1500"
"02.04.2018 08:00 - 02.04.2018 09:00","N/A","50","N/A","1500"
"02.04.2018 09:00 - 02.04.2018 10:00","N/A","50","N/A","1500"
"02.04.2018 10:00 - 02.04.2018 11:00","N/A","0","N/A","1500"
"02.04.2018 11:00 - 02.04.2018 12:00","N/A","0","N/A","1500"
"02.04.2018 12:00 - 02.04.2018 13:00","N/A","0","N/A","1500"
"02.04.2018 13:00 - 02.04.2018 14:00","N/A","0","N/A","1500"
"02.04.2018 14:00 - 02.04.2018 15:00","N/A","0","N/A","1500"
"02.04.2018 15:00 - 02.04.2018 16:00","N/A","0","N/A","1500"
"02.04.2018 16:00 - 02.04.2018 17:00","N/A","0","N/A","1500"
"02.04.2018 17:00 - 02.04.2018 18:00","N/A","0","N/A","1500"
"02.04.2018 18:00 - 02.04.2018 19:00","N/A","0","N/A","1500"
"02.04.2018 19:00 - 02.04.2018 20:00","N/A","0","N/A","1500"
"02.04.2018 20:00 - 02.04.2018 21:00","N/A","0","N/A","1500"
"02.04.2018 21:00 - 02.04.2018 22:00","N/A","0","N/A","1500"
"02.04.2018 22:00 - 02.04.2018 23:00","N/A","0","N/A","1500"
"02.04.2018 23:00 - 03.04.2018 00:00","N/A","0","N/A","1500"
"03.04.2018 00:00 - 03.04.2018 01:00","N/A","99","N/A","1500"
"03.04.2018 01:00 - 03.04.2018 02:00","N/A","148","N/A","1500"
"03.04.2018 02:00 - 03.04.2018 03:00","N/A","148","N/A","1500"
"03.04.2018 03:00 - 03.04.2018 04:00","N/A","148","N/A","1500"
"03.04.2018 04:00 - 03.04.2018 05:00","N/A","148","N/A","1500"
"03.04.2018 05:00 - 03.04.2018 06:00","N/A","148","N/A","1500"
"03.04.2018 06:00 - 03.04.2018 07:00","N/A","148","N/A","1500"
"03.04.2018 07:00 - 03.04.2018 08:00","N/A","0","N/A","1500"
"03.04.2018 08:00 - 03.04.2018 09:00","N/A","0","N/A","1500"
"03.04.2018 09:00 - 03.04.2018 10:00","N/A","0","N/A","1500"
"03.04.2018 10:00 - 03.04.2018 11:00","N/A","0","N/A","1500"
"03.04.2018 11:00 - 03.04.2018 12:00","N/A","0","N/A","1500"
"03.04.2018 12:00 - 03.04.2018 13:00","N/A","0","N/A","1500"
"03.04.2018 13:00 - 03.04.2018 14:00","N/A","0","N/A","1500"
"03.04.2018 14:00 - 03.04.2018 15:00","N/A","0","N/A","1500"
"03.04.2018 15:00 - 03.04.2018 16:00","N/A","0","N/A","1500"
"03.04.2018 16:00 - 03.04.2018 17:00","N/A","0","N/A","1500"
"03.04.2018 17:00 - 03.04.2018 18:00","N/A","0","N/A","1500"
"03.04.2018 18:00 - 03.04.2018 19:00","N/A","0","N/A","1500"
"03.04.2018 19:00 - 03.04.2018 20:00","N/A","0","N/A","1500"
"03.04.2018 20:00 - 03.04.2018 21:00","N/A","0","N/A","1500"
"03.04.2018 21:00 - 03.04.2018 22:00","N/A","0","N/A","1500"
