"Time (CET/CEST)","BZN|GB > BZN|FR Day Ahead [MW]","BZN|GB > BZN|FR Total [MW]","BZN|FR > BZN|GB Day Ahead [MW]","BZN|FR > BZN|GB Total [MW]"
"07.01.2021 02:00 - 07.01.2021 03:00","320","395","1905","1905"
"07.01.2021 03:00 - 07.01.2021 04:00","501","576","1855","2035"
"07.01.2021 04:00 - 07.01.2021 05:00","25","25","1910","1922"
"07.01.2021 05:00 - 07.01.2021 06:00","1514","1514","1904","1904"
"07.01.2021 06:00 - 07.01.2021 07:00","1893","2203","1857","1857"
"07.01.2021 07:00 - 07.01.2021 08:00","2532","2880","971","971"
"07.01.2021 08:00 - 07.01.2021 09:00","2578","3285","1573","1573"
"07.01.2021 09:00 - 07.01.2021 10:00","1575","1585","1664","2420"
"07.01.2021 10:00 - 07.01.2021 11:00","488","488","1784","1784"
"07.01.2021 11:00 - 07.01.2021 12:00","545","545","1834","2084"
"07.01.2021 12:00 - 07.01.2021 13:00","341","341","1810","1860"
"07.01.2021 13:00 - 07.01.2021 14:00","100","100","1955","1955"
"07.01.2021 14:00 - 07.01.2021 15:00","0","0","2000","2000"
"07.01.2021 15:00 - 07.01.2021 16:00","0","0","2000","2000"
"07.01.2021 16:00 - 07.01.2021 17:00","466","466","2000","2000"
"07.01.2021 17:00 - 07.01.2021 18:00","0","0","2000","2000"
"07.01.2021 18:00 - 07.01.2021 19:00","0","0","2000","2000"
"07.01.2021 19:00 - 07.01.2021 20:00","0","0","2000","2000"
"07.01.2021 20:00 - 07.01.2021 21:00","13","13","2000","2000"
"07.01.2021 21:00 - 07.01.2021 22:00","1129","1129","1930","1980"
"07.01.2021 22:00 - 07.01.2021 23:00","1999","1999","1880","2006"
"07.01.2021 23:00 - 08.01.2021 00:00","2467","2467","1720","1960"
"08.01.2021 00:00 - 08.01.2021 01:00","1510","1510","1464","1599"
"08.01.2021 01:00 - 08.01.2021 02:00","1585","1585","1584","1764"
"08.01.2021 02:00 - 08.01.2021 03:00","2017","2017","1584","1739"
"08.01.2021 03:00 - 08.01.2021 04:00","1901","1901","1550","1705"
"08.01.2021 04:00 - 08.01.2021 05:00","1848","1848","1513","1593"
"08.01.2021 05:00 - 08.01.2021 06:00","2466","2466","1413","1493"
"08.01.2021 06:00 - 08.01.2021 07:00","3022","3097","1343","1343"
"08.01.2021 07:00 - 08.01.2021 08:00","2736","2736","787","1798"
"08.01.2021 08:00 - 08.01.2021 09:00","2736","2865","865","1877"
"08.01.2021 09:00 - 08.01.2021 10:00","1285","1621","1503","1503"
"08.01.2021 10:00 - 08.01.2021 11:00","535","710","1528","1535"
"08.01.2021 11:00 - 08.01.2021 12:00","172","172","1714","1872"
"08.01.2021 12:00 - 08.01.2021 13:00","240","240","1864","2015"
"08.01.2021 13:00 - 08.01.2021 14:00","17","17","1973","2017"
"08.01.2021 14:00 - 08.01.2021 15:00","0","0","1978","2000"
"08.01.2021 15:00 - 08.01.2021 16:00","0","0","1978","2000"
"08.01.2021 16:00 - 08.01.2021 17:00","719","719","1900","2716"
"08.01.2021 17:00 - 08.01.2021 18:00","0","0","2000","2000"
"08.01.2021 18:00 - 08.01.2021 19:00","0","0","2000","2000"
"08.01.2021 19:00 - 08.01.2021 20:00","0","0","2000","2000"
"08.01.2021 20:00 - 08.01.2021 21:00","0","0","2000","2000"
"08.01.2021 21:00 - 08.01.2021 22:00","368","368","1900","2268"
"08.01.2021 22:00 - 08.01.2021 23:00","1526","1526","1321","2271"
"08.01.2021 23:00 - 09.01.2021 00:00","1702","1702","1441","2241"
"09.01.2021 00:00 - 09.01.2021 01:00","0","0","2000","2000"
"09.01.2021 01:00 - 09.01.2021 02:00","0","0","2000","2000"
"09.01.2021 02:00 - 09.01.2021 03:00","0","0","2000","2000"
"09.01.2021 03:00 - 09.01.2021 04:00","0","0","1999","2000"
"09.01.2021 04:00 - 09.01.2021 05:00","0","0","2000","2000"
"09.01.2021 05:00 - 09.01.2021 06:00","0","0","2000","2000"
"09.01.2021 06:00 - 09.01.2021 07:00","0","0","2000","2000"
"09.01.2021 07:00 - 09.01.2021 08:00","144","144","2000","2124"
"09.01.2021 08:00 - 09.01.2021 09:00","1334","1384","1973","2601"
"09.01.2021 09:00 - 09.01.2021 10:00","686","711","2000","2545"
"09.01.2021 10:00 - 09.01.2021 11:00","0","0","2000","2000"
"09.01.2021 11:00 - 09.01.2021 12:00","0","0","2000","2000"
"09.01.2021 12:00 - 09.01.2021 13:00","0","0","2000","2000"
"09.01.2021 13:00 - 09.01.2021 14:00","0","0","2000","2000"
"09.01.2021 14:00 - 09.01.2021 15:00","0","0","2000","2000"
"09.01.2021 15:00 - 09.01.2021 16:00","233","233","1868","2133"
"09.01.2021 16:00 - 09.01.2021 17:00","620","620","1819","2019"
"09.01.2021 17:00 - 09.01.2021 18:00","0","0","2000","2000"
"09.01.2021 18:00 - 09.01.2021 19:00","0","0","2000","2000"
"09.01.2021 19:00 - 09.01.2021 20:00","0","0","2000","2000"
"09.01.2021 20:00 - 09.01.2021 21:00","0","0","2000","2000"
"09.01.2021 21:00 - 09.01.2021 22:00","0","0","2000","2000"
"09.01.2021 22:00 - 09.01.2021 23:00","0","0","2000","2000"
"09.01.2021 23:00 - 10.01.2021 00:00","171","171","2000","2071"
"10.01.2021 00:00 - 10.01.2021 01:00","0","0","2000","2000"
"10.01.2021 01:00 - 10.01.2021 02:00","0","0","2000","2000"
"10.01.2021 02:00 - 10.01.2021 03:00","0","99","2000","2000"
"10.01.2021 03:00 - 10.01.2021 04:00","0","99","1999","2000"
"10.01.2021 04:00 - 10.01.2021 05:00","0","99","2000","2000"
"10.01.2021 05:00 - 10.01.2021 06:00","0","99","2000","2000"
"10.01.2021 06:00 - 10.01.2021 07:00","0","99","1999","2000"
"10.01.2021 07:00 - 10.01.2021 08:00","0","0","2000","2000"
"10.01.2021 08:00 - 10.01.2021 09:00","0","0","2000","2000"
"10.01.2021 09:00 - 10.01.2021 10:00","0","0","2000","2000"
"10.01.2021 10:00 - 10.01.2021 11:00","0","0","2000","2000"
"10.01.2021 11:00 - 10.01.2021 12:00","0","0","2000","2000"
"10.01.2021 12:00 - 10.01.2021 13:00","0","0","2000","2000"
"10.01.2021 13:00 - 10.01.2021 14:00","0","0","2000","2000"
"10.01.2021 14:00 - 10.01.2021 15:00","0","0","2000","2000"
"10.01.2021 15:00 - 10.01.2021 16:00","0","0","2000","2000"
"10.01.2021 16:00 - 10.01.2021 17:00","0","0","2000","2000"
"10.01.2021 17:00 - 10.01.2021 18:00","0","0","2000","2000"
"10.01.2021 18:00 - 10.01.2021 19:00","0","0","2000","2000"
"10.01.2021 19:00 - 10.01.2021 20:00","0","0","2000","2000"
"10.01.2021 20:00 - 10.01.2021 21:00","0","0","2000","2000"
"10.01.2021 21:00 - 10.01.2021 22:00","0","0","2000","2000"
"10.01.2021 22:00 - 10.01.2021 23:00","101","101","2000","2000"
"10.01.2021 23:00 - 11.01.2021 00:00","872","997","1833","1933"
"11.01.2021 00:00 - 11.01.2021 01:00","60","382","2060","2060"
"11.01.2021 01:00 - 11.01.2021 02:00","396","537","2060","2094"
"11.01.2021 02:00 - 11.01.2021 03:00","803","883","2060","2134"
"11.01.2021 03:00 - 11.01.2021 04:00","1446","1526","1831","1841"
"11.01.2021 04:00 - 11.01.2021 05:00","1521","1591","1353","1353"
"11.01.2021 05:00 - 11.01.2021 06:00","1841","1841","972","972"
"11.01.2021 06:00 - 11.01.2021 07:00","1636","2013","608","608"
"11.01.2021 07:00 - 11.01.2021 08:00","1329","1765","316","316"
"11.01.2021 08:00 - 11.01.2021 09:00","2306","2306","306","382"
"11.01.2021 09:00 - 11.01.2021 10:00","2305","2306","306","532"
"11.01.2021 10:00 - 11.01.2021 11:00","2281","2300","306","381"
"11.01.2021 11:00 - 11.01.2021 12:00","2280","2280","306","306"
"11.01.2021 12:00 - 11.01.2021 13:00","1983","2154","556","686"
"11.01.2021 13:00 - 11.01.2021 14:00","1400","1600","557","687"
"11.01.2021 14:00 - 11.01.2021 15:00","2104","2104","1182","1662"
"11.01.2021 15:00 - 11.01.2021 16:00","2143","2143","1039","1514"
"11.01.2021 16:00 - 11.01.2021 17:00","2697","2697","1185","1462"
"11.01.2021 17:00 - 11.01.2021 18:00","1091","1091","1430","1832"
"11.01.2021 18:00 - 11.01.2021 19:00","605","605","1439","2381"
"11.01.2021 19:00 - 11.01.2021 20:00","929","931","1339","2142"
"11.01.2021 20:00 - 11.01.2021 21:00","146","146","1439","1599"
"11.01.2021 21:00 - 11.01.2021 22:00","1267","1447","1259","1599"
"11.01.2021 22:00 - 11.01.2021 23:00","1288","1461","1188","1618"
"11.01.2021 23:00 - 12.01.2021 00:00","1639","1805","1606","2062"
"12.01.2021 00:00 - 12.01.2021 01:00","926","1076","1669","1669"
"12.01.2021 01:00 - 12.01.2021 02:00","716","826","1950","1950"
"12.01.2021 02:00 - 12.01.2021 03:00","28","281","1919","1919"
"12.01.2021 03:00 - 12.01.2021 04:00","53","405","1995","1995"
"12.01.2021 04:00 - 12.01.2021 05:00","0","296","2000","2000"
"12.01.2021 05:00 - 12.01.2021 06:00","0","297","2000","2000"
"12.01.2021 06:00 - 12.01.2021 07:00","247","571","1996","2006"
"12.01.2021 07:00 - 12.01.2021 08:00","401","1404","1850","1850"
"12.01.2021 08:00 - 12.01.2021 09:00","1577","2329","1618","1618"
"12.01.2021 09:00 - 12.01.2021 10:00","1490","1814","1780","1780"
"12.01.2021 10:00 - 12.01.2021 11:00","0","75","2000","2000"
"12.01.2021 11:00 - 12.01.2021 12:00","1","1","2000","2000"
"12.01.2021 12:00 - 12.01.2021 13:00","0","0","2000","2000"
"12.01.2021 13:00 - 12.01.2021 14:00","0","0","2000","2000"
"12.01.2021 14:00 - 12.01.2021 15:00","0","0","2000","2000"
"12.01.2021 15:00 - 12.01.2021 16:00","0","0","2000","2000"
"12.01.2021 16:00 - 12.01.2021 17:00","0","0","2000","2000"
"12.01.2021 17:00 - 12.01.2021 18:00","0","0","2000","2000"
"12.01.2021 18:00 - 12.01.2021 19:00","0","0","2000","2000"
"12.01.2021 19:00 - 12.01.2021 20:00","0","0","2000","2000"
"12.01.2021 20:00 - 12.01.2021 21:00","0","0","1999","2000"
"12.01.2021 21:00 - 12.01.2021 22:00","0","0","2000","2000"
"12.01.2021 22:00 - 12.01.2021 23:00","0","321","1967","1977"
"12.01.2021 23:00 - 13.01.2021 00:00","238","409","1775","1775"
"13.01.2021 00:00 - 13.01.2021 01:00","0","0","2000","2000"
"13.01.2021 01:00 - 13.01.2021 02:00","0","0","2000","2000"
"13.01.2021 02:00 - 13.01.2021 03:00","0","0","2000","2000"
"13.01.2021 03:00 - 13.01.2021 04:00","0","0","2000","2000"
"13.01.2021 04:00 - 13.01.2021 05:00","0","0","1999","1999"
"13.01.2021 05:00 - 13.01.2021 06:00","0","0","2000","2000"
"13.01.2021 06:00 - 13.01.2021 07:00","0","274","2000","2000"
"13.01.2021 07:00 - 13.01.2021 08:00","1204","1778","2000","2000"
"13.01.2021 08:00 - 13.01.2021 09:00","1451","1766","1814","1814"
"13.01.2021 09:00 - 13.01.2021 10:00","0","196","2000","2000"
"13.01.2021 10:00 - 13.01.2021 11:00","0","50","2000","2000"
"13.01.2021 11:00 - 13.01.2021 12:00","0","0","2000","2000"
"13.01.2021 12:00 - 13.01.2021 13:00","0","0","2000","2000"
"13.01.2021 13:00 - 13.01.2021 14:00","0","0","2000","2000"
"13.01.2021 14:00 - 13.01.2021 15:00","0","0","2000","2000"
"13.01.2021 15:00 - 13.01.2021 16:00","0","0","2000","2000"
"13.01.2021 16:00 - 13.01.2021 17:00","0","0","2000","2000"
"13.01.2021 17:00 - 13.01.2021 18:00","0","0","2000","2000"
"13.01.2021 18:00 - 13.01.2021 19:00","0","0","2000","2000"
"13.01.2021 19:00 - 13.01.2021 20:00","0","0","2000","2000"
"13.01.2021 20:00 - 13.01.2021 21:00","0","0","2000","2000"
"13.01.2021 21:00 - 13.01.2021 22:00","0","0","2000","2000"
"13.01.2021 22:00 - 13.01.2021 23:00","0","100","2000","2000"
"13.01.2021 23:00 - 14.01.2021 00:00","0","100","2000","2000"
"14.01.2021 00:00 - 14.01.2021 01:00","0","0","2000","2000"
"14.01.2021 01:00 - 14.01.2021 02:00","0","0","2000","2000"
"14.01.2021 02:00 - 14.01.2021 03:00","0","0","2000","2000"
"14.01.2021 03:00 - 14.01.2021 04:00","0","0","2000","2000"
"14.01.2021 04:00 - 14.01.2021 05:00","0","0","2000","2000"
"14.01.2021 05:00 - 14.01.2021 06:00","0","0","2000","2000"
"14.01.2021 06:00 - 14.01.2021 07:00","346","596","1894","1894"
"14.01.2021 07:00 - 14.01.2021 08:00","1044","1499","1563","2071"
"14.01.2021 08:00 - 14.01.2021 09:00","2683","3282","1363","1870"
"14.01.2021 09:00 - 14.01.2021 10:00","2264","2414","1539","2553"
"14.01.2021 10:00 - 14.01.2021 11:00","1178","1178","1744","1744"
"14.01.2021 11:00 - 14.01.2021 12:00","748","756","1725","1825"
"14.01.2021 12:00 - 14.01.2021 13:00","98","98","1868","1868"
"14.01.2021 13:00 - 14.01.2021 14:00","0","0","2000","2000"
"14.01.2021 14:00 - 14.01.2021 15:00","0","240","2000","2000"
"14.01.2021 15:00 - 14.01.2021 16:00","0","265","2000","2000"
"14.01.2021 16:00 - 14.01.2021 17:00","189","239","1929","2079"
"14.01.2021 17:00 - 14.01.2021 18:00","0","0","2000","2000"
"14.01.2021 18:00 - 14.01.2021 19:00","0","0","2000","2000"
"14.01.2021 19:00 - 14.01.2021 20:00","0","0","2000","2000"
"14.01.2021 20:00 - 14.01.2021 21:00","0","0","2000","2000"
"14.01.2021 21:00 - 14.01.2021 22:00","0","0","2000","2000"
"14.01.2021 22:00 - 14.01.2021 23:00","0","0","2000","2000"
"14.01.2021 23:00 - 15.01.2021 00:00","0","0","1967","1985"
"15.01.2021 00:00 - 15.01.2021 01:00","0","0","2000","2000"
"15.01.2021 01:00 - 15.01.2021 02:00","0","0","2000","2000"
"15.01.2021 02:00 - 15.01.2021 03:00","0","0","2000","2000"
"15.01.2021 03:00 - 15.01.2021 04:00","0","0","2000","2000"
"15.01.2021 04:00 - 15.01.2021 05:00","0","0","2000","2000"
"15.01.2021 05:00 - 15.01.2021 06:00","0","0","1970","1970"
"15.01.2021 06:00 - 15.01.2021 07:00","7","391","1732","1732"
"15.01.2021 07:00 - 15.01.2021 08:00","1675","2135","1540","2047"
"15.01.2021 08:00 - 15.01.2021 09:00","744","744","1504","1908"
"15.01.2021 09:00 - 15.01.2021 10:00","0","0","2000","2000"
"15.01.2021 10:00 - 15.01.2021 11:00","0","0","2000","2000"
"15.01.2021 11:00 - 15.01.2021 12:00","0","0","2000","2000"
"15.01.2021 12:00 - 15.01.2021 13:00","0","0","2000","2000"
"15.01.2021 13:00 - 15.01.2021 14:00","0","0","2000","2000"
"15.01.2021 14:00 - 15.01.2021 15:00","0","0","2000","2000"
"15.01.2021 15:00 - 15.01.2021 16:00","0","0","2000","2000"
"15.01.2021 16:00 - 15.01.2021 17:00","0","0","2000","2000"
"15.01.2021 17:00 - 15.01.2021 18:00","0","0","1999","1999"
"15.01.2021 18:00 - 15.01.2021 19:00","0","0","2000","2000"
"15.01.2021 19:00 - 15.01.2021 20:00","0","0","2000","2000"
"15.01.2021 20:00 - 15.01.2021 21:00","0","0","2000","2000"
"15.01.2021 21:00 - 15.01.2021 22:00","0","75","1925","1925"
"15.01.2021 22:00 - 15.01.2021 23:00","150","473","1759","1759"
"15.01.2021 23:00 - 16.01.2021 00:00","727","947","1608","1658"
"16.01.2021 00:00 - 16.01.2021 01:00","0","198","1999","1999"
"16.01.2021 01:00 - 16.01.2021 02:00","0","297","2000","2000"
"16.01.2021 02:00 - 16.01.2021 03:00","0","247","1950","1950"
"16.01.2021 03:00 - 16.01.2021 04:00","419","454","1951","1951"
"16.01.2021 04:00 - 16.01.2021 05:00","1065","1265","1699","1699"
"16.01.2021 05:00 - 16.01.2021 06:00","1750","1890","1660","1660"
"16.01.2021 06:00 - 16.01.2021 07:00","1957","2294","1660","1660"
"16.01.2021 07:00 - 16.01.2021 08:00","1121","1551","1582","1582"
"16.01.2021 08:00 - 16.01.2021 09:00","1118","1258","1633","1633"
"16.01.2021 09:00 - 16.01.2021 10:00","803","803","1931","1931"
"16.01.2021 10:00 - 16.01.2021 11:00","110","110","2083","2083"
"16.01.2021 11:00 - 16.01.2021 12:00","110","280","2109","2109"
"16.01.2021 12:00 - 16.01.2021 13:00","0","0","1999","1999"
"16.01.2021 13:00 - 16.01.2021 14:00","0","0","2000","2000"
"16.01.2021 14:00 - 16.01.2021 15:00","0","662","2000","2000"
"16.01.2021 15:00 - 16.01.2021 16:00","26","793","2000","2000"
"16.01.2021 16:00 - 16.01.2021 17:00","462","562","1882","1882"
"16.01.2021 17:00 - 16.01.2021 18:00","0","200","2000","2000"
"16.01.2021 18:00 - 16.01.2021 19:00","0","0","1999","1999"
"16.01.2021 19:00 - 16.01.2021 20:00","0","0","2000","2000"
