2019-2022;2020;2021;Mean
1,3;0,1;0;0,466666667
1,4;1,2;0,2;0,933333333
2,7;2,8;3,6;3,033333333
3,8;0,8;0,5;1,7
4,5;1,3;0;1,933333333
1,5;0;0;0,5
0,9;0;0;0,3
2,3;0;0;0,766666667
4,4;0;0;1,466666667
2,5;0,1;0;0,866666667
4;0,6;0;1,533333333
6,1;0,7;0;2,266666667
5,7;2,4;0;2,7
3,4;3,8;0;2,4
1,1;4,2;0;1,766666667
1,8;4,8;0;2,2
1,1;4,5;0;1,866666667
0;0;0;0
0,5;0,1;0;0,2
1;1,1;0;0,7
0,5;2,3;0;0,933333333
0;3,1;0,2;1,1
0;2,3;0,9;1,066666667
0;2,2;1,2;1,133333333
1;2,2;1,8;1,666666667
0,9;1,7;2,9;1,833333333
1,6;4,3;3,6;3,166666667
5;5,8;2,9;4,566666667
7,9;4,6;3,5;5,333333333
5,8;0;0,6;2,133333333
6,5;0;0,2;2,233333333
5,4;0;1,6;2,333333333
0;0;2,9;0,966666667
1;0,6;4,4;2
0,1;0,4;5,5;2
2;0,3;6,6;2,966666667
1;1,1;3,7;1,933333333
0,2;2,5;2,6;1,766666667
0,3;2,3;4,9;2,5
0,7;1,2;6,4;2,766666667
2,7;2,9;7,7;4,433333333
2,5;2,5;8,7;4,566666667
2;0,6;8,8;3,8
4,3;1,6;7,4;4,433333333
6,2;2;4,7;4,3
5,9;1,9;3,3;3,7
2;3,5;0;1,833333333
2,1;2,9;1,8;2,266666667
3;5,6;0,2;2,933333333
5,8;7,2;1,7;4,9
9;7;3,1;6,366666667
11,5;5,5;4,1;7,033333333
12,6;4,7;4,6;7,3
9,7;2;1,1;4,266666667
7,7;1,5;0;3,066666667
10;1,2;0,3;3,833333333
10,4;3;2,1;5,166666667
5,3;1,8;3,8;3,633333333
3,8;1,8;1,4;2,333333333
4,1;2,7;0,9;2,566666667
4,3;4,1;1,3;3,233333333
6,2;0,6;2,4;3,066666667
6,5;1,7;0,6;2,933333333
1,2;1,1;2;1,433333333
0,8;5,6;2,3;2,9
1,5;2,3;2;1,933333333
3,6;1,6;1,7;2,3
2,2;3,1;0,6;1,966666667
2,1;4,4;0;2,166666667
1,4;2,8;1,5;1,9
0,8;1,3;1,6;1,233333333
1;0;3,4;1,466666667
2,3;2,3;5,2;3,266666667
4,1;5,1;4,3;4,5
4,8;7;3,5;5,1
3,9;4,8;3,6;4,1
7;3,5;4,3;4,933333333
5,8;4;4,5;4,766666667
7,4;4,2;2,4;4,666666667
11,7;3,9;2;5,866666667
14,5;4,7;1,9;7,033333333
16,5;4,1;0,8;7,133333333
13,6;7;1,3;7,3
4,5;4,8;1,3;3,533333333
1,9;3,4;2,8;2,7
4,6;7;1,5;4,366666667
5,3;11,9;1,1;6,1
2,8;9,4;1;4,4
3,5;5;0,2;2,9
4,7;1,5;1,1;2,433333333
3,8;2,7;1,3;2,6
6,2;5,4;0,7;4,1
7,4;8;0,9;5,433333333
3,8;11,1;0,4;5,1
2,8;13,1;1,4;5,766666667
4,6;13;2,1;6,566666667
5,5;12,2;3,8;7,166666667
4,3;12,7;5,5;7,5
1,6;10,1;6,5;6,066666667
0,6;8,6;5,9;5,033333333
1;7,2;5,7;4,633333333
1,8;7;0,6;3,133333333
1,2;8;0;3,066666667
2,2;4,9;0,5;2,533333333
1,2;3;1,3;1,833333333
2,8;4,7;1,8;3,1
1,8;9,6;3,5;4,966666667
1,3;9,4;1,5;4,066666667
2,6;5,2;1,5;3,1
