,Scen. 1,Scen. 2,Scen. 3,Scen. 4,Scen. 5,Scen. 6,Scen. 7,Scen. 8,Scen. 9,Scen. 10,Scen. 11,Scen. 12,Scen. 13,Scen. 14,Scen. 15,Scen. 16,Scen. 17,Scen. 18,Scen. 19,Scen. 20
13,80155.20405373776,77468.5255756888,59611.471646158636,74175.31048582032,40045.30926615871,38175.36862328594,58711.56862328594,47347.69531766311,95421.56351075231,23898.02453391868,61179.733738746865,36408.40926615871,71259.88185439733,64838.233738746865,74337.95635812923,55562.63326664249,64973.29531766311,54273.004053737764,65114.67557568879,59108.606358129226
14,76057.54943059385,75862.34915248203,57241.47627811473,71905.07964789848,34649.05332542564,36362.90787591673,55678.70787591672,42868.588019032686,92967.96800111597,25964.696401594192,61021.85494627031,30497.803325425637,69042.61500445387,64043.1549462703,71256.54859602175,54880.23675022878,62076.38801903269,49751.44943059384,61874.99915248202,55637.04859602175
15,75341.84832934565,76684.14914278034,57604.50922937368,72731.37500779988,35144.937179258304,36909.19634871385,55266.49634871385,39532.11349723171,92280.30883931184,28044.372307728205,64164.56478690528,31458.0871792583,68124.97259910718,67067.06478690528,71086.79949458335,55804.05497257898,59660.61349723171,49003.34832934565,62314.74914278033,55491.59949458334
16,76382.15553804688,81679.22222752683,61834.1827941277,75823.19293283031,38720.446869139545,38283.630690447266,55189.68069044727,37275.02419020131,93989.16270093327,30000.46358815871,70337.03855486824,34543.546869139536,71240.48519287532,72252.68855486825,74757.5125921565,60751.646632173026,56855.42419020132,50286.65553804688,66001.67222752684,59322.9625921565
17,80384.0980835506,91295.16948139606,66944.30236266197,78781.36790288171,43750.319501440754,40657.588259369106,56985.838259369106,36358.36669677464,98257.53092676669,28207.733465472826,76691.71024752468,39693.569501440754,75652.45089513334,78758.56024752469,79049.70532235224,66487.44223295488,55481.11669677464,53775.598083550605,75161.31948139607,64392.75532235224
18,83814.91032619981,101155.36263754871,73545.21116504855,84763.64309950534,50642.37360942229,46084.06843473216,63828.46843473215,40346.40234685116,104592.76866924194,33181.62315743854,84526.29626583586,48381.12360942229,81676.93509109027,87482.79626583586,83502.37791679184,73306.12091702639,58503.90234685116,57098.41032619982,84898.6626375487,70496.47791679185
19,84970.85069709364,104956.05980965911,75441.33446601943,87100.73698984485,54350.98425419215,48324.80332627427,66378.35332627427,42272.692439012586,107135.77708903053,36230.167515885674,89665.67380513831,51969.584254192145,84542.21376053113,91720.37380513831,85115.1579270326,74000.72314732299,60191.24243901259,57681.950697093635,87420.90980965912,72325.25792703261
20,80807.37258530018,100697.16655884017,73444.78786407769,84419.2909150251,53618.19922105137,48330.734081569986,64083.88408156998,40094.94283847585,103268.90865331561,36300.87709077151,90102.67381019368,52434.24922105136,84032.30385549471,89757.07381019367,81327.30894682709,68416.12892508654,55052.94283847585,55909.32258530019,85046.61655884016,71982.6089468271
21,73942.69455966764,94731.74277986125,69318.87038834953,79649.87317703324,51540.003444433925,45491.05469346729,59290.75469346729,35473.46990995309,97167.96228675521,34032.640806289746,88641.32438445408,50867.70344443394,81535.63114162744,86104.67438445409,74748.63482921082,60894.03347611628,46750.019909953095,51153.34455966765,80826.74277986125,68377.98482921082
22,70221.60258122845,90511.56866393848,65196.41747572816,76327.74208173985,49436.92561465799,42283.3913693409,55397.29136934089,31051.720726575062,93483.91485025041,31932.741409050366,86258.46912819093,48540.52561465799,79031.69870117433,83370.81912819094,69393.66269425621,54826.96078295423,41074.120726575056,48651.30258122845,77289.66866393849,63999.06269425622
23,75005.80148981101,94244.74403251428,70265.19466019419,80928.12405993609,54706.567468965935,46799.14264082192,60021.042640821914,34238.15091606459,97749.48698404549,38269.91650512943,91154.7086230645,54842.91746896594,83474.82107090717,88296.7586230645,73201.40888738615,56976.319872390304,43711.100916064584,54331.90148981101,82054.24403251428,68890.85888738614
24,74223.35479415208,92892.81569063342,69285.24660194176,72561.94644193136,54682.22578214338,60556.20737924369,58668.71387220943,31209.38267228751,96288.25660803827,37605.368112266595,89385.81862573138,54121.97578214338,83809.22905430064,86963.91862573138,78846.08893586784,54994.94487093012,40307.0326722875,54213.654794152084,80802.21569063343,66097.0914037823
25,70297.83925466171,87825.65530607311,62788.67718446603,68529.5090127917,50965.0689056629,55227.2004255227,52933.53274763124,24185.459146774476,91090.4216117604,32700.312854380805,81985.16419942764,50558.71890566289,78146.25490478649,79810.31419942765,71828.46664531041,48279.76284999407,33037.40914677447,49923.63925466171,75659.45530607311,59646.71876427547
26,70581.6912315754,87660.63612333,61459.367475728155,67864.47075406398,51792.86457687199,54548.88984746374,52610.4209156133,22434.350644296253,89835.19132170868,32638.673579220063,79980.94582807648,52135.76457687198,77070.35124759903,77874.94582807648,69756.91236715493,46598.547679643685,30794.900644296256,49458.24123157539,74348.28612332999,58223.890517634274
27,67578.16110124154,85184.60794669329,58088.43009708738,64199.77808142977,51454.02888750897,51143.253017094394,50041.958082764504,21331.544935694677,87642.41213257701,31011.884372024884,76697.86729023523,51826.628887508974,74287.50191838818,74016.76729023524,66484.95575324679,42523.05969065057,29494.994935694674,45204.611101241535,71430.8079466933,55203.22539032332
28,65578.74138660342,82766.64864806632,54004.17281553398,60736.992205918665,50832.610984442836,47860.30586452609,48311.21986146255,20666.739458715376,85400.60306062853,30970.472860787835,72789.17076700911,51306.46098444283,71874.07122133957,69060.47076700912,63278.77783147678,39332.51233535372,28641.18945871538,41986.14138660341,68237.94864806632,52926.15636076851
29,65895.89339412053,83020.35618159051,52984.74029126214,58932.122762817264,52152.50553666635,46886.9161717465,48189.59613770092,21744.065998598096,85722.17392357529,32677.1938539802,71464.64509607396,53027.305536666354,72053.1523712029,66155.09509607396,63038.807189504456,39080.009288867455,30064.1159985981,40749.44339412052,67198.35618159051,53602.82551946696
30,71267.74842172899,88196.49688695422,54308.415533980595,60158.46237682538,56956.079296139025,49621.16908436787,51203.07812575953,25727.044190271554,90891.43270032076,36831.079649401116,73278.55318707936,58181.87929613903,75783.0018344488,65867.05318707936,66601.96398716813,42036.45271008123,36401.49419027155,42090.198421728994,68810.49688695422,57423.73321944258
31,82325.63858261416,97896.8659933044,55676.53883495147,62623.612112311734,62883.60301844444,54639.592349729355,54227.92447127604,29636.31614606994,100712.0451715158,42834.11098296978,78196.04179821612,64534.65301844444,80906.67635324756,66822.29179821612,73300.49761937739,47003.96000331601,44671.26614606994,44656.58858261415,71378.8159933044,63714.275731744085
32,88469.25194002848,104983.24660255988,57589.928640776714,65322.97553992888,64433.05808444445,57840.23172965509,55894.920662108416,31424.523507065882,107132.00303071692,48198.597157331016,80367.6752931014,67397.65808444444,85956.2189066157,66215.6252931014,78862.3816355299,51582.76808551529,49114.92350706589,45894.301940028476,74207.29660255987,68678.65558904222
33,88637.37783959381,104486.70798962918,59691.524730333935,66609.77530514603,64532.17298677676,58034.930703650454,60290.63007250652,33570.064352285204,107183.04172792443,50558.0824297693,79331.14121716251,68112.37298677677,87910.2143081221,64653.94121716252,80737.66556421664,53925.269183384524,51047.16435228521,46742.82783959381,75094.50798962919,70491.56088117296
34,86403.65918518991,96661.67813515288,60481.13361242477,66283.05795710362,63100.11574467893,54484.30513546785,63159.9198354883,31451.88542879968,102647.44479804336,50489.190127349066,74965.02744538855,66306.36574467893,86795.58439878093,60898.02744538855,78548.79178244912,55207.70869532433,46451.73542879967,47438.60918518991,70003.22813515287,68086.61175945462
35,80629.7447368396,87362.71070618829,59898.8351002376,64034.57725521557,60300.67008024473,50251.42511936559,61998.10235686839,28134.42159772921,96307.24438068393,51678.51233987408,70814.74246440051,62856.22008024473,83712.37817174944,56245.54246440052,75986.11184765174,53517.110633763485,42113.67159772921,45209.7947368396,62147.41070618828,61965.175064918745
