,Scen. 1,Scen. 2,Scen. 3,Scen. 4,Scen. 5,Scen. 6,Scen. 7,Scen. 8,Scen. 9,Scen. 10,Scen. 11,Scen. 12,Scen. 13,Scen. 14,Scen. 15,Scen. 16,Scen. 17,Scen. 18,Scen. 19,Scen. 20
4956,-43669.539417470965,-23574.789417470965,-28580.00233432025,-28387.539417470965,-87639.77879852348,-82700.73977605514,-79394.58977605513,-71499.18903392777,-8393.086881937008,-37621.57087606366,-76282.53493152025,-78689.58493152025,-52746.07681264468,-83103.77879852348,-82266.78903392778,-83470.47564563433,-68255.41501253154,-27493.870876063665,-34233.50067234982,-86089.1878621264
4957,-50285.89792633761,-31506.047926337604,-38957.40432244612,-36243.19792633761,-100249.92670767751,-103089.40919494112,-99239.20919494113,-89413.15662814277,-16139.78934656929,-46801.8850831581,-87524.46451054004,-88690.86451054004,-59520.24919144255,-96214.77670767752,-99010.30662814277,-96484.76160534556,-72672.7428095222,-38138.935083158096,-51427.32443548761,-97332.57945422553
4958,-65786.21282358287,-44325.26282358286,-37886.055969816895,-49494.41282358287,-109555.91036169906,-110327.92258623493,-106595.17258623493,-89434.7369950729,-16290.011255975434,-50267.73828309433,-96301.69028720414,-96861.94028720414,-62067.87779814949,-104735.06036169906,-100924.5869950729,-99626.91096561107,-74199.88031722655,-40476.188283094336,-61533.40830147991,-100110.27084598027
4959,-68533.65745736018,-46176.30745736018,-36507.07397660981,-51350.85745736018,-109259.62322837306,-112610.93989521856,-108373.28989521855,-78424.37791000506,-9500.327936794041,-45677.602951334855,-94607.33662127759,-94848.98662127758,-64377.75741894399,-104276.77322837306,-90041.12791000506,-95612.82352123215,-77140.74314991222,-35448.65295133485,-64573.617120562354,-98319.49815041717
4960,-69465.01975909076,-46963.21975909076,-30301.4454868263,-52306.51975909076,-101225.09800519646,-110086.86079927531,-105860.0107992753,-68362.38378828816,-5262.146236945555,-35588.69149479645,-89208.28356992116,-89136.73356992115,-58539.77623057163,-96518.99800519645,-80295.03378828816,-84635.57307836646,-67748.42317011973,-25529.84149479645,-59263.31190732417,-88839.1379306076
4961,-64409.209537493654,-42408.25953749365,-26556.11294556252,-47912.20953749365,-84228.71101201745,-102578.26737239237,-98962.96737239236,-48134.244245519105,3411.2815440302875,-25659.442818266696,-73174.20939675909,-72944.70939675909,-44119.51298568334,-80281.31101201744,-59671.34424551911,-60689.23930708844,-62960.32616902104,-16141.942818266689,-44984.07165691977,-74233.53536871784
4962,-45333.375802315655,-25287.22580231566,-13277.74392681718,-30244.425802315658,-57973.706765116236,-81773.62779588105,-78705.07779588105,-25436.508302740636,14832.025268751822,-11460.99052544083,-45895.11506796921,-45808.71506796921,-24671.811984879954,-54389.456765116236,-35962.45830274063,-33884.495394517886,-50751.54787229741,-3009.990525440837,-29232.017077302517,-50269.3550642919
4963,-19942.934844851574,-1747.6348448515782,4973.383215089147,-6289.034844851572,-20633.528328127875,-54601.19993051868,-53916.74993051868,9036.706241451466,29446.812881246668,11423.964845487608,-11873.451329104675,-11861.301329104666,5644.7938467512795,-18131.978328127872,-1018.0937585485372,3948.788824911404,-32113.890046664914,20068.014845487603,-5363.871554301877,-13880.626635529698
4964,5911.39855456775,21098.89855456775,17543.948154276193,17132.598554567747,16961.257748247466,-26105.386457142013,-26093.23645714202,28303.561198297662,40097.51575379688,27085.32478309056,19364.155280960724,20051.305280960718,33947.72586133939,17819.857748247465,18906.211198297664,36047.91480416099,-12720.080372921679,35058.42478309056,18189.287559354503,22332.047150734936
4965,23014.56759736272,34204.717597362716,27669.61519706629,30837.81759736272,37272.45180720768,-6037.723481842411,-6087.673481842416,43591.02091262871,46304.69922812822,30766.98309548571,27806.087273130644,28934.687273130643,46407.72979420315,36417.90180720769,35678.67091262871,50823.38070150938,-1698.9651899627497,37456.23309548571,33569.6780955514,40726.954583157945
4966,29257.322159505587,39471.42215950559,34490.701973724594,36243.57215950559,42874.56943930698,4336.0899500257,4974.639950025703,44920.78270490352,49999.16999108824,32730.797572815543,29710.038584117992,29884.188584117994,48655.21312888472,41085.81943930698,37487.68270490352,52477.80282193108,2968.9950236306104,39139.24757281554,40012.902950048156,47975.078405753586
4967,35580.79812332206,44758.09812332207,42104.009559999475,42375.34812332207,48250.94288273624,10589.888241266483,10684.388241266483,45010.18785377786,53843.57420495932,40678.46067961166,31351.830048129574,30571.53004812957,52586.60166912794,45649.49288273624,38335.78785377786,54686.259525081245,11283.588351853345,46613.060679611655,45207.37830020768,54822.42995447127
4968,34089.62890302968,42982.07890302969,35976.0005179998,41183.87890302968,44802.653287759604,10362.033495420706,9730.233495420704,38038.628762599685,52124.64107033513,39229.09805825243,31682.266450102637,30036.616450102643,50141.600442970564,43046.3032877596,32608.928762599688,50483.53629980385,5969.727671299472,44892.34805825243,43128.781814208895,53733.819692160265
4969,29418.121954869195,37315.621954869195,22259.790458260388,35054.371954869195,38977.93629739006,5384.063325356343,4846.76332535634,33551.637784741644,44515.95488008682,32531.133495145637,26570.332571158953,25397.18257115896,42871.739905283976,37552.33629739005,29474.637784741644,42050.636093733105,-4753.608143706326,37257.483495145636,34954.762203309445,46566.447417282194
4970,28932.662440648644,36365.76244064864,22461.460720280116,34212.51244064864,37953.63752904003,6670.046477840537,6096.296477840537,38596.74131924205,42523.410443252025,28106.75970873787,25374.881541966995,24876.731541966994,42177.06600260966,36546.937529040035,34380.69131924205,40471.13969669312,-7131.352322115599,32966.75970873787,31969.77875004412,45864.81635109791
4971,27826.102103062607,35145.802103062604,22444.685517116148,32784.6521030626,35773.585653847906,5559.577717389533,4862.9777173895345,36749.709773651484,40472.595326221504,25653.375728155348,23553.54382959345,23170.14382959345,39897.825689598976,34190.0356538479,32266.359773651486,37765.41178939362,-12583.460719193332,30368.925728155344,29710.11891507869,44708.88197340009
4972,28231.16194262411,35317.3119426241,23838.01255895889,32876.51194262411,33721.648870399586,5505.401365315498,4486.151365315498,31474.318277650247,37947.96101526305,25749.46407766991,19715.473212302957,19133.62321230296,39261.922041654965,31945.04887039958,26414.518277650244,36683.479607024055,-14452.316902008948,30347.564077669907,28396.106335825585,42329.175598474896
4973,31735.44347697254,38350.44347697254,28771.784131446162,36113.49347697254,34649.57426108561,6924.673353232436,5115.673353232436,29814.462442605192,38970.44317628152,28034.339485490033,20770.037708181666,19880.387708181664,40501.490978047266,31590.474261085612,23264.262442605195,38667.636676536,-15298.316239795284,33601.739485490034,28843.019589102532,41897.3398215168
4974,36476.43973281897,42737.73973281897,36010.11493713345,40256.43973281897,37794.92790916834,10302.374675698476,6078.224675698482,31371.36509241414,43775.99333718317,30638.488481595912,23758.5778802368,22868.9278802368,42799.20797271498,31499.877909168335,21739.11509241414,42019.5025898518,-12626.01410473953,39034.13848159592,31588.869055198953,40943.193356187876
4975,39148.25978839844,45400.10978839844,42910.36334110516,42665.00978839844,39404.598007375396,13971.06855696762,6296.318556967613,32214.11478869562,46206.59745528642,31883.20454390187,31740.724794334255,30356.974794334255,44103.163956459786,29229.648007375392,18287.514788695622,43360.423673294354,-7073.879071060481,44397.70454390187,34279.3417778801,38757.13698453216
4976,32738.114556861095,38908.9645568611,40777.880752026635,36730.0645568611,29700.543113095515,7967.43904222385,-2473.460957776151,26415.513460481394,41309.3107525719,29080.993794454105,28435.054290316337,27044.554290316337,36814.22654137458,16184.343113095518,8930.31346048139,33370.37425355578,-11024.080513070912,44638.39379445411,30972.02978700497,29685.65833083283
4977,16939.6406918719,22991.690691871896,28042.855407811898,20467.190691871896,4610.222940420019,-16954.22300955362,-27976.97300955362,5630.120592913612,27795.91644668414,20036.352812042176,12473.898652721233,10759.398652721226,14419.45018735253,-10689.327059579984,-12673.179407086383,10779.833882561696,-27657.44452130241,36523.90281204218,13778.1568575102,10566.96674649587
4978,-4329.196974018443,2114.3530259815598,19738.40325853866,-565.3969740184402,-28093.964435468966,-42460.10287500499,-52668.80287500499,-29690.43518183485,6273.452029083986,4186.951849897909,-5740.466837552682,-7171.466837552682,-10757.097360663422,-43240.96443546897,-47648.13518183486,-21922.500586095965,-49311.90495574233,20341.051849897915,-11701.820156025133,-16330.941478851033
4979,-25232.47861894293,-18582.378618942923,5968.998091930058,-21648.22861894293,-57417.55409100132,-60274.16080641796,-70241.21080641795,-55039.22787832547,-17447.668591491863,-9285.05887032496,-19926.566439431524,-21083.51643943152,-34046.13251085086,-72120.40409100133,-72204.47787832547,-49547.17596612939,-71640.15783577619,5941.591129675042,-36313.51081760622,-36856.74505711756
4980,-38253.532033356605,-31731.6820333566,-1608.359967678276,-34622.032033356605,-78754.12327287951,-76708.59642233035,-86606.79642233034,-72507.87288329768,-35359.70411662389,-21083.030930566187,-28777.102334320254,-29272.55233432025,-50690.54895560723,-92813.02327287951,-89496.27288329767,-71106.33903392777,-84195.18977605514,-6594.830930566182,-54937.564711335464,-52654.81501253153
4981,-46474.16006731239,-39988.760067312396,-12275.031105178525,-43066.760067312396,-90256.87482207111,-82871.80969088987,-91006.90969088988,-81032.01027526215,-43686.987990062975,-28160.59902760802,-39096.45432244612,-39420.45432244612,-56017.664287158375,-102875.32482207112,-96033.21027526216,-89688.55662814276,-104142.40919494112,-15897.199027608018,-66281.17173513438,-59638.4928095222
