"Time (CET/CEST)","BZN|ES > BZN|FR Day Ahead [MW]","BZN|ES > BZN|FR Total [MW]","BZN|FR > BZN|ES Day Ahead [MW]","BZN|FR > BZN|ES Total [MW]"
"28.03.2021 01:00 - 28.03.2021 02:00","0","414","2718","2733"
"28.03.2021 02:00 - 28.03.2021 03:00","","","",""
"28.03.2021 03:00 - 28.03.2021 04:00","0","171","1590","1590"
"28.03.2021 04:00 - 28.03.2021 05:00","0","339","2248","2248"
"28.03.2021 05:00 - 28.03.2021 06:00","0","415","2321","2321"
"28.03.2021 06:00 - 28.03.2021 07:00","0","440","3025","3025"
"28.03.2021 07:00 - 28.03.2021 08:00","0","591","3089","3089"
"28.03.2021 08:00 - 28.03.2021 09:00","0","65","2680","2680"
"28.03.2021 09:00 - 28.03.2021 10:00","0","0","3318","3607"
"28.03.2021 10:00 - 28.03.2021 11:00","0","0","3607","3607"
"28.03.2021 11:00 - 28.03.2021 12:00","0","0","3422","3422"
"28.03.2021 12:00 - 28.03.2021 13:00","0","0","3422","3422"
"28.03.2021 13:00 - 28.03.2021 14:00","0","0","3422","3422"
"28.03.2021 14:00 - 28.03.2021 15:00","0","0","3237","3237"
"28.03.2021 15:00 - 28.03.2021 16:00","0","0","3237","3237"
"28.03.2021 16:00 - 28.03.2021 17:00","0","0","3237","3237"
"28.03.2021 17:00 - 28.03.2021 18:00","0","28","3237","3237"
"28.03.2021 18:00 - 28.03.2021 19:00","0","329","491","491"
"28.03.2021 19:00 - 28.03.2021 20:00","0","763","761","761"
"28.03.2021 20:00 - 28.03.2021 21:00","0","1407","1607","1607"
"28.03.2021 21:00 - 28.03.2021 22:00","0","1186","3328","3328"
"28.03.2021 22:00 - 28.03.2021 23:00","0","1093","2762","2762"
"28.03.2021 23:00 - 29.03.2021 00:00","0","1381","3330","3384"
"29.03.2021 00:00 - 29.03.2021 01:00","0","0","3145","3145"
"29.03.2021 01:00 - 29.03.2021 02:00","0","0","3145","3145"
"29.03.2021 02:00 - 29.03.2021 03:00","0","362","3145","3145"
"29.03.2021 03:00 - 29.03.2021 04:00","0","0","3145","3145"
"29.03.2021 04:00 - 29.03.2021 05:00","0","3","3283","3283"
"29.03.2021 05:00 - 29.03.2021 06:00","0","0","1874","2757"
"29.03.2021 06:00 - 29.03.2021 07:00","140","1731","0","0"
"29.03.2021 07:00 - 29.03.2021 08:00","2400","2400","0","0"
"29.03.2021 08:00 - 29.03.2021 09:00","2400","2400","0","0"
"29.03.2021 09:00 - 29.03.2021 10:00","2400","2400","0","0"
"29.03.2021 10:00 - 29.03.2021 11:00","886","891","0","268"
"29.03.2021 11:00 - 29.03.2021 12:00","0","5","1484","1642"
"29.03.2021 12:00 - 29.03.2021 13:00","0","257","878","878"
"29.03.2021 13:00 - 29.03.2021 14:00","0","3","1559","2020"
"29.03.2021 14:00 - 29.03.2021 15:00","0","0","3237","3237"
"29.03.2021 15:00 - 29.03.2021 16:00","0","0","2565","3237"
"29.03.2021 16:00 - 29.03.2021 17:00","0","0","1663","2796"
"29.03.2021 17:00 - 29.03.2021 18:00","1950","1950","0","1071"
"29.03.2021 18:00 - 29.03.2021 19:00","2960","2960","0","106"
"29.03.2021 19:00 - 29.03.2021 20:00","2960","2960","0","0"
"29.03.2021 20:00 - 29.03.2021 21:00","2837","2837","0","376"
"29.03.2021 21:00 - 29.03.2021 22:00","953","998","0","128"
"29.03.2021 22:00 - 29.03.2021 23:00","846","1015","0","80"
"29.03.2021 23:00 - 30.03.2021 00:00","0","49","483","614"
"30.03.2021 00:00 - 30.03.2021 01:00","0","157","2586","2634"
"30.03.2021 01:00 - 30.03.2021 02:00","0","56","1798","1836"
"30.03.2021 02:00 - 30.03.2021 03:00","0","23","1356","1421"
"30.03.2021 03:00 - 30.03.2021 04:00","0","0","1548","1765"
"30.03.2021 04:00 - 30.03.2021 05:00","0","48","1461","2012"
"30.03.2021 05:00 - 30.03.2021 06:00","0","0","1459","1970"
"30.03.2021 06:00 - 30.03.2021 07:00","2775","2797","0","228"
"30.03.2021 07:00 - 30.03.2021 08:00","2775","2775","0","263"
"30.03.2021 08:00 - 30.03.2021 09:00","2182","2182","0","965"
"30.03.2021 09:00 - 30.03.2021 10:00","1478","1478","0","228"
"30.03.2021 10:00 - 30.03.2021 11:00","0","0","1089","1978"
"30.03.2021 11:00 - 30.03.2021 12:00","0","0","2598","3283"
"30.03.2021 12:00 - 30.03.2021 13:00","0","0","2524","3283"
"30.03.2021 13:00 - 30.03.2021 14:00","0","0","2141","3283"
"30.03.2021 14:00 - 30.03.2021 15:00","0","0","1140","2581"
"30.03.2021 15:00 - 30.03.2021 16:00","88","88","0","1627"
"30.03.2021 16:00 - 30.03.2021 17:00","854","854","0","1141"
"30.03.2021 17:00 - 30.03.2021 18:00","2222","2222","0","1024"
"30.03.2021 18:00 - 30.03.2021 19:00","3422","3422","0","911"
"30.03.2021 19:00 - 30.03.2021 20:00","3422","3422","0","23"
"30.03.2021 20:00 - 30.03.2021 21:00","3422","3422","0","735"
"30.03.2021 21:00 - 30.03.2021 22:00","2556","2556","0","2636"
"30.03.2021 22:00 - 30.03.2021 23:00","1808","1808","0","804"
"30.03.2021 23:00 - 31.03.2021 00:00","1322","1322","0","928"
"31.03.2021 00:00 - 31.03.2021 01:00","0","0","675","1237"
"31.03.2021 01:00 - 31.03.2021 02:00","0","28","1799","1881"
"31.03.2021 02:00 - 31.03.2021 03:00","0","0","1134","1221"
"31.03.2021 03:00 - 31.03.2021 04:00","0","0","935","1047"
"31.03.2021 04:00 - 31.03.2021 05:00","0","0","1089","1428"
"31.03.2021 05:00 - 31.03.2021 06:00","18","32","0","735"
"31.03.2021 06:00 - 31.03.2021 07:00","3191","3191","0","983"
"31.03.2021 07:00 - 31.03.2021 08:00","3191","3191","0","0"
"31.03.2021 08:00 - 31.03.2021 09:00","2372","2385","0","267"
"31.03.2021 09:00 - 31.03.2021 10:00","2332","2332","0","415"
"31.03.2021 10:00 - 31.03.2021 11:00","0","0","927","1295"
"31.03.2021 11:00 - 31.03.2021 12:00","0","76","2884","3249"
"31.03.2021 12:00 - 31.03.2021 13:00","0","0","1562","2162"
"31.03.2021 13:00 - 31.03.2021 14:00","0","0","819","1608"
"31.03.2021 14:00 - 31.03.2021 15:00","593","593","0","550"
"31.03.2021 15:00 - 31.03.2021 16:00","1618","1618","0","487"
"31.03.2021 16:00 - 31.03.2021 17:00","2150","2150","0","202"
"31.03.2021 17:00 - 31.03.2021 18:00","2150","2150","0","213"
"31.03.2021 18:00 - 31.03.2021 19:00","2867","2887","0","20"
"31.03.2021 19:00 - 31.03.2021 20:00","2867","2867","0","0"
"31.03.2021 20:00 - 31.03.2021 21:00","2867","2867","0","0"
"31.03.2021 21:00 - 31.03.2021 22:00","2737","2975","0","108"
"31.03.2021 22:00 - 31.03.2021 23:00","2867","2909","0","42"
"31.03.2021 23:00 - 01.04.2021 00:00","1814","2490","0","37"
"01.04.2021 00:00 - 01.04.2021 01:00","2818","3468","0","0"
"01.04.2021 01:00 - 01.04.2021 02:00","3211","3468","0","0"
"01.04.2021 02:00 - 01.04.2021 03:00","3468","3468","0","0"
"01.04.2021 03:00 - 01.04.2021 04:00","3468","3469","0","1"
"01.04.2021 04:00 - 01.04.2021 05:00","2985","3653","0","0"
"01.04.2021 05:00 - 01.04.2021 06:00","3443","3653","0","0"
"01.04.2021 06:00 - 01.04.2021 07:00","3145","3145","0","0"
"01.04.2021 07:00 - 01.04.2021 08:00","3145","3145","0","0"
"01.04.2021 08:00 - 01.04.2021 09:00","3145","3145","0","0"
"01.04.2021 09:00 - 01.04.2021 10:00","1921","3145","0","0"
"01.04.2021 10:00 - 01.04.2021 11:00","0","1868","783","783"
"01.04.2021 11:00 - 01.04.2021 12:00","0","1840","1555","1555"
"01.04.2021 12:00 - 01.04.2021 13:00","0","1225","1239","1239"
"01.04.2021 13:00 - 01.04.2021 14:00","0","1016","2035","2046"
"01.04.2021 14:00 - 01.04.2021 15:00","0","799","2666","2666"
"01.04.2021 15:00 - 01.04.2021 16:00","0","162","2588","2588"
"01.04.2021 16:00 - 01.04.2021 17:00","0","60","1389","1482"
"01.04.2021 17:00 - 01.04.2021 18:00","0","33","366","410"
"01.04.2021 18:00 - 01.04.2021 19:00","27","47","0","278"
"01.04.2021 19:00 - 01.04.2021 20:00","0","0","31","768"
"01.04.2021 20:00 - 01.04.2021 21:00","0","56","1556","1556"
"01.04.2021 21:00 - 01.04.2021 22:00","0","0","3237","3237"
"01.04.2021 22:00 - 01.04.2021 23:00","0","0","3237","3237"
"01.04.2021 23:00 - 02.04.2021 00:00","0","5","3237","3242"
"02.04.2021 00:00 - 02.04.2021 01:00","0","0","2867","2867"
"02.04.2021 01:00 - 02.04.2021 02:00","0","25","2867","2892"
"02.04.2021 02:00 - 02.04.2021 03:00","0","0","2867","2867"
"02.04.2021 03:00 - 02.04.2021 04:00","0","0","2867","2867"
"02.04.2021 04:00 - 02.04.2021 05:00","0","0","3006","3006"
"02.04.2021 05:00 - 02.04.2021 06:00","0","0","3006","3006"
"02.04.2021 06:00 - 02.04.2021 07:00","0","0","2452","2573"
"02.04.2021 07:00 - 02.04.2021 08:00","1101","1108","0","190"
"02.04.2021 08:00 - 02.04.2021 09:00","387","625","0","201"
"02.04.2021 09:00 - 02.04.2021 10:00","0","473","2626","2626"
"02.04.2021 10:00 - 02.04.2021 11:00","0","505","3330","3330"
"02.04.2021 11:00 - 02.04.2021 12:00","0","867","3283","3283"
"02.04.2021 12:00 - 02.04.2021 13:00","0","207","3283","3299"
"02.04.2021 13:00 - 02.04.2021 14:00","0","0","3283","3283"
"02.04.2021 14:00 - 02.04.2021 15:00","0","0","3283","3283"
"02.04.2021 15:00 - 02.04.2021 16:00","0","0","3283","3283"
"02.04.2021 16:00 - 02.04.2021 17:00","0","0","3283","3283"
"02.04.2021 17:00 - 02.04.2021 18:00","0","0","3283","3283"
"02.04.2021 18:00 - 02.04.2021 19:00","0","892","1805","1805"
"02.04.2021 19:00 - 02.04.2021 20:00","0","1334","2315","2470"
"02.04.2021 20:00 - 02.04.2021 21:00","0","120","3283","3285"
"02.04.2021 21:00 - 02.04.2021 22:00","0","10","3283","3283"
"02.04.2021 22:00 - 02.04.2021 23:00","0","24","3283","3283"
"02.04.2021 23:00 - 03.04.2021 00:00","0","632","3283","3283"
"03.04.2021 00:00 - 03.04.2021 01:00","0","677","2728","2728"
"03.04.2021 01:00 - 03.04.2021 02:00","0","220","2728","2728"
"03.04.2021 02:00 - 03.04.2021 03:00","0","145","2728","2873"
"03.04.2021 03:00 - 03.04.2021 04:00","0","0","2381","2677"
"03.04.2021 04:00 - 03.04.2021 05:00","0","0","1676","2665"
"03.04.2021 05:00 - 03.04.2021 06:00","0","0","759","2090"
"03.04.2021 06:00 - 03.04.2021 07:00","1009","1009","0","874"
"03.04.2021 07:00 - 03.04.2021 08:00","1135","1177","0","0"
"03.04.2021 08:00 - 03.04.2021 09:00","1562","1759","0","76"
"03.04.2021 09:00 - 03.04.2021 10:00","372","700","0","81"
"03.04.2021 10:00 - 03.04.2021 11:00","0","388","257","257"
"03.04.2021 11:00 - 03.04.2021 12:00","0","0","917","2383"
"03.04.2021 12:00 - 03.04.2021 13:00","0","0","1142","2952"
"03.04.2021 13:00 - 03.04.2021 14:00","0","0","2821","3329"
"03.04.2021 14:00 - 03.04.2021 15:00","0","0","2226","2636"
"03.04.2021 15:00 - 03.04.2021 16:00","0","117","928","958"
"03.04.2021 16:00 - 03.04.2021 17:00","0","395","601","605"
"03.04.2021 17:00 - 03.04.2021 18:00","288","288","0","161"
"03.04.2021 18:00 - 03.04.2021 19:00","565","715","0","0"
"03.04.2021 19:00 - 03.04.2021 20:00","2372","2647","0","0"
"03.04.2021 20:00 - 03.04.2021 21:00","1112","1395","0","0"
"03.04.2021 21:00 - 03.04.2021 22:00","0","184","355","384"
"03.04.2021 22:00 - 03.04.2021 23:00","709","997","0","0"
"03.04.2021 23:00 - 04.04.2021 00:00","2352","2880","0","0"
"04.04.2021 00:00 - 04.04.2021 01:00","2821","2821","0","0"
"04.04.2021 01:00 - 04.04.2021 02:00","2821","2821","0","486"
"04.04.2021 02:00 - 04.04.2021 03:00","2821","2821","0","355"
"04.04.2021 03:00 - 04.04.2021 04:00","2821","2821","0","497"
"04.04.2021 04:00 - 04.04.2021 05:00","2671","2671","0","799"
"04.04.2021 05:00 - 04.04.2021 06:00","3238","3238","0","686"
"04.04.2021 06:00 - 04.04.2021 07:00","3653","3653","0","1196"
"04.04.2021 07:00 - 04.04.2021 08:00","3283","3283","0","910"
"04.04.2021 08:00 - 04.04.2021 09:00","3283","3283","0","812"
"04.04.2021 09:00 - 04.04.2021 10:00","3283","3283","0","860"
"04.04.2021 10:00 - 04.04.2021 11:00","0","336","122","192"
"04.04.2021 11:00 - 04.04.2021 12:00","95","713","0","8"
"04.04.2021 12:00 - 04.04.2021 13:00","0","539","484","735"
"04.04.2021 13:00 - 04.04.2021 14:00","0","358","2445","2593"
"04.04.2021 14:00 - 04.04.2021 15:00","0","83","3098","3181"
"04.04.2021 15:00 - 04.04.2021 16:00","0","79","3098","3177"
"04.04.2021 16:00 - 04.04.2021 17:00","0","0","2402","2906"
"04.04.2021 17:00 - 04.04.2021 18:00","0","0","1419","1793"
"04.04.2021 18:00 - 04.04.2021 19:00","0","0","130","1225"
"04.04.2021 19:00 - 04.04.2021 20:00","0","0","414","949"
"04.04.2021 20:00 - 04.04.2021 21:00","0","0","2011","2828"
"04.04.2021 21:00 - 04.04.2021 22:00","0","329","3052","3052"
"04.04.2021 22:00 - 04.04.2021 23:00","0","43","2821","2977"
"04.04.2021 23:00 - 05.04.2021 00:00","0","0","1444","2358"
"05.04.2021 00:00 - 05.04.2021 01:00","0","0","2913","2913"
"05.04.2021 01:00 - 05.04.2021 02:00","0","0","2913","2913"
"05.04.2021 02:00 - 05.04.2021 03:00","0","0","2913","2913"
"05.04.2021 03:00 - 05.04.2021 04:00","0","0","2913","2913"
"05.04.2021 04:00 - 05.04.2021 05:00","0","0","2960","2960"
"05.04.2021 05:00 - 05.04.2021 06:00","0","0","2960","2960"
"05.04.2021 06:00 - 05.04.2021 07:00","0","0","2960","2960"
"05.04.2021 07:00 - 05.04.2021 08:00","0","0","3561","3561"
"05.04.2021 08:00 - 05.04.2021 09:00","0","0","3561","3561"
"05.04.2021 09:00 - 05.04.2021 10:00","0","0","3561","3561"
"05.04.2021 10:00 - 05.04.2021 11:00","0","0","3561","3561"
"05.04.2021 11:00 - 05.04.2021 12:00","0","0","3468","3468"
"05.04.2021 12:00 - 05.04.2021 13:00","0","0","3468","3468"
"05.04.2021 13:00 - 05.04.2021 14:00","0","0","3468","3468"
"05.04.2021 14:00 - 05.04.2021 15:00","0","0","3098","3098"
"05.04.2021 15:00 - 05.04.2021 16:00","0","0","3098","3098"
"05.04.2021 16:00 - 05.04.2021 17:00","0","0","3098","3098"
"05.04.2021 17:00 - 05.04.2021 18:00","0","0","3098","3098"
"05.04.2021 18:00 - 05.04.2021 19:00","0","857","3145","3145"
"05.04.2021 19:00 - 05.04.2021 20:00","0","664","3145","3145"
"05.04.2021 20:00 - 05.04.2021 21:00","0","299","2401","2402"
"05.04.2021 21:00 - 05.04.2021 22:00","0","0","1698","1949"
"05.04.2021 22:00 - 05.04.2021 23:00","0","1074","373","387"
"05.04.2021 23:00 - 06.04.2021 00:00","1764","1796","0","0"
"06.04.2021 00:00 - 06.04.2021 01:00","0","578","239","239"
"06.04.2021 01:00 - 06.04.2021 02:00","0","683","2005","2005"
"06.04.2021 02:00 - 06.04.2021 03:00","0","1095","1522","1522"
"06.04.2021 03:00 - 06.04.2021 04:00","0","869","1678","1678"
"06.04.2021 04:00 - 06.04.2021 05:00","0","365","1737","1737"
"06.04.2021 05:00 - 06.04.2021 06:00","0","1368","1905","1905"
"06.04.2021 06:00 - 06.04.2021 07:00","1035","2543","0","0"
"06.04.2021 07:00 - 06.04.2021 08:00","2543","2543","0","0"
"06.04.2021 08:00 - 06.04.2021 09:00","2543","2543","0","0"
"06.04.2021 09:00 - 06.04.2021 10:00","2543","2543","0","0"
"06.04.2021 10:00 - 06.04.2021 11:00","2543","2543","0","0"
"06.04.2021 11:00 - 06.04.2021 12:00","1950","1950","0","0"
"06.04.2021 12:00 - 06.04.2021 13:00","1950","1950","0","0"
"06.04.2021 13:00 - 06.04.2021 14:00","1950","1950","0","0"
"06.04.2021 14:00 - 06.04.2021 15:00","1542","1950","0","0"
"06.04.2021 15:00 - 06.04.2021 16:00","429","2050","0","0"
"06.04.2021 16:00 - 06.04.2021 17:00","582","1985","0","0"
"06.04.2021 17:00 - 06.04.2021 18:00","646","2050","0","0"
"06.04.2021 18:00 - 06.04.2021 19:00","2083","2728","0","0"
"06.04.2021 19:00 - 06.04.2021 20:00","2728","2728","0","0"
"06.04.2021 20:00 - 06.04.2021 21:00","2728","2728","0","0"
"06.04.2021 21:00 - 06.04.2021 22:00","1832","2728","0","0"
"06.04.2021 22:00 - 06.04.2021 23:00","1847","2728","0","0"
"06.04.2021 23:00 - 07.04.2021 00:00","2247","2728","0","0"
"07.04.2021 00:00 - 07.04.2021 01:00","3052","3052","0","0"
"07.04.2021 01:00 - 07.04.2021 02:00","2554","3052","0","0"
"07.04.2021 02:00 - 07.04.2021 03:00","2679","3052","0","0"
"07.04.2021 03:00 - 07.04.2021 04:00","2495","2913","0","0"
"07.04.2021 04:00 - 07.04.2021 05:00","2597","2913","0","0"
"07.04.2021 05:00 - 07.04.2021 06:00","2913","2913","0","0"
"07.04.2021 06:00 - 07.04.2021 07:00","2000","2000","0","0"
"07.04.2021 07:00 - 07.04.2021 08:00","2000","2000","0","0"
"07.04.2021 08:00 - 07.04.2021 09:00","2000","2000","0","0"
"07.04.2021 09:00 - 07.04.2021 10:00","2000","2000","0","0"
"07.04.2021 10:00 - 07.04.2021 11:00","2000","2000","0","0"
"07.04.2021 11:00 - 07.04.2021 12:00","1410","1800","0","0"
"07.04.2021 12:00 - 07.04.2021 13:00","649","1595","0","0"
"07.04.2021 13:00 - 07.04.2021 14:00","274","448","0","0"
"07.04.2021 14:00 - 07.04.2021 15:00","0","386","559","559"
"07.04.2021 15:00 - 07.04.2021 16:00","0","303","1259","1259"
"07.04.2021 16:00 - 07.04.2021 17:00","0","525","1367","1398"
"07.04.2021 17:00 - 07.04.2021 18:00","0","54","448","525"
"07.04.2021 18:00 - 07.04.2021 19:00","1885","2132","0","0"
"07.04.2021 19:00 - 07.04.2021 20:00","2682","2687","0","5"
"07.04.2021 20:00 - 07.04.2021 21:00","2682","2682","0","6"
"07.04.2021 21:00 - 07.04.2021 22:00","1387","2131","0","5"
"07.04.2021 22:00 - 07.04.2021 23:00","2682","2682","0","0"
"07.04.2021 23:00 - 08.04.2021 00:00","2682","2682","0","0"
"08.04.2021 00:00 - 08.04.2021 01:00","1091","2821","0","0"
"08.04.2021 01:00 - 08.04.2021 02:00","636","2189","0","0"
"08.04.2021 02:00 - 08.04.2021 03:00","735","2063","0","0"
"08.04.2021 03:00 - 08.04.2021 04:00","555","1723","0","0"
"08.04.2021 04:00 - 08.04.2021 05:00","0","1284","146","146"
"08.04.2021 05:00 - 08.04.2021 06:00","432","1394","0","0"
"08.04.2021 06:00 - 08.04.2021 07:00","1617","2382","0","0"
"08.04.2021 07:00 - 08.04.2021 08:00","2450","2450","0","0"
"08.04.2021 08:00 - 08.04.2021 09:00","2450","2450","0","0"
"08.04.2021 09:00 - 08.04.2021 10:00","2450","2450","0","202"
"08.04.2021 10:00 - 08.04.2021 11:00","112","1139","0","8"
"08.04.2021 11:00 - 08.04.2021 12:00","0","758","1576","1599"
"08.04.2021 12:00 - 08.04.2021 13:00","0","109","1618","1618"
"08.04.2021 13:00 - 08.04.2021 14:00","0","18","1463","1493"
"08.04.2021 14:00 - 08.04.2021 15:00","0","346","758","770"
"08.04.2021 15:00 - 08.04.2021 16:00","0","21","640","684"
"08.04.2021 16:00 - 08.04.2021 17:00","0","0","364","573"
"08.04.2021 17:00 - 08.04.2021 18:00","495","515","0","173"
"08.04.2021 18:00 - 08.04.2021 19:00","2157","2415","0","11"
"08.04.2021 19:00 - 08.04.2021 20:00","2636","2636","0","221"
"08.04.2021 20:00 - 08.04.2021 21:00","2636","2636","0","261"
"08.04.2021 21:00 - 08.04.2021 22:00","0","334","342","342"
"08.04.2021 22:00 - 08.04.2021 23:00","0","1300","767","767"
"08.04.2021 23:00 - 09.04.2021 00:00","0","790","720","720"
"09.04.2021 00:00 - 09.04.2021 01:00","1333","1333","0","485"
"09.04.2021 01:00 - 09.04.2021 02:00","0","138","319","328"
"09.04.2021 02:00 - 09.04.2021 03:00","161","311","0","24"
"09.04.2021 03:00 - 09.04.2021 04:00","144","234","0","23"
"09.04.2021 04:00 - 09.04.2021 05:00","0","247","234","255"
"09.04.2021 05:00 - 09.04.2021 06:00","916","1111","0","0"
"09.04.2021 06:00 - 09.04.2021 07:00","2775","2775","0","27"
"09.04.2021 07:00 - 09.04.2021 08:00","2775","2775","0","0"
"09.04.2021 08:00 - 09.04.2021 09:00","2083","2182","0","55"
"09.04.2021 09:00 - 09.04.2021 10:00","2677","2677","0","336"
"09.04.2021 10:00 - 09.04.2021 11:00","1857","1857","0","451"
"09.04.2021 11:00 - 09.04.2021 12:00","646","646","0","81"
"09.04.2021 12:00 - 09.04.2021 13:00","0","434","1060","1088"
"09.04.2021 13:00 - 09.04.2021 14:00","0","502","2080","2117"
"09.04.2021 14:00 - 09.04.2021 15:00","0","952","2047","2047"
"09.04.2021 15:00 - 09.04.2021 16:00","0","381","1578","1684"
"09.04.2021 16:00 - 09.04.2021 17:00","0","230","2116","2175"
"09.04.2021 17:00 - 09.04.2021 18:00","238","238","0","1113"
"09.04.2021 18:00 - 09.04.2021 19:00","1920","1920","0","1105"
"09.04.2021 19:00 - 09.04.2021 20:00","2960","2960","0","459"
"09.04.2021 20:00 - 09.04.2021 21:00","2960","2960","0","1194"
"09.04.2021 21:00 - 09.04.2021 22:00","0","0","537","1246"
"09.04.2021 22:00 - 09.04.2021 23:00","0","0","476","797"
"09.04.2021 23:00 - 10.04.2021 00:00","0","0","928","1089"
"10.04.2021 00:00 - 10.04.2021 01:00","0","26","2772","2791"
"10.04.2021 01:00 - 10.04.2021 02:00","0","0","2960","2960"
"10.04.2021 02:00 - 10.04.2021 03:00","0","0","2960","2960"
"10.04.2021 03:00 - 10.04.2021 04:00","0","0","2960","2960"
"10.04.2021 04:00 - 10.04.2021 05:00","0","348","3006","3006"
"10.04.2021 05:00 - 10.04.2021 06:00","0","96","3006","3006"
"10.04.2021 06:00 - 10.04.2021 07:00","0","595","3006","3006"
"10.04.2021 07:00 - 10.04.2021 08:00","0","1154","3006","3006"
"10.04.2021 08:00 - 10.04.2021 09:00","0","1638","3006","3006"
"10.04.2021 09:00 - 10.04.2021 10:00","0","1515","3006","3006"
"10.04.2021 10:00 - 10.04.2021 11:00","0","252","3006","3022"
"10.04.2021 11:00 - 10.04.2021 12:00","0","10","3006","3016"
"10.04.2021 12:00 - 10.04.2021 13:00","0","65","3006","3006"
"10.04.2021 13:00 - 10.04.2021 14:00","0","6","3006","3012"
"10.04.2021 14:00 - 10.04.2021 15:00","0","0","2960","2960"
"10.04.2021 15:00 - 10.04.2021 16:00","0","279","2960","2960"
"10.04.2021 16:00 - 10.04.2021 17:00","0","676","2960","2960"
"10.04.2021 17:00 - 10.04.2021 18:00","0","350","1857","1882"
"10.04.2021 18:00 - 10.04.2021 19:00","0","381","204","204"
"10.04.2021 19:00 - 10.04.2021 20:00","0","354","68","68"
"10.04.2021 20:00 - 10.04.2021 21:00","0","870","3145","3145"
"10.04.2021 21:00 - 10.04.2021 22:00","0","618","3145","3145"
"10.04.2021 22:00 - 10.04.2021 23:00","0","596","3145","3145"
"10.04.2021 23:00 - 11.04.2021 00:00","0","248","3145","3145"
"11.04.2021 00:00 - 11.04.2021 01:00","0","107","2636","2636"
"11.04.2021 01:00 - 11.04.2021 02:00","0","13","2636","2649"
"11.04.2021 02:00 - 11.04.2021 03:00","0","17","2349","2481"
"11.04.2021 03:00 - 11.04.2021 04:00","0","2","2407","2565"
"11.04.2021 04:00 - 11.04.2021 05:00","0","0","2682","2682"
"11.04.2021 05:00 - 11.04.2021 06:00","0","114","2492","2492"
"11.04.2021 06:00 - 11.04.2021 07:00","0","0","2187","2246"
"11.04.2021 07:00 - 11.04.2021 08:00","0","400","2417","2417"
"11.04.2021 08:00 - 11.04.2021 09:00","0","423","2091","2091"
"11.04.2021 09:00 - 11.04.2021 10:00","0","282","1407","1407"
"11.04.2021 10:00 - 11.04.2021 11:00","0","0","131","150"
"11.04.2021 11:00 - 11.04.2021 12:00","0","0","353","478"
"11.04.2021 12:00 - 11.04.2021 13:00","918","918","0","363"
"11.04.2021 13:00 - 11.04.2021 14:00","0","171","148","148"
"11.04.2021 14:00 - 11.04.2021 15:00","0","330","21","80"
"11.04.2021 15:00 - 11.04.2021 16:00","2266","2266","0","443"
"11.04.2021 16:00 - 11.04.2021 17:00","3145","3287","0","351"
"11.04.2021 17:00 - 11.04.2021 18:00","2775","2775","0","133"
"11.04.2021 18:00 - 11.04.2021 19:00","2775","2775","0","23"
"11.04.2021 19:00 - 11.04.2021 20:00","2775","2775","0","0"
"11.04.2021 20:00 - 11.04.2021 21:00","2775","2775","0","0"
"11.04.2021 21:00 - 11.04.2021 22:00","2094","2775","0","0"
"11.04.2021 22:00 - 11.04.2021 23:00","2665","2776","0","1"
"11.04.2021 23:00 - 12.04.2021 00:00","2775","2775","0","0"
"12.04.2021 00:00 - 12.04.2021 01:00","3422","3422","0","0"
"12.04.2021 01:00 - 12.04.2021 02:00","3422","3422","0","0"
"12.04.2021 02:00 - 12.04.2021 03:00","3422","3422","0","0"
"12.04.2021 03:00 - 12.04.2021 04:00","3283","3283","0","0"
"12.04.2021 04:00 - 12.04.2021 05:00","3283","3296","0","13"
"12.04.2021 05:00 - 12.04.2021 06:00","3283","3283","0","0"
"12.04.2021 06:00 - 12.04.2021 07:00","2775","2775","0","0"
"12.04.2021 07:00 - 12.04.2021 08:00","2775","2775","0","0"
"12.04.2021 08:00 - 12.04.2021 09:00","2775","2775","0","0"
"12.04.2021 09:00 - 12.04.2021 10:00","2775","2775","0","0"
"12.04.2021 10:00 - 12.04.2021 11:00","2775","2775","0","0"
"12.04.2021 11:00 - 12.04.2021 12:00","2200","2200","0","0"
"12.04.2021 12:00 - 12.04.2021 13:00","2200","2200","0","0"
"12.04.2021 13:00 - 12.04.2021 14:00","2200","2200","0","0"
"12.04.2021 14:00 - 12.04.2021 15:00","2183","2205","0","5"
"12.04.2021 15:00 - 12.04.2021 16:00","1619","2350","0","0"
"12.04.2021 16:00 - 12.04.2021 17:00","888","2350","0","0"
"12.04.2021 17:00 - 12.04.2021 18:00","1288","2350","0","0"
"12.04.2021 18:00 - 12.04.2021 19:00","2543","2543","0","0"
"12.04.2021 19:00 - 12.04.2021 20:00","2543","2543","0","0"
"12.04.2021 20:00 - 12.04.2021 21:00","2543","2543","0","176"
"12.04.2021 21:00 - 12.04.2021 22:00","347","993","0","0"
"12.04.2021 22:00 - 12.04.2021 23:00","730","1954","0","0"
"12.04.2021 23:00 - 13.04.2021 00:00","2204","2543","0","0"
"13.04.2021 00:00 - 13.04.2021 01:00","419","491","0","0"
"13.04.2021 01:00 - 13.04.2021 02:00","0","795","43","43"
"13.04.2021 02:00 - 13.04.2021 03:00","0","648","250","255"
"13.04.2021 03:00 - 13.04.2021 04:00","0","623","441","441"
"13.04.2021 04:00 - 13.04.2021 05:00","0","1167","1175","1175"
"13.04.2021 05:00 - 13.04.2021 06:00","0","882","395","395"
