"Time (CET/CEST)","BZN|ES > BZN|FR Day Ahead [MW]","BZN|ES > BZN|FR Total [MW]","BZN|FR > BZN|ES Day Ahead [MW]","BZN|FR > BZN|ES Total [MW]"
"07.01.2021 21:00 - 07.01.2021 22:00","0","0","3052","3052"
"07.01.2021 22:00 - 07.01.2021 23:00","0","0","3052","3052"
"07.01.2021 23:00 - 08.01.2021 00:00","0","0","3052","3052"
"08.01.2021 00:00 - 08.01.2021 01:00","0","0","2867","2867"
"08.01.2021 01:00 - 08.01.2021 02:00","0","0","2867","2867"
"08.01.2021 02:00 - 08.01.2021 03:00","0","13","2867","2867"
"08.01.2021 03:00 - 08.01.2021 04:00","0","72","2867","2867"
"08.01.2021 04:00 - 08.01.2021 05:00","0","379","3145","3167"
"08.01.2021 05:00 - 08.01.2021 06:00","0","244","3145","3145"
"08.01.2021 06:00 - 08.01.2021 07:00","0","296","3145","3145"
"08.01.2021 07:00 - 08.01.2021 08:00","0","777","2860","2860"
"08.01.2021 08:00 - 08.01.2021 09:00","0","179","2961","2961"
"08.01.2021 09:00 - 08.01.2021 10:00","0","0","2876","3548"
"08.01.2021 10:00 - 08.01.2021 11:00","0","9","3607","3616"
"08.01.2021 11:00 - 08.01.2021 12:00","0","392","3607","3607"
"08.01.2021 12:00 - 08.01.2021 13:00","0","168","3700","3700"
"08.01.2021 13:00 - 08.01.2021 14:00","0","3","3700","3703"
"08.01.2021 14:00 - 08.01.2021 15:00","0","0","3700","3700"
"08.01.2021 15:00 - 08.01.2021 16:00","0","0","3700","3700"
"08.01.2021 16:00 - 08.01.2021 17:00","0","61","3700","3761"
"08.01.2021 17:00 - 08.01.2021 18:00","0","0","1520","1781"
"08.01.2021 18:00 - 08.01.2021 19:00","0","185","1899","1955"
"08.01.2021 19:00 - 08.01.2021 20:00","0","0","2401","2878"
"08.01.2021 20:00 - 08.01.2021 21:00","0","0","3700","3700"
"08.01.2021 21:00 - 08.01.2021 22:00","0","0","3700","3700"
"08.01.2021 22:00 - 08.01.2021 23:00","0","0","3700","3700"
"08.01.2021 23:00 - 09.01.2021 00:00","0","0","3700","3700"
"09.01.2021 00:00 - 09.01.2021 01:00","0","0","3283","3283"
"09.01.2021 01:00 - 09.01.2021 02:00","0","0","3283","3283"
"09.01.2021 02:00 - 09.01.2021 03:00","0","93","2836","2836"
"09.01.2021 03:00 - 09.01.2021 04:00","0","16","2296","2297"
"09.01.2021 04:00 - 09.01.2021 05:00","0","823","3219","3219"
"09.01.2021 05:00 - 09.01.2021 06:00","0","914","3133","3133"
"09.01.2021 06:00 - 09.01.2021 07:00","0","270","2597","2597"
"09.01.2021 07:00 - 09.01.2021 08:00","0","590","2326","2326"
"09.01.2021 08:00 - 09.01.2021 09:00","0","807","3098","3098"
"09.01.2021 09:00 - 09.01.2021 10:00","0","0","3098","3098"
"09.01.2021 10:00 - 09.01.2021 11:00","0","0","3098","3098"
"09.01.2021 11:00 - 09.01.2021 12:00","0","0","3098","3098"
"09.01.2021 12:00 - 09.01.2021 13:00","0","0","3515","3515"
"09.01.2021 13:00 - 09.01.2021 14:00","0","0","3515","3515"
"09.01.2021 14:00 - 09.01.2021 15:00","0","0","3376","3376"
"09.01.2021 15:00 - 09.01.2021 16:00","0","0","3376","3376"
"09.01.2021 16:00 - 09.01.2021 17:00","0","0","3376","3376"
"09.01.2021 17:00 - 09.01.2021 18:00","0","8","3052","3060"
"09.01.2021 18:00 - 09.01.2021 19:00","0","0","3052","3052"
"09.01.2021 19:00 - 09.01.2021 20:00","0","0","3052","3052"
"09.01.2021 20:00 - 09.01.2021 21:00","0","0","3052","3052"
"09.01.2021 21:00 - 09.01.2021 22:00","0","0","3052","3052"
"09.01.2021 22:00 - 09.01.2021 23:00","0","0","3052","3052"
"09.01.2021 23:00 - 10.01.2021 00:00","0","0","3052","3052"
"10.01.2021 00:00 - 10.01.2021 01:00","0","0","2913","2913"
"10.01.2021 01:00 - 10.01.2021 02:00","0","113","2794","2815"
"10.01.2021 02:00 - 10.01.2021 03:00","0","26","1553","1553"
"10.01.2021 03:00 - 10.01.2021 04:00","0","831","2100","2100"
"10.01.2021 04:00 - 10.01.2021 05:00","0","1187","1488","1488"
"10.01.2021 05:00 - 10.01.2021 06:00","0","1002","1598","1626"
"10.01.2021 06:00 - 10.01.2021 07:00","0","9","1179","1297"
"10.01.2021 07:00 - 10.01.2021 08:00","0","835","2160","2160"
"10.01.2021 08:00 - 10.01.2021 09:00","0","1076","1917","1917"
"10.01.2021 09:00 - 10.01.2021 10:00","0","391","2329","2331"
"10.01.2021 10:00 - 10.01.2021 11:00","0","300","3052","3052"
"10.01.2021 11:00 - 10.01.2021 12:00","0","207","2459","2459"
"10.01.2021 12:00 - 10.01.2021 13:00","0","0","2287","2418"
"10.01.2021 13:00 - 10.01.2021 14:00","0","130","3263","3341"
"10.01.2021 14:00 - 10.01.2021 15:00","0","44","3422","3466"
"10.01.2021 15:00 - 10.01.2021 16:00","0","236","3607","3607"
"10.01.2021 16:00 - 10.01.2021 17:00","0","325","3385","3385"
"10.01.2021 17:00 - 10.01.2021 18:00","0","18","2682","2698"
"10.01.2021 18:00 - 10.01.2021 19:00","0","0","2682","2682"
"10.01.2021 19:00 - 10.01.2021 20:00","0","0","2682","2682"
"10.01.2021 20:00 - 10.01.2021 21:00","0","0","2682","2682"
"10.01.2021 21:00 - 10.01.2021 22:00","0","0","2682","2682"
"10.01.2021 22:00 - 10.01.2021 23:00","0","0","2682","2682"
"10.01.2021 23:00 - 11.01.2021 00:00","0","0","2682","2682"
"11.01.2021 00:00 - 11.01.2021 01:00","0","0","659","1059"
"11.01.2021 01:00 - 11.01.2021 02:00","0","0","384","899"
"11.01.2021 02:00 - 11.01.2021 03:00","0","0","247","645"
"11.01.2021 03:00 - 11.01.2021 04:00","0","0","1127","1255"
"11.01.2021 04:00 - 11.01.2021 05:00","0","5","1243","1490"
"11.01.2021 05:00 - 11.01.2021 06:00","0","0","392","436"
"11.01.2021 06:00 - 11.01.2021 07:00","674","674","0","828"
"11.01.2021 07:00 - 11.01.2021 08:00","0","0","2054","2502"
"11.01.2021 08:00 - 11.01.2021 09:00","0","0","3376","3376"
"11.01.2021 09:00 - 11.01.2021 10:00","0","0","3376","3376"
"11.01.2021 10:00 - 11.01.2021 11:00","0","5","3376","3376"
"11.01.2021 11:00 - 11.01.2021 12:00","0","0","3191","3191"
"11.01.2021 12:00 - 11.01.2021 13:00","0","0","3191","3191"
"11.01.2021 13:00 - 11.01.2021 14:00","0","0","3191","3191"
"11.01.2021 14:00 - 11.01.2021 15:00","0","0","3191","3191"
"11.01.2021 15:00 - 11.01.2021 16:00","0","0","3468","3468"
"11.01.2021 16:00 - 11.01.2021 17:00","0","0","3468","3468"
"11.01.2021 17:00 - 11.01.2021 18:00","0","0","3376","3376"
"11.01.2021 18:00 - 11.01.2021 19:00","0","0","3376","3376"
"11.01.2021 19:00 - 11.01.2021 20:00","0","0","3376","3376"
"11.01.2021 20:00 - 11.01.2021 21:00","0","0","3376","3376"
"11.01.2021 21:00 - 11.01.2021 22:00","0","0","3376","3376"
"11.01.2021 22:00 - 11.01.2021 23:00","0","0","3376","3376"
"11.01.2021 23:00 - 12.01.2021 00:00","0","0","3376","3376"
"12.01.2021 00:00 - 12.01.2021 01:00","0","0","2497","2497"
"12.01.2021 01:00 - 12.01.2021 02:00","0","0","2497","2497"
"12.01.2021 02:00 - 12.01.2021 03:00","0","0","2497","2497"
"12.01.2021 03:00 - 12.01.2021 04:00","0","5","2497","2497"
"12.01.2021 04:00 - 12.01.2021 05:00","0","2","2728","2728"
"12.01.2021 05:00 - 12.01.2021 06:00","0","0","2728","2728"
"12.01.2021 06:00 - 12.01.2021 07:00","0","0","1600","1600"
"12.01.2021 07:00 - 12.01.2021 08:00","0","0","1600","1600"
"12.01.2021 08:00 - 12.01.2021 09:00","0","0","1600","1600"
"12.01.2021 09:00 - 12.01.2021 10:00","0","0","1600","1600"
"12.01.2021 10:00 - 12.01.2021 11:00","0","0","1600","1600"
"12.01.2021 11:00 - 12.01.2021 12:00","0","0","1600","1600"
"12.01.2021 12:00 - 12.01.2021 13:00","0","0","2000","2000"
"12.01.2021 13:00 - 12.01.2021 14:00","0","0","2000","2000"
"12.01.2021 14:00 - 12.01.2021 15:00","0","513","2000","2000"
"12.01.2021 15:00 - 12.01.2021 16:00","0","852","3237","3237"
"12.01.2021 16:00 - 12.01.2021 17:00","0","294","3237","3237"
"12.01.2021 17:00 - 12.01.2021 18:00","0","1454","3237","3237"
"12.01.2021 18:00 - 12.01.2021 19:00","0","1234","3607","3607"
"12.01.2021 19:00 - 12.01.2021 20:00","0","149","3607","3607"
"12.01.2021 20:00 - 12.01.2021 21:00","0","0","3607","3607"
"12.01.2021 21:00 - 12.01.2021 22:00","0","0","3607","3607"
"12.01.2021 22:00 - 12.01.2021 23:00","0","0","3607","3607"
"12.01.2021 23:00 - 13.01.2021 00:00","0","0","3607","3607"
"13.01.2021 00:00 - 13.01.2021 01:00","0","416","2682","2682"
"13.01.2021 01:00 - 13.01.2021 02:00","0","74","2682","2682"
"13.01.2021 02:00 - 13.01.2021 03:00","0","0","2682","2682"
"13.01.2021 03:00 - 13.01.2021 04:00","0","0","2682","2682"
"13.01.2021 04:00 - 13.01.2021 05:00","0","72","3052","3053"
"13.01.2021 05:00 - 13.01.2021 06:00","0","241","3052","3052"
"13.01.2021 06:00 - 13.01.2021 07:00","0","614","3052","3052"
"13.01.2021 07:00 - 13.01.2021 08:00","0","613","3330","3331"
"13.01.2021 08:00 - 13.01.2021 09:00","0","406","3330","3330"
"13.01.2021 09:00 - 13.01.2021 10:00","0","572","3330","3336"
"13.01.2021 10:00 - 13.01.2021 11:00","0","8","3330","3333"
"13.01.2021 11:00 - 13.01.2021 12:00","0","19","3330","3332"
"13.01.2021 12:00 - 13.01.2021 13:00","0","0","3607","3607"
"13.01.2021 13:00 - 13.01.2021 14:00","0","269","3607","3607"
"13.01.2021 14:00 - 13.01.2021 15:00","0","55","3607","3642"
"13.01.2021 15:00 - 13.01.2021 16:00","0","24","3653","3653"
"13.01.2021 16:00 - 13.01.2021 17:00","0","107","3653","3653"
"13.01.2021 17:00 - 13.01.2021 18:00","0","47","3515","3515"
"13.01.2021 18:00 - 13.01.2021 19:00","0","0","3515","3515"
"13.01.2021 19:00 - 13.01.2021 20:00","0","0","3515","3515"
"13.01.2021 20:00 - 13.01.2021 21:00","0","0","3515","3515"
"13.01.2021 21:00 - 13.01.2021 22:00","0","0","3515","3515"
"13.01.2021 22:00 - 13.01.2021 23:00","0","0","3515","3515"
"13.01.2021 23:00 - 14.01.2021 00:00","0","44","3515","3515"
"14.01.2021 00:00 - 14.01.2021 01:00","0","0","2682","2682"
"14.01.2021 01:00 - 14.01.2021 02:00","0","0","2682","2682"
"14.01.2021 02:00 - 14.01.2021 03:00","0","0","2682","2682"
"14.01.2021 03:00 - 14.01.2021 04:00","0","0","2682","2682"
"14.01.2021 04:00 - 14.01.2021 05:00","0","0","2960","2960"
"14.01.2021 05:00 - 14.01.2021 06:00","0","0","2960","2960"
"14.01.2021 06:00 - 14.01.2021 07:00","0","0","2960","2960"
"14.01.2021 07:00 - 14.01.2021 08:00","0","0","3561","3561"
"14.01.2021 08:00 - 14.01.2021 09:00","0","0","3561","3561"
"14.01.2021 09:00 - 14.01.2021 10:00","0","0","3561","3561"
"14.01.2021 10:00 - 14.01.2021 11:00","0","0","3561","3561"
"14.01.2021 11:00 - 14.01.2021 12:00","0","0","3561","3561"
"14.01.2021 12:00 - 14.01.2021 13:00","0","0","3338","3528"
"14.01.2021 13:00 - 14.01.2021 14:00","0","320","3607","3607"
"14.01.2021 14:00 - 14.01.2021 15:00","0","245","3607","3607"
"14.01.2021 15:00 - 14.01.2021 16:00","0","315","3607","3607"
"14.01.2021 16:00 - 14.01.2021 17:00","0","60","3607","3607"
"14.01.2021 17:00 - 14.01.2021 18:00","0","0","2649","3346"
"14.01.2021 18:00 - 14.01.2021 19:00","0","0","3468","3468"
"14.01.2021 19:00 - 14.01.2021 20:00","0","1","3468","3469"
"14.01.2021 20:00 - 14.01.2021 21:00","0","0","3468","3468"
"14.01.2021 21:00 - 14.01.2021 22:00","0","0","3468","3468"
"14.01.2021 22:00 - 14.01.2021 23:00","0","0","3468","3468"
"14.01.2021 23:00 - 15.01.2021 00:00","0","0","3468","3468"
"15.01.2021 00:00 - 15.01.2021 01:00","0","0","2775","2775"
"15.01.2021 01:00 - 15.01.2021 02:00","0","0","2775","2775"
"15.01.2021 02:00 - 15.01.2021 03:00","0","0","2775","2775"
"15.01.2021 03:00 - 15.01.2021 04:00","0","0","2775","2775"
"15.01.2021 04:00 - 15.01.2021 05:00","0","0","3098","3098"
"15.01.2021 05:00 - 15.01.2021 06:00","0","33","3098","3098"
"15.01.2021 06:00 - 15.01.2021 07:00","0","355","2306","2309"
"15.01.2021 07:00 - 15.01.2021 08:00","0","525","2369","2369"
"15.01.2021 08:00 - 15.01.2021 09:00","0","395","1577","1836"
"15.01.2021 09:00 - 15.01.2021 10:00","0","0","906","1919"
"15.01.2021 10:00 - 15.01.2021 11:00","0","0","1800","2867"
"15.01.2021 11:00 - 15.01.2021 12:00","0","0","1599","2856"
"15.01.2021 12:00 - 15.01.2021 13:00","0","706","2640","2769"
"15.01.2021 13:00 - 15.01.2021 14:00","0","1366","2705","2705"
"15.01.2021 14:00 - 15.01.2021 15:00","0","484","2829","2829"
"15.01.2021 15:00 - 15.01.2021 16:00","0","0","1731","1909"
"15.01.2021 16:00 - 15.01.2021 17:00","0","145","1862","1862"
"15.01.2021 17:00 - 15.01.2021 18:00","0","609","505","505"
"15.01.2021 18:00 - 15.01.2021 19:00","0","194","1547","1547"
"15.01.2021 19:00 - 15.01.2021 20:00","0","18","3561","3579"
"15.01.2021 20:00 - 15.01.2021 21:00","0","0","3561","3561"
"15.01.2021 21:00 - 15.01.2021 22:00","0","34","3561","3561"
"15.01.2021 22:00 - 15.01.2021 23:00","0","173","3561","3561"
"15.01.2021 23:00 - 16.01.2021 00:00","0","35","3561","3561"
"16.01.2021 00:00 - 16.01.2021 01:00","0","260","2394","2394"
"16.01.2021 01:00 - 16.01.2021 02:00","0","99","2238","2238"
"16.01.2021 02:00 - 16.01.2021 03:00","0","114","2289","2301"
"16.01.2021 03:00 - 16.01.2021 04:00","0","196","2950","2950"
"16.01.2021 04:00 - 16.01.2021 05:00","0","72","3052","3055"
"16.01.2021 05:00 - 16.01.2021 06:00","0","15","3052","3067"
"16.01.2021 06:00 - 16.01.2021 07:00","0","6","3052","3058"
"16.01.2021 07:00 - 16.01.2021 08:00","0","88","3052","3057"
"16.01.2021 08:00 - 16.01.2021 09:00","0","507","2688","2714"
"16.01.2021 09:00 - 16.01.2021 10:00","0","599","3561","3561"
"16.01.2021 10:00 - 16.01.2021 11:00","0","171","3561","3629"
"16.01.2021 11:00 - 16.01.2021 12:00","0","254","3561","3561"
"16.01.2021 12:00 - 16.01.2021 13:00","0","77","3653","3730"
"16.01.2021 13:00 - 16.01.2021 14:00","0","46","3653","3699"
"16.01.2021 14:00 - 16.01.2021 15:00","0","0","3653","3653"
"16.01.2021 15:00 - 16.01.2021 16:00","0","0","3653","3653"
"16.01.2021 16:00 - 16.01.2021 17:00","0","16","3653","3669"
"16.01.2021 17:00 - 16.01.2021 18:00","0","30","3515","3545"
"16.01.2021 18:00 - 16.01.2021 19:00","0","16","3515","3516"
"16.01.2021 19:00 - 16.01.2021 20:00","0","0","3515","3515"
"16.01.2021 20:00 - 16.01.2021 21:00","0","0","3515","3515"
"16.01.2021 21:00 - 16.01.2021 22:00","0","0","3515","3515"
"16.01.2021 22:00 - 16.01.2021 23:00","0","0","3515","3515"
"16.01.2021 23:00 - 17.01.2021 00:00","0","0","3515","3515"
