"Time (CET/CEST)","BZN|ES > BZN|FR Day Ahead [MW]","BZN|ES > BZN|FR Total [MW]","BZN|FR > BZN|ES Day Ahead [MW]","BZN|FR > BZN|ES Total [MW]"
"02.01.2018 02:00 - 02.01.2018 03:00","n/e","1871","n/e","200"
"02.01.2018 03:00 - 02.01.2018 04:00","n/e","1071","n/e","200"
"02.01.2018 04:00 - 02.01.2018 05:00","n/e","787","n/e","200"
"02.01.2018 05:00 - 02.01.2018 06:00","n/e","1246","n/e","271"
"02.01.2018 06:00 - 02.01.2018 07:00","n/e","1525","n/e","153"
"02.01.2018 07:00 - 02.01.2018 08:00","n/e","534","n/e","814"
"02.01.2018 08:00 - 02.01.2018 09:00","n/e","285","n/e","1518"
"02.01.2018 09:00 - 02.01.2018 10:00","n/e","144","n/e","2646"
"02.01.2018 10:00 - 02.01.2018 11:00","n/e","0","n/e","3000"
"02.01.2018 11:00 - 02.01.2018 12:00","n/e","0","n/e","2999"
"02.01.2018 12:00 - 02.01.2018 13:00","n/e","0","n/e","3000"
"02.01.2018 13:00 - 02.01.2018 14:00","n/e","0","n/e","3000"
"02.01.2018 14:00 - 02.01.2018 15:00","n/e","0","n/e","3000"
"02.01.2018 15:00 - 02.01.2018 16:00","n/e","0","n/e","3000"
"02.01.2018 16:00 - 02.01.2018 17:00","n/e","0","n/e","3000"
"02.01.2018 17:00 - 02.01.2018 18:00","n/e","0","n/e","3000"
"02.01.2018 18:00 - 02.01.2018 19:00","n/e","0","n/e","3000"
"02.01.2018 19:00 - 02.01.2018 20:00","n/e","0","n/e","3000"
"02.01.2018 20:00 - 02.01.2018 21:00","n/e","0","n/e","3000"
"02.01.2018 21:00 - 02.01.2018 22:00","n/e","0","n/e","3000"
"02.01.2018 22:00 - 02.01.2018 23:00","n/e","0","n/e","3000"
"02.01.2018 23:00 - 03.01.2018 00:00","n/e","0","n/e","2800"
"03.01.2018 00:00 - 03.01.2018 01:00","n/e","239","n/e","2554"
"03.01.2018 01:00 - 03.01.2018 02:00","n/e","80","n/e","737"
"03.01.2018 02:00 - 03.01.2018 03:00","n/e","363","n/e","1549"
"03.01.2018 03:00 - 03.01.2018 04:00","n/e","365","n/e","2800"
"03.01.2018 04:00 - 03.01.2018 05:00","n/e","326","n/e","2800"
"03.01.2018 05:00 - 03.01.2018 06:00","n/e","359","n/e","2800"
"03.01.2018 06:00 - 03.01.2018 07:00","n/e","445","n/e","2349"
"03.01.2018 07:00 - 03.01.2018 08:00","n/e","0","n/e","3000"
"03.01.2018 08:00 - 03.01.2018 09:00","n/e","0","n/e","3000"
"03.01.2018 09:00 - 03.01.2018 10:00","n/e","0","n/e","3000"
"03.01.2018 10:00 - 03.01.2018 11:00","n/e","0","n/e","3000"
"03.01.2018 11:00 - 03.01.2018 12:00","n/e","0","n/e","3000"
"03.01.2018 12:00 - 03.01.2018 13:00","n/e","0","n/e","3000"
"03.01.2018 13:00 - 03.01.2018 14:00","n/e","0","n/e","3000"
"03.01.2018 14:00 - 03.01.2018 15:00","n/e","0","n/e","3000"
"03.01.2018 15:00 - 03.01.2018 16:00","n/e","0","n/e","3000"
"03.01.2018 16:00 - 03.01.2018 17:00","n/e","0","n/e","3000"
"03.01.2018 17:00 - 03.01.2018 18:00","n/e","0","n/e","3000"
"03.01.2018 18:00 - 03.01.2018 19:00","n/e","0","n/e","3000"
"03.01.2018 19:00 - 03.01.2018 20:00","n/e","0","n/e","3000"
"03.01.2018 20:00 - 03.01.2018 21:00","n/e","0","n/e","3000"
"03.01.2018 21:00 - 03.01.2018 22:00","n/e","0","n/e","3000"
"03.01.2018 22:00 - 03.01.2018 23:00","n/e","0","n/e","3000"
"03.01.2018 23:00 - 04.01.2018 00:00","n/e","0","n/e","2800"
"04.01.2018 00:00 - 04.01.2018 01:00","n/e","0","n/e","2800"
"04.01.2018 01:00 - 04.01.2018 02:00","n/e","0","n/e","2800"
"04.01.2018 02:00 - 04.01.2018 03:00","n/e","0","n/e","2800"
"04.01.2018 03:00 - 04.01.2018 04:00","n/e","0","n/e","2522"
"04.01.2018 04:00 - 04.01.2018 05:00","n/e","0","n/e","2225"
"04.01.2018 05:00 - 04.01.2018 06:00","n/e","0","n/e","805"
"04.01.2018 06:00 - 04.01.2018 07:00","n/e","0","n/e","1675"
"04.01.2018 07:00 - 04.01.2018 08:00","n/e","0","n/e","3000"
"04.01.2018 08:00 - 04.01.2018 09:00","n/e","25","n/e","3000"
"04.01.2018 09:00 - 04.01.2018 10:00","n/e","0","n/e","3000"
"04.01.2018 10:00 - 04.01.2018 11:00","n/e","0","n/e","3000"
"04.01.2018 11:00 - 04.01.2018 12:00","n/e","105","n/e","3000"
"04.01.2018 12:00 - 04.01.2018 13:00","n/e","50","n/e","3000"
"04.01.2018 13:00 - 04.01.2018 14:00","n/e","0","n/e","3000"
"04.01.2018 14:00 - 04.01.2018 15:00","n/e","0","n/e","3000"
"04.01.2018 15:00 - 04.01.2018 16:00","n/e","0","n/e","3000"
"04.01.2018 16:00 - 04.01.2018 17:00","n/e","0","n/e","3000"
"04.01.2018 17:00 - 04.01.2018 18:00","n/e","150","n/e","1064"
"04.01.2018 18:00 - 04.01.2018 19:00","n/e","213","n/e","2439"
"04.01.2018 19:00 - 04.01.2018 20:00","n/e","0","n/e","3000"
"04.01.2018 20:00 - 04.01.2018 21:00","n/e","0","n/e","3000"
"04.01.2018 21:00 - 04.01.2018 22:00","n/e","0","n/e","3000"
"04.01.2018 22:00 - 04.01.2018 23:00","n/e","0","n/e","3000"
"04.01.2018 23:00 - 05.01.2018 00:00","n/e","0","n/e","2800"
"05.01.2018 00:00 - 05.01.2018 01:00","n/e","0","n/e","2800"
"05.01.2018 01:00 - 05.01.2018 02:00","n/e","32","n/e","2523"
"05.01.2018 02:00 - 05.01.2018 03:00","n/e","0","n/e","2527"
"05.01.2018 03:00 - 05.01.2018 04:00","n/e","0","n/e","2800"
"05.01.2018 04:00 - 05.01.2018 05:00","n/e","45","n/e","2800"
"05.01.2018 05:00 - 05.01.2018 06:00","n/e","0","n/e","1672"
"05.01.2018 06:00 - 05.01.2018 07:00","n/e","114","n/e","1962"
"05.01.2018 07:00 - 05.01.2018 08:00","n/e","154","n/e","3000"
"05.01.2018 08:00 - 05.01.2018 09:00","n/e","0","n/e","3000"
"05.01.2018 09:00 - 05.01.2018 10:00","n/e","0","n/e","3000"
"05.01.2018 10:00 - 05.01.2018 11:00","n/e","0","n/e","3000"
"05.01.2018 11:00 - 05.01.2018 12:00","n/e","0","n/e","3000"
"05.01.2018 12:00 - 05.01.2018 13:00","n/e","0","n/e","3000"
"05.01.2018 13:00 - 05.01.2018 14:00","n/e","0","n/e","3000"
"05.01.2018 14:00 - 05.01.2018 15:00","n/e","0","n/e","3000"
"05.01.2018 15:00 - 05.01.2018 16:00","n/e","9","n/e","3000"
"05.01.2018 16:00 - 05.01.2018 17:00","n/e","0","n/e","3000"
"05.01.2018 17:00 - 05.01.2018 18:00","n/e","457","n/e","2397"
"05.01.2018 18:00 - 05.01.2018 19:00","n/e","101","n/e","3000"
"05.01.2018 19:00 - 05.01.2018 20:00","n/e","0","n/e","3000"
"05.01.2018 20:00 - 05.01.2018 21:00","n/e","0","n/e","3000"
"05.01.2018 21:00 - 05.01.2018 22:00","n/e","0","n/e","3000"
"05.01.2018 22:00 - 05.01.2018 23:00","n/e","0","n/e","3000"
"05.01.2018 23:00 - 06.01.2018 00:00","n/e","0","n/e","2800"
"06.01.2018 00:00 - 06.01.2018 01:00","n/e","0","n/e","2200"
"06.01.2018 01:00 - 06.01.2018 02:00","n/e","0","n/e","2200"
"06.01.2018 02:00 - 06.01.2018 03:00","n/e","0","n/e","2200"
"06.01.2018 03:00 - 06.01.2018 04:00","n/e","0","n/e","2200"
"06.01.2018 04:00 - 06.01.2018 05:00","n/e","0","n/e","2200"
"06.01.2018 05:00 - 06.01.2018 06:00","n/e","0","n/e","2200"
"06.01.2018 06:00 - 06.01.2018 07:00","n/e","0","n/e","2200"
"06.01.2018 07:00 - 06.01.2018 08:00","n/e","0","n/e","2200"
"06.01.2018 08:00 - 06.01.2018 09:00","n/e","0","n/e","2350"
"06.01.2018 09:00 - 06.01.2018 10:00","n/e","0","n/e","2350"
"06.01.2018 10:00 - 06.01.2018 11:00","n/e","0","n/e","2350"
"06.01.2018 11:00 - 06.01.2018 12:00","n/e","0","n/e","2350"
"06.01.2018 12:00 - 06.01.2018 13:00","n/e","0","n/e","2350"
"06.01.2018 13:00 - 06.01.2018 14:00","n/e","0","n/e","2350"
"06.01.2018 14:00 - 06.01.2018 15:00","n/e","0","n/e","2350"
"06.01.2018 15:00 - 06.01.2018 16:00","n/e","200","n/e","2550"
"06.01.2018 16:00 - 06.01.2018 17:00","n/e","861","n/e","2206"
"06.01.2018 17:00 - 06.01.2018 18:00","n/e","847","n/e","1178"
"06.01.2018 18:00 - 06.01.2018 19:00","n/e","815","n/e","2231"
"06.01.2018 19:00 - 06.01.2018 20:00","n/e","298","n/e","2975"
"06.01.2018 20:00 - 06.01.2018 21:00","n/e","59","n/e","2909"
"06.01.2018 21:00 - 06.01.2018 22:00","n/e","0","n/e","2850"
"06.01.2018 22:00 - 06.01.2018 23:00","n/e","0","n/e","2850"
"06.01.2018 23:00 - 07.01.2018 00:00","n/e","58","n/e","2258"
"07.01.2018 00:00 - 07.01.2018 01:00","n/e","0","n/e","2200"
"07.01.2018 01:00 - 07.01.2018 02:00","n/e","0","n/e","2199"
"07.01.2018 02:00 - 07.01.2018 03:00","n/e","0","n/e","2200"
"07.01.2018 03:00 - 07.01.2018 04:00","n/e","0","n/e","2200"
"07.01.2018 04:00 - 07.01.2018 05:00","n/e","0","n/e","2200"
"07.01.2018 05:00 - 07.01.2018 06:00","n/e","0","n/e","2200"
"07.01.2018 06:00 - 07.01.2018 07:00","n/e","0","n/e","2200"
"07.01.2018 07:00 - 07.01.2018 08:00","n/e","0","n/e","2200"
"07.01.2018 08:00 - 07.01.2018 09:00","n/e","0","n/e","2200"
"07.01.2018 09:00 - 07.01.2018 10:00","n/e","0","n/e","2200"
"07.01.2018 10:00 - 07.01.2018 11:00","n/e","0","n/e","2200"
"07.01.2018 11:00 - 07.01.2018 12:00","n/e","0","n/e","2200"
"07.01.2018 12:00 - 07.01.2018 13:00","n/e","0","n/e","2200"
"07.01.2018 13:00 - 07.01.2018 14:00","n/e","0","n/e","2200"
"07.01.2018 14:00 - 07.01.2018 15:00","n/e","0","n/e","2200"
"07.01.2018 15:00 - 07.01.2018 16:00","n/e","0","n/e","2200"
"07.01.2018 16:00 - 07.01.2018 17:00","n/e","0","n/e","2200"
"07.01.2018 17:00 - 07.01.2018 18:00","n/e","0","n/e","2200"
"07.01.2018 18:00 - 07.01.2018 19:00","n/e","0","n/e","2850"
"07.01.2018 19:00 - 07.01.2018 20:00","n/e","0","n/e","2850"
"07.01.2018 20:00 - 07.01.2018 21:00","n/e","0","n/e","2850"
"07.01.2018 21:00 - 07.01.2018 22:00","n/e","0","n/e","2200"
"07.01.2018 22:00 - 07.01.2018 23:00","n/e","0","n/e","2200"
"07.01.2018 23:00 - 08.01.2018 00:00","n/e","0","n/e","2200"
"08.01.2018 00:00 - 08.01.2018 01:00","n/e","0","n/e","2200"
"08.01.2018 01:00 - 08.01.2018 02:00","n/e","0","n/e","2200"
"08.01.2018 02:00 - 08.01.2018 03:00","n/e","0","n/e","2200"
"08.01.2018 03:00 - 08.01.2018 04:00","n/e","0","n/e","2200"
"08.01.2018 04:00 - 08.01.2018 05:00","n/e","0","n/e","2200"
"08.01.2018 05:00 - 08.01.2018 06:00","n/e","0","n/e","2200"
"08.01.2018 06:00 - 08.01.2018 07:00","n/e","0","n/e","2200"
"08.01.2018 07:00 - 08.01.2018 08:00","n/e","0","n/e","2850"
"08.01.2018 08:00 - 08.01.2018 09:00","n/e","0","n/e","2450"
"08.01.2018 09:00 - 08.01.2018 10:00","n/e","0","n/e","2450"
"08.01.2018 10:00 - 08.01.2018 11:00","n/e","0","n/e","2450"
"08.01.2018 11:00 - 08.01.2018 12:00","n/e","0","n/e","2450"
"08.01.2018 12:00 - 08.01.2018 13:00","n/e","0","n/e","2450"
"08.01.2018 13:00 - 08.01.2018 14:00","n/e","0","n/e","2450"
"08.01.2018 14:00 - 08.01.2018 15:00","n/e","0","n/e","2450"
"08.01.2018 15:00 - 08.01.2018 16:00","n/e","0","n/e","2450"
"08.01.2018 16:00 - 08.01.2018 17:00","n/e","0","n/e","2450"
"08.01.2018 17:00 - 08.01.2018 18:00","n/e","0","n/e","2450"
"08.01.2018 18:00 - 08.01.2018 19:00","n/e","0","n/e","2850"
"08.01.2018 19:00 - 08.01.2018 20:00","n/e","0","n/e","2850"
"08.01.2018 20:00 - 08.01.2018 21:00","n/e","0","n/e","2850"
"08.01.2018 21:00 - 08.01.2018 22:00","n/e","0","n/e","2850"
"08.01.2018 22:00 - 08.01.2018 23:00","n/e","0","n/e","2850"
"08.01.2018 23:00 - 09.01.2018 00:00","n/e","0","n/e","2200"
"09.01.2018 00:00 - 09.01.2018 01:00","n/e","0","n/e","2200"
"09.01.2018 01:00 - 09.01.2018 02:00","n/e","0","n/e","2200"
"09.01.2018 02:00 - 09.01.2018 03:00","n/e","0","n/e","2200"
"09.01.2018 03:00 - 09.01.2018 04:00","n/e","0","n/e","2200"
"09.01.2018 04:00 - 09.01.2018 05:00","n/e","0","n/e","2200"
"09.01.2018 05:00 - 09.01.2018 06:00","n/e","0","n/e","2200"
"09.01.2018 06:00 - 09.01.2018 07:00","n/e","0","n/e","2200"
"09.01.2018 07:00 - 09.01.2018 08:00","n/e","25","n/e","2286"
"09.01.2018 08:00 - 09.01.2018 09:00","n/e","144","n/e","2560"
"09.01.2018 09:00 - 09.01.2018 10:00","n/e","0","n/e","2850"
"09.01.2018 10:00 - 09.01.2018 11:00","n/e","0","n/e","2850"
"09.01.2018 11:00 - 09.01.2018 12:00","n/e","23","n/e","2473"
"09.01.2018 12:00 - 09.01.2018 13:00","n/e","0","n/e","2850"
"09.01.2018 13:00 - 09.01.2018 14:00","n/e","0","n/e","2850"
"09.01.2018 14:00 - 09.01.2018 15:00","n/e","0","n/e","2850"
"09.01.2018 15:00 - 09.01.2018 16:00","n/e","0","n/e","2850"
"09.01.2018 16:00 - 09.01.2018 17:00","n/e","0","n/e","2850"
"09.01.2018 17:00 - 09.01.2018 18:00","n/e","81","n/e","2850"
"09.01.2018 18:00 - 09.01.2018 19:00","n/e","155","n/e","2850"
"09.01.2018 19:00 - 09.01.2018 20:00","n/e","0","n/e","2850"
"09.01.2018 20:00 - 09.01.2018 21:00","n/e","0","n/e","2850"
"09.01.2018 21:00 - 09.01.2018 22:00","n/e","0","n/e","2850"
"09.01.2018 22:00 - 09.01.2018 23:00","n/e","0","n/e","2850"
"09.01.2018 23:00 - 10.01.2018 00:00","n/e","0","n/e","2200"
"10.01.2018 00:00 - 10.01.2018 01:00","n/e","0","n/e","2200"
"10.01.2018 01:00 - 10.01.2018 02:00","n/e","0","n/e","2200"
"10.01.2018 02:00 - 10.01.2018 03:00","n/e","0","n/e","2200"
"10.01.2018 03:00 - 10.01.2018 04:00","n/e","0","n/e","2200"
"10.01.2018 04:00 - 10.01.2018 05:00","n/e","0","n/e","2200"
"10.01.2018 05:00 - 10.01.2018 06:00","n/e","0","n/e","2200"
"10.01.2018 06:00 - 10.01.2018 07:00","n/e","0","n/e","2200"
"10.01.2018 07:00 - 10.01.2018 08:00","n/e","0","n/e","2450"
"10.01.2018 08:00 - 10.01.2018 09:00","n/e","0","n/e","2450"
"10.01.2018 09:00 - 10.01.2018 10:00","n/e","0","n/e","2450"
"10.01.2018 10:00 - 10.01.2018 11:00","n/e","0","n/e","2450"
"10.01.2018 11:00 - 10.01.2018 12:00","n/e","225","n/e","2450"
"10.01.2018 12:00 - 10.01.2018 13:00","n/e","100","n/e","2450"
"10.01.2018 13:00 - 10.01.2018 14:00","n/e","346","n/e","2450"
"10.01.2018 14:00 - 10.01.2018 15:00","n/e","200","n/e","1420"
"10.01.2018 15:00 - 10.01.2018 16:00","n/e","206","n/e","718"
"10.01.2018 16:00 - 10.01.2018 17:00","n/e","234","n/e","101"
"10.01.2018 17:00 - 10.01.2018 18:00","n/e","336","n/e","100"
"10.01.2018 18:00 - 10.01.2018 19:00","n/e","445","n/e","2044"
"10.01.2018 19:00 - 10.01.2018 20:00","n/e","0","n/e","2450"
"10.01.2018 20:00 - 10.01.2018 21:00","n/e","0","n/e","2450"
"10.01.2018 21:00 - 10.01.2018 22:00","n/e","0","n/e","2450"
"10.01.2018 22:00 - 10.01.2018 23:00","n/e","0","n/e","2450"
"10.01.2018 23:00 - 11.01.2018 00:00","n/e","0","n/e","2200"
"11.01.2018 00:00 - 11.01.2018 01:00","n/e","0","n/e","2200"
"11.01.2018 01:00 - 11.01.2018 02:00","n/e","0","n/e","1418"
"11.01.2018 02:00 - 11.01.2018 03:00","n/e","98","n/e","1342"
"11.01.2018 03:00 - 11.01.2018 04:00","n/e","42","n/e","1199"
"11.01.2018 04:00 - 11.01.2018 05:00","n/e","0","n/e","1501"
"11.01.2018 05:00 - 11.01.2018 06:00","n/e","0","n/e","1419"
"11.01.2018 06:00 - 11.01.2018 07:00","n/e","42","n/e","1070"
"11.01.2018 07:00 - 11.01.2018 08:00","n/e","300","n/e","513"
"11.01.2018 08:00 - 11.01.2018 09:00","n/e","160","n/e","2267"
"11.01.2018 09:00 - 11.01.2018 10:00","n/e","130","n/e","2565"
"11.01.2018 10:00 - 11.01.2018 11:00","n/e","153","n/e","2564"
"11.01.2018 11:00 - 11.01.2018 12:00","n/e","166","n/e","1686"
"11.01.2018 12:00 - 11.01.2018 13:00","n/e","182","n/e","681"
"11.01.2018 13:00 - 11.01.2018 14:00","n/e","132","n/e","284"
"11.01.2018 14:00 - 11.01.2018 15:00","n/e","576","n/e","0"
"11.01.2018 15:00 - 11.01.2018 16:00","n/e","250","n/e","708"
"11.01.2018 16:00 - 11.01.2018 17:00","n/e","453","n/e","1462"
"11.01.2018 17:00 - 11.01.2018 18:00","n/e","226","n/e","1961"
"11.01.2018 18:00 - 11.01.2018 19:00","n/e","224","n/e","3074"
"11.01.2018 19:00 - 11.01.2018 20:00","n/e","0","n/e","2850"
"11.01.2018 20:00 - 11.01.2018 21:00","n/e","0","n/e","2850"
"11.01.2018 21:00 - 11.01.2018 22:00","n/e","0","n/e","2850"
"11.01.2018 22:00 - 11.01.2018 23:00","n/e","0","n/e","2850"
"11.01.2018 23:00 - 12.01.2018 00:00","n/e","0","n/e","2200"
"12.01.2018 00:00 - 12.01.2018 01:00","n/e","0","n/e","2200"
"12.01.2018 01:00 - 12.01.2018 02:00","n/e","0","n/e","2200"
"12.01.2018 02:00 - 12.01.2018 03:00","n/e","0","n/e","2200"
"12.01.2018 03:00 - 12.01.2018 04:00","n/e","0","n/e","2200"
"12.01.2018 04:00 - 12.01.2018 05:00","n/e","0","n/e","2200"
"12.01.2018 05:00 - 12.01.2018 06:00","n/e","0","n/e","2200"
"12.01.2018 06:00 - 12.01.2018 07:00","n/e","0","n/e","2200"
"12.01.2018 07:00 - 12.01.2018 08:00","n/e","0","n/e","2850"
"12.01.2018 08:00 - 12.01.2018 09:00","n/e","0","n/e","2850"
"12.01.2018 09:00 - 12.01.2018 10:00","n/e","0","n/e","2850"
"12.01.2018 10:00 - 12.01.2018 11:00","n/e","0","n/e","2850"
"12.01.2018 11:00 - 12.01.2018 12:00","n/e","0","n/e","2850"
"12.01.2018 12:00 - 12.01.2018 13:00","n/e","0","n/e","2850"
"12.01.2018 13:00 - 12.01.2018 14:00","n/e","0","n/e","2850"
"12.01.2018 14:00 - 12.01.2018 15:00","n/e","0","n/e","2850"
"12.01.2018 15:00 - 12.01.2018 16:00","n/e","0","n/e","2850"
"12.01.2018 16:00 - 12.01.2018 17:00","n/e","0","n/e","2850"
"12.01.2018 17:00 - 12.01.2018 18:00","n/e","0","n/e","2850"
"12.01.2018 18:00 - 12.01.2018 19:00","n/e","0","n/e","2850"
"12.01.2018 19:00 - 12.01.2018 20:00","n/e","0","n/e","2850"
"12.01.2018 20:00 - 12.01.2018 21:00","n/e","0","n/e","2850"
"12.01.2018 21:00 - 12.01.2018 22:00","n/e","0","n/e","2850"
"12.01.2018 22:00 - 12.01.2018 23:00","n/e","0","n/e","2850"
"12.01.2018 23:00 - 13.01.2018 00:00","n/e","0","n/e","2200"
"13.01.2018 00:00 - 13.01.2018 01:00","n/e","0","n/e","2200"
"13.01.2018 01:00 - 13.01.2018 02:00","n/e","0","n/e","2200"
"13.01.2018 02:00 - 13.01.2018 03:00","n/e","0","n/e","2200"
"13.01.2018 03:00 - 13.01.2018 04:00","n/e","0","n/e","2200"
"13.01.2018 04:00 - 13.01.2018 05:00","n/e","0","n/e","2200"
"13.01.2018 05:00 - 13.01.2018 06:00","n/e","0","n/e","2200"
"13.01.2018 06:00 - 13.01.2018 07:00","n/e","0","n/e","2200"
"13.01.2018 07:00 - 13.01.2018 08:00","n/e","0","n/e","2200"
"13.01.2018 08:00 - 13.01.2018 09:00","n/e","0","n/e","3100"
"13.01.2018 09:00 - 13.01.2018 10:00","n/e","0","n/e","3100"
"13.01.2018 10:00 - 13.01.2018 11:00","n/e","0","n/e","3100"
"13.01.2018 11:00 - 13.01.2018 12:00","n/e","0","n/e","3100"
"13.01.2018 12:00 - 13.01.2018 13:00","n/e","0","n/e","3100"
"13.01.2018 13:00 - 13.01.2018 14:00","n/e","0","n/e","3100"
"13.01.2018 14:00 - 13.01.2018 15:00","n/e","0","n/e","3100"
"13.01.2018 15:00 - 13.01.2018 16:00","n/e","13","n/e","3100"
"13.01.2018 16:00 - 13.01.2018 17:00","n/e","0","n/e","3100"
"13.01.2018 17:00 - 13.01.2018 18:00","n/e","738","n/e","3100"
"13.01.2018 18:00 - 13.01.2018 19:00","n/e","12","n/e","3100"
"13.01.2018 19:00 - 13.01.2018 20:00","n/e","0","n/e","3100"
"13.01.2018 20:00 - 13.01.2018 21:00","n/e","0","n/e","3100"
"13.01.2018 21:00 - 13.01.2018 22:00","n/e","0","n/e","3100"
"13.01.2018 22:00 - 13.01.2018 23:00","n/e","0","n/e","3100"
"13.01.2018 23:00 - 14.01.2018 00:00","n/e","53","n/e","2200"
"14.01.2018 00:00 - 14.01.2018 01:00","n/e","0","n/e","2200"
"14.01.2018 01:00 - 14.01.2018 02:00","n/e","0","n/e","2200"
"14.01.2018 02:00 - 14.01.2018 03:00","n/e","0","n/e","2200"
"14.01.2018 03:00 - 14.01.2018 04:00","n/e","0","n/e","2200"
"14.01.2018 04:00 - 14.01.2018 05:00","n/e","0","n/e","2200"
"14.01.2018 05:00 - 14.01.2018 06:00","n/e","0","n/e","2200"
"14.01.2018 06:00 - 14.01.2018 07:00","n/e","0","n/e","2200"
"14.01.2018 07:00 - 14.01.2018 08:00","n/e","0","n/e","2200"
"14.01.2018 08:00 - 14.01.2018 09:00","n/e","0","n/e","2200"
"14.01.2018 09:00 - 14.01.2018 10:00","n/e","0","n/e","2200"
"14.01.2018 10:00 - 14.01.2018 11:00","n/e","0","n/e","2200"
"14.01.2018 11:00 - 14.01.2018 12:00","n/e","0","n/e","2200"
"14.01.2018 12:00 - 14.01.2018 13:00","n/e","0","n/e","2200"
"14.01.2018 13:00 - 14.01.2018 14:00","n/e","0","n/e","2200"
"14.01.2018 14:00 - 14.01.2018 15:00","n/e","0","n/e","2200"
"14.01.2018 15:00 - 14.01.2018 16:00","n/e","0","n/e","2200"
"14.01.2018 16:00 - 14.01.2018 17:00","n/e","0","n/e","2200"
"14.01.2018 17:00 - 14.01.2018 18:00","n/e","0","n/e","2200"
"14.01.2018 18:00 - 14.01.2018 19:00","n/e","0","n/e","3100"
"14.01.2018 19:00 - 14.01.2018 20:00","n/e","0","n/e","3100"
"14.01.2018 20:00 - 14.01.2018 21:00","n/e","0","n/e","3100"
"14.01.2018 21:00 - 14.01.2018 22:00","n/e","0","n/e","2200"
"14.01.2018 22:00 - 14.01.2018 23:00","n/e","0","n/e","2200"
"14.01.2018 23:00 - 15.01.2018 00:00","n/e","0","n/e","2200"
"15.01.2018 00:00 - 15.01.2018 01:00","n/e","0","n/e","2200"
"15.01.2018 01:00 - 15.01.2018 02:00","n/e","0","n/e","2200"
"15.01.2018 02:00 - 15.01.2018 03:00","n/e","0","n/e","2200"
"15.01.2018 03:00 - 15.01.2018 04:00","n/e","0","n/e","2200"
"15.01.2018 04:00 - 15.01.2018 05:00","n/e","0","n/e","2200"
"15.01.2018 05:00 - 15.01.2018 06:00","n/e","0","n/e","2200"
"15.01.2018 06:00 - 15.01.2018 07:00","n/e","0","n/e","2200"
"15.01.2018 07:00 - 15.01.2018 08:00","n/e","0","n/e","3100"
"15.01.2018 08:00 - 15.01.2018 09:00","n/e","0","n/e","3100"
"15.01.2018 09:00 - 15.01.2018 10:00","n/e","0","n/e","3100"
"15.01.2018 10:00 - 15.01.2018 11:00","n/e","0","n/e","3100"
"15.01.2018 11:00 - 15.01.2018 12:00","n/e","0","n/e","3100"
"15.01.2018 12:00 - 15.01.2018 13:00","n/e","0","n/e","3100"
"15.01.2018 13:00 - 15.01.2018 14:00","n/e","0","n/e","3100"
"15.01.2018 14:00 - 15.01.2018 15:00","n/e","0","n/e","3100"
"15.01.2018 15:00 - 15.01.2018 16:00","n/e","0","n/e","3100"
"15.01.2018 16:00 - 15.01.2018 17:00","n/e","0","n/e","3100"
"15.01.2018 17:00 - 15.01.2018 18:00","n/e","0","n/e","3100"
