"Time (CET/CEST)","BZN|ES > BZN|FR Day Ahead [MW]","BZN|ES > BZN|FR Total [MW]","BZN|FR > BZN|ES Day Ahead [MW]","BZN|FR > BZN|ES Total [MW]"
"04.04.2018 11:00 - 04.04.2018 12:00","1200","1200","0","0"
"04.04.2018 12:00 - 04.04.2018 13:00","1200","1200","0","0"
"04.04.2018 13:00 - 04.04.2018 14:00","1200","1200","0","0"
"04.04.2018 14:00 - 04.04.2018 15:00","1200","1200","0","0"
"04.04.2018 15:00 - 04.04.2018 16:00","1200","1200","0","0"
"04.04.2018 16:00 - 04.04.2018 17:00","1200","1200","0","0"
"04.04.2018 17:00 - 04.04.2018 18:00","1200","1200","0","0"
"04.04.2018 18:00 - 04.04.2018 19:00","1200","1200","0","0"
"04.04.2018 19:00 - 04.04.2018 20:00","1200","1200","0","0"
"04.04.2018 20:00 - 04.04.2018 21:00","0","945","58","58"
"04.04.2018 21:00 - 04.04.2018 22:00","0","32","2400","2400"
"04.04.2018 22:00 - 04.04.2018 23:00","0","150","2400","2400"
"04.04.2018 23:00 - 05.04.2018 00:00","0","0","1600","1600"
"05.04.2018 00:00 - 05.04.2018 01:00","0","0","1600","1600"
"05.04.2018 01:00 - 05.04.2018 02:00","0","0","1600","1600"
"05.04.2018 02:00 - 05.04.2018 03:00","0","0","1600","1600"
"05.04.2018 03:00 - 05.04.2018 04:00","0","0","1600","1600"
"05.04.2018 04:00 - 05.04.2018 05:00","0","0","1600","1600"
"05.04.2018 05:00 - 05.04.2018 06:00","0","0","1600","1600"
"05.04.2018 06:00 - 05.04.2018 07:00","0","300","1600","1600"
"05.04.2018 07:00 - 05.04.2018 08:00","0","1100","2400","2400"
"05.04.2018 08:00 - 05.04.2018 09:00","0","737","1284","1334"
"05.04.2018 09:00 - 05.04.2018 10:00","0","694","965","1015"
"05.04.2018 10:00 - 05.04.2018 11:00","0","769","640","675"
"05.04.2018 11:00 - 05.04.2018 12:00","0","1152","655","655"
"05.04.2018 12:00 - 05.04.2018 13:00","0","982","2400","2400"
"05.04.2018 13:00 - 05.04.2018 14:00","0","909","2400","2400"
"05.04.2018 14:00 - 05.04.2018 15:00","0","910","2400","2400"
"05.04.2018 15:00 - 05.04.2018 16:00","0","580","2400","2400"
"05.04.2018 16:00 - 05.04.2018 17:00","0","216","2400","2400"
"05.04.2018 17:00 - 05.04.2018 18:00","0","34","2400","2400"
"05.04.2018 18:00 - 05.04.2018 19:00","0","1042","1398","1473"
"05.04.2018 19:00 - 05.04.2018 20:00","327","1081","0","40"
"05.04.2018 20:00 - 05.04.2018 21:00","0","1094","606","681"
"05.04.2018 21:00 - 05.04.2018 22:00","0","872","2328","2358"
"05.04.2018 22:00 - 05.04.2018 23:00","0","1086","1167","1317"
"05.04.2018 23:00 - 06.04.2018 00:00","0","712","748","823"
"06.04.2018 00:00 - 06.04.2018 01:00","0","97","179","342"
"06.04.2018 01:00 - 06.04.2018 02:00","0","304","198","248"
"06.04.2018 02:00 - 06.04.2018 03:00","1437","1558","0","143"
"06.04.2018 03:00 - 06.04.2018 04:00","1648","1648","0","263"
"06.04.2018 04:00 - 06.04.2018 05:00","1526","1576","0","143"
"06.04.2018 05:00 - 06.04.2018 06:00","1800","1800","0","0"
"06.04.2018 06:00 - 06.04.2018 07:00","1012","1039","0","0"
"06.04.2018 07:00 - 06.04.2018 08:00","1200","1200","0","0"
"06.04.2018 08:00 - 06.04.2018 09:00","1200","1200","0","0"
"06.04.2018 09:00 - 06.04.2018 10:00","0","359","581","581"
"06.04.2018 10:00 - 06.04.2018 11:00","0","197","2400","2400"
"06.04.2018 11:00 - 06.04.2018 12:00","0","50","2400","2400"
"06.04.2018 12:00 - 06.04.2018 13:00","0","0","2400","2400"
"06.04.2018 13:00 - 06.04.2018 14:00","0","0","2400","2400"
"06.04.2018 14:00 - 06.04.2018 15:00","0","4","2400","2400"
"06.04.2018 15:00 - 06.04.2018 16:00","0","297","2334","2444"
"06.04.2018 16:00 - 06.04.2018 17:00","0","213","1774","1824"
"06.04.2018 17:00 - 06.04.2018 18:00","0","350","814","919"
"06.04.2018 18:00 - 06.04.2018 19:00","595","1004","0","364"
"06.04.2018 19:00 - 06.04.2018 20:00","771","904","0","310"
"06.04.2018 20:00 - 06.04.2018 21:00","0","200","1692","1950"
"06.04.2018 21:00 - 06.04.2018 22:00","0","0","2400","2400"
"06.04.2018 22:00 - 06.04.2018 23:00","0","0","2400","2400"
"06.04.2018 23:00 - 07.04.2018 00:00","0","0","1600","1600"
"07.04.2018 00:00 - 07.04.2018 01:00","0","0","1900","1900"
"07.04.2018 01:00 - 07.04.2018 02:00","0","0","1900","1900"
"07.04.2018 02:00 - 07.04.2018 03:00","0","0","1200","1200"
"07.04.2018 03:00 - 07.04.2018 04:00","0","0","1200","1200"
"07.04.2018 04:00 - 07.04.2018 05:00","0","0","1200","1200"
"07.04.2018 05:00 - 07.04.2018 06:00","0","0","1200","1200"
"07.04.2018 06:00 - 07.04.2018 07:00","0","0","1200","1200"
"07.04.2018 07:00 - 07.04.2018 08:00","0","0","1200","1200"
"07.04.2018 08:00 - 07.04.2018 09:00","0","0","2250","2250"
"07.04.2018 09:00 - 07.04.2018 10:00","0","0","2250","2250"
"07.04.2018 10:00 - 07.04.2018 11:00","0","0","2250","2250"
"07.04.2018 11:00 - 07.04.2018 12:00","0","0","2250","2250"
"07.04.2018 12:00 - 07.04.2018 13:00","0","0","2250","2250"
"07.04.2018 13:00 - 07.04.2018 14:00","0","0","2250","2250"
"07.04.2018 14:00 - 07.04.2018 15:00","0","0","2250","2250"
"07.04.2018 15:00 - 07.04.2018 16:00","0","0","2250","2250"
"07.04.2018 16:00 - 07.04.2018 17:00","0","0","2250","2250"
"07.04.2018 17:00 - 07.04.2018 18:00","0","0","2250","2250"
"07.04.2018 18:00 - 07.04.2018 19:00","0","0","2250","2250"
"07.04.2018 19:00 - 07.04.2018 20:00","0","0","2250","2250"
"07.04.2018 20:00 - 07.04.2018 21:00","0","0","2250","2250"
"07.04.2018 21:00 - 07.04.2018 22:00","0","0","2250","2250"
"07.04.2018 22:00 - 07.04.2018 23:00","0","0","2250","2250"
"07.04.2018 23:00 - 08.04.2018 00:00","0","0","1900","1900"
"08.04.2018 00:00 - 08.04.2018 01:00","0","0","1900","1900"
"08.04.2018 01:00 - 08.04.2018 02:00","0","0","1200","1200"
"08.04.2018 02:00 - 08.04.2018 03:00","0","0","1200","1200"
"08.04.2018 03:00 - 08.04.2018 04:00","0","0","1200","1200"
"08.04.2018 04:00 - 08.04.2018 05:00","0","0","1200","1200"
"08.04.2018 05:00 - 08.04.2018 06:00","0","0","1200","1200"
"08.04.2018 06:00 - 08.04.2018 07:00","0","0","1200","1200"
"08.04.2018 07:00 - 08.04.2018 08:00","0","0","1200","1200"
"08.04.2018 08:00 - 08.04.2018 09:00","0","0","1200","1200"
"08.04.2018 09:00 - 08.04.2018 10:00","0","0","1200","1200"
"08.04.2018 10:00 - 08.04.2018 11:00","0","0","1200","1200"
"08.04.2018 11:00 - 08.04.2018 12:00","0","0","1200","1200"
"08.04.2018 12:00 - 08.04.2018 13:00","0","0","1200","1200"
"08.04.2018 13:00 - 08.04.2018 14:00","0","0","1200","1200"
"08.04.2018 14:00 - 08.04.2018 15:00","0","0","1200","1200"
"08.04.2018 15:00 - 08.04.2018 16:00","0","125","1200","1200"
"08.04.2018 16:00 - 08.04.2018 17:00","0","770","1200","1200"
"08.04.2018 17:00 - 08.04.2018 18:00","0","281","1200","1200"
"08.04.2018 18:00 - 08.04.2018 19:00","0","344","1273","1294"
"08.04.2018 19:00 - 08.04.2018 20:00","1067","1394","0","0"
"08.04.2018 20:00 - 08.04.2018 21:00","0","500","1406","1590"
"08.04.2018 21:00 - 08.04.2018 22:00","0","0","1900","1900"
"08.04.2018 22:00 - 08.04.2018 23:00","0","0","1900","1900"
"08.04.2018 23:00 - 09.04.2018 00:00","0","50","1900","1948"
"09.04.2018 00:00 - 09.04.2018 01:00","0","38","1900","1900"
"09.04.2018 01:00 - 09.04.2018 02:00","0","16","1200","1200"
"09.04.2018 02:00 - 09.04.2018 03:00","0","0","1200","1200"
"09.04.2018 03:00 - 09.04.2018 04:00","0","0","1200","1200"
"09.04.2018 04:00 - 09.04.2018 05:00","0","0","1200","1200"
"09.04.2018 05:00 - 09.04.2018 06:00","0","697","1200","1200"
"09.04.2018 06:00 - 09.04.2018 07:00","0","915","1200","1200"
"09.04.2018 07:00 - 09.04.2018 08:00","0","1513","798","798"
"09.04.2018 08:00 - 09.04.2018 09:00","15","859","0","0"
"09.04.2018 09:00 - 09.04.2018 10:00","0","671","1950","1950"
"09.04.2018 10:00 - 09.04.2018 11:00","0","821","1923","1923"
"09.04.2018 11:00 - 09.04.2018 12:00","0","537","1918","1918"
"09.04.2018 12:00 - 09.04.2018 13:00","0","0","1950","1950"
"09.04.2018 13:00 - 09.04.2018 14:00","0","0","1950","1950"
"09.04.2018 14:00 - 09.04.2018 15:00","0","0","1950","1950"
"09.04.2018 15:00 - 09.04.2018 16:00","0","0","1950","1950"
"09.04.2018 16:00 - 09.04.2018 17:00","0","0","1950","1950"
"09.04.2018 17:00 - 09.04.2018 18:00","0","0","1950","1950"
"09.04.2018 18:00 - 09.04.2018 19:00","0","171","1770","1813"
"09.04.2018 19:00 - 09.04.2018 20:00","0","141","1079","1179"
"09.04.2018 20:00 - 09.04.2018 21:00","0","0","1950","1950"
"09.04.2018 21:00 - 09.04.2018 22:00","0","0","2250","2250"
"09.04.2018 22:00 - 09.04.2018 23:00","0","0","2250","2250"
"09.04.2018 23:00 - 10.04.2018 00:00","0","0","1900","1900"
"10.04.2018 00:00 - 10.04.2018 01:00","0","0","1900","1900"
"10.04.2018 01:00 - 10.04.2018 02:00","0","0","1200","1200"
"10.04.2018 02:00 - 10.04.2018 03:00","0","0","778","778"
"10.04.2018 03:00 - 10.04.2018 04:00","0","18","856","856"
"10.04.2018 04:00 - 10.04.2018 05:00","0","0","265","392"
"10.04.2018 05:00 - 10.04.2018 06:00","646","646","0","178"
"10.04.2018 06:00 - 10.04.2018 07:00","915","1183","0","0"
"10.04.2018 07:00 - 10.04.2018 08:00","0","490","144","144"
"10.04.2018 08:00 - 10.04.2018 09:00","607","1007","0","0"
"10.04.2018 09:00 - 10.04.2018 10:00","0","576","139","139"
"10.04.2018 10:00 - 10.04.2018 11:00","0","450","255","298"
"10.04.2018 11:00 - 10.04.2018 12:00","0","256","328","428"
"10.04.2018 12:00 - 10.04.2018 13:00","0","50","1950","1950"
"10.04.2018 13:00 - 10.04.2018 14:00","0","25","1950","1950"
"10.04.2018 14:00 - 10.04.2018 15:00","0","500","1950","1950"
"10.04.2018 15:00 - 10.04.2018 16:00","0","0","1950","2200"
"10.04.2018 16:00 - 10.04.2018 17:00","0","0","2250","2250"
"10.04.2018 17:00 - 10.04.2018 18:00","0","0","2250","2250"
"10.04.2018 18:00 - 10.04.2018 19:00","0","0","2250","2250"
"10.04.2018 19:00 - 10.04.2018 20:00","0","0","2250","2250"
"10.04.2018 20:00 - 10.04.2018 21:00","0","0","2250","2250"
"10.04.2018 21:00 - 10.04.2018 22:00","0","242","2250","2250"
"10.04.2018 22:00 - 10.04.2018 23:00","0","256","2250","2250"
"10.04.2018 23:00 - 11.04.2018 00:00","0","262","1900","1913"
"11.04.2018 00:00 - 11.04.2018 01:00","0","0","1900","1900"
"11.04.2018 01:00 - 11.04.2018 02:00","0","0","1200","1200"
"11.04.2018 02:00 - 11.04.2018 03:00","0","0","1200","1200"
"11.04.2018 03:00 - 11.04.2018 04:00","0","0","1200","1200"
"11.04.2018 04:00 - 11.04.2018 05:00","0","1039","1200","1200"
"11.04.2018 05:00 - 11.04.2018 06:00","0","1808","883","883"
"11.04.2018 06:00 - 11.04.2018 07:00","1500","1500","0","0"
"11.04.2018 07:00 - 11.04.2018 08:00","771","1500","0","0"
"11.04.2018 08:00 - 11.04.2018 09:00","720","1181","0","0"
"11.04.2018 09:00 - 11.04.2018 10:00","1450","1450","0","0"
"11.04.2018 10:00 - 11.04.2018 11:00","1450","1450","0","0"
"11.04.2018 11:00 - 11.04.2018 12:00","1450","1450","0","200"
"11.04.2018 12:00 - 11.04.2018 13:00","1500","1500","0","261"
"11.04.2018 13:00 - 11.04.2018 14:00","1316","1316","0","481"
"11.04.2018 14:00 - 11.04.2018 15:00","1500","1500","0","235"
"11.04.2018 15:00 - 11.04.2018 16:00","1342","1342","0","650"
"11.04.2018 16:00 - 11.04.2018 17:00","1486","1486","0","465"
"11.04.2018 17:00 - 11.04.2018 18:00","1344","1344","0","548"
"11.04.2018 18:00 - 11.04.2018 19:00","1500","1500","0","537"
"11.04.2018 19:00 - 11.04.2018 20:00","1312","1312","0","327"
"11.04.2018 20:00 - 11.04.2018 21:00","0","0","28","622"
"11.04.2018 21:00 - 11.04.2018 22:00","0","0","2250","2250"
"11.04.2018 22:00 - 11.04.2018 23:00","0","0","1518","1590"
"11.04.2018 23:00 - 12.04.2018 00:00","0","95","1045","1045"
"12.04.2018 00:00 - 12.04.2018 01:00","0","0","1294","1609"
"12.04.2018 01:00 - 12.04.2018 02:00","0","0","1200","1200"
"12.04.2018 02:00 - 12.04.2018 03:00","0","0","1200","1200"
"12.04.2018 03:00 - 12.04.2018 04:00","0","0","1200","1200"
"12.04.2018 04:00 - 12.04.2018 05:00","0","0","1200","1200"
"12.04.2018 05:00 - 12.04.2018 06:00","0","0","1200","1200"
"12.04.2018 06:00 - 12.04.2018 07:00","0","1025","872","872"
"12.04.2018 07:00 - 12.04.2018 08:00","0","1487","890","890"
"12.04.2018 08:00 - 12.04.2018 09:00","445","1195","0","0"
"12.04.2018 09:00 - 12.04.2018 10:00","1450","1450","0","0"
"12.04.2018 10:00 - 12.04.2018 11:00","1350","1440","0","0"
"12.04.2018 11:00 - 12.04.2018 12:00","756","1373","0","0"
"12.04.2018 12:00 - 12.04.2018 13:00","214","1052","0","0"
"12.04.2018 13:00 - 12.04.2018 14:00","0","1153","901","901"
"12.04.2018 14:00 - 12.04.2018 15:00","0","641","1490","1515"
"12.04.2018 15:00 - 12.04.2018 16:00","0","1029","1656","1656"
"12.04.2018 16:00 - 12.04.2018 17:00","0","679","2067","2167"
"12.04.2018 17:00 - 12.04.2018 18:00","0","325","2250","2250"
"12.04.2018 18:00 - 12.04.2018 19:00","0","569","2250","2250"
"12.04.2018 19:00 - 12.04.2018 20:00","0","625","2250","2250"
"12.04.2018 20:00 - 12.04.2018 21:00","0","73","2250","2250"
"12.04.2018 21:00 - 12.04.2018 22:00","0","0","2250","2250"
"12.04.2018 22:00 - 12.04.2018 23:00","0","3","2250","2250"
"12.04.2018 23:00 - 13.04.2018 00:00","0","66","1900","1900"
"13.04.2018 00:00 - 13.04.2018 01:00","0","0","1900","2110"
"13.04.2018 01:00 - 13.04.2018 02:00","0","0","1200","1475"
"13.04.2018 02:00 - 13.04.2018 03:00","0","0","1200","1595"
"13.04.2018 03:00 - 13.04.2018 04:00","0","0","1200","1625"
"13.04.2018 04:00 - 13.04.2018 05:00","0","0","1200","1500"
"13.04.2018 05:00 - 13.04.2018 06:00","0","50","1200","1467"
"13.04.2018 06:00 - 13.04.2018 07:00","0","434","1200","1450"
"13.04.2018 07:00 - 13.04.2018 08:00","0","1361","2250","2511"
"13.04.2018 08:00 - 13.04.2018 09:00","0","1010","182","282"
"13.04.2018 09:00 - 13.04.2018 10:00","0","945","752","802"
"13.04.2018 10:00 - 13.04.2018 11:00","0","700","2250","2350"
"13.04.2018 11:00 - 13.04.2018 12:00","0","75","2250","2250"
"13.04.2018 12:00 - 13.04.2018 13:00","0","0","2250","2798"
"13.04.2018 13:00 - 13.04.2018 14:00","0","0","2250","2774"
"13.04.2018 14:00 - 13.04.2018 15:00","0","0","2250","2800"
"13.04.2018 15:00 - 13.04.2018 16:00","0","0","2250","2800"
"13.04.2018 16:00 - 13.04.2018 17:00","0","8","2250","2800"
"13.04.2018 17:00 - 13.04.2018 18:00","0","200","2250","2786"
"13.04.2018 18:00 - 13.04.2018 19:00","0","0","2250","2622"
"13.04.2018 19:00 - 13.04.2018 20:00","0","376","2250","2530"
"13.04.2018 20:00 - 13.04.2018 21:00","0","331","2250","2548"
"13.04.2018 21:00 - 13.04.2018 22:00","0","0","2250","2750"
"13.04.2018 22:00 - 13.04.2018 23:00","0","0","2250","2800"
"13.04.2018 23:00 - 14.04.2018 00:00","0","0","1900","2800"
"14.04.2018 00:00 - 14.04.2018 01:00","0","0","2800","2800"
"14.04.2018 01:00 - 14.04.2018 02:00","0","0","2800","2800"
"14.04.2018 02:00 - 14.04.2018 03:00","0","0","2600","2600"
"14.04.2018 03:00 - 14.04.2018 04:00","0","0","2600","2600"
"14.04.2018 04:00 - 14.04.2018 05:00","0","0","2600","2600"
"14.04.2018 05:00 - 14.04.2018 06:00","0","0","2600","2600"
"14.04.2018 06:00 - 14.04.2018 07:00","0","0","2600","2600"
"14.04.2018 07:00 - 14.04.2018 08:00","0","0","2600","2600"
"14.04.2018 08:00 - 14.04.2018 09:00","0","0","3400","3400"
"14.04.2018 09:00 - 14.04.2018 10:00","0","0","3400","3400"
"14.04.2018 10:00 - 14.04.2018 11:00","0","0","3400","3400"
"14.04.2018 11:00 - 14.04.2018 12:00","0","0","3400","3400"
"14.04.2018 12:00 - 14.04.2018 13:00","0","0","3400","3400"
"14.04.2018 13:00 - 14.04.2018 14:00","0","0","3400","3400"
"14.04.2018 14:00 - 14.04.2018 15:00","0","0","3400","3400"
"14.04.2018 15:00 - 14.04.2018 16:00","0","0","3400","3400"
"14.04.2018 16:00 - 14.04.2018 17:00","0","0","3400","3400"
"14.04.2018 17:00 - 14.04.2018 18:00","0","0","3400","3400"
"14.04.2018 18:00 - 14.04.2018 19:00","0","0","2820","3199"
"14.04.2018 19:00 - 14.04.2018 20:00","0","300","3337","3674"
"14.04.2018 20:00 - 14.04.2018 21:00","0","81","3400","3481"
"14.04.2018 21:00 - 14.04.2018 22:00","0","0","3400","3400"
"14.04.2018 22:00 - 14.04.2018 23:00","0","409","3400","3450"
"14.04.2018 23:00 - 15.04.2018 00:00","0","236","2800","2800"
"15.04.2018 00:00 - 15.04.2018 01:00","0","159","2800","2800"
"15.04.2018 01:00 - 15.04.2018 02:00","0","0","2050","2050"
"15.04.2018 02:00 - 15.04.2018 03:00","0","204","2050","2050"
"15.04.2018 03:00 - 15.04.2018 04:00","0","118","2050","2050"
"15.04.2018 04:00 - 15.04.2018 05:00","0","232","2050","2050"
"15.04.2018 05:00 - 15.04.2018 06:00","0","214","2050","2050"
"15.04.2018 06:00 - 15.04.2018 07:00","0","56","2050","2050"
"15.04.2018 07:00 - 15.04.2018 08:00","0","89","2050","2050"
"15.04.2018 08:00 - 15.04.2018 09:00","0","0","1876","1951"
"15.04.2018 09:00 - 15.04.2018 10:00","0","0","2050","2050"
"15.04.2018 10:00 - 15.04.2018 11:00","0","0","2050","2050"
"15.04.2018 11:00 - 15.04.2018 12:00","0","0","2050","2050"
"15.04.2018 12:00 - 15.04.2018 13:00","0","0","2050","2050"
"15.04.2018 13:00 - 15.04.2018 14:00","0","0","2050","2050"
"15.04.2018 14:00 - 15.04.2018 15:00","0","0","2050","2050"
"15.04.2018 15:00 - 15.04.2018 16:00","0","0","2050","2050"
"15.04.2018 16:00 - 15.04.2018 17:00","0","0","2050","2050"
"15.04.2018 17:00 - 15.04.2018 18:00","0","0","2050","2050"
"15.04.2018 18:00 - 15.04.2018 19:00","0","100","3150","3250"
"15.04.2018 19:00 - 15.04.2018 20:00","0","0","3150","3150"
"15.04.2018 20:00 - 15.04.2018 21:00","0","0","3150","3150"
"15.04.2018 21:00 - 15.04.2018 22:00","0","0","2800","2800"
"15.04.2018 22:00 - 15.04.2018 23:00","0","0","2800","2800"
"15.04.2018 23:00 - 16.04.2018 00:00","0","0","2800","2800"
"16.04.2018 00:00 - 16.04.2018 01:00","0","225","2800","2800"
"16.04.2018 01:00 - 16.04.2018 02:00","0","0","2600","2600"
"16.04.2018 02:00 - 16.04.2018 03:00","0","35","2600","2600"
"16.04.2018 03:00 - 16.04.2018 04:00","0","87","2600","2600"
"16.04.2018 04:00 - 16.04.2018 05:00","0","233","2233","2388"
"16.04.2018 05:00 - 16.04.2018 06:00","416","716","0","807"
"16.04.2018 06:00 - 16.04.2018 07:00","0","662","241","241"
"16.04.2018 07:00 - 16.04.2018 08:00","1109","1424","0","0"
"16.04.2018 08:00 - 16.04.2018 09:00","1400","1400","0","0"
"16.04.2018 09:00 - 16.04.2018 10:00","1400","1400","0","0"
"16.04.2018 10:00 - 16.04.2018 11:00","847","1318","0","0"
"16.04.2018 11:00 - 16.04.2018 12:00","593","1143","0","0"
"16.04.2018 12:00 - 16.04.2018 13:00","388","968","0","0"
"16.04.2018 13:00 - 16.04.2018 14:00","0","620","236","236"
"16.04.2018 14:00 - 16.04.2018 15:00","0","599","759","759"
"16.04.2018 15:00 - 16.04.2018 16:00","0","586","504","504"
"16.04.2018 16:00 - 16.04.2018 17:00","0","954","970","1020"
"16.04.2018 17:00 - 16.04.2018 18:00","0","963","927","977"
"16.04.2018 18:00 - 16.04.2018 19:00","0","1082","1079","1129"
"16.04.2018 19:00 - 16.04.2018 20:00","0","706","80","80"
"16.04.2018 20:00 - 16.04.2018 21:00","0","945","1759","1759"
"16.04.2018 21:00 - 16.04.2018 22:00","0","0","2400","2400"
"16.04.2018 22:00 - 16.04.2018 23:00","0","0","2400","2400"
"16.04.2018 23:00 - 17.04.2018 00:00","0","195","2150","2150"
"17.04.2018 00:00 - 17.04.2018 01:00","0","0","2150","2150"
"17.04.2018 01:00 - 17.04.2018 02:00","0","0","1450","1450"
"17.04.2018 02:00 - 17.04.2018 03:00","0","0","1450","1450"
"17.04.2018 03:00 - 17.04.2018 04:00","0","0","1450","1450"
"17.04.2018 04:00 - 17.04.2018 05:00","0","0","1450","1450"
"17.04.2018 05:00 - 17.04.2018 06:00","0","0","1450","1450"
"17.04.2018 06:00 - 17.04.2018 07:00","0","101","1450","1450"
"17.04.2018 07:00 - 17.04.2018 08:00","0","1020","1035","1175"
"17.04.2018 08:00 - 17.04.2018 09:00","0","1461","1299","1339"
"17.04.2018 09:00 - 17.04.2018 10:00","0","350","2400","2400"
"17.04.2018 10:00 - 17.04.2018 11:00","0","350","2400","2400"
"17.04.2018 11:00 - 17.04.2018 12:00","0","0","2400","2400"
"17.04.2018 12:00 - 17.04.2018 13:00","0","0","2400","2400"
"17.04.2018 13:00 - 17.04.2018 14:00","0","0","2400","2400"
"17.04.2018 14:00 - 17.04.2018 15:00","0","0","2400","2400"
"17.04.2018 15:00 - 17.04.2018 16:00","0","0","2400","2400"
"17.04.2018 16:00 - 17.04.2018 17:00","0","0","2400","2400"
"17.04.2018 17:00 - 17.04.2018 18:00","0","0","2400","2400"
"17.04.2018 18:00 - 17.04.2018 19:00","0","100","2400","2500"
"17.04.2018 19:00 - 17.04.2018 20:00","0","822","1245","1525"
"17.04.2018 20:00 - 17.04.2018 21:00","0","627","2400","2460"
"17.04.2018 21:00 - 17.04.2018 22:00","0","37","2400","2400"
"17.04.2018 22:00 - 17.04.2018 23:00","0","133","2400","2500"
"17.04.2018 23:00 - 18.04.2018 00:00","0","0","2150","2150"
"18.04.2018 00:00 - 18.04.2018 01:00","0","0","2150","2150"
"18.04.2018 01:00 - 18.04.2018 02:00","0","0","1450","1450"
"18.04.2018 02:00 - 18.04.2018 03:00","0","0","1450","1450"
"18.04.2018 03:00 - 18.04.2018 04:00","0","0","1450","1450"
"18.04.2018 04:00 - 18.04.2018 05:00","0","0","1450","1450"
"18.04.2018 05:00 - 18.04.2018 06:00","0","0","1450","1450"
"18.04.2018 06:00 - 18.04.2018 07:00","0","0","1450","1450"
"18.04.2018 07:00 - 18.04.2018 08:00","0","855","2400","2400"
"18.04.2018 08:00 - 18.04.2018 09:00","0","300","1930","1955"
"18.04.2018 09:00 - 18.04.2018 10:00","0","0","2400","2400"
"18.04.2018 10:00 - 18.04.2018 11:00","0","0","2400","2400"
"18.04.2018 11:00 - 18.04.2018 12:00","0","0","2400","2400"
"18.04.2018 12:00 - 18.04.2018 13:00","0","0","2400","2400"
"18.04.2018 13:00 - 18.04.2018 14:00","0","0","2400","2400"
"18.04.2018 14:00 - 18.04.2018 15:00","0","0","2400","2400"
"18.04.2018 15:00 - 18.04.2018 16:00","0","0","2400","2400"
"18.04.2018 16:00 - 18.04.2018 17:00","0","0","2400","2400"
"18.04.2018 17:00 - 18.04.2018 18:00","0","0","2400","2400"
"18.04.2018 18:00 - 18.04.2018 19:00","0","138","2400","2400"
"18.04.2018 19:00 - 18.04.2018 20:00","0","197","1697","1819"
"18.04.2018 20:00 - 18.04.2018 21:00","0","0","2400","2400"
"18.04.2018 21:00 - 18.04.2018 22:00","0","0","2400","2400"
"18.04.2018 22:00 - 18.04.2018 23:00","0","0","2400","2400"
"18.04.2018 23:00 - 19.04.2018 00:00","0","31","2150","2150"
"19.04.2018 00:00 - 19.04.2018 01:00","0","0","2150","2150"
"19.04.2018 01:00 - 19.04.2018 02:00","0","0","1650","1650"
"19.04.2018 02:00 - 19.04.2018 03:00","0","0","1650","1650"
"19.04.2018 03:00 - 19.04.2018 04:00","0","0","1650","1650"
"19.04.2018 04:00 - 19.04.2018 05:00","0","0","1650","1650"
"19.04.2018 05:00 - 19.04.2018 06:00","0","0","1650","1650"
"19.04.2018 06:00 - 19.04.2018 07:00","0","0","1650","1650"
"19.04.2018 07:00 - 19.04.2018 08:00","0","375","2400","2400"
"19.04.2018 08:00 - 19.04.2018 09:00","0","0","2400","2400"
"19.04.2018 09:00 - 19.04.2018 10:00","0","0","2400","2400"
"19.04.2018 10:00 - 19.04.2018 11:00","0","0","2400","2400"
"19.04.2018 11:00 - 19.04.2018 12:00","0","0","2400","2400"
"19.04.2018 12:00 - 19.04.2018 13:00","0","0","2400","2400"
"19.04.2018 13:00 - 19.04.2018 14:00","0","0","2400","2400"
"19.04.2018 14:00 - 19.04.2018 15:00","0","0","2400","2400"
"19.04.2018 15:00 - 19.04.2018 16:00","0","0","2400","2400"
"19.04.2018 16:00 - 19.04.2018 17:00","0","0","2400","2400"
"19.04.2018 17:00 - 19.04.2018 18:00","0","475","2382","2400"
"19.04.2018 18:00 - 19.04.2018 19:00","0","825","703","778"
"19.04.2018 19:00 - 19.04.2018 20:00","263","856","0","81"
"19.04.2018 20:00 - 19.04.2018 21:00","0","518","1189","1339"
"19.04.2018 21:00 - 19.04.2018 22:00","0","524","2323","2449"
"19.04.2018 22:00 - 19.04.2018 23:00","0","500","2400","2400"
"19.04.2018 23:00 - 20.04.2018 00:00","0","0","2150","2150"
"20.04.2018 00:00 - 20.04.2018 01:00","0","0","2150","2150"
"20.04.2018 01:00 - 20.04.2018 02:00","0","0","1650","1650"
"20.04.2018 02:00 - 20.04.2018 03:00","0","0","1650","1650"
"20.04.2018 03:00 - 20.04.2018 04:00","0","0","1650","1650"
"20.04.2018 04:00 - 20.04.2018 05:00","0","14","1650","1650"
"20.04.2018 05:00 - 20.04.2018 06:00","0","0","1650","1650"
"20.04.2018 06:00 - 20.04.2018 07:00","0","450","82","82"
"20.04.2018 07:00 - 20.04.2018 08:00","1111","1308","0","0"
"20.04.2018 08:00 - 20.04.2018 09:00","871","971","0","0"
"20.04.2018 09:00 - 20.04.2018 10:00","26","276","0","80"
"20.04.2018 10:00 - 20.04.2018 11:00","0","601","1162","1162"
"20.04.2018 11:00 - 20.04.2018 12:00","0","326","1815","2086"
"20.04.2018 12:00 - 20.04.2018 13:00","0","0","2400","2400"
"20.04.2018 13:00 - 20.04.2018 14:00","0","35","2400","2400"
"20.04.2018 14:00 - 20.04.2018 15:00","0","550","2400","2400"
