Time (CET/CEST),BZN|ES > BZN|FR Day Ahead [MW],BZN|ES > BZN|FR Total [MW],BZN|FR > BZN|ES Day Ahead [MW],BZN|FR > BZN|ES Total [MW]
07.02.2022 09:00 - 07.02.2022 10:00,2200,2200,0,614
07.02.2022 10:00 - 07.02.2022 11:00,2200,2200,0,447
07.02.2022 11:00 - 07.02.2022 12:00,2200,2232,0,32
07.02.2022 12:00 - 07.02.2022 13:00,2200,2404,0,204
07.02.2022 13:00 - 07.02.2022 14:00,2200,2240,0,40
07.02.2022 14:00 - 07.02.2022 15:00,2200,2200,0,436
07.02.2022 15:00 - 07.02.2022 16:00,1610,1610,0,535
07.02.2022 16:00 - 07.02.2022 17:00,2376,2376,0,1339
07.02.2022 17:00 - 07.02.2022 18:00,1139,1259,0,94
07.02.2022 18:00 - 07.02.2022 19:00,340,340,0,181
07.02.2022 19:00 - 07.02.2022 20:00,0,78,1896,1915
07.02.2022 20:00 - 07.02.2022 21:00,0,36,2450,2486
07.02.2022 21:00 - 07.02.2022 22:00,0,0,2450,2450
07.02.2022 22:00 - 07.02.2022 23:00,0,164,1346,1780
07.02.2022 23:00 - 08.02.2022 00:00,0,263,1259,1815
08.02.2022 00:00 - 08.02.2022 01:00,0,0,1462,1671
08.02.2022 01:00 - 08.02.2022 02:00,0,29,2688,2725
08.02.2022 02:00 - 08.02.2022 03:00,0,12,2519,2519
08.02.2022 03:00 - 08.02.2022 04:00,0,178,2926,2926
08.02.2022 04:00 - 08.02.2022 05:00,0,322,3422,3422
08.02.2022 05:00 - 08.02.2022 06:00,0,2,2464,2751
08.02.2022 06:00 - 08.02.2022 07:00,0,0,1024,1424
08.02.2022 07:00 - 08.02.2022 08:00,1932,1956,0,323
08.02.2022 08:00 - 08.02.2022 09:00,1424,1424,0,238
08.02.2022 09:00 - 08.02.2022 10:00,601,601,0,29
08.02.2022 10:00 - 08.02.2022 11:00,753,753,0,893
08.02.2022 11:00 - 08.02.2022 12:00,1460,1460,0,308
08.02.2022 12:00 - 08.02.2022 13:00,670,1019,0,97
08.02.2022 13:00 - 08.02.2022 14:00,0,641,687,760
08.02.2022 14:00 - 08.02.2022 15:00,0,631,1568,1568
08.02.2022 15:00 - 08.02.2022 16:00,0,166,1275,1275
08.02.2022 16:00 - 08.02.2022 17:00,429,429,0,483
08.02.2022 17:00 - 08.02.2022 18:00,615,615,0,99
08.02.2022 18:00 - 08.02.2022 19:00,578,698,0,176
08.02.2022 19:00 - 08.02.2022 20:00,0,0,1586,1754
08.02.2022 20:00 - 08.02.2022 21:00,0,0,3376,3376
08.02.2022 21:00 - 08.02.2022 22:00,0,0,3376,3376
08.02.2022 22:00 - 08.02.2022 23:00,0,10,3376,3377
08.02.2022 23:00 - 09.02.2022 00:00,0,0,2191,2360
09.02.2022 00:00 - 09.02.2022 01:00,0,197,2896,2963
09.02.2022 01:00 - 09.02.2022 02:00,0,0,2737,2818
09.02.2022 02:00 - 09.02.2022 03:00,0,106,2374,2374
09.02.2022 03:00 - 09.02.2022 04:00,0,2,2151,2322
09.02.2022 04:00 - 09.02.2022 05:00,0,672,3040,3040
09.02.2022 05:00 - 09.02.2022 06:00,0,465,2464,2464
09.02.2022 06:00 - 09.02.2022 07:00,0,268,653,653
09.02.2022 07:00 - 09.02.2022 08:00,275,379,0,0
09.02.2022 08:00 - 09.02.2022 09:00,872,872,0,495
09.02.2022 09:00 - 09.02.2022 10:00,0,314,460,460
09.02.2022 10:00 - 09.02.2022 11:00,1171,1255,0,300
09.02.2022 11:00 - 09.02.2022 12:00,1966,2428,0,278
09.02.2022 12:00 - 09.02.2022 13:00,1695,1846,0,108
09.02.2022 13:00 - 09.02.2022 14:00,572,684,0,42
09.02.2022 14:00 - 09.02.2022 15:00,1127,1147,0,549
09.02.2022 15:00 - 09.02.2022 16:00,1814,1814,0,648
09.02.2022 16:00 - 09.02.2022 17:00,1761,2222,0,0
09.02.2022 17:00 - 09.02.2022 18:00,1428,2102,0,0
09.02.2022 18:00 - 09.02.2022 19:00,1766,2321,0,0
09.02.2022 19:00 - 09.02.2022 20:00,0,97,865,865
09.02.2022 20:00 - 09.02.2022 21:00,0,6,3330,3333
09.02.2022 21:00 - 09.02.2022 22:00,0,23,3330,3330
09.02.2022 22:00 - 09.02.2022 23:00,0,19,3330,3349
09.02.2022 23:00 - 10.02.2022 00:00,0,0,2388,2719
10.02.2022 00:00 - 10.02.2022 01:00,0,110,2799,2799
10.02.2022 01:00 - 10.02.2022 02:00,0,4,2244,2265
10.02.2022 02:00 - 10.02.2022 03:00,0,283,1343,1343
10.02.2022 03:00 - 10.02.2022 04:00,0,186,2633,2670
10.02.2022 04:00 - 10.02.2022 05:00,0,18,3515,3533
10.02.2022 05:00 - 10.02.2022 06:00,0,8,3515,3523
10.02.2022 06:00 - 10.02.2022 07:00,0,0,1672,1841
10.02.2022 07:00 - 10.02.2022 08:00,0,516,449,571
10.02.2022 08:00 - 10.02.2022 09:00,0,667,112,152
10.02.2022 09:00 - 10.02.2022 10:00,0,0,386,657
10.02.2022 10:00 - 10.02.2022 11:00,1851,1869,0,314
10.02.2022 11:00 - 10.02.2022 12:00,1244,1244,0,171
10.02.2022 12:00 - 10.02.2022 13:00,548,548,0,407
10.02.2022 13:00 - 10.02.2022 14:00,617,617,0,844
10.02.2022 14:00 - 10.02.2022 15:00,1012,1012,0,582
10.02.2022 15:00 - 10.02.2022 16:00,1537,1779,0,0
10.02.2022 16:00 - 10.02.2022 17:00,1023,1389,0,550
10.02.2022 17:00 - 10.02.2022 18:00,1477,1541,0,327
10.02.2022 18:00 - 10.02.2022 19:00,1270,1291,0,566
10.02.2022 19:00 - 10.02.2022 20:00,0,0,202,958
10.02.2022 20:00 - 10.02.2022 21:00,0,41,3011,3741
10.02.2022 21:00 - 10.02.2022 22:00,0,0,3700,3700
10.02.2022 22:00 - 10.02.2022 23:00,0,0,2827,3700
10.02.2022 23:00 - 11.02.2022 00:00,0,0,1633,3213
11.02.2022 00:00 - 11.02.2022 01:00,0,0,3422,3422
11.02.2022 01:00 - 11.02.2022 02:00,0,0,2947,3358
11.02.2022 02:00 - 11.02.2022 03:00,0,0,1904,2828
11.02.2022 03:00 - 11.02.2022 04:00,0,1,1669,3033
11.02.2022 04:00 - 11.02.2022 05:00,0,0,1206,2885
11.02.2022 05:00 - 11.02.2022 06:00,0,0,918,2312
11.02.2022 06:00 - 11.02.2022 07:00,467,467,0,1073
11.02.2022 07:00 - 11.02.2022 08:00,2200,2200,0,838
11.02.2022 08:00 - 11.02.2022 09:00,2200,2200,0,523
11.02.2022 09:00 - 11.02.2022 10:00,2200,2200,0,393
11.02.2022 10:00 - 11.02.2022 11:00,2200,2202,0,395
11.02.2022 11:00 - 11.02.2022 12:00,2150,2150,0,0
11.02.2022 12:00 - 11.02.2022 13:00,2150,2150,0,376
11.02.2022 13:00 - 11.02.2022 14:00,2150,2150,0,365
11.02.2022 14:00 - 11.02.2022 15:00,2150,2150,0,536
11.02.2022 15:00 - 11.02.2022 16:00,1822,1822,0,725
11.02.2022 16:00 - 11.02.2022 17:00,2350,2350,0,558
11.02.2022 17:00 - 11.02.2022 18:00,2350,2350,0,1357
11.02.2022 18:00 - 11.02.2022 19:00,2549,2549,0,190
11.02.2022 19:00 - 11.02.2022 20:00,1580,1580,0,898
11.02.2022 20:00 - 11.02.2022 21:00,0,0,2342,3044
11.02.2022 21:00 - 11.02.2022 22:00,0,0,3538,3653
11.02.2022 22:00 - 11.02.2022 23:00,0,0,2401,3376
11.02.2022 23:00 - 12.02.2022 00:00,0,0,2174,3071
12.02.2022 00:00 - 12.02.2022 01:00,0,0,3191,3191
12.02.2022 01:00 - 12.02.2022 02:00,0,0,3191,3191
12.02.2022 02:00 - 12.02.2022 03:00,0,0,3191,3191
12.02.2022 03:00 - 12.02.2022 04:00,0,0,2799,2799
12.02.2022 04:00 - 12.02.2022 05:00,0,0,2799,2799
12.02.2022 05:00 - 12.02.2022 06:00,0,0,2799,2799
12.02.2022 06:00 - 12.02.2022 07:00,0,0,2799,2799
12.02.2022 07:00 - 12.02.2022 08:00,0,115,1883,2175
12.02.2022 08:00 - 12.02.2022 09:00,0,168,1400,1657
12.02.2022 09:00 - 12.02.2022 10:00,0,97,1204,1408
12.02.2022 10:00 - 12.02.2022 11:00,0,242,2345,2345
12.02.2022 11:00 - 12.02.2022 12:00,0,262,3020,3020
12.02.2022 12:00 - 12.02.2022 13:00,0,117,2158,2158
12.02.2022 13:00 - 12.02.2022 14:00,0,102,3136,3136
12.02.2022 14:00 - 12.02.2022 15:00,0,0,2413,3196
12.02.2022 15:00 - 12.02.2022 16:00,0,0,1616,2708
12.02.2022 16:00 - 12.02.2022 17:00,0,0,1910,3275
12.02.2022 17:00 - 12.02.2022 18:00,0,0,1565,2236
12.02.2022 18:00 - 12.02.2022 19:00,0,121,570,589
12.02.2022 19:00 - 12.02.2022 20:00,0,31,890,1113
12.02.2022 20:00 - 12.02.2022 21:00,0,146,3653,3653
12.02.2022 21:00 - 12.02.2022 22:00,0,0,3653,3653
12.02.2022 22:00 - 12.02.2022 23:00,0,0,3653,3653
12.02.2022 23:00 - 13.02.2022 00:00,0,503,3608,3608
13.02.2022 00:00 - 13.02.2022 01:00,0,0,2543,2543
13.02.2022 01:00 - 13.02.2022 02:00,0,0,2543,2543
13.02.2022 02:00 - 13.02.2022 03:00,0,0,2543,2543
13.02.2022 03:00 - 13.02.2022 04:00,0,0,2543,2543
13.02.2022 04:00 - 13.02.2022 05:00,0,0,2821,2821
13.02.2022 05:00 - 13.02.2022 06:00,0,0,1801,2572
13.02.2022 06:00 - 13.02.2022 07:00,0,0,1654,2257
13.02.2022 07:00 - 13.02.2022 08:00,0,0,1382,2000
13.02.2022 08:00 - 13.02.2022 09:00,0,435,1889,1889
13.02.2022 09:00 - 13.02.2022 10:00,0,0,1676,1761
13.02.2022 10:00 - 13.02.2022 11:00,0,0,2377,2549
13.02.2022 11:00 - 13.02.2022 12:00,0,278,1982,2150
13.02.2022 12:00 - 13.02.2022 13:00,0,318,645,680
13.02.2022 13:00 - 13.02.2022 14:00,0,37,1755,1755
13.02.2022 14:00 - 13.02.2022 15:00,0,0,1598,1607
13.02.2022 15:00 - 13.02.2022 16:00,0,192,153,153
13.02.2022 16:00 - 13.02.2022 17:00,0,4,3,94
13.02.2022 17:00 - 13.02.2022 18:00,0,25,940,940
13.02.2022 18:00 - 13.02.2022 19:00,0,53,1382,1382
13.02.2022 19:00 - 13.02.2022 20:00,0,0,1949,2160
13.02.2022 20:00 - 13.02.2022 21:00,0,0,2821,2821
13.02.2022 21:00 - 13.02.2022 22:00,0,0,2821,2821
13.02.2022 22:00 - 13.02.2022 23:00,0,0,2821,2821
13.02.2022 23:00 - 14.02.2022 00:00,0,0,2821,2821
14.02.2022 00:00 - 14.02.2022 01:00,0,311,2561,2561
14.02.2022 01:00 - 14.02.2022 02:00,0,184,1608,1608
14.02.2022 02:00 - 14.02.2022 03:00,0,66,983,1001
14.02.2022 03:00 - 14.02.2022 04:00,0,5,1297,1738
14.02.2022 04:00 - 14.02.2022 05:00,0,0,1229,1520
14.02.2022 05:00 - 14.02.2022 06:00,0,0,577,1054
14.02.2022 06:00 - 14.02.2022 07:00,0,0,294,841
14.02.2022 07:00 - 14.02.2022 08:00,0,143,1054,1062
14.02.2022 08:00 - 14.02.2022 09:00,0,510,805,805
14.02.2022 09:00 - 14.02.2022 10:00,957,962,0,225
14.02.2022 10:00 - 14.02.2022 11:00,1636,1636,0,661
14.02.2022 11:00 - 14.02.2022 12:00,1935,1935,0,79
14.02.2022 12:00 - 14.02.2022 13:00,2000,2000,0,0
14.02.2022 13:00 - 14.02.2022 14:00,2000,2000,0,0
14.02.2022 14:00 - 14.02.2022 15:00,2000,2003,0,3
14.02.2022 15:00 - 14.02.2022 16:00,2363,2636,0,0
14.02.2022 16:00 - 14.02.2022 17:00,2636,2676,0,40
14.02.2022 17:00 - 14.02.2022 18:00,2636,2636,0,0
14.02.2022 18:00 - 14.02.2022 19:00,2728,2732,0,263
14.02.2022 19:00 - 14.02.2022 20:00,1385,1447,0,661
14.02.2022 20:00 - 14.02.2022 21:00,0,353,1716,1716
14.02.2022 21:00 - 14.02.2022 22:00,0,46,2250,2289
14.02.2022 22:00 - 14.02.2022 23:00,0,5,2250,2255
14.02.2022 23:00 - 15.02.2022 00:00,0,546,1220,1220
15.02.2022 00:00 - 15.02.2022 01:00,27,27,0,412
15.02.2022 01:00 - 15.02.2022 02:00,761,771,0,226
15.02.2022 02:00 - 15.02.2022 03:00,1497,1497,0,429
15.02.2022 03:00 - 15.02.2022 04:00,1740,1740,0,639
15.02.2022 04:00 - 15.02.2022 05:00,4,4,0,607
15.02.2022 05:00 - 15.02.2022 06:00,0,0,644,1258
15.02.2022 06:00 - 15.02.2022 07:00,0,290,1096,1136
15.02.2022 07:00 - 15.02.2022 08:00,0,0,763,849
15.02.2022 08:00 - 15.02.2022 09:00,0,0,722,870
15.02.2022 09:00 - 15.02.2022 10:00,0,0,585,896
15.02.2022 10:00 - 15.02.2022 11:00,0,734,2206,2206
15.02.2022 11:00 - 15.02.2022 12:00,0,864,393,393
15.02.2022 12:00 - 15.02.2022 13:00,621,1464,0,0
15.02.2022 13:00 - 15.02.2022 14:00,0,810,508,508
15.02.2022 14:00 - 15.02.2022 15:00,312,1148,0,0
15.02.2022 15:00 - 15.02.2022 16:00,521,1501,0,0
15.02.2022 16:00 - 15.02.2022 17:00,0,1170,122,122
15.02.2022 17:00 - 15.02.2022 18:00,0,1158,225,225
15.02.2022 18:00 - 15.02.2022 19:00,0,821,2636,2636
15.02.2022 19:00 - 15.02.2022 20:00,0,554,2636,2638
15.02.2022 20:00 - 15.02.2022 21:00,0,0,2636,2636
15.02.2022 21:00 - 15.02.2022 22:00,0,0,2636,2636
15.02.2022 22:00 - 15.02.2022 23:00,0,0,2636,2636
15.02.2022 23:00 - 16.02.2022 00:00,0,0,2336,2607
16.02.2022 00:00 - 16.02.2022 01:00,0,0,2300,2300
16.02.2022 01:00 - 16.02.2022 02:00,0,5,2300,2300
16.02.2022 02:00 - 16.02.2022 03:00,0,0,2300,2300
16.02.2022 03:00 - 16.02.2022 04:00,0,0,2300,2300
16.02.2022 04:00 - 16.02.2022 05:00,0,0,2300,2300
16.02.2022 05:00 - 16.02.2022 06:00,0,0,2300,2300
16.02.2022 06:00 - 16.02.2022 07:00,0,0,2300,2300
16.02.2022 07:00 - 16.02.2022 08:00,0,0,2682,2682
16.02.2022 08:00 - 16.02.2022 09:00,0,0,2682,2682
16.02.2022 09:00 - 16.02.2022 10:00,0,0,2682,2682
16.02.2022 10:00 - 16.02.2022 11:00,0,0,2682,2682
16.02.2022 11:00 - 16.02.2022 12:00,0,2,2590,2590
16.02.2022 12:00 - 16.02.2022 13:00,0,0,664,1060
16.02.2022 13:00 - 16.02.2022 14:00,0,0,2068,2449
16.02.2022 14:00 - 16.02.2022 15:00,0,1,2433,2591
16.02.2022 15:00 - 16.02.2022 16:00,0,4,1926,1946
16.02.2022 16:00 - 16.02.2022 17:00,0,221,2522,2522
16.02.2022 17:00 - 16.02.2022 18:00,0,17,2497,2508
16.02.2022 18:00 - 16.02.2022 19:00,0,21,2497,2518
16.02.2022 19:00 - 16.02.2022 20:00,0,1,2497,2498
16.02.2022 20:00 - 16.02.2022 21:00,0,0,2497,2497
16.02.2022 21:00 - 16.02.2022 22:00,0,0,2497,2497
16.02.2022 22:00 - 16.02.2022 23:00,0,0,2497,2497
16.02.2022 23:00 - 17.02.2022 00:00,0,0,2497,2497
17.02.2022 00:00 - 17.02.2022 01:00,0,0,2000,2000
17.02.2022 01:00 - 17.02.2022 02:00,0,0,2000,2000
17.02.2022 02:00 - 17.02.2022 03:00,0,0,2000,2000
17.02.2022 03:00 - 17.02.2022 04:00,0,0,2000,2000
17.02.2022 04:00 - 17.02.2022 05:00,0,0,2050,2050
17.02.2022 05:00 - 17.02.2022 06:00,0,0,2050,2050
17.02.2022 06:00 - 17.02.2022 07:00,0,218,2050,2050
17.02.2022 07:00 - 17.02.2022 08:00,0,0,2400,2400
17.02.2022 08:00 - 17.02.2022 09:00,0,29,2100,2199
17.02.2022 09:00 - 17.02.2022 10:00,0,0,1954,2400
17.02.2022 10:00 - 17.02.2022 11:00,0,0,1363,1429
17.02.2022 11:00 - 17.02.2022 12:00,0,0,888,1136
17.02.2022 12:00 - 17.02.2022 13:00,0,2,1281,1714
17.02.2022 13:00 - 17.02.2022 14:00,0,0,1605,2085
17.02.2022 14:00 - 17.02.2022 15:00,0,0,1330,2292
17.02.2022 15:00 - 17.02.2022 16:00,0,0,1539,2071
17.02.2022 16:00 - 17.02.2022 17:00,0,20,1043,1592
17.02.2022 17:00 - 17.02.2022 18:00,0,0,2636,2636
17.02.2022 18:00 - 17.02.2022 19:00,0,132,2636,2666
17.02.2022 19:00 - 17.02.2022 20:00,0,95,2636,2636
17.02.2022 20:00 - 17.02.2022 21:00,0,129,2636,2636
17.02.2022 21:00 - 17.02.2022 22:00,0,0,2636,2636
17.02.2022 22:00 - 17.02.2022 23:00,0,0,2636,2636
17.02.2022 23:00 - 18.02.2022 00:00,0,0,2636,2636
18.02.2022 00:00 - 18.02.2022 01:00,0,0,2497,2497
18.02.2022 01:00 - 18.02.2022 02:00,0,79,2497,2502
18.02.2022 02:00 - 18.02.2022 03:00,0,2,2497,2499
18.02.2022 03:00 - 18.02.2022 04:00,0,0,2497,2497
18.02.2022 04:00 - 18.02.2022 05:00,0,0,2590,2590
18.02.2022 05:00 - 18.02.2022 06:00,0,0,2590,2590
18.02.2022 06:00 - 18.02.2022 07:00,0,2,2590,2592
18.02.2022 07:00 - 18.02.2022 08:00,0,0,2775,2775
18.02.2022 08:00 - 18.02.2022 09:00,0,0,2775,2775
18.02.2022 09:00 - 18.02.2022 10:00,0,0,2775,2775
18.02.2022 10:00 - 18.02.2022 11:00,0,0,2775,2775
18.02.2022 11:00 - 18.02.2022 12:00,0,0,2775,2775
18.02.2022 12:00 - 18.02.2022 13:00,0,0,2867,2867
18.02.2022 13:00 - 18.02.2022 14:00,0,0,2867,2867
18.02.2022 14:00 - 18.02.2022 15:00,0,0,2867,2867
18.02.2022 15:00 - 18.02.2022 16:00,0,0,2867,2867
18.02.2022 16:00 - 18.02.2022 17:00,0,0,2867,2867
18.02.2022 17:00 - 18.02.2022 18:00,0,0,2797,2867
18.02.2022 18:00 - 18.02.2022 19:00,0,0,2517,3607
18.02.2022 19:00 - 18.02.2022 20:00,0,0,2970,3607
18.02.2022 20:00 - 18.02.2022 21:00,0,0,3254,3607
18.02.2022 21:00 - 18.02.2022 22:00,0,0,2883,3607
18.02.2022 22:00 - 18.02.2022 23:00,0,0,1464,2029
18.02.2022 23:00 - 19.02.2022 00:00,0,0,246,304
19.02.2022 00:00 - 19.02.2022 01:00,0,0,2400,2400
19.02.2022 01:00 - 19.02.2022 02:00,0,0,2400,2400
19.02.2022 02:00 - 19.02.2022 03:00,0,0,2079,2368
19.02.2022 03:00 - 19.02.2022 04:00,0,0,2296,2400
19.02.2022 04:00 - 19.02.2022 05:00,0,0,2135,2486
19.02.2022 05:00 - 19.02.2022 06:00,0,41,1854,2302
19.02.2022 06:00 - 19.02.2022 07:00,0,0,1201,1760
19.02.2022 07:00 - 19.02.2022 08:00,562,562,0,341
19.02.2022 08:00 - 19.02.2022 09:00,0,746,433,433
19.02.2022 09:00 - 19.02.2022 10:00,203,203,0,454
19.02.2022 10:00 - 19.02.2022 11:00,0,100,891,891
19.02.2022 11:00 - 19.02.2022 12:00,0,361,1600,1600
19.02.2022 12:00 - 19.02.2022 13:00,0,1168,2878,2883
19.02.2022 13:00 - 19.02.2022 14:00,0,723,3283,3285
19.02.2022 14:00 - 19.02.2022 15:00,0,55,3145,3145
19.02.2022 15:00 - 19.02.2022 16:00,0,124,3145,3145
19.02.2022 16:00 - 19.02.2022 17:00,0,0,3145,3145
19.02.2022 17:00 - 19.02.2022 18:00,0,92,2960,2970
19.02.2022 18:00 - 19.02.2022 19:00,0,224,2960,2963
19.02.2022 19:00 - 19.02.2022 20:00,0,0,2960,2960
19.02.2022 20:00 - 19.02.2022 21:00,0,0,2960,2960
19.02.2022 21:00 - 19.02.2022 22:00,0,0,2960,2960
19.02.2022 22:00 - 19.02.2022 23:00,0,0,2960,2960
19.02.2022 23:00 - 20.02.2022 00:00,0,0,2960,2960
20.02.2022 00:00 - 20.02.2022 01:00,0,31,2543,2574
20.02.2022 01:00 - 20.02.2022 02:00,0,18,2543,2543
20.02.2022 02:00 - 20.02.2022 03:00,0,38,2543,2543
20.02.2022 03:00 - 20.02.2022 04:00,0,0,2543,2543
20.02.2022 04:00 - 20.02.2022 05:00,0,35,2590,2590
20.02.2022 05:00 - 20.02.2022 06:00,0,0,2590,2590
20.02.2022 06:00 - 20.02.2022 07:00,0,0,2590,2590
20.02.2022 07:00 - 20.02.2022 08:00,0,0,2590,2590
20.02.2022 08:00 - 20.02.2022 09:00,0,0,3145,3145
20.02.2022 09:00 - 20.02.2022 10:00,0,0,3145,3145
20.02.2022 10:00 - 20.02.2022 11:00,0,0,3145,3145
20.02.2022 11:00 - 20.02.2022 12:00,0,0,3145,3145
20.02.2022 12:00 - 20.02.2022 13:00,0,0,3607,3607
20.02.2022 13:00 - 20.02.2022 14:00,0,84,3607,3607
20.02.2022 14:00 - 20.02.2022 15:00,0,0,3376,3376
20.02.2022 15:00 - 20.02.2022 16:00,0,0,3376,3376
20.02.2022 16:00 - 20.02.2022 17:00,0,0,3376,3376
20.02.2022 17:00 - 20.02.2022 18:00,0,19,3145,3145
20.02.2022 18:00 - 20.02.2022 19:00,0,0,3145,3145
20.02.2022 19:00 - 20.02.2022 20:00,0,0,3145,3145
20.02.2022 20:00 - 20.02.2022 21:00,0,0,3145,3145
20.02.2022 21:00 - 20.02.2022 22:00,0,0,3145,3145
20.02.2022 22:00 - 20.02.2022 23:00,0,0,3145,3145
20.02.2022 23:00 - 21.02.2022 00:00,0,0,3145,3145
21.02.2022 00:00 - 21.02.2022 01:00,0,0,2913,2913
21.02.2022 01:00 - 21.02.2022 02:00,0,0,2913,2913
21.02.2022 02:00 - 21.02.2022 03:00,0,0,2913,2913
21.02.2022 03:00 - 21.02.2022 04:00,0,0,2913,2913
21.02.2022 04:00 - 21.02.2022 05:00,0,0,2913,2913
21.02.2022 05:00 - 21.02.2022 06:00,0,0,2913,2913
21.02.2022 06:00 - 21.02.2022 07:00,0,0,2913,2913
21.02.2022 07:00 - 21.02.2022 08:00,0,0,3422,3422
21.02.2022 08:00 - 21.02.2022 09:00,0,0,3422,3422
21.02.2022 09:00 - 21.02.2022 10:00,0,2,3422,3424
21.02.2022 10:00 - 21.02.2022 11:00,0,0,2961,3257
21.02.2022 11:00 - 21.02.2022 12:00,0,1,1996,2225
21.02.2022 12:00 - 21.02.2022 13:00,0,61,1630,1630
21.02.2022 13:00 - 21.02.2022 14:00,0,7,1826,1826
21.02.2022 14:00 - 21.02.2022 15:00,0,193,2186,2186
21.02.2022 15:00 - 21.02.2022 16:00,0,3,3105,3164
21.02.2022 16:00 - 21.02.2022 17:00,0,242,1719,1719
21.02.2022 17:00 - 21.02.2022 18:00,0,375,3145,3145
21.02.2022 18:00 - 21.02.2022 19:00,0,690,3145,3145
21.02.2022 19:00 - 21.02.2022 20:00,0,624,3145,3145
21.02.2022 20:00 - 21.02.2022 21:00,0,59,3145,3145
21.02.2022 21:00 - 21.02.2022 22:00,0,49,3145,3145
21.02.2022 22:00 - 21.02.2022 23:00,0,19,3145,3145
21.02.2022 23:00 - 22.02.2022 00:00,0,227,3145,3145
22.02.2022 00:00 - 22.02.2022 01:00,0,309,2322,2322
22.02.2022 01:00 - 22.02.2022 02:00,0,478,956,956
22.02.2022 02:00 - 22.02.2022 03:00,0,560,129,129
22.02.2022 03:00 - 22.02.2022 04:00,0,359,67,69
22.02.2022 04:00 - 22.02.2022 05:00,0,296,563,563
22.02.2022 05:00 - 22.02.2022 06:00,0,497,1265,1265
22.02.2022 06:00 - 22.02.2022 07:00,0,608,2913,2913
22.02.2022 07:00 - 22.02.2022 08:00,0,1284,3653,3653
22.02.2022 08:00 - 22.02.2022 09:00,0,457,2907,2907
22.02.2022 09:00 - 22.02.2022 10:00,0,217,3653,3653
22.02.2022 10:00 - 22.02.2022 11:00,0,269,2590,2633
22.02.2022 11:00 - 22.02.2022 12:00,0,644,2281,2286
22.02.2022 12:00 - 22.02.2022 13:00,0,817,2430,2443
22.02.2022 13:00 - 22.02.2022 14:00,0,0,1924,1964
22.02.2022 14:00 - 22.02.2022 15:00,0,490,2885,2885
22.02.2022 15:00 - 22.02.2022 16:00,0,778,3618,3618
22.02.2022 16:00 - 22.02.2022 17:00,0,757,3653,3653
22.02.2022 17:00 - 22.02.2022 18:00,0,1005,3653,3653
22.02.2022 18:00 - 22.02.2022 19:00,0,564,3700,3700
22.02.2022 19:00 - 22.02.2022 20:00,0,683,3700,3700
22.02.2022 20:00 - 22.02.2022 21:00,0,207,3700,3700
22.02.2022 21:00 - 22.02.2022 22:00,0,0,3700,3700
22.02.2022 22:00 - 22.02.2022 23:00,0,863,3700,3709
22.02.2022 23:00 - 23.02.2022 00:00,0,1486,3698,3706
23.02.2022 00:00 - 23.02.2022 01:00,0,388,3136,3136
23.02.2022 01:00 - 23.02.2022 02:00,0,73,1684,1709
23.02.2022 02:00 - 23.02.2022 03:00,0,196,1374,1381
23.02.2022 03:00 - 23.02.2022 04:00,0,0,1200,1414
23.02.2022 04:00 - 23.02.2022 05:00,0,117,1392,1392
23.02.2022 05:00 - 23.02.2022 06:00,0,12,1940,1940
23.02.2022 06:00 - 23.02.2022 07:00,0,607,2224,2224
23.02.2022 07:00 - 23.02.2022 08:00,0,956,2371,2371
23.02.2022 08:00 - 23.02.2022 09:00,0,367,1516,1516
23.02.2022 09:00 - 23.02.2022 10:00,0,137,1548,1552
23.02.2022 10:00 - 23.02.2022 11:00,0,446,3386,3386
23.02.2022 11:00 - 23.02.2022 12:00,0,0,3700,3700
23.02.2022 12:00 - 23.02.2022 13:00,0,0,3510,3746
23.02.2022 13:00 - 23.02.2022 14:00,0,0,3482,3619
23.02.2022 14:00 - 23.02.2022 15:00,0,145,3676,3684
23.02.2022 15:00 - 23.02.2022 16:00,0,300,3746,3746
23.02.2022 16:00 - 23.02.2022 17:00,0,381,3746,3746
23.02.2022 17:00 - 23.02.2022 18:00,0,283,3171,3189
23.02.2022 18:00 - 23.02.2022 19:00,0,989,245,245
23.02.2022 19:00 - 23.02.2022 20:00,0,807,2640,2640
23.02.2022 20:00 - 23.02.2022 21:00,0,0,3607,3607
23.02.2022 21:00 - 23.02.2022 22:00,0,0,3607,3607
23.02.2022 22:00 - 23.02.2022 23:00,0,0,3607,3607
23.02.2022 23:00 - 24.02.2022 00:00,0,37,3607,3607
24.02.2022 00:00 - 24.02.2022 01:00,0,0,3330,3330
24.02.2022 01:00 - 24.02.2022 02:00,0,0,3330,3330
24.02.2022 02:00 - 24.02.2022 03:00,0,0,3330,3330
24.02.2022 03:00 - 24.02.2022 04:00,0,0,3237,3237
24.02.2022 04:00 - 24.02.2022 05:00,0,0,3237,3237
24.02.2022 05:00 - 24.02.2022 06:00,0,25,3237,3237
24.02.2022 06:00 - 24.02.2022 07:00,0,192,3237,3237
24.02.2022 07:00 - 24.02.2022 08:00,0,54,3607,3607
24.02.2022 08:00 - 24.02.2022 09:00,0,0,1927,1992
24.02.2022 09:00 - 24.02.2022 10:00,0,0,2451,2613
24.02.2022 10:00 - 24.02.2022 11:00,0,0,3363,3465
24.02.2022 11:00 - 24.02.2022 12:00,0,18,3561,3561
