"Time (CET/CEST)","BZN|ES > BZN|FR Day Ahead [MW]","BZN|ES > BZN|FR Total [MW]","BZN|FR > BZN|ES Day Ahead [MW]","BZN|FR > BZN|ES Total [MW]"
"19.02.2017 01:00 - 19.02.2017 02:00","n/e","93","n/e","142"
"19.02.2017 02:00 - 19.02.2017 03:00","n/e","1138","n/e","200"
"19.02.2017 03:00 - 19.02.2017 04:00","n/e","246","n/e","275"
"19.02.2017 04:00 - 19.02.2017 05:00","n/e","89","n/e","800"
"19.02.2017 05:00 - 19.02.2017 06:00","n/e","917","n/e","1037"
"19.02.2017 06:00 - 19.02.2017 07:00","n/e","1365","n/e","1340"
"19.02.2017 07:00 - 19.02.2017 08:00","n/e","1357","n/e","491"
"19.02.2017 08:00 - 19.02.2017 09:00","n/e","1247","n/e","749"
"19.02.2017 09:00 - 19.02.2017 10:00","n/e","0","n/e","183"
"19.02.2017 10:00 - 19.02.2017 11:00","n/e","66","n/e","910"
"19.02.2017 11:00 - 19.02.2017 12:00","n/e","0","n/e","2181"
"19.02.2017 12:00 - 19.02.2017 13:00","n/e","50","n/e","1275"
"19.02.2017 13:00 - 19.02.2017 14:00","n/e","107","n/e","2653"
"19.02.2017 14:00 - 19.02.2017 15:00","n/e","0","n/e","2850"
"19.02.2017 15:00 - 19.02.2017 16:00","n/e","139","n/e","2989"
"19.02.2017 16:00 - 19.02.2017 17:00","n/e","91","n/e","2941"
"19.02.2017 17:00 - 19.02.2017 18:00","n/e","324","n/e","2612"
"19.02.2017 18:00 - 19.02.2017 19:00","n/e","1058","n/e","892"
"19.02.2017 19:00 - 19.02.2017 20:00","n/e","536","n/e","889"
"19.02.2017 20:00 - 19.02.2017 21:00","n/e","540","n/e","1254"
"19.02.2017 21:00 - 19.02.2017 22:00","n/e","692","n/e","2850"
"19.02.2017 22:00 - 19.02.2017 23:00","n/e","644","n/e","2796"
"19.02.2017 23:00 - 20.02.2017 00:00","n/e","874","n/e","2013"
"20.02.2017 00:00 - 20.02.2017 01:00","n/e","0","n/e","622"
"20.02.2017 01:00 - 20.02.2017 02:00","n/e","167","n/e","314"
"20.02.2017 02:00 - 20.02.2017 03:00","n/e","1230","n/e","169"
"20.02.2017 03:00 - 20.02.2017 04:00","n/e","50","n/e","622"
"20.02.2017 04:00 - 20.02.2017 05:00","n/e","423","n/e","1727"
"20.02.2017 05:00 - 20.02.2017 06:00","n/e","63","n/e","95"
"20.02.2017 06:00 - 20.02.2017 07:00","n/e","547","n/e","50"
"20.02.2017 07:00 - 20.02.2017 08:00","n/e","353","n/e","0"
"20.02.2017 08:00 - 20.02.2017 09:00","n/e","774","n/e","0"
"20.02.2017 09:00 - 20.02.2017 10:00","n/e","206","n/e","477"
"20.02.2017 10:00 - 20.02.2017 11:00","n/e","190","n/e","606"
"20.02.2017 11:00 - 20.02.2017 12:00","n/e","282","n/e","16"
"20.02.2017 12:00 - 20.02.2017 13:00","n/e","120","n/e","994"
"20.02.2017 13:00 - 20.02.2017 14:00","n/e","272","n/e","1131"
"20.02.2017 14:00 - 20.02.2017 15:00","n/e","454","n/e","738"
"20.02.2017 15:00 - 20.02.2017 16:00","n/e","475","n/e","1328"
"20.02.2017 16:00 - 20.02.2017 17:00","n/e","438","n/e","1170"
"20.02.2017 17:00 - 20.02.2017 18:00","n/e","575","n/e","1075"
"20.02.2017 18:00 - 20.02.2017 19:00","n/e","2582","n/e","141"
"20.02.2017 19:00 - 20.02.2017 20:00","n/e","1359","n/e","36"
"20.02.2017 20:00 - 20.02.2017 21:00","n/e","408","n/e","862"
"20.02.2017 21:00 - 20.02.2017 22:00","n/e","188","n/e","2160"
"20.02.2017 22:00 - 20.02.2017 23:00","n/e","918","n/e","1829"
"20.02.2017 23:00 - 21.02.2017 00:00","n/e","640","n/e","305"
"21.02.2017 00:00 - 21.02.2017 01:00","n/e","375","n/e","39"
"21.02.2017 01:00 - 21.02.2017 02:00","n/e","496","n/e","20"
"21.02.2017 02:00 - 21.02.2017 03:00","n/e","175","n/e","30"
"21.02.2017 03:00 - 21.02.2017 04:00","n/e","150","n/e","415"
"21.02.2017 04:00 - 21.02.2017 05:00","n/e","82","n/e","659"
"21.02.2017 05:00 - 21.02.2017 06:00","n/e","200","n/e","860"
"21.02.2017 06:00 - 21.02.2017 07:00","n/e","809","n/e","82"
"21.02.2017 07:00 - 21.02.2017 08:00","n/e","341","n/e","511"
"21.02.2017 08:00 - 21.02.2017 09:00","n/e","612","n/e","1608"
"21.02.2017 09:00 - 21.02.2017 10:00","n/e","656","n/e","1607"
"21.02.2017 10:00 - 21.02.2017 11:00","n/e","981","n/e","1445"
"21.02.2017 11:00 - 21.02.2017 12:00","n/e","579","n/e","547"
"21.02.2017 12:00 - 21.02.2017 13:00","n/e","674","n/e","870"
"21.02.2017 13:00 - 21.02.2017 14:00","n/e","481","n/e","1003"
"21.02.2017 14:00 - 21.02.2017 15:00","n/e","442","n/e","463"
"21.02.2017 15:00 - 21.02.2017 16:00","n/e","300","n/e","1067"
"21.02.2017 16:00 - 21.02.2017 17:00","n/e","322","n/e","1286"
"21.02.2017 17:00 - 21.02.2017 18:00","n/e","450","n/e","1909"
"21.02.2017 18:00 - 21.02.2017 19:00","n/e","1224","n/e","2240"
"21.02.2017 19:00 - 21.02.2017 20:00","n/e","1213","n/e","2425"
"21.02.2017 20:00 - 21.02.2017 21:00","n/e","606","n/e","3400"
"21.02.2017 21:00 - 21.02.2017 22:00","n/e","164","n/e","3510"
"21.02.2017 22:00 - 21.02.2017 23:00","n/e","571","n/e","3602"
"21.02.2017 23:00 - 22.02.2017 00:00","n/e","880","n/e","3004"
"22.02.2017 00:00 - 22.02.2017 01:00","n/e","55","n/e","2850"
"22.02.2017 01:00 - 22.02.2017 02:00","n/e","0","n/e","2787"
"22.02.2017 02:00 - 22.02.2017 03:00","n/e","50","n/e","2850"
"22.02.2017 03:00 - 22.02.2017 04:00","n/e","0","n/e","2850"
"22.02.2017 04:00 - 22.02.2017 05:00","n/e","0","n/e","2850"
"22.02.2017 05:00 - 22.02.2017 06:00","n/e","0","n/e","2850"
"22.02.2017 06:00 - 22.02.2017 07:00","n/e","100","n/e","2850"
"22.02.2017 07:00 - 22.02.2017 08:00","n/e","44","n/e","3350"
"22.02.2017 08:00 - 22.02.2017 09:00","n/e","75","n/e","3350"
"22.02.2017 09:00 - 22.02.2017 10:00","n/e","0","n/e","3350"
"22.02.2017 10:00 - 22.02.2017 11:00","n/e","0","n/e","3350"
"22.02.2017 11:00 - 22.02.2017 12:00","n/e","0","n/e","3350"
"22.02.2017 12:00 - 22.02.2017 13:00","n/e","25","n/e","3350"
"22.02.2017 13:00 - 22.02.2017 14:00","n/e","0","n/e","3350"
"22.02.2017 14:00 - 22.02.2017 15:00","n/e","0","n/e","3350"
"22.02.2017 15:00 - 22.02.2017 16:00","n/e","0","n/e","3350"
"22.02.2017 16:00 - 22.02.2017 17:00","n/e","0","n/e","3350"
"22.02.2017 17:00 - 22.02.2017 18:00","n/e","0","n/e","3350"
"22.02.2017 18:00 - 22.02.2017 19:00","n/e","50","n/e","3350"
"22.02.2017 19:00 - 22.02.2017 20:00","n/e","0","n/e","3350"
"22.02.2017 20:00 - 22.02.2017 21:00","n/e","0","n/e","3350"
"22.02.2017 21:00 - 22.02.2017 22:00","n/e","0","n/e","3350"
"22.02.2017 22:00 - 22.02.2017 23:00","n/e","0","n/e","3350"
"22.02.2017 23:00 - 23.02.2017 00:00","n/e","0","n/e","2850"
"23.02.2017 00:00 - 23.02.2017 01:00","n/e","0","n/e","2850"
"23.02.2017 01:00 - 23.02.2017 02:00","n/e","0","n/e","2850"
"23.02.2017 02:00 - 23.02.2017 03:00","n/e","0","n/e","2850"
"23.02.2017 03:00 - 23.02.2017 04:00","n/e","0","n/e","2850"
"23.02.2017 04:00 - 23.02.2017 05:00","n/e","0","n/e","2850"
"23.02.2017 05:00 - 23.02.2017 06:00","n/e","0","n/e","2850"
"23.02.2017 06:00 - 23.02.2017 07:00","n/e","0","n/e","2850"
"23.02.2017 07:00 - 23.02.2017 08:00","n/e","100","n/e","3350"
"23.02.2017 08:00 - 23.02.2017 09:00","n/e","0","n/e","3350"
"23.02.2017 09:00 - 23.02.2017 10:00","n/e","0","n/e","3350"
"23.02.2017 10:00 - 23.02.2017 11:00","n/e","0","n/e","3350"
"23.02.2017 11:00 - 23.02.2017 12:00","n/e","0","n/e","3350"
"23.02.2017 12:00 - 23.02.2017 13:00","n/e","0","n/e","3350"
"23.02.2017 13:00 - 23.02.2017 14:00","n/e","0","n/e","3350"
"23.02.2017 14:00 - 23.02.2017 15:00","n/e","0","n/e","3350"
"23.02.2017 15:00 - 23.02.2017 16:00","n/e","0","n/e","3350"
"23.02.2017 16:00 - 23.02.2017 17:00","n/e","0","n/e","3350"
"23.02.2017 17:00 - 23.02.2017 18:00","n/e","0","n/e","3350"
"23.02.2017 18:00 - 23.02.2017 19:00","n/e","25","n/e","3350"
"23.02.2017 19:00 - 23.02.2017 20:00","n/e","153","n/e","3425"
"23.02.2017 20:00 - 23.02.2017 21:00","n/e","0","n/e","3350"
"23.02.2017 21:00 - 23.02.2017 22:00","n/e","0","n/e","3350"
"23.02.2017 22:00 - 23.02.2017 23:00","n/e","0","n/e","3350"
"23.02.2017 23:00 - 24.02.2017 00:00","n/e","0","n/e","2850"
"24.02.2017 00:00 - 24.02.2017 01:00","n/e","0","n/e","2850"
"24.02.2017 01:00 - 24.02.2017 02:00","n/e","0","n/e","2850"
"24.02.2017 02:00 - 24.02.2017 03:00","n/e","0","n/e","2850"
"24.02.2017 03:00 - 24.02.2017 04:00","n/e","0","n/e","2850"
"24.02.2017 04:00 - 24.02.2017 05:00","n/e","103","n/e","2850"
"24.02.2017 05:00 - 24.02.2017 06:00","n/e","100","n/e","1748"
"24.02.2017 06:00 - 24.02.2017 07:00","n/e","69","n/e","334"
"24.02.2017 07:00 - 24.02.2017 08:00","n/e","751","n/e","1116"
"24.02.2017 08:00 - 24.02.2017 09:00","n/e","610","n/e","1686"
"24.02.2017 09:00 - 24.02.2017 10:00","n/e","569","n/e","1290"
"24.02.2017 10:00 - 24.02.2017 11:00","n/e","440","n/e","1250"
"24.02.2017 11:00 - 24.02.2017 12:00","n/e","480","n/e","1367"
"24.02.2017 12:00 - 24.02.2017 13:00","n/e","472","n/e","1496"
"24.02.2017 13:00 - 24.02.2017 14:00","n/e","405","n/e","1788"
"24.02.2017 14:00 - 24.02.2017 15:00","n/e","399","n/e","1359"
"24.02.2017 15:00 - 24.02.2017 16:00","n/e","154","n/e","1286"
"24.02.2017 16:00 - 24.02.2017 17:00","n/e","528","n/e","3090"
"24.02.2017 17:00 - 24.02.2017 18:00","n/e","426","n/e","1205"
"24.02.2017 18:00 - 24.02.2017 19:00","n/e","1039","n/e","180"
"24.02.2017 19:00 - 24.02.2017 20:00","n/e","467","n/e","983"
"24.02.2017 20:00 - 24.02.2017 21:00","n/e","182","n/e","3396"
"24.02.2017 21:00 - 24.02.2017 22:00","n/e","99","n/e","3374"
"24.02.2017 22:00 - 24.02.2017 23:00","n/e","523","n/e","3379"
"24.02.2017 23:00 - 25.02.2017 00:00","n/e","693","n/e","2667"
"25.02.2017 00:00 - 25.02.2017 01:00","n/e","948","n/e","2525"
"25.02.2017 01:00 - 25.02.2017 02:00","n/e","450","n/e","2800"
"25.02.2017 02:00 - 25.02.2017 03:00","n/e","315","n/e","2508"
"25.02.2017 03:00 - 25.02.2017 04:00","n/e","576","n/e","2434"
"25.02.2017 04:00 - 25.02.2017 05:00","n/e","870","n/e","2602"
"25.02.2017 05:00 - 25.02.2017 06:00","n/e","706","n/e","2305"
"25.02.2017 06:00 - 25.02.2017 07:00","n/e","467","n/e","2800"
"25.02.2017 07:00 - 25.02.2017 08:00","n/e","646","n/e","2800"
"25.02.2017 08:00 - 25.02.2017 09:00","n/e","527","n/e","3400"
"25.02.2017 09:00 - 25.02.2017 10:00","n/e","0","n/e","3400"
"25.02.2017 10:00 - 25.02.2017 11:00","n/e","0","n/e","3400"
"25.02.2017 11:00 - 25.02.2017 12:00","n/e","0","n/e","3400"
"25.02.2017 12:00 - 25.02.2017 13:00","n/e","75","n/e","3400"
"25.02.2017 13:00 - 25.02.2017 14:00","n/e","0","n/e","3400"
"25.02.2017 14:00 - 25.02.2017 15:00","n/e","0","n/e","3400"
"25.02.2017 15:00 - 25.02.2017 16:00","n/e","0","n/e","3400"
"25.02.2017 16:00 - 25.02.2017 17:00","n/e","0","n/e","3400"
"25.02.2017 17:00 - 25.02.2017 18:00","n/e","85","n/e","3450"
"25.02.2017 18:00 - 25.02.2017 19:00","n/e","392","n/e","3017"
"25.02.2017 19:00 - 25.02.2017 20:00","n/e","666","n/e","2921"
"25.02.2017 20:00 - 25.02.2017 21:00","n/e","147","n/e","3400"
"25.02.2017 21:00 - 25.02.2017 22:00","n/e","543","n/e","3486"
"25.02.2017 22:00 - 25.02.2017 23:00","n/e","268","n/e","3450"
"25.02.2017 23:00 - 26.02.2017 00:00","n/e","672","n/e","2811"
"26.02.2017 00:00 - 26.02.2017 01:00","n/e","199","n/e","2800"
"26.02.2017 01:00 - 26.02.2017 02:00","n/e","356","n/e","2800"
"26.02.2017 02:00 - 26.02.2017 03:00","n/e","193","n/e","2800"
"26.02.2017 03:00 - 26.02.2017 04:00","n/e","239","n/e","2800"
"26.02.2017 04:00 - 26.02.2017 05:00","n/e","150","n/e","2800"
"26.02.2017 05:00 - 26.02.2017 06:00","n/e","50","n/e","2800"
"26.02.2017 06:00 - 26.02.2017 07:00","n/e","24","n/e","2800"
"26.02.2017 07:00 - 26.02.2017 08:00","n/e","14","n/e","2800"
"26.02.2017 08:00 - 26.02.2017 09:00","n/e","0","n/e","2340"
"26.02.2017 09:00 - 26.02.2017 10:00","n/e","25","n/e","2746"
"26.02.2017 10:00 - 26.02.2017 11:00","n/e","0","n/e","2800"
"26.02.2017 11:00 - 26.02.2017 12:00","n/e","0","n/e","2800"
"26.02.2017 12:00 - 26.02.2017 13:00","n/e","0","n/e","2800"
"26.02.2017 13:00 - 26.02.2017 14:00","n/e","0","n/e","2800"
"26.02.2017 14:00 - 26.02.2017 15:00","n/e","0","n/e","2800"
"26.02.2017 15:00 - 26.02.2017 16:00","n/e","0","n/e","2800"
"26.02.2017 16:00 - 26.02.2017 17:00","n/e","0","n/e","2800"
"26.02.2017 17:00 - 26.02.2017 18:00","n/e","0","n/e","2800"
"26.02.2017 18:00 - 26.02.2017 19:00","n/e","38","n/e","3209"
"26.02.2017 19:00 - 26.02.2017 20:00","n/e","219","n/e","3400"
"26.02.2017 20:00 - 26.02.2017 21:00","n/e","0","n/e","3400"
"26.02.2017 21:00 - 26.02.2017 22:00","n/e","0","n/e","2800"
"26.02.2017 22:00 - 26.02.2017 23:00","n/e","0","n/e","2800"
"26.02.2017 23:00 - 27.02.2017 00:00","n/e","0","n/e","2800"
"27.02.2017 00:00 - 27.02.2017 01:00","n/e","403","n/e","2800"
"27.02.2017 01:00 - 27.02.2017 02:00","n/e","792","n/e","2800"
"27.02.2017 02:00 - 27.02.2017 03:00","n/e","513","n/e","2800"
"27.02.2017 03:00 - 27.02.2017 04:00","n/e","0","n/e","2800"
"27.02.2017 04:00 - 27.02.2017 05:00","n/e","0","n/e","2800"
"27.02.2017 05:00 - 27.02.2017 06:00","n/e","637","n/e","2800"
"27.02.2017 06:00 - 27.02.2017 07:00","n/e","668","n/e","2800"
"27.02.2017 07:00 - 27.02.2017 08:00","n/e","1945","n/e","3400"
"27.02.2017 08:00 - 27.02.2017 09:00","n/e","1185","n/e","3400"
"27.02.2017 09:00 - 27.02.2017 10:00","n/e","468","n/e","3400"
"27.02.2017 10:00 - 27.02.2017 11:00","n/e","355","n/e","3400"
"27.02.2017 11:00 - 27.02.2017 12:00","n/e","429","n/e","3400"
"27.02.2017 12:00 - 27.02.2017 13:00","n/e","1223","n/e","2656"
"27.02.2017 13:00 - 27.02.2017 14:00","n/e","615","n/e","1967"
"27.02.2017 14:00 - 27.02.2017 15:00","n/e","423","n/e","1494"
"27.02.2017 15:00 - 27.02.2017 16:00","n/e","568","n/e","1681"
"27.02.2017 16:00 - 27.02.2017 17:00","n/e","374","n/e","1620"
"27.02.2017 17:00 - 27.02.2017 18:00","n/e","586","n/e","1062"
"27.02.2017 18:00 - 27.02.2017 19:00","n/e","1135","n/e","761"
"27.02.2017 19:00 - 27.02.2017 20:00","n/e","1198","n/e","671"
"27.02.2017 20:00 - 27.02.2017 21:00","n/e","1156","n/e","2959"
"27.02.2017 21:00 - 27.02.2017 22:00","n/e","726","n/e","3460"
"27.02.2017 22:00 - 27.02.2017 23:00","n/e","1025","n/e","1559"
"27.02.2017 23:00 - 28.02.2017 00:00","n/e","1052","n/e","8"
"28.02.2017 00:00 - 28.02.2017 01:00","n/e","801","n/e","0"
"28.02.2017 01:00 - 28.02.2017 02:00","n/e","1414","n/e","0"
"28.02.2017 02:00 - 28.02.2017 03:00","n/e","2400","n/e","0"
"28.02.2017 03:00 - 28.02.2017 04:00","n/e","1397","n/e","0"
"28.02.2017 04:00 - 28.02.2017 05:00","n/e","1512","n/e","137"
"28.02.2017 05:00 - 28.02.2017 06:00","n/e","2399","n/e","16"
"28.02.2017 06:00 - 28.02.2017 07:00","n/e","2500","n/e","0"
"28.02.2017 07:00 - 28.02.2017 08:00","n/e","2124","n/e","0"
"28.02.2017 08:00 - 28.02.2017 09:00","n/e","2500","n/e","51"
"28.02.2017 09:00 - 28.02.2017 10:00","n/e","2500","n/e","60"
"28.02.2017 10:00 - 28.02.2017 11:00","n/e","2500","n/e","60"
"28.02.2017 11:00 - 28.02.2017 12:00","n/e","2500","n/e","0"
"28.02.2017 12:00 - 28.02.2017 13:00","n/e","2500","n/e","0"
"28.02.2017 13:00 - 28.02.2017 14:00","n/e","2136","n/e","425"
"28.02.2017 14:00 - 28.02.2017 15:00","n/e","2461","n/e","285"
"28.02.2017 15:00 - 28.02.2017 16:00","n/e","2562","n/e","63"
"28.02.2017 16:00 - 28.02.2017 17:00","n/e","2279","n/e","0"
"28.02.2017 17:00 - 28.02.2017 18:00","n/e","2011","n/e","125"
"28.02.2017 18:00 - 28.02.2017 19:00","n/e","2421","n/e","100"
"28.02.2017 19:00 - 28.02.2017 20:00","n/e","1571","n/e","1244"
"28.02.2017 20:00 - 28.02.2017 21:00","n/e","649","n/e","3400"
"28.02.2017 21:00 - 28.02.2017 22:00","n/e","138","n/e","3400"
"28.02.2017 22:00 - 28.02.2017 23:00","n/e","597","n/e","3400"
"28.02.2017 23:00 - 01.03.2017 00:00","n/e","258","n/e","2851"
"01.03.2017 00:00 - 01.03.2017 01:00","n/e","0","n/e","2800"
"01.03.2017 01:00 - 01.03.2017 02:00","n/e","0","n/e","2800"
"01.03.2017 02:00 - 01.03.2017 03:00","n/e","0","n/e","2800"
"01.03.2017 03:00 - 01.03.2017 04:00","n/e","0","n/e","2800"
"01.03.2017 04:00 - 01.03.2017 05:00","n/e","0","n/e","2800"
"01.03.2017 05:00 - 01.03.2017 06:00","n/e","0","n/e","2800"
"01.03.2017 06:00 - 01.03.2017 07:00","n/e","135","n/e","2800"
"01.03.2017 07:00 - 01.03.2017 08:00","n/e","276","n/e","3400"
"01.03.2017 08:00 - 01.03.2017 09:00","n/e","944","n/e","3400"
"01.03.2017 09:00 - 01.03.2017 10:00","n/e","393","n/e","2394"
"01.03.2017 10:00 - 01.03.2017 11:00","n/e","307","n/e","1751"
"01.03.2017 11:00 - 01.03.2017 12:00","n/e","85","n/e","2211"
"01.03.2017 12:00 - 01.03.2017 13:00","n/e","50","n/e","2951"
"01.03.2017 13:00 - 01.03.2017 14:00","n/e","60","n/e","2461"
"01.03.2017 14:00 - 01.03.2017 15:00","n/e","27","n/e","2113"
"01.03.2017 15:00 - 01.03.2017 16:00","n/e","131","n/e","2071"
"01.03.2017 16:00 - 01.03.2017 17:00","n/e","295","n/e","2559"
"01.03.2017 17:00 - 01.03.2017 18:00","n/e","442","n/e","1904"
"01.03.2017 18:00 - 01.03.2017 19:00","n/e","709","n/e","1128"
"01.03.2017 19:00 - 01.03.2017 20:00","n/e","440","n/e","991"
"01.03.2017 20:00 - 01.03.2017 21:00","n/e","296","n/e","3460"
"01.03.2017 21:00 - 01.03.2017 22:00","n/e","100","n/e","3400"
"01.03.2017 22:00 - 01.03.2017 23:00","n/e","217","n/e","3400"
"01.03.2017 23:00 - 02.03.2017 00:00","n/e","100","n/e","2800"
"02.03.2017 00:00 - 02.03.2017 01:00","n/e","0","n/e","2800"
"02.03.2017 01:00 - 02.03.2017 02:00","n/e","0","n/e","2800"
"02.03.2017 02:00 - 02.03.2017 03:00","n/e","0","n/e","2800"
"02.03.2017 03:00 - 02.03.2017 04:00","n/e","10","n/e","2800"
"02.03.2017 04:00 - 02.03.2017 05:00","n/e","0","n/e","2800"
"02.03.2017 05:00 - 02.03.2017 06:00","n/e","0","n/e","2800"
"02.03.2017 06:00 - 02.03.2017 07:00","n/e","0","n/e","2800"
"02.03.2017 07:00 - 02.03.2017 08:00","n/e","0","n/e","3400"
"02.03.2017 08:00 - 02.03.2017 09:00","n/e","47","n/e","2859"
"02.03.2017 09:00 - 02.03.2017 10:00","n/e","0","n/e","3179"
"02.03.2017 10:00 - 02.03.2017 11:00","n/e","0","n/e","3400"
"02.03.2017 11:00 - 02.03.2017 12:00","n/e","0","n/e","3006"
"02.03.2017 12:00 - 02.03.2017 13:00","n/e","0","n/e","3400"
"02.03.2017 13:00 - 02.03.2017 14:00","n/e","0","n/e","3400"
"02.03.2017 14:00 - 02.03.2017 15:00","n/e","0","n/e","3400"
"02.03.2017 15:00 - 02.03.2017 16:00","n/e","0","n/e","3400"
"02.03.2017 16:00 - 02.03.2017 17:00","n/e","0","n/e","3388"
"02.03.2017 17:00 - 02.03.2017 18:00","n/e","75","n/e","2167"
"02.03.2017 18:00 - 02.03.2017 19:00","n/e","1135","n/e","1006"
"02.03.2017 19:00 - 02.03.2017 20:00","n/e","1365","n/e","650"
"02.03.2017 20:00 - 02.03.2017 21:00","n/e","125","n/e","2310"
"02.03.2017 21:00 - 02.03.2017 22:00","n/e","434","n/e","3369"
"02.03.2017 22:00 - 02.03.2017 23:00","n/e","671","n/e","2954"
"02.03.2017 23:00 - 03.03.2017 00:00","n/e","195","n/e","1796"
"03.03.2017 00:00 - 03.03.2017 01:00","n/e","1311","n/e","2800"
"03.03.2017 01:00 - 03.03.2017 02:00","n/e","839","n/e","2525"
"03.03.2017 02:00 - 03.03.2017 03:00","n/e","537","n/e","2263"
"03.03.2017 03:00 - 03.03.2017 04:00","n/e","844","n/e","2800"
"03.03.2017 04:00 - 03.03.2017 05:00","n/e","1153","n/e","2800"
"03.03.2017 05:00 - 03.03.2017 06:00","n/e","1107","n/e","2800"
"03.03.2017 06:00 - 03.03.2017 07:00","n/e","925","n/e","1773"
"03.03.2017 07:00 - 03.03.2017 08:00","n/e","1074","n/e","2394"
"03.03.2017 08:00 - 03.03.2017 09:00","n/e","832","n/e","3400"
"03.03.2017 09:00 - 03.03.2017 10:00","n/e","595","n/e","3400"
"03.03.2017 10:00 - 03.03.2017 11:00","n/e","514","n/e","3400"
"03.03.2017 11:00 - 03.03.2017 12:00","n/e","269","n/e","2482"
"03.03.2017 12:00 - 03.03.2017 13:00","n/e","168","n/e","1272"
"03.03.2017 13:00 - 03.03.2017 14:00","n/e","50","n/e","1512"
"03.03.2017 14:00 - 03.03.2017 15:00","n/e","184","n/e","1002"
"03.03.2017 15:00 - 03.03.2017 16:00","n/e","513","n/e","1217"
"03.03.2017 16:00 - 03.03.2017 17:00","n/e","624","n/e","1189"
"03.03.2017 17:00 - 03.03.2017 18:00","n/e","417","n/e","241"
"03.03.2017 18:00 - 03.03.2017 19:00","n/e","1267","n/e","109"
"03.03.2017 19:00 - 03.03.2017 20:00","n/e","180","n/e","1382"
"03.03.2017 20:00 - 03.03.2017 21:00","n/e","66","n/e","3400"
"03.03.2017 21:00 - 03.03.2017 22:00","n/e","0","n/e","3400"
"03.03.2017 22:00 - 03.03.2017 23:00","n/e","588","n/e","3469"
"03.03.2017 23:00 - 04.03.2017 00:00","n/e","725","n/e","2347"
"04.03.2017 00:00 - 04.03.2017 01:00","n/e","332","n/e","241"
"04.03.2017 01:00 - 04.03.2017 02:00","n/e","2451","n/e","469"
"04.03.2017 02:00 - 04.03.2017 03:00","n/e","2400","n/e","785"
"04.03.2017 03:00 - 04.03.2017 04:00","n/e","2400","n/e","686"
"04.03.2017 04:00 - 04.03.2017 05:00","n/e","2400","n/e","920"
"04.03.2017 05:00 - 04.03.2017 06:00","n/e","2400","n/e","917"
"04.03.2017 06:00 - 04.03.2017 07:00","n/e","2296","n/e","378"
"04.03.2017 07:00 - 04.03.2017 08:00","n/e","1703","n/e","82"
"04.03.2017 08:00 - 04.03.2017 09:00","n/e","555","n/e","200"
"04.03.2017 09:00 - 04.03.2017 10:00","n/e","324","n/e","1551"
"04.03.2017 10:00 - 04.03.2017 11:00","n/e","102","n/e","2968"
"04.03.2017 11:00 - 04.03.2017 12:00","n/e","0","n/e","3168"
"04.03.2017 12:00 - 04.03.2017 13:00","n/e","50","n/e","3350"
"04.03.2017 13:00 - 04.03.2017 14:00","n/e","0","n/e","3350"
"04.03.2017 14:00 - 04.03.2017 15:00","n/e","0","n/e","3350"
"04.03.2017 15:00 - 04.03.2017 16:00","n/e","100","n/e","3430"
"04.03.2017 16:00 - 04.03.2017 17:00","n/e","50","n/e","3400"
"04.03.2017 17:00 - 04.03.2017 18:00","n/e","112","n/e","2197"
"04.03.2017 18:00 - 04.03.2017 19:00","n/e","251","n/e","2003"
"04.03.2017 19:00 - 04.03.2017 20:00","n/e","172","n/e","2688"
"04.03.2017 20:00 - 04.03.2017 21:00","n/e","0","n/e","3350"
"04.03.2017 21:00 - 04.03.2017 22:00","n/e","0","n/e","3350"
"04.03.2017 22:00 - 04.03.2017 23:00","n/e","0","n/e","3350"
"04.03.2017 23:00 - 05.03.2017 00:00","n/e","150","n/e","2770"
"05.03.2017 00:00 - 05.03.2017 01:00","n/e","0","n/e","2800"
"05.03.2017 01:00 - 05.03.2017 02:00","n/e","0","n/e","2489"
"05.03.2017 02:00 - 05.03.2017 03:00","n/e","0","n/e","2793"
"05.03.2017 03:00 - 05.03.2017 04:00","n/e","29","n/e","2766"
"05.03.2017 04:00 - 05.03.2017 05:00","n/e","0","n/e","2235"
"05.03.2017 05:00 - 05.03.2017 06:00","n/e","29","n/e","2525"
"05.03.2017 06:00 - 05.03.2017 07:00","n/e","136","n/e","2782"
"05.03.2017 07:00 - 05.03.2017 08:00","n/e","0","n/e","2800"
"05.03.2017 08:00 - 05.03.2017 09:00","n/e","0","n/e","2800"
"05.03.2017 09:00 - 05.03.2017 10:00","n/e","0","n/e","2800"
"05.03.2017 10:00 - 05.03.2017 11:00","n/e","0","n/e","2800"
"05.03.2017 11:00 - 05.03.2017 12:00","n/e","0","n/e","2800"
"05.03.2017 12:00 - 05.03.2017 13:00","n/e","0","n/e","2800"
"05.03.2017 13:00 - 05.03.2017 14:00","n/e","0","n/e","2800"
"05.03.2017 14:00 - 05.03.2017 15:00","n/e","0","n/e","2800"
"05.03.2017 15:00 - 05.03.2017 16:00","n/e","0","n/e","2800"
"05.03.2017 16:00 - 05.03.2017 17:00","n/e","0","n/e","2800"
"05.03.2017 17:00 - 05.03.2017 18:00","n/e","50","n/e","2748"
"05.03.2017 18:00 - 05.03.2017 19:00","n/e","595","n/e","1874"
"05.03.2017 19:00 - 05.03.2017 20:00","n/e","0","n/e","3261"
"05.03.2017 20:00 - 05.03.2017 21:00","n/e","0","n/e","3350"
"05.03.2017 21:00 - 05.03.2017 22:00","n/e","0","n/e","2800"
