"Time (CET/CEST)","BZN|ES > BZN|FR Day Ahead [MW]","BZN|ES > BZN|FR Total [MW]","BZN|FR > BZN|ES Day Ahead [MW]","BZN|FR > BZN|ES Total [MW]"
"18.07.2017 01:00 - 18.07.2017 02:00","n/e","0","n/e","2550"
"18.07.2017 02:00 - 18.07.2017 03:00","n/e","0","n/e","2550"
"18.07.2017 03:00 - 18.07.2017 04:00","n/e","0","n/e","2550"
"18.07.2017 04:00 - 18.07.2017 05:00","n/e","0","n/e","2550"
"18.07.2017 05:00 - 18.07.2017 06:00","n/e","0","n/e","2550"
"18.07.2017 06:00 - 18.07.2017 07:00","n/e","0","n/e","2550"
"18.07.2017 07:00 - 18.07.2017 08:00","n/e","0","n/e","1500"
"18.07.2017 08:00 - 18.07.2017 09:00","n/e","0","n/e","1500"
"18.07.2017 09:00 - 18.07.2017 10:00","n/e","0","n/e","1500"
"18.07.2017 10:00 - 18.07.2017 11:00","n/e","0","n/e","1500"
"18.07.2017 11:00 - 18.07.2017 12:00","n/e","152","n/e","1500"
"18.07.2017 12:00 - 18.07.2017 13:00","n/e","40","n/e","1500"
"18.07.2017 13:00 - 18.07.2017 14:00","n/e","0","n/e","1500"
"18.07.2017 14:00 - 18.07.2017 15:00","n/e","0","n/e","1500"
"18.07.2017 15:00 - 18.07.2017 16:00","n/e","0","n/e","1500"
"18.07.2017 16:00 - 18.07.2017 17:00","n/e","0","n/e","1500"
"18.07.2017 17:00 - 18.07.2017 18:00","n/e","0","n/e","1500"
"18.07.2017 18:00 - 18.07.2017 19:00","n/e","78","n/e","1500"
"18.07.2017 19:00 - 18.07.2017 20:00","n/e","42","n/e","1500"
"18.07.2017 20:00 - 18.07.2017 21:00","n/e","0","n/e","1500"
"18.07.2017 21:00 - 18.07.2017 22:00","n/e","0","n/e","1500"
"18.07.2017 22:00 - 18.07.2017 23:00","n/e","0","n/e","1500"
"18.07.2017 23:00 - 19.07.2017 00:00","n/e","0","n/e","1500"
"19.07.2017 00:00 - 19.07.2017 01:00","n/e","0","n/e","1500"
"19.07.2017 01:00 - 19.07.2017 02:00","n/e","0","n/e","2550"
"19.07.2017 02:00 - 19.07.2017 03:00","n/e","0","n/e","2550"
"19.07.2017 03:00 - 19.07.2017 04:00","n/e","0","n/e","2550"
"19.07.2017 04:00 - 19.07.2017 05:00","n/e","0","n/e","2550"
"19.07.2017 05:00 - 19.07.2017 06:00","n/e","0","n/e","2550"
"19.07.2017 06:00 - 19.07.2017 07:00","n/e","0","n/e","2550"
"19.07.2017 07:00 - 19.07.2017 08:00","n/e","0","n/e","1500"
"19.07.2017 08:00 - 19.07.2017 09:00","n/e","0","n/e","1500"
"19.07.2017 09:00 - 19.07.2017 10:00","n/e","0","n/e","1500"
"19.07.2017 10:00 - 19.07.2017 11:00","n/e","0","n/e","1500"
"19.07.2017 11:00 - 19.07.2017 12:00","n/e","0","n/e","1500"
"19.07.2017 12:00 - 19.07.2017 13:00","n/e","0","n/e","1500"
"19.07.2017 13:00 - 19.07.2017 14:00","n/e","0","n/e","1500"
"19.07.2017 14:00 - 19.07.2017 15:00","n/e","0","n/e","1500"
"19.07.2017 15:00 - 19.07.2017 16:00","n/e","0","n/e","1500"
"19.07.2017 16:00 - 19.07.2017 17:00","n/e","0","n/e","1500"
"19.07.2017 17:00 - 19.07.2017 18:00","n/e","0","n/e","1500"
"19.07.2017 18:00 - 19.07.2017 19:00","n/e","0","n/e","1500"
"19.07.2017 19:00 - 19.07.2017 20:00","n/e","0","n/e","1500"
"19.07.2017 20:00 - 19.07.2017 21:00","n/e","0","n/e","1500"
"19.07.2017 21:00 - 19.07.2017 22:00","n/e","0","n/e","1500"
"19.07.2017 22:00 - 19.07.2017 23:00","n/e","0","n/e","1500"
"19.07.2017 23:00 - 20.07.2017 00:00","n/e","0","n/e","1500"
"20.07.2017 00:00 - 20.07.2017 01:00","n/e","0","n/e","1500"
"20.07.2017 01:00 - 20.07.2017 02:00","n/e","0","n/e","2550"
"20.07.2017 02:00 - 20.07.2017 03:00","n/e","0","n/e","2550"
"20.07.2017 03:00 - 20.07.2017 04:00","n/e","0","n/e","2550"
"20.07.2017 04:00 - 20.07.2017 05:00","n/e","0","n/e","2550"
"20.07.2017 05:00 - 20.07.2017 06:00","n/e","0","n/e","2550"
"20.07.2017 06:00 - 20.07.2017 07:00","n/e","0","n/e","2550"
"20.07.2017 07:00 - 20.07.2017 08:00","n/e","0","n/e","1500"
"20.07.2017 08:00 - 20.07.2017 09:00","n/e","0","n/e","1250"
"20.07.2017 09:00 - 20.07.2017 10:00","n/e","0","n/e","1250"
"20.07.2017 10:00 - 20.07.2017 11:00","n/e","0","n/e","1250"
"20.07.2017 11:00 - 20.07.2017 12:00","n/e","0","n/e","1250"
"20.07.2017 12:00 - 20.07.2017 13:00","n/e","0","n/e","1250"
"20.07.2017 13:00 - 20.07.2017 14:00","n/e","0","n/e","1250"
"20.07.2017 14:00 - 20.07.2017 15:00","n/e","0","n/e","1250"
"20.07.2017 15:00 - 20.07.2017 16:00","n/e","0","n/e","1250"
"20.07.2017 16:00 - 20.07.2017 17:00","n/e","0","n/e","1250"
"20.07.2017 17:00 - 20.07.2017 18:00","n/e","0","n/e","1250"
"20.07.2017 18:00 - 20.07.2017 19:00","n/e","0","n/e","1250"
"20.07.2017 19:00 - 20.07.2017 20:00","n/e","14","n/e","1250"
"20.07.2017 20:00 - 20.07.2017 21:00","n/e","67","n/e","1254"
"20.07.2017 21:00 - 20.07.2017 22:00","n/e","0","n/e","1250"
"20.07.2017 22:00 - 20.07.2017 23:00","n/e","0","n/e","1250"
"20.07.2017 23:00 - 21.07.2017 00:00","n/e","0","n/e","1250"
"21.07.2017 00:00 - 21.07.2017 01:00","n/e","0","n/e","1250"
"21.07.2017 01:00 - 21.07.2017 02:00","n/e","0","n/e","2550"
"21.07.2017 02:00 - 21.07.2017 03:00","n/e","0","n/e","2550"
"21.07.2017 03:00 - 21.07.2017 04:00","n/e","0","n/e","2550"
"21.07.2017 04:00 - 21.07.2017 05:00","n/e","0","n/e","2550"
"21.07.2017 05:00 - 21.07.2017 06:00","n/e","0","n/e","2550"
"21.07.2017 06:00 - 21.07.2017 07:00","n/e","0","n/e","2550"
"21.07.2017 07:00 - 21.07.2017 08:00","n/e","0","n/e","1250"
"21.07.2017 08:00 - 21.07.2017 09:00","n/e","0","n/e","1250"
"21.07.2017 09:00 - 21.07.2017 10:00","n/e","0","n/e","1250"
"21.07.2017 10:00 - 21.07.2017 11:00","n/e","0","n/e","1100"
"21.07.2017 11:00 - 21.07.2017 12:00","n/e","0","n/e","1100"
"21.07.2017 12:00 - 21.07.2017 13:00","n/e","0","n/e","1100"
"21.07.2017 13:00 - 21.07.2017 14:00","n/e","0","n/e","1100"
"21.07.2017 14:00 - 21.07.2017 15:00","n/e","0","n/e","1100"
"21.07.2017 15:00 - 21.07.2017 16:00","n/e","0","n/e","1100"
"21.07.2017 16:00 - 21.07.2017 17:00","n/e","0","n/e","1100"
"21.07.2017 17:00 - 21.07.2017 18:00","n/e","0","n/e","1100"
"21.07.2017 18:00 - 21.07.2017 19:00","n/e","0","n/e","1100"
"21.07.2017 19:00 - 21.07.2017 20:00","n/e","0","n/e","1400"
"21.07.2017 20:00 - 21.07.2017 21:00","n/e","0","n/e","1400"
"21.07.2017 21:00 - 21.07.2017 22:00","n/e","0","n/e","1400"
"21.07.2017 22:00 - 21.07.2017 23:00","n/e","0","n/e","1400"
"21.07.2017 23:00 - 22.07.2017 00:00","n/e","0","n/e","1400"
"22.07.2017 00:00 - 22.07.2017 01:00","n/e","0","n/e","2650"
"22.07.2017 01:00 - 22.07.2017 02:00","n/e","0","n/e","2650"
"22.07.2017 02:00 - 22.07.2017 03:00","n/e","0","n/e","2400"
"22.07.2017 03:00 - 22.07.2017 04:00","n/e","0","n/e","2400"
"22.07.2017 04:00 - 22.07.2017 05:00","n/e","0","n/e","2400"
"22.07.2017 05:00 - 22.07.2017 06:00","n/e","0","n/e","2400"
"22.07.2017 06:00 - 22.07.2017 07:00","n/e","0","n/e","2400"
"22.07.2017 07:00 - 22.07.2017 08:00","n/e","0","n/e","2400"
"22.07.2017 08:00 - 22.07.2017 09:00","n/e","0","n/e","2650"
"22.07.2017 09:00 - 22.07.2017 10:00","n/e","0","n/e","2650"
"22.07.2017 10:00 - 22.07.2017 11:00","n/e","0","n/e","2650"
"22.07.2017 11:00 - 22.07.2017 12:00","n/e","0","n/e","2650"
"22.07.2017 12:00 - 22.07.2017 13:00","n/e","0","n/e","2650"
"22.07.2017 13:00 - 22.07.2017 14:00","n/e","0","n/e","2650"
"22.07.2017 14:00 - 22.07.2017 15:00","n/e","0","n/e","2650"
"22.07.2017 15:00 - 22.07.2017 16:00","n/e","0","n/e","2650"
"22.07.2017 16:00 - 22.07.2017 17:00","n/e","0","n/e","2650"
"22.07.2017 17:00 - 22.07.2017 18:00","n/e","0","n/e","2650"
"22.07.2017 18:00 - 22.07.2017 19:00","n/e","0","n/e","2650"
"22.07.2017 19:00 - 22.07.2017 20:00","n/e","0","n/e","2650"
"22.07.2017 20:00 - 22.07.2017 21:00","n/e","0","n/e","2650"
"22.07.2017 21:00 - 22.07.2017 22:00","n/e","0","n/e","2650"
"22.07.2017 22:00 - 22.07.2017 23:00","n/e","0","n/e","2650"
"22.07.2017 23:00 - 23.07.2017 00:00","n/e","0","n/e","2650"
"23.07.2017 00:00 - 23.07.2017 01:00","n/e","0","n/e","2650"
"23.07.2017 01:00 - 23.07.2017 02:00","n/e","0","n/e","2400"
"23.07.2017 02:00 - 23.07.2017 03:00","n/e","0","n/e","2400"
"23.07.2017 03:00 - 23.07.2017 04:00","n/e","0","n/e","2400"
"23.07.2017 04:00 - 23.07.2017 05:00","n/e","0","n/e","2400"
"23.07.2017 05:00 - 23.07.2017 06:00","n/e","0","n/e","2400"
"23.07.2017 06:00 - 23.07.2017 07:00","n/e","0","n/e","2400"
"23.07.2017 07:00 - 23.07.2017 08:00","n/e","0","n/e","2400"
"23.07.2017 08:00 - 23.07.2017 09:00","n/e","0","n/e","2400"
"23.07.2017 09:00 - 23.07.2017 10:00","n/e","0","n/e","2400"
"23.07.2017 10:00 - 23.07.2017 11:00","n/e","0","n/e","2400"
"23.07.2017 11:00 - 23.07.2017 12:00","n/e","0","n/e","2400"
"23.07.2017 12:00 - 23.07.2017 13:00","n/e","0","n/e","2400"
"23.07.2017 13:00 - 23.07.2017 14:00","n/e","0","n/e","2400"
"23.07.2017 14:00 - 23.07.2017 15:00","n/e","0","n/e","2400"
"23.07.2017 15:00 - 23.07.2017 16:00","n/e","0","n/e","2400"
"23.07.2017 16:00 - 23.07.2017 17:00","n/e","0","n/e","2400"
"23.07.2017 17:00 - 23.07.2017 18:00","n/e","0","n/e","2400"
"23.07.2017 18:00 - 23.07.2017 19:00","n/e","0","n/e","2650"
"23.07.2017 19:00 - 23.07.2017 20:00","n/e","0","n/e","2650"
"23.07.2017 20:00 - 23.07.2017 21:00","n/e","0","n/e","2650"
"23.07.2017 21:00 - 23.07.2017 22:00","n/e","0","n/e","2650"
"23.07.2017 22:00 - 23.07.2017 23:00","n/e","0","n/e","2650"
"23.07.2017 23:00 - 24.07.2017 00:00","n/e","0","n/e","2650"
"24.07.2017 00:00 - 24.07.2017 01:00","n/e","0","n/e","2650"
"24.07.2017 01:00 - 24.07.2017 02:00","n/e","0","n/e","2400"
"24.07.2017 02:00 - 24.07.2017 03:00","n/e","0","n/e","2400"
"24.07.2017 03:00 - 24.07.2017 04:00","n/e","0","n/e","2400"
"24.07.2017 04:00 - 24.07.2017 05:00","n/e","0","n/e","2400"
"24.07.2017 05:00 - 24.07.2017 06:00","n/e","0","n/e","2400"
"24.07.2017 06:00 - 24.07.2017 07:00","n/e","0","n/e","2400"
"24.07.2017 07:00 - 24.07.2017 08:00","n/e","0","n/e","2500"
"24.07.2017 08:00 - 24.07.2017 09:00","n/e","0","n/e","2500"
"24.07.2017 09:00 - 24.07.2017 10:00","n/e","0","n/e","2500"
"24.07.2017 10:00 - 24.07.2017 11:00","n/e","0","n/e","2500"
"24.07.2017 11:00 - 24.07.2017 12:00","n/e","0","n/e","2500"
"24.07.2017 12:00 - 24.07.2017 13:00","n/e","0","n/e","2500"
"24.07.2017 13:00 - 24.07.2017 14:00","n/e","0","n/e","2500"
"24.07.2017 14:00 - 24.07.2017 15:00","n/e","0","n/e","2500"
"24.07.2017 15:00 - 24.07.2017 16:00","n/e","0","n/e","2500"
"24.07.2017 16:00 - 24.07.2017 17:00","n/e","0","n/e","2500"
"24.07.2017 17:00 - 24.07.2017 18:00","n/e","0","n/e","2500"
"24.07.2017 18:00 - 24.07.2017 19:00","n/e","0","n/e","2500"
"24.07.2017 19:00 - 24.07.2017 20:00","n/e","0","n/e","2500"
"24.07.2017 20:00 - 24.07.2017 21:00","n/e","0","n/e","2500"
"24.07.2017 21:00 - 24.07.2017 22:00","n/e","0","n/e","2500"
"24.07.2017 22:00 - 24.07.2017 23:00","n/e","0","n/e","2500"
"24.07.2017 23:00 - 25.07.2017 00:00","n/e","0","n/e","2500"
"25.07.2017 00:00 - 25.07.2017 01:00","n/e","0","n/e","2500"
"25.07.2017 01:00 - 25.07.2017 02:00","n/e","0","n/e","2200"
"25.07.2017 02:00 - 25.07.2017 03:00","n/e","0","n/e","2200"
"25.07.2017 03:00 - 25.07.2017 04:00","n/e","0","n/e","2200"
"25.07.2017 04:00 - 25.07.2017 05:00","n/e","0","n/e","2200"
"25.07.2017 05:00 - 25.07.2017 06:00","n/e","0","n/e","2200"
"25.07.2017 06:00 - 25.07.2017 07:00","n/e","0","n/e","2200"
"25.07.2017 07:00 - 25.07.2017 08:00","n/e","0","n/e","1600"
"25.07.2017 08:00 - 25.07.2017 09:00","n/e","0","n/e","1600"
"25.07.2017 09:00 - 25.07.2017 10:00","n/e","0","n/e","1600"
"25.07.2017 10:00 - 25.07.2017 11:00","n/e","0","n/e","1600"
"25.07.2017 11:00 - 25.07.2017 12:00","n/e","0","n/e","1600"
"25.07.2017 12:00 - 25.07.2017 13:00","n/e","0","n/e","1600"
"25.07.2017 13:00 - 25.07.2017 14:00","n/e","0","n/e","1600"
"25.07.2017 14:00 - 25.07.2017 15:00","n/e","0","n/e","1600"
"25.07.2017 15:00 - 25.07.2017 16:00","n/e","0","n/e","1600"
"25.07.2017 16:00 - 25.07.2017 17:00","n/e","0","n/e","1600"
"25.07.2017 17:00 - 25.07.2017 18:00","n/e","0","n/e","1600"
"25.07.2017 18:00 - 25.07.2017 19:00","n/e","0","n/e","1600"
"25.07.2017 19:00 - 25.07.2017 20:00","n/e","0","n/e","1600"
"25.07.2017 20:00 - 25.07.2017 21:00","n/e","0","n/e","1600"
"25.07.2017 21:00 - 25.07.2017 22:00","n/e","0","n/e","1600"
"25.07.2017 22:00 - 25.07.2017 23:00","n/e","0","n/e","1600"
"25.07.2017 23:00 - 26.07.2017 00:00","n/e","0","n/e","2500"
"26.07.2017 00:00 - 26.07.2017 01:00","n/e","0","n/e","2500"
"26.07.2017 01:00 - 26.07.2017 02:00","n/e","0","n/e","2200"
"26.07.2017 02:00 - 26.07.2017 03:00","n/e","0","n/e","2200"
"26.07.2017 03:00 - 26.07.2017 04:00","n/e","0","n/e","2200"
"26.07.2017 04:00 - 26.07.2017 05:00","n/e","0","n/e","2200"
"26.07.2017 05:00 - 26.07.2017 06:00","n/e","0","n/e","2200"
"26.07.2017 06:00 - 26.07.2017 07:00","n/e","0","n/e","2200"
"26.07.2017 07:00 - 26.07.2017 08:00","n/e","0","n/e","2500"
"26.07.2017 08:00 - 26.07.2017 09:00","n/e","0","n/e","2500"
"26.07.2017 09:00 - 26.07.2017 10:00","n/e","0","n/e","2500"
"26.07.2017 10:00 - 26.07.2017 11:00","n/e","0","n/e","2500"
"26.07.2017 11:00 - 26.07.2017 12:00","n/e","0","n/e","2500"
"26.07.2017 12:00 - 26.07.2017 13:00","n/e","0","n/e","2500"
"26.07.2017 13:00 - 26.07.2017 14:00","n/e","0","n/e","2500"
"26.07.2017 14:00 - 26.07.2017 15:00","n/e","0","n/e","2500"
"26.07.2017 15:00 - 26.07.2017 16:00","n/e","0","n/e","2500"
"26.07.2017 16:00 - 26.07.2017 17:00","n/e","0","n/e","2500"
"26.07.2017 17:00 - 26.07.2017 18:00","n/e","0","n/e","2500"
"26.07.2017 18:00 - 26.07.2017 19:00","n/e","0","n/e","2500"
"26.07.2017 19:00 - 26.07.2017 20:00","n/e","0","n/e","2500"
"26.07.2017 20:00 - 26.07.2017 21:00","n/e","0","n/e","2500"
"26.07.2017 21:00 - 26.07.2017 22:00","n/e","0","n/e","2500"
"26.07.2017 22:00 - 26.07.2017 23:00","n/e","0","n/e","2500"
"26.07.2017 23:00 - 27.07.2017 00:00","n/e","0","n/e","2500"
"27.07.2017 00:00 - 27.07.2017 01:00","n/e","0","n/e","2500"
"27.07.2017 01:00 - 27.07.2017 02:00","n/e","0","n/e","2200"
"27.07.2017 02:00 - 27.07.2017 03:00","n/e","0","n/e","2200"
"27.07.2017 03:00 - 27.07.2017 04:00","n/e","0","n/e","2200"
"27.07.2017 04:00 - 27.07.2017 05:00","n/e","0","n/e","2200"
"27.07.2017 05:00 - 27.07.2017 06:00","n/e","0","n/e","2200"
"27.07.2017 06:00 - 27.07.2017 07:00","n/e","0","n/e","2200"
"27.07.2017 07:00 - 27.07.2017 08:00","n/e","0","n/e","2500"
"27.07.2017 08:00 - 27.07.2017 09:00","n/e","0","n/e","2500"
"27.07.2017 09:00 - 27.07.2017 10:00","n/e","0","n/e","2500"
"27.07.2017 10:00 - 27.07.2017 11:00","n/e","0","n/e","2500"
"27.07.2017 11:00 - 27.07.2017 12:00","n/e","0","n/e","2500"
"27.07.2017 12:00 - 27.07.2017 13:00","n/e","0","n/e","2500"
"27.07.2017 13:00 - 27.07.2017 14:00","n/e","0","n/e","2500"
"27.07.2017 14:00 - 27.07.2017 15:00","n/e","0","n/e","2500"
"27.07.2017 15:00 - 27.07.2017 16:00","n/e","0","n/e","2500"
"27.07.2017 16:00 - 27.07.2017 17:00","n/e","0","n/e","2500"
"27.07.2017 17:00 - 27.07.2017 18:00","n/e","0","n/e","2500"
"27.07.2017 18:00 - 27.07.2017 19:00","n/e","0","n/e","2500"
"27.07.2017 19:00 - 27.07.2017 20:00","n/e","0","n/e","2500"
"27.07.2017 20:00 - 27.07.2017 21:00","n/e","0","n/e","2500"
"27.07.2017 21:00 - 27.07.2017 22:00","n/e","0","n/e","2500"
"27.07.2017 22:00 - 27.07.2017 23:00","n/e","0","n/e","2500"
"27.07.2017 23:00 - 28.07.2017 00:00","n/e","0","n/e","2500"
"28.07.2017 00:00 - 28.07.2017 01:00","n/e","0","n/e","2500"
"28.07.2017 01:00 - 28.07.2017 02:00","n/e","0","n/e","2200"
"28.07.2017 02:00 - 28.07.2017 03:00","n/e","0","n/e","2200"
"28.07.2017 03:00 - 28.07.2017 04:00","n/e","0","n/e","2200"
"28.07.2017 04:00 - 28.07.2017 05:00","n/e","0","n/e","2200"
"28.07.2017 05:00 - 28.07.2017 06:00","n/e","0","n/e","2200"
"28.07.2017 06:00 - 28.07.2017 07:00","n/e","0","n/e","2200"
"28.07.2017 07:00 - 28.07.2017 08:00","n/e","0","n/e","2500"
"28.07.2017 08:00 - 28.07.2017 09:00","n/e","0","n/e","2500"
"28.07.2017 09:00 - 28.07.2017 10:00","n/e","0","n/e","2500"
"28.07.2017 10:00 - 28.07.2017 11:00","n/e","0","n/e","2500"
"28.07.2017 11:00 - 28.07.2017 12:00","n/e","0","n/e","2500"
"28.07.2017 12:00 - 28.07.2017 13:00","n/e","0","n/e","2500"
"28.07.2017 13:00 - 28.07.2017 14:00","n/e","0","n/e","2500"
"28.07.2017 14:00 - 28.07.2017 15:00","n/e","0","n/e","2500"
"28.07.2017 15:00 - 28.07.2017 16:00","n/e","0","n/e","2500"
"28.07.2017 16:00 - 28.07.2017 17:00","n/e","0","n/e","2500"
"28.07.2017 17:00 - 28.07.2017 18:00","n/e","0","n/e","2650"
"28.07.2017 18:00 - 28.07.2017 19:00","n/e","0","n/e","2650"
"28.07.2017 19:00 - 28.07.2017 20:00","n/e","0","n/e","2650"
"28.07.2017 20:00 - 28.07.2017 21:00","n/e","0","n/e","2650"
"28.07.2017 21:00 - 28.07.2017 22:00","n/e","0","n/e","2650"
"28.07.2017 22:00 - 28.07.2017 23:00","n/e","0","n/e","2650"
"28.07.2017 23:00 - 29.07.2017 00:00","n/e","0","n/e","2650"
"29.07.2017 00:00 - 29.07.2017 01:00","n/e","0","n/e","2650"
"29.07.2017 01:00 - 29.07.2017 02:00","n/e","0","n/e","2650"
"29.07.2017 02:00 - 29.07.2017 03:00","n/e","0","n/e","2850"
"29.07.2017 03:00 - 29.07.2017 04:00","n/e","0","n/e","2850"
"29.07.2017 04:00 - 29.07.2017 05:00","n/e","0","n/e","2850"
"29.07.2017 05:00 - 29.07.2017 06:00","n/e","0","n/e","2850"
"29.07.2017 06:00 - 29.07.2017 07:00","n/e","0","n/e","2850"
"29.07.2017 07:00 - 29.07.2017 08:00","n/e","0","n/e","2850"
"29.07.2017 08:00 - 29.07.2017 09:00","n/e","0","n/e","2350"
"29.07.2017 09:00 - 29.07.2017 10:00","n/e","0","n/e","2350"
"29.07.2017 10:00 - 29.07.2017 11:00","n/e","0","n/e","2350"
"29.07.2017 11:00 - 29.07.2017 12:00","n/e","0","n/e","2350"
"29.07.2017 12:00 - 29.07.2017 13:00","n/e","0","n/e","2350"
"29.07.2017 13:00 - 29.07.2017 14:00","n/e","0","n/e","2350"
"29.07.2017 14:00 - 29.07.2017 15:00","n/e","0","n/e","2350"
"29.07.2017 15:00 - 29.07.2017 16:00","n/e","0","n/e","2350"
"29.07.2017 16:00 - 29.07.2017 17:00","n/e","0","n/e","2350"
"29.07.2017 17:00 - 29.07.2017 18:00","n/e","0","n/e","2350"
"29.07.2017 18:00 - 29.07.2017 19:00","n/e","0","n/e","2350"
"29.07.2017 19:00 - 29.07.2017 20:00","n/e","0","n/e","2350"
"29.07.2017 20:00 - 29.07.2017 21:00","n/e","0","n/e","2350"
"29.07.2017 21:00 - 29.07.2017 22:00","n/e","0","n/e","2350"
"29.07.2017 22:00 - 29.07.2017 23:00","n/e","0","n/e","2350"
"29.07.2017 23:00 - 30.07.2017 00:00","n/e","0","n/e","2350"
"30.07.2017 00:00 - 30.07.2017 01:00","n/e","0","n/e","2350"
"30.07.2017 01:00 - 30.07.2017 02:00","n/e","0","n/e","2650"
"30.07.2017 02:00 - 30.07.2017 03:00","n/e","0","n/e","2650"
"30.07.2017 03:00 - 30.07.2017 04:00","n/e","0","n/e","2650"
"30.07.2017 04:00 - 30.07.2017 05:00","n/e","0","n/e","2650"
"30.07.2017 05:00 - 30.07.2017 06:00","n/e","0","n/e","2650"
"30.07.2017 06:00 - 30.07.2017 07:00","n/e","0","n/e","2650"
"30.07.2017 07:00 - 30.07.2017 08:00","n/e","0","n/e","2650"
"30.07.2017 08:00 - 30.07.2017 09:00","n/e","0","n/e","2650"
"30.07.2017 09:00 - 30.07.2017 10:00","n/e","0","n/e","2650"
"30.07.2017 10:00 - 30.07.2017 11:00","n/e","0","n/e","2650"
"30.07.2017 11:00 - 30.07.2017 12:00","n/e","0","n/e","2650"
"30.07.2017 12:00 - 30.07.2017 13:00","n/e","0","n/e","2650"
"30.07.2017 13:00 - 30.07.2017 14:00","n/e","0","n/e","2650"
"30.07.2017 14:00 - 30.07.2017 15:00","n/e","0","n/e","2650"
"30.07.2017 15:00 - 30.07.2017 16:00","n/e","0","n/e","2650"
"30.07.2017 16:00 - 30.07.2017 17:00","n/e","0","n/e","2650"
"30.07.2017 17:00 - 30.07.2017 18:00","n/e","0","n/e","2650"
"30.07.2017 18:00 - 30.07.2017 19:00","n/e","0","n/e","2350"
"30.07.2017 19:00 - 30.07.2017 20:00","n/e","0","n/e","2650"
"30.07.2017 20:00 - 30.07.2017 21:00","n/e","0","n/e","2650"
"30.07.2017 21:00 - 30.07.2017 22:00","n/e","0","n/e","2650"
"30.07.2017 22:00 - 30.07.2017 23:00","n/e","0","n/e","2650"
"30.07.2017 23:00 - 31.07.2017 00:00","n/e","0","n/e","2650"
"31.07.2017 00:00 - 31.07.2017 01:00","n/e","0","n/e","2650"
"31.07.2017 01:00 - 31.07.2017 02:00","n/e","0","n/e","2850"
"31.07.2017 02:00 - 31.07.2017 03:00","n/e","0","n/e","2850"
"31.07.2017 03:00 - 31.07.2017 04:00","n/e","0","n/e","2850"
"31.07.2017 04:00 - 31.07.2017 05:00","n/e","0","n/e","2850"
"31.07.2017 05:00 - 31.07.2017 06:00","n/e","0","n/e","2850"
"31.07.2017 06:00 - 31.07.2017 07:00","n/e","0","n/e","2850"
"31.07.2017 07:00 - 31.07.2017 08:00","n/e","0","n/e","1300"
"31.07.2017 08:00 - 31.07.2017 09:00","n/e","0","n/e","1300"
"31.07.2017 09:00 - 31.07.2017 10:00","n/e","0","n/e","1300"
"31.07.2017 10:00 - 31.07.2017 11:00","n/e","0","n/e","1300"
"31.07.2017 11:00 - 31.07.2017 12:00","n/e","0","n/e","1300"
"31.07.2017 12:00 - 31.07.2017 13:00","n/e","0","n/e","1300"
"31.07.2017 13:00 - 31.07.2017 14:00","n/e","0","n/e","1300"
"31.07.2017 14:00 - 31.07.2017 15:00","n/e","0","n/e","1300"
"31.07.2017 15:00 - 31.07.2017 16:00","n/e","0","n/e","1300"
"31.07.2017 16:00 - 31.07.2017 17:00","n/e","0","n/e","1300"
"31.07.2017 17:00 - 31.07.2017 18:00","n/e","0","n/e","1300"
"31.07.2017 18:00 - 31.07.2017 19:00","n/e","0","n/e","1300"
"31.07.2017 19:00 - 31.07.2017 20:00","n/e","0","n/e","1300"
"31.07.2017 20:00 - 31.07.2017 21:00","n/e","0","n/e","1300"
"31.07.2017 21:00 - 31.07.2017 22:00","n/e","0","n/e","1300"
"31.07.2017 22:00 - 31.07.2017 23:00","n/e","0","n/e","1300"
"31.07.2017 23:00 - 01.08.2017 00:00","n/e","0","n/e","1350"
"01.08.2017 00:00 - 01.08.2017 01:00","n/e","0","n/e","1350"
"01.08.2017 01:00 - 01.08.2017 02:00","n/e","0","n/e","1400"
"01.08.2017 02:00 - 01.08.2017 03:00","n/e","0","n/e","1400"
"01.08.2017 03:00 - 01.08.2017 04:00","n/e","0","n/e","1400"
"01.08.2017 04:00 - 01.08.2017 05:00","n/e","0","n/e","1400"
"01.08.2017 05:00 - 01.08.2017 06:00","n/e","0","n/e","1400"
"01.08.2017 06:00 - 01.08.2017 07:00","n/e","0","n/e","1400"
"01.08.2017 07:00 - 01.08.2017 08:00","n/e","0","n/e","1300"
"01.08.2017 08:00 - 01.08.2017 09:00","n/e","0","n/e","1300"
"01.08.2017 09:00 - 01.08.2017 10:00","n/e","0","n/e","1300"
"01.08.2017 10:00 - 01.08.2017 11:00","n/e","0","n/e","1300"
"01.08.2017 11:00 - 01.08.2017 12:00","n/e","0","n/e","1300"
"01.08.2017 12:00 - 01.08.2017 13:00","n/e","0","n/e","1300"
"01.08.2017 13:00 - 01.08.2017 14:00","n/e","0","n/e","1300"
"01.08.2017 14:00 - 01.08.2017 15:00","n/e","0","n/e","1300"
"01.08.2017 15:00 - 01.08.2017 16:00","n/e","0","n/e","1300"
"01.08.2017 16:00 - 01.08.2017 17:00","n/e","0","n/e","1300"
"01.08.2017 17:00 - 01.08.2017 18:00","n/e","0","n/e","1300"
"01.08.2017 18:00 - 01.08.2017 19:00","n/e","0","n/e","1300"
"01.08.2017 19:00 - 01.08.2017 20:00","n/e","0","n/e","1300"
"01.08.2017 20:00 - 01.08.2017 21:00","n/e","0","n/e","1300"
