"Time (CET/CEST)","BZN|ES > BZN|FR Day Ahead [MW]","BZN|ES > BZN|FR Total [MW]","BZN|FR > BZN|ES Day Ahead [MW]","BZN|FR > BZN|ES Total [MW]"
"02.04.2020 21:00 - 02.04.2020 22:00","0","312","2300","2300"
"02.04.2020 22:00 - 02.04.2020 23:00","0","1047","2300","2300"
"02.04.2020 23:00 - 03.04.2020 00:00","0","713","1857","1857"
"03.04.2020 00:00 - 03.04.2020 01:00","0","0","657","714"
"03.04.2020 01:00 - 03.04.2020 02:00","0","138","162","162"
"03.04.2020 02:00 - 03.04.2020 03:00","0","81","16","19"
"03.04.2020 03:00 - 03.04.2020 04:00","177","240","0","0"
"03.04.2020 04:00 - 03.04.2020 05:00","113","113","0","68"
"03.04.2020 05:00 - 03.04.2020 06:00","0","216","229","229"
"03.04.2020 06:00 - 03.04.2020 07:00","0","650","39","39"
"03.04.2020 07:00 - 03.04.2020 08:00","401","1092","0","0"
"03.04.2020 08:00 - 03.04.2020 09:00","0","972","231","231"
"03.04.2020 09:00 - 03.04.2020 10:00","0","551","1793","1793"
"03.04.2020 10:00 - 03.04.2020 11:00","0","503","2358","2358"
"03.04.2020 11:00 - 03.04.2020 12:00","0","489","2497","2497"
"03.04.2020 12:00 - 03.04.2020 13:00","0","450","2497","2497"
"03.04.2020 13:00 - 03.04.2020 14:00","0","1","2497","2498"
"03.04.2020 14:00 - 03.04.2020 15:00","0","56","2497","2500"
"03.04.2020 15:00 - 03.04.2020 16:00","0","0","2497","2497"
"03.04.2020 16:00 - 03.04.2020 17:00","0","4","2497","2497"
"03.04.2020 17:00 - 03.04.2020 18:00","0","423","2497","2497"
"03.04.2020 18:00 - 03.04.2020 19:00","0","1407","1914","1914"
"03.04.2020 19:00 - 03.04.2020 20:00","0","2220","1969","1969"
"03.04.2020 20:00 - 03.04.2020 21:00","0","2196","2636","2636"
"03.04.2020 21:00 - 03.04.2020 22:00","0","1375","2636","2636"
"03.04.2020 22:00 - 03.04.2020 23:00","0","1203","1684","1684"
"03.04.2020 23:00 - 04.04.2020 00:00","0","1195","1296","1296"
"04.04.2020 00:00 - 04.04.2020 01:00","0","371","617","617"
"04.04.2020 01:00 - 04.04.2020 02:00","0","205","370","385"
"04.04.2020 02:00 - 04.04.2020 03:00","0","608","579","579"
"04.04.2020 03:00 - 04.04.2020 04:00","0","234","603","603"
"04.04.2020 04:00 - 04.04.2020 05:00","0","240","341","353"
"04.04.2020 05:00 - 04.04.2020 06:00","562","706","0","38"
"04.04.2020 06:00 - 04.04.2020 07:00","1900","1900","0","165"
"04.04.2020 07:00 - 04.04.2020 08:00","1553","1640","0","0"
"04.04.2020 08:00 - 04.04.2020 09:00","1590","1743","0","0"
"04.04.2020 09:00 - 04.04.2020 10:00","1233","1343","0","31"
"04.04.2020 10:00 - 04.04.2020 11:00","265","265","0","612"
"04.04.2020 11:00 - 04.04.2020 12:00","520","520","0","776"
"04.04.2020 12:00 - 04.04.2020 13:00","964","964","0","696"
"04.04.2020 13:00 - 04.04.2020 14:00","0","0","796","2150"
"04.04.2020 14:00 - 04.04.2020 15:00","0","0","716","2590"
"04.04.2020 15:00 - 04.04.2020 16:00","1155","1155","0","1309"
"04.04.2020 16:00 - 04.04.2020 17:00","1950","1950","0","431"
"04.04.2020 17:00 - 04.04.2020 18:00","1567","1950","0","0"
"04.04.2020 18:00 - 04.04.2020 19:00","1800","1800","0","0"
"04.04.2020 19:00 - 04.04.2020 20:00","1800","1800","0","0"
"04.04.2020 20:00 - 04.04.2020 21:00","471","1800","0","0"
"04.04.2020 21:00 - 04.04.2020 22:00","0","1165","1798","1798"
"04.04.2020 22:00 - 04.04.2020 23:00","135","1333","0","0"
"04.04.2020 23:00 - 05.04.2020 00:00","1800","1800","0","0"
"05.04.2020 00:00 - 05.04.2020 01:00","1800","1800","0","0"
"05.04.2020 01:00 - 05.04.2020 02:00","1800","1800","0","0"
"05.04.2020 02:00 - 05.04.2020 03:00","1800","1800","0","0"
"05.04.2020 03:00 - 05.04.2020 04:00","1800","1800","0","0"
"05.04.2020 04:00 - 05.04.2020 05:00","1800","1821","0","108"
"05.04.2020 05:00 - 05.04.2020 06:00","1620","1656","0","262"
"05.04.2020 06:00 - 05.04.2020 07:00","1800","1896","0","424"
"05.04.2020 07:00 - 05.04.2020 08:00","1309","1354","0","635"
"05.04.2020 08:00 - 05.04.2020 09:00","1900","1900","0","1143"
"05.04.2020 09:00 - 05.04.2020 10:00","1512","1512","0","1646"
"05.04.2020 10:00 - 05.04.2020 11:00","0","9","1746","2409"
"05.04.2020 11:00 - 05.04.2020 12:00","0","318","2400","2400"
"05.04.2020 12:00 - 05.04.2020 13:00","0","49","2543","2543"
"05.04.2020 13:00 - 05.04.2020 14:00","0","0","2543","2543"
"05.04.2020 14:00 - 05.04.2020 15:00","0","0","2543","2543"
"05.04.2020 15:00 - 05.04.2020 16:00","0","0","2543","2543"
"05.04.2020 16:00 - 05.04.2020 17:00","0","0","2543","2543"
"05.04.2020 17:00 - 05.04.2020 18:00","0","179","1766","2720"
"05.04.2020 18:00 - 05.04.2020 19:00","1174","1183","0","563"
"05.04.2020 19:00 - 05.04.2020 20:00","46","128","0","645"
"05.04.2020 20:00 - 05.04.2020 21:00","0","121","1795","1795"
"05.04.2020 21:00 - 05.04.2020 22:00","0","37","2100","2100"
"05.04.2020 22:00 - 05.04.2020 23:00","0","0","2100","2100"
"05.04.2020 23:00 - 06.04.2020 00:00","0","190","2100","2100"
"06.04.2020 00:00 - 06.04.2020 01:00","0","0","2450","2450"
"06.04.2020 01:00 - 06.04.2020 02:00","0","118","2450","2453"
"06.04.2020 02:00 - 06.04.2020 03:00","0","29","2450","2479"
"06.04.2020 03:00 - 06.04.2020 04:00","0","0","2450","2450"
"06.04.2020 04:00 - 06.04.2020 05:00","0","0","2450","2450"
"06.04.2020 05:00 - 06.04.2020 06:00","0","0","2450","2450"
"06.04.2020 06:00 - 06.04.2020 07:00","0","0","2450","2450"
"06.04.2020 07:00 - 06.04.2020 08:00","0","0","1300","1300"
"06.04.2020 08:00 - 06.04.2020 09:00","0","0","1300","1300"
"06.04.2020 09:00 - 06.04.2020 10:00","0","0","1300","1300"
"06.04.2020 10:00 - 06.04.2020 11:00","0","0","1300","1300"
"06.04.2020 11:00 - 06.04.2020 12:00","0","0","1300","1300"
"06.04.2020 12:00 - 06.04.2020 13:00","0","0","1950","1950"
"06.04.2020 13:00 - 06.04.2020 14:00","0","0","1950","1950"
"06.04.2020 14:00 - 06.04.2020 15:00","0","0","1950","1950"
"06.04.2020 15:00 - 06.04.2020 16:00","0","0","1950","1950"
"06.04.2020 16:00 - 06.04.2020 17:00","0","0","1950","1950"
"06.04.2020 17:00 - 06.04.2020 18:00","0","0","1250","1250"
"06.04.2020 18:00 - 06.04.2020 19:00","0","0","1250","1250"
"06.04.2020 19:00 - 06.04.2020 20:00","0","0","1250","1250"
"06.04.2020 20:00 - 06.04.2020 21:00","0","0","1250","1250"
"06.04.2020 21:00 - 06.04.2020 22:00","0","0","1250","1250"
"06.04.2020 22:00 - 06.04.2020 23:00","0","0","1250","1250"
"06.04.2020 23:00 - 07.04.2020 00:00","0","9","1250","1259"
"07.04.2020 00:00 - 07.04.2020 01:00","0","0","1650","1650"
"07.04.2020 01:00 - 07.04.2020 02:00","0","0","1650","1650"
"07.04.2020 02:00 - 07.04.2020 03:00","0","0","1650","1650"
"07.04.2020 03:00 - 07.04.2020 04:00","0","0","1650","1650"
"07.04.2020 04:00 - 07.04.2020 05:00","0","0","1650","1650"
"07.04.2020 05:00 - 07.04.2020 06:00","0","0","1650","1650"
"07.04.2020 06:00 - 07.04.2020 07:00","0","0","1650","1650"
"07.04.2020 07:00 - 07.04.2020 08:00","0","0","2250","2250"
"07.04.2020 08:00 - 07.04.2020 09:00","0","0","2250","2250"
"07.04.2020 09:00 - 07.04.2020 10:00","0","0","2250","2250"
"07.04.2020 10:00 - 07.04.2020 11:00","0","0","2250","2250"
"07.04.2020 11:00 - 07.04.2020 12:00","0","0","2250","2250"
"07.04.2020 12:00 - 07.04.2020 13:00","0","0","2636","2636"
"07.04.2020 13:00 - 07.04.2020 14:00","0","0","2636","2636"
"07.04.2020 14:00 - 07.04.2020 15:00","0","0","2636","2636"
"07.04.2020 15:00 - 07.04.2020 16:00","0","0","2636","2636"
"07.04.2020 16:00 - 07.04.2020 17:00","0","0","2636","2636"
"07.04.2020 17:00 - 07.04.2020 18:00","0","0","2636","2636"
"07.04.2020 18:00 - 07.04.2020 19:00","0","0","2775","2775"
"07.04.2020 19:00 - 07.04.2020 20:00","0","0","2775","2775"
"07.04.2020 20:00 - 07.04.2020 21:00","0","0","2775","2775"
"07.04.2020 21:00 - 07.04.2020 22:00","0","0","2775","2775"
"07.04.2020 22:00 - 07.04.2020 23:00","0","0","2775","2775"
"07.04.2020 23:00 - 08.04.2020 00:00","0","0","2775","2775"
"08.04.2020 00:00 - 08.04.2020 01:00","0","0","2400","2400"
"08.04.2020 01:00 - 08.04.2020 02:00","0","0","2400","2400"
"08.04.2020 02:00 - 08.04.2020 03:00","0","11","2400","2411"
"08.04.2020 03:00 - 08.04.2020 04:00","0","93","2400","2403"
"08.04.2020 04:00 - 08.04.2020 05:00","0","181","2400","2400"
"08.04.2020 05:00 - 08.04.2020 06:00","0","46","2400","2400"
"08.04.2020 06:00 - 08.04.2020 07:00","0","0","2400","2400"
"08.04.2020 07:00 - 08.04.2020 08:00","0","0","2821","2821"
"08.04.2020 08:00 - 08.04.2020 09:00","0","0","2821","2821"
"08.04.2020 09:00 - 08.04.2020 10:00","0","0","2821","2821"
"08.04.2020 10:00 - 08.04.2020 11:00","0","0","2821","2821"
"08.04.2020 11:00 - 08.04.2020 12:00","0","0","2821","2821"
"08.04.2020 12:00 - 08.04.2020 13:00","0","5","3237","3242"
"08.04.2020 13:00 - 08.04.2020 14:00","0","0","3237","3237"
"08.04.2020 14:00 - 08.04.2020 15:00","0","0","3237","3237"
"08.04.2020 15:00 - 08.04.2020 16:00","0","0","3237","3237"
"08.04.2020 16:00 - 08.04.2020 17:00","0","165","3237","3237"
"08.04.2020 17:00 - 08.04.2020 18:00","0","0","2682","2682"
"08.04.2020 18:00 - 08.04.2020 19:00","0","406","2682","2682"
"08.04.2020 19:00 - 08.04.2020 20:00","0","432","2682","2682"
"08.04.2020 20:00 - 08.04.2020 21:00","0","3","2682","2685"
"08.04.2020 21:00 - 08.04.2020 22:00","0","0","2682","2682"
"08.04.2020 22:00 - 08.04.2020 23:00","0","0","2682","2682"
"08.04.2020 23:00 - 09.04.2020 00:00","0","194","2682","2682"
"09.04.2020 00:00 - 09.04.2020 01:00","0","286","2446","2446"
"09.04.2020 01:00 - 09.04.2020 02:00","0","213","2420","2420"
"09.04.2020 02:00 - 09.04.2020 03:00","0","125","1814","1819"
"09.04.2020 03:00 - 09.04.2020 04:00","0","80","1986","1986"
"09.04.2020 04:00 - 09.04.2020 05:00","0","29","2253","2253"
"09.04.2020 05:00 - 09.04.2020 06:00","0","24","2348","2348"
"09.04.2020 06:00 - 09.04.2020 07:00","0","40","2543","2543"
"09.04.2020 07:00 - 09.04.2020 08:00","0","285","2682","2682"
"09.04.2020 08:00 - 09.04.2020 09:00","0","1098","1892","1895"
"09.04.2020 09:00 - 09.04.2020 10:00","0","1135","2682","2682"
"09.04.2020 10:00 - 09.04.2020 11:00","0","302","2682","2682"
"09.04.2020 11:00 - 09.04.2020 12:00","0","0","2682","2682"
"09.04.2020 12:00 - 09.04.2020 13:00","0","1","2821","2822"
"09.04.2020 13:00 - 09.04.2020 14:00","0","0","2821","2821"
"09.04.2020 14:00 - 09.04.2020 15:00","0","0","2821","2821"
"09.04.2020 15:00 - 09.04.2020 16:00","0","0","2821","2821"
"09.04.2020 16:00 - 09.04.2020 17:00","0","71","2821","2892"
"09.04.2020 17:00 - 09.04.2020 18:00","0","0","2590","2590"
"09.04.2020 18:00 - 09.04.2020 19:00","0","733","2590","2590"
"09.04.2020 19:00 - 09.04.2020 20:00","0","1194","2590","2590"
"09.04.2020 20:00 - 09.04.2020 21:00","0","36","2590","2590"
"09.04.2020 21:00 - 09.04.2020 22:00","0","301","2590","2590"
"09.04.2020 22:00 - 09.04.2020 23:00","0","666","2590","2590"
"09.04.2020 23:00 - 10.04.2020 00:00","0","0","2590","2590"
"10.04.2020 00:00 - 10.04.2020 01:00","0","0","2400","2400"
"10.04.2020 01:00 - 10.04.2020 02:00","0","0","2400","2400"
"10.04.2020 02:00 - 10.04.2020 03:00","0","0","2400","2400"
"10.04.2020 03:00 - 10.04.2020 04:00","0","0","2400","2400"
"10.04.2020 04:00 - 10.04.2020 05:00","0","0","2400","2400"
"10.04.2020 05:00 - 10.04.2020 06:00","0","0","2400","2400"
"10.04.2020 06:00 - 10.04.2020 07:00","0","27","2400","2400"
"10.04.2020 07:00 - 10.04.2020 08:00","0","0","1935","2087"
"10.04.2020 08:00 - 10.04.2020 09:00","0","3","1342","1342"
"10.04.2020 09:00 - 10.04.2020 10:00","0","280","1442","1442"
"10.04.2020 10:00 - 10.04.2020 11:00","0","7","2590","2597"
"10.04.2020 11:00 - 10.04.2020 12:00","0","0","2350","2350"
"10.04.2020 12:00 - 10.04.2020 13:00","0","0","2350","2350"
"10.04.2020 13:00 - 10.04.2020 14:00","0","0","2350","2350"
"10.04.2020 14:00 - 10.04.2020 15:00","0","0","2350","2350"
"10.04.2020 15:00 - 10.04.2020 16:00","0","0","2350","2350"
"10.04.2020 16:00 - 10.04.2020 17:00","0","0","2350","2350"
"10.04.2020 17:00 - 10.04.2020 18:00","0","2","2350","2352"
"10.04.2020 18:00 - 10.04.2020 19:00","0","0","2301","2590"
"10.04.2020 19:00 - 10.04.2020 20:00","0","0","2355","2590"
"10.04.2020 20:00 - 10.04.2020 21:00","0","0","2590","2590"
"10.04.2020 21:00 - 10.04.2020 22:00","0","0","2590","2590"
"10.04.2020 22:00 - 10.04.2020 23:00","0","0","2590","2590"
"10.04.2020 23:00 - 11.04.2020 00:00","0","41","2590","2631"
"11.04.2020 00:00 - 11.04.2020 01:00","0","0","2350","2350"
"11.04.2020 01:00 - 11.04.2020 02:00","0","0","2350","2350"
"11.04.2020 02:00 - 11.04.2020 03:00","0","0","2350","2350"
"11.04.2020 03:00 - 11.04.2020 04:00","0","0","2350","2350"
"11.04.2020 04:00 - 11.04.2020 05:00","0","0","2350","2350"
"11.04.2020 05:00 - 11.04.2020 06:00","0","0","2350","2350"
"11.04.2020 06:00 - 11.04.2020 07:00","0","0","2350","2350"
"11.04.2020 07:00 - 11.04.2020 08:00","0","0","2350","2350"
"11.04.2020 08:00 - 11.04.2020 09:00","0","0","2497","2497"
"11.04.2020 09:00 - 11.04.2020 10:00","0","0","2497","2497"
"11.04.2020 10:00 - 11.04.2020 11:00","0","0","2497","2497"
"11.04.2020 11:00 - 11.04.2020 12:00","0","0","2497","2497"
"11.04.2020 12:00 - 11.04.2020 13:00","0","0","2450","2450"
"11.04.2020 13:00 - 11.04.2020 14:00","0","0","2450","2450"
"11.04.2020 14:00 - 11.04.2020 15:00","0","0","2450","2450"
"11.04.2020 15:00 - 11.04.2020 16:00","0","0","2450","2450"
"11.04.2020 16:00 - 11.04.2020 17:00","0","0","2450","2450"
"11.04.2020 17:00 - 11.04.2020 18:00","0","0","2450","2450"
"11.04.2020 18:00 - 11.04.2020 19:00","0","0","2300","2300"
"11.04.2020 19:00 - 11.04.2020 20:00","0","0","2300","2300"
"11.04.2020 20:00 - 11.04.2020 21:00","0","12","2300","2300"
"11.04.2020 21:00 - 11.04.2020 22:00","0","0","2300","2300"
"11.04.2020 22:00 - 11.04.2020 23:00","0","23","2300","2300"
"11.04.2020 23:00 - 12.04.2020 00:00","0","368","2300","2300"
"12.04.2020 00:00 - 12.04.2020 01:00","0","10","2450","2455"
"12.04.2020 01:00 - 12.04.2020 02:00","0","0","2182","2296"
"12.04.2020 02:00 - 12.04.2020 03:00","0","193","2450","2450"
"12.04.2020 03:00 - 12.04.2020 04:00","0","0","2450","2450"
"12.04.2020 04:00 - 12.04.2020 05:00","0","0","2450","2450"
"12.04.2020 05:00 - 12.04.2020 06:00","0","0","2450","2450"
"12.04.2020 06:00 - 12.04.2020 07:00","0","0","2450","2450"
"12.04.2020 07:00 - 12.04.2020 08:00","0","0","2450","2450"
"12.04.2020 08:00 - 12.04.2020 09:00","0","0","2636","2636"
"12.04.2020 09:00 - 12.04.2020 10:00","0","0","2636","2636"
"12.04.2020 10:00 - 12.04.2020 11:00","0","0","2636","2636"
"12.04.2020 11:00 - 12.04.2020 12:00","0","0","2636","2636"
"12.04.2020 12:00 - 12.04.2020 13:00","0","0","2682","2682"
"12.04.2020 13:00 - 12.04.2020 14:00","0","0","2682","2682"
"12.04.2020 14:00 - 12.04.2020 15:00","0","0","2682","2682"
"12.04.2020 15:00 - 12.04.2020 16:00","0","0","2682","2682"
"12.04.2020 16:00 - 12.04.2020 17:00","0","0","2682","2682"
"12.04.2020 17:00 - 12.04.2020 18:00","0","0","2682","2682"
"12.04.2020 18:00 - 12.04.2020 19:00","0","111","2497","2497"
"12.04.2020 19:00 - 12.04.2020 20:00","0","69","1798","1798"
"12.04.2020 20:00 - 12.04.2020 21:00","0","4","2497","2501"
"12.04.2020 21:00 - 12.04.2020 22:00","0","0","2497","2497"
"12.04.2020 22:00 - 12.04.2020 23:00","0","0","2497","2497"
"12.04.2020 23:00 - 13.04.2020 00:00","0","0","2497","2497"
"13.04.2020 00:00 - 13.04.2020 01:00","0","0","2350","2350"
"13.04.2020 01:00 - 13.04.2020 02:00","0","0","2350","2350"
"13.04.2020 02:00 - 13.04.2020 03:00","0","0","2350","2350"
"13.04.2020 03:00 - 13.04.2020 04:00","0","0","2350","2350"
"13.04.2020 04:00 - 13.04.2020 05:00","0","0","2350","2350"
"13.04.2020 05:00 - 13.04.2020 06:00","0","0","2350","2350"
"13.04.2020 06:00 - 13.04.2020 07:00","0","0","2350","2350"
"13.04.2020 07:00 - 13.04.2020 08:00","0","0","2590","2590"
"13.04.2020 08:00 - 13.04.2020 09:00","0","0","2590","2590"
"13.04.2020 09:00 - 13.04.2020 10:00","0","0","2590","2590"
"13.04.2020 10:00 - 13.04.2020 11:00","0","0","2590","2590"
"13.04.2020 11:00 - 13.04.2020 12:00","0","0","2590","2590"
"13.04.2020 12:00 - 13.04.2020 13:00","0","0","2682","2682"
"13.04.2020 13:00 - 13.04.2020 14:00","0","0","2682","2682"
"13.04.2020 14:00 - 13.04.2020 15:00","0","0","2682","2682"
"13.04.2020 15:00 - 13.04.2020 16:00","0","0","2682","2682"
"13.04.2020 16:00 - 13.04.2020 17:00","0","0","2682","2682"
"13.04.2020 17:00 - 13.04.2020 18:00","0","0","2636","2636"
"13.04.2020 18:00 - 13.04.2020 19:00","0","0","2636","2636"
"13.04.2020 19:00 - 13.04.2020 20:00","0","0","2636","2636"
"13.04.2020 20:00 - 13.04.2020 21:00","0","200","2636","2636"
"13.04.2020 21:00 - 13.04.2020 22:00","0","0","2636","2636"
"13.04.2020 22:00 - 13.04.2020 23:00","0","0","2636","2636"
"13.04.2020 23:00 - 14.04.2020 00:00","0","0","2636","2636"
"14.04.2020 00:00 - 14.04.2020 01:00","0","0","2497","2497"
"14.04.2020 01:00 - 14.04.2020 02:00","0","0","2497","2497"
"14.04.2020 02:00 - 14.04.2020 03:00","0","0","2497","2497"
"14.04.2020 03:00 - 14.04.2020 04:00","0","0","2497","2497"
"14.04.2020 04:00 - 14.04.2020 05:00","0","0","2497","2497"
"14.04.2020 05:00 - 14.04.2020 06:00","0","0","2497","2497"
"14.04.2020 06:00 - 14.04.2020 07:00","0","0","2497","2497"
"14.04.2020 07:00 - 14.04.2020 08:00","0","0","2314","2374"
"14.04.2020 08:00 - 14.04.2020 09:00","0","0","2476","2681"
"14.04.2020 09:00 - 14.04.2020 10:00","0","0","2913","2913"
"14.04.2020 10:00 - 14.04.2020 11:00","0","0","2913","2913"
"14.04.2020 11:00 - 14.04.2020 12:00","0","0","2821","2821"
"14.04.2020 12:00 - 14.04.2020 13:00","0","0","2821","2821"
"14.04.2020 13:00 - 14.04.2020 14:00","0","0","2821","2821"
"14.04.2020 14:00 - 14.04.2020 15:00","0","0","2821","2821"
"14.04.2020 15:00 - 14.04.2020 16:00","0","0","2821","2821"
"14.04.2020 16:00 - 14.04.2020 17:00","0","0","2821","2821"
"14.04.2020 17:00 - 14.04.2020 18:00","0","0","2728","2728"
"14.04.2020 18:00 - 14.04.2020 19:00","0","0","2728","2728"
"14.04.2020 19:00 - 14.04.2020 20:00","0","5","2728","2733"
"14.04.2020 20:00 - 14.04.2020 21:00","0","0","2728","2728"
"14.04.2020 21:00 - 14.04.2020 22:00","0","0","2728","2728"
"14.04.2020 22:00 - 14.04.2020 23:00","0","21","2728","2728"
"14.04.2020 23:00 - 15.04.2020 00:00","0","155","1570","1570"
"15.04.2020 00:00 - 15.04.2020 01:00","0","187","2594","2594"
"15.04.2020 01:00 - 15.04.2020 02:00","0","69","1629","1629"
"15.04.2020 02:00 - 15.04.2020 03:00","0","10","1507","1542"
"15.04.2020 03:00 - 15.04.2020 04:00","0","54","2757","2811"
"15.04.2020 04:00 - 15.04.2020 05:00","0","21","2775","2796"
"15.04.2020 05:00 - 15.04.2020 06:00","0","64","2775","2775"
"15.04.2020 06:00 - 15.04.2020 07:00","0","0","2482","2553"
"15.04.2020 07:00 - 15.04.2020 08:00","0","19","2199","2199"
"15.04.2020 08:00 - 15.04.2020 09:00","0","47","1160","1173"
"15.04.2020 09:00 - 15.04.2020 10:00","0","206","2334","2334"
"15.04.2020 10:00 - 15.04.2020 11:00","0","290","2682","2682"
"15.04.2020 11:00 - 15.04.2020 12:00","0","609","2682","2682"
"15.04.2020 12:00 - 15.04.2020 13:00","0","223","3006","3006"
"15.04.2020 13:00 - 15.04.2020 14:00","0","2","3006","3008"
"15.04.2020 14:00 - 15.04.2020 15:00","0","7","3006","3013"
"15.04.2020 15:00 - 15.04.2020 16:00","0","79","3006","3006"
"15.04.2020 16:00 - 15.04.2020 17:00","0","26","2484","2495"
"15.04.2020 17:00 - 15.04.2020 18:00","0","2","2590","2592"
"15.04.2020 18:00 - 15.04.2020 19:00","0","48","2590","2590"
"15.04.2020 19:00 - 15.04.2020 20:00","0","822","1453","1453"
"15.04.2020 20:00 - 15.04.2020 21:00","0","190","2590","2590"
"15.04.2020 21:00 - 15.04.2020 22:00","0","261","2590","2601"
"15.04.2020 22:00 - 15.04.2020 23:00","0","342","2590","2590"
"15.04.2020 23:00 - 16.04.2020 00:00","0","206","454","454"
"16.04.2020 00:00 - 16.04.2020 01:00","0","227","1265","1265"
"16.04.2020 01:00 - 16.04.2020 02:00","0","247","934","934"
"16.04.2020 02:00 - 16.04.2020 03:00","0","370","1244","1244"
"16.04.2020 03:00 - 16.04.2020 04:00","0","385","1600","1600"
"16.04.2020 04:00 - 16.04.2020 05:00","0","838","2188","2188"
"16.04.2020 05:00 - 16.04.2020 06:00","0","930","1645","1645"
"16.04.2020 06:00 - 16.04.2020 07:00","0","502","1787","1787"
"16.04.2020 07:00 - 16.04.2020 08:00","0","402","2080","2080"
"16.04.2020 08:00 - 16.04.2020 09:00","0","86","1770","1770"
"16.04.2020 09:00 - 16.04.2020 10:00","0","64","1877","1877"
"16.04.2020 10:00 - 16.04.2020 11:00","0","535","1358","1358"
"16.04.2020 11:00 - 16.04.2020 12:00","0","963","113","113"
"16.04.2020 12:00 - 16.04.2020 13:00","597","1486","0","0"
"16.04.2020 13:00 - 16.04.2020 14:00","0","2029","1479","1479"
"16.04.2020 14:00 - 16.04.2020 15:00","0","1816","1565","1565"
"16.04.2020 15:00 - 16.04.2020 16:00","0","1727","549","549"
"16.04.2020 16:00 - 16.04.2020 17:00","0","1435","631","631"
"16.04.2020 17:00 - 16.04.2020 18:00","0","1312","1560","1560"
"16.04.2020 18:00 - 16.04.2020 19:00","0","1142","1335","1335"
"16.04.2020 19:00 - 16.04.2020 20:00","0","804","632","632"
"16.04.2020 20:00 - 16.04.2020 21:00","0","1689","2636","2636"
"16.04.2020 21:00 - 16.04.2020 22:00","0","246","2636","2639"
"16.04.2020 22:00 - 16.04.2020 23:00","0","727","1343","1343"
"16.04.2020 23:00 - 17.04.2020 00:00","0","1129","936","936"
"17.04.2020 00:00 - 17.04.2020 01:00","330","914","0","0"
"17.04.2020 01:00 - 17.04.2020 02:00","0","770","611","611"
"17.04.2020 02:00 - 17.04.2020 03:00","0","861","188","188"
"17.04.2020 03:00 - 17.04.2020 04:00","0","1008","920","920"
"17.04.2020 04:00 - 17.04.2020 05:00","0","1245","1372","1372"
"17.04.2020 05:00 - 17.04.2020 06:00","0","1001","1313","1313"
"17.04.2020 06:00 - 17.04.2020 07:00","0","738","2018","2018"
"17.04.2020 07:00 - 17.04.2020 08:00","0","323","2370","2370"
"17.04.2020 08:00 - 17.04.2020 09:00","0","486","1767","1767"
"17.04.2020 09:00 - 17.04.2020 10:00","0","228","1736","1736"
"17.04.2020 10:00 - 17.04.2020 11:00","0","20","2585","2585"
"17.04.2020 11:00 - 17.04.2020 12:00","0","131","1640","1640"
"17.04.2020 12:00 - 17.04.2020 13:00","0","20","478","730"
"17.04.2020 13:00 - 17.04.2020 14:00","0","29","1404","1452"
"17.04.2020 14:00 - 17.04.2020 15:00","0","496","2610","2610"
"17.04.2020 15:00 - 17.04.2020 16:00","0","724","2629","2629"
"17.04.2020 16:00 - 17.04.2020 17:00","0","1121","2614","2614"
"17.04.2020 17:00 - 17.04.2020 18:00","0","1327","2938","2938"
"17.04.2020 18:00 - 17.04.2020 19:00","0","1044","2895","2895"
"17.04.2020 19:00 - 17.04.2020 20:00","0","4","2439","2473"
"17.04.2020 20:00 - 17.04.2020 21:00","0","205","2960","2960"
"17.04.2020 21:00 - 17.04.2020 22:00","0","0","2960","2960"
"17.04.2020 22:00 - 17.04.2020 23:00","0","147","2760","2920"
"17.04.2020 23:00 - 18.04.2020 00:00","0","227","1760","1760"
"18.04.2020 00:00 - 18.04.2020 01:00","0","198","2278","2278"
"18.04.2020 01:00 - 18.04.2020 02:00","0","97","2813","2813"
"18.04.2020 02:00 - 18.04.2020 03:00","0","1","2821","2822"
"18.04.2020 03:00 - 18.04.2020 04:00","0","60","2821","2830"
"18.04.2020 04:00 - 18.04.2020 05:00","0","12","2821","2826"
"18.04.2020 05:00 - 18.04.2020 06:00","0","13","2821","2821"
"18.04.2020 06:00 - 18.04.2020 07:00","0","12","2821","2821"
"18.04.2020 07:00 - 18.04.2020 08:00","0","0","2821","2821"
"18.04.2020 08:00 - 18.04.2020 09:00","0","17","2728","2728"
"18.04.2020 09:00 - 18.04.2020 10:00","0","36","2728","2728"
"18.04.2020 10:00 - 18.04.2020 11:00","0","0","2728","2728"
"18.04.2020 11:00 - 18.04.2020 12:00","0","0","2728","2728"
"18.04.2020 12:00 - 18.04.2020 13:00","0","34","3145","3145"
"18.04.2020 13:00 - 18.04.2020 14:00","0","5","3145","3145"
"18.04.2020 14:00 - 18.04.2020 15:00","0","0","3145","3145"
"18.04.2020 15:00 - 18.04.2020 16:00","0","62","3145","3145"
"18.04.2020 16:00 - 18.04.2020 17:00","0","213","3145","3145"
"18.04.2020 17:00 - 18.04.2020 18:00","0","210","3145","3145"
"18.04.2020 18:00 - 18.04.2020 19:00","0","2","2682","2683"
"18.04.2020 19:00 - 18.04.2020 20:00","0","6","2682","2685"
"18.04.2020 20:00 - 18.04.2020 21:00","0","220","2682","2682"
"18.04.2020 21:00 - 18.04.2020 22:00","0","180","2682","2682"
"18.04.2020 22:00 - 18.04.2020 23:00","0","643","2682","2682"
"18.04.2020 23:00 - 19.04.2020 00:00","0","474","2682","2682"
