"Time (CET/CEST)","BZN|ES > BZN|FR Day Ahead [MW]","BZN|ES > BZN|FR Total [MW]","BZN|FR > BZN|ES Day Ahead [MW]","BZN|FR > BZN|ES Total [MW]"
"03.01.2020 17:00 - 03.01.2020 18:00","0","0","1747","3398"
"03.01.2020 18:00 - 03.01.2020 19:00","0","0","3334","3400"
"03.01.2020 19:00 - 03.01.2020 20:00","0","0","3400","3400"
"03.01.2020 20:00 - 03.01.2020 21:00","0","0","3400","3400"
"03.01.2020 21:00 - 03.01.2020 22:00","0","0","3400","3400"
"03.01.2020 22:00 - 03.01.2020 23:00","0","0","3400","3400"
"03.01.2020 23:00 - 04.01.2020 00:00","0","0","3000","3000"
"04.01.2020 00:00 - 04.01.2020 01:00","0","0","3300","3300"
"04.01.2020 01:00 - 04.01.2020 02:00","0","0","3078","3300"
"04.01.2020 02:00 - 04.01.2020 03:00","0","0","3400","3400"
"04.01.2020 03:00 - 04.01.2020 04:00","0","0","3400","3400"
"04.01.2020 04:00 - 04.01.2020 05:00","0","0","3400","3400"
"04.01.2020 05:00 - 04.01.2020 06:00","0","0","3400","3400"
"04.01.2020 06:00 - 04.01.2020 07:00","0","0","3400","3400"
"04.01.2020 07:00 - 04.01.2020 08:00","0","0","3400","3400"
"04.01.2020 08:00 - 04.01.2020 09:00","0","0","2656","3300"
"04.01.2020 09:00 - 04.01.2020 10:00","0","0","1199","1734"
"04.01.2020 10:00 - 04.01.2020 11:00","0","0","860","1720"
"04.01.2020 11:00 - 04.01.2020 12:00","0","0","1446","1965"
"04.01.2020 12:00 - 04.01.2020 13:00","0","0","834","1451"
"04.01.2020 13:00 - 04.01.2020 14:00","0","0","1493","2764"
"04.01.2020 14:00 - 04.01.2020 15:00","0","0","2409","3300"
"04.01.2020 15:00 - 04.01.2020 16:00","0","0","1258","2784"
"04.01.2020 16:00 - 04.01.2020 17:00","0","0","856","2312"
"04.01.2020 17:00 - 04.01.2020 18:00","567","567","1","850"
"04.01.2020 18:00 - 04.01.2020 19:00","0","0","1620","2520"
"04.01.2020 19:00 - 04.01.2020 20:00","0","0","2762","3300"
"04.01.2020 20:00 - 04.01.2020 21:00","0","0","3300","3300"
"04.01.2020 21:00 - 04.01.2020 22:00","0","0","3300","3300"
"04.01.2020 22:00 - 04.01.2020 23:00","0","0","3300","3300"
"04.01.2020 23:00 - 05.01.2020 00:00","0","94","2577","2708"
"05.01.2020 00:00 - 05.01.2020 01:00","0","0","1438","2160"
"05.01.2020 01:00 - 05.01.2020 02:00","0","0","814","2024"
"05.01.2020 02:00 - 05.01.2020 03:00","0","0","1859","2996"
"05.01.2020 03:00 - 05.01.2020 04:00","0","0","2496","3400"
"05.01.2020 04:00 - 05.01.2020 05:00","0","0","2486","3400"
"05.01.2020 05:00 - 05.01.2020 06:00","0","0","2950","3400"
"05.01.2020 06:00 - 05.01.2020 07:00","0","0","3339","3400"
"05.01.2020 07:00 - 05.01.2020 08:00","0","0","2339","2984"
"05.01.2020 08:00 - 05.01.2020 09:00","0","0","745","1900"
"05.01.2020 09:00 - 05.01.2020 10:00","0","0","892","1307"
"05.01.2020 10:00 - 05.01.2020 11:00","0","104","979","1055"
"05.01.2020 11:00 - 05.01.2020 12:00","0","40","476","927"
"05.01.2020 12:00 - 05.01.2020 13:00","39","39","0","509"
"05.01.2020 13:00 - 05.01.2020 14:00","0","2","1382","3170"
"05.01.2020 14:00 - 05.01.2020 15:00","0","0","1850","3400"
"05.01.2020 15:00 - 05.01.2020 16:00","0","0","497","2074"
"05.01.2020 16:00 - 05.01.2020 17:00","0","108","280","1000"
"05.01.2020 17:00 - 05.01.2020 18:00","61","61","0","757"
"05.01.2020 18:00 - 05.01.2020 19:00","0","0","3063","3300"
"05.01.2020 19:00 - 05.01.2020 20:00","0","0","3300","3300"
"05.01.2020 20:00 - 05.01.2020 21:00","0","0","3300","3300"
"05.01.2020 21:00 - 05.01.2020 22:00","0","0","3300","3300"
"05.01.2020 22:00 - 05.01.2020 23:00","0","0","3300","3300"
"05.01.2020 23:00 - 06.01.2020 00:00","0","1","3300","3301"
"06.01.2020 00:00 - 06.01.2020 01:00","0","0","3300","3300"
"06.01.2020 01:00 - 06.01.2020 02:00","0","0","3400","3400"
"06.01.2020 02:00 - 06.01.2020 03:00","0","0","3400","3400"
"06.01.2020 03:00 - 06.01.2020 04:00","0","0","3400","3400"
"06.01.2020 04:00 - 06.01.2020 05:00","0","0","3400","3400"
"06.01.2020 05:00 - 06.01.2020 06:00","0","0","3400","3400"
"06.01.2020 06:00 - 06.01.2020 07:00","0","658","1391","1391"
"06.01.2020 07:00 - 06.01.2020 08:00","834","1401","0","0"
"06.01.2020 08:00 - 06.01.2020 09:00","2346","2400","0","0"
"06.01.2020 09:00 - 06.01.2020 10:00","1229","1229","0","290"
"06.01.2020 10:00 - 06.01.2020 11:00","59","59","0","758"
"06.01.2020 11:00 - 06.01.2020 12:00","0","0","12","582"
"06.01.2020 12:00 - 06.01.2020 13:00","278","278","0","1059"
"06.01.2020 13:00 - 06.01.2020 14:00","24","24","0","1225"
"06.01.2020 14:00 - 06.01.2020 15:00","617","617","0","2064"
"06.01.2020 15:00 - 06.01.2020 16:00","2249","2249","0","1458"
"06.01.2020 16:00 - 06.01.2020 17:00","1833","1833","0","857"
"06.01.2020 17:00 - 06.01.2020 18:00","1919","1919","0","1570"
"06.01.2020 18:00 - 06.01.2020 19:00","0","0","84","1318"
"06.01.2020 19:00 - 06.01.2020 20:00","0","0","1890","3258"
"06.01.2020 20:00 - 06.01.2020 21:00","0","0","3300","3300"
"06.01.2020 21:00 - 06.01.2020 22:00","0","0","3300","3300"
"06.01.2020 22:00 - 06.01.2020 23:00","0","0","3300","3300"
"06.01.2020 23:00 - 07.01.2020 00:00","0","0","3300","3300"
"07.01.2020 00:00 - 07.01.2020 01:00","0","0","3300","3300"
"07.01.2020 01:00 - 07.01.2020 02:00","0","0","3400","3400"
"07.01.2020 02:00 - 07.01.2020 03:00","0","0","3400","3400"
"07.01.2020 03:00 - 07.01.2020 04:00","0","0","3400","3400"
"07.01.2020 04:00 - 07.01.2020 05:00","0","0","3400","3400"
"07.01.2020 05:00 - 07.01.2020 06:00","0","0","3022","3400"
"07.01.2020 06:00 - 07.01.2020 07:00","0","0","731","1519"
"07.01.2020 07:00 - 07.01.2020 08:00","818","818","0","826"
"07.01.2020 08:00 - 07.01.2020 09:00","1199","1199","0","1472"
"07.01.2020 09:00 - 07.01.2020 10:00","330","330","0","2140"
"07.01.2020 10:00 - 07.01.2020 11:00","957","957","0","1906"
"07.01.2020 11:00 - 07.01.2020 12:00","1782","1782","0","1353"
"07.01.2020 12:00 - 07.01.2020 13:00","2031","2031","0","1578"
"07.01.2020 13:00 - 07.01.2020 14:00","1698","1698","0","1022"
"07.01.2020 14:00 - 07.01.2020 15:00","1758","1758","0","2529"
"07.01.2020 15:00 - 07.01.2020 16:00","1463","1463","0","2281"
"07.01.2020 16:00 - 07.01.2020 17:00","863","863","0","2063"
"07.01.2020 17:00 - 07.01.2020 18:00","225","225","0","1659"
"07.01.2020 18:00 - 07.01.2020 19:00","0","0","2526","3196"
"07.01.2020 19:00 - 07.01.2020 20:00","0","5","3300","3305"
"07.01.2020 20:00 - 07.01.2020 21:00","0","0","3300","3300"
"07.01.2020 21:00 - 07.01.2020 22:00","0","0","3300","3300"
"07.01.2020 22:00 - 07.01.2020 23:00","0","0","3300","3300"
"07.01.2020 23:00 - 08.01.2020 00:00","0","0","3300","3300"
"08.01.2020 00:00 - 08.01.2020 01:00","0","0","3300","3300"
"08.01.2020 01:00 - 08.01.2020 02:00","0","0","3400","3400"
"08.01.2020 02:00 - 08.01.2020 03:00","0","0","3400","3400"
"08.01.2020 03:00 - 08.01.2020 04:00","0","0","3400","3400"
"08.01.2020 04:00 - 08.01.2020 05:00","0","0","3400","3400"
"08.01.2020 05:00 - 08.01.2020 06:00","0","0","3400","3400"
"08.01.2020 06:00 - 08.01.2020 07:00","0","0","3400","3400"
"08.01.2020 07:00 - 08.01.2020 08:00","0","8","3300","3308"
"08.01.2020 08:00 - 08.01.2020 09:00","0","0","3300","3300"
"08.01.2020 09:00 - 08.01.2020 10:00","0","0","3300","3300"
"08.01.2020 10:00 - 08.01.2020 11:00","0","0","3300","3300"
"08.01.2020 11:00 - 08.01.2020 12:00","0","0","3300","3300"
"08.01.2020 12:00 - 08.01.2020 13:00","0","0","3300","3300"
"08.01.2020 13:00 - 08.01.2020 14:00","0","0","3300","3300"
"08.01.2020 14:00 - 08.01.2020 15:00","0","0","3300","3300"
"08.01.2020 15:00 - 08.01.2020 16:00","0","0","3152","3300"
"08.01.2020 16:00 - 08.01.2020 17:00","0","5","3300","3305"
"08.01.2020 17:00 - 08.01.2020 18:00","0","180","1372","1497"
"08.01.2020 18:00 - 08.01.2020 19:00","0","939","1842","1842"
"08.01.2020 19:00 - 08.01.2020 20:00","0","575","3300","3300"
"08.01.2020 20:00 - 08.01.2020 21:00","0","0","3300","3300"
"08.01.2020 21:00 - 08.01.2020 22:00","0","0","3300","3300"
"08.01.2020 22:00 - 08.01.2020 23:00","0","0","3300","3300"
"08.01.2020 23:00 - 09.01.2020 00:00","0","0","3300","3300"
"09.01.2020 00:00 - 09.01.2020 01:00","0","0","3300","3300"
"09.01.2020 01:00 - 09.01.2020 02:00","0","0","3400","3400"
"09.01.2020 02:00 - 09.01.2020 03:00","0","0","3400","3400"
"09.01.2020 03:00 - 09.01.2020 04:00","0","0","3400","3400"
"09.01.2020 04:00 - 09.01.2020 05:00","0","183","3400","3400"
"09.01.2020 05:00 - 09.01.2020 06:00","0","0","3400","3400"
"09.01.2020 06:00 - 09.01.2020 07:00","0","287","3400","3410"
"09.01.2020 07:00 - 09.01.2020 08:00","0","0","3300","3300"
"09.01.2020 08:00 - 09.01.2020 09:00","0","245","3300","3316"
"09.01.2020 09:00 - 09.01.2020 10:00","0","659","3300","3300"
"09.01.2020 10:00 - 09.01.2020 11:00","0","1645","3300","3300"
"09.01.2020 11:00 - 09.01.2020 12:00","0","1313","3300","3300"
"09.01.2020 12:00 - 09.01.2020 13:00","0","2409","3300","3300"
"09.01.2020 13:00 - 09.01.2020 14:00","0","1915","3300","3300"
"09.01.2020 14:00 - 09.01.2020 15:00","0","1573","3300","3300"
"09.01.2020 15:00 - 09.01.2020 16:00","0","1342","3300","3300"
"09.01.2020 16:00 - 09.01.2020 17:00","0","1319","3300","3300"
"09.01.2020 17:00 - 09.01.2020 18:00","0","1833","3300","3300"
"09.01.2020 18:00 - 09.01.2020 19:00","0","1692","3300","3300"
"09.01.2020 19:00 - 09.01.2020 20:00","0","1217","3300","3300"
"09.01.2020 20:00 - 09.01.2020 21:00","0","1261","3300","3300"
"09.01.2020 21:00 - 09.01.2020 22:00","0","1270","3300","3300"
"09.01.2020 22:00 - 09.01.2020 23:00","0","817","3300","3300"
"09.01.2020 23:00 - 10.01.2020 00:00","0","1030","3300","3300"
"10.01.2020 00:00 - 10.01.2020 01:00","0","80","3300","3319"
"10.01.2020 01:00 - 10.01.2020 02:00","0","28","3400","3400"
"10.01.2020 02:00 - 10.01.2020 03:00","0","89","3400","3402"
"10.01.2020 03:00 - 10.01.2020 04:00","0","363","3400","3400"
"10.01.2020 04:00 - 10.01.2020 05:00","0","351","3400","3400"
"10.01.2020 05:00 - 10.01.2020 06:00","0","617","3400","3400"
"10.01.2020 06:00 - 10.01.2020 07:00","0","3821","3342","3342"
"10.01.2020 07:00 - 10.01.2020 08:00","0","2304","1339","1339"
"10.01.2020 08:00 - 10.01.2020 09:00","0","2407","2867","2867"
"10.01.2020 09:00 - 10.01.2020 10:00","0","2490","3300","3300"
"10.01.2020 10:00 - 10.01.2020 11:00","0","2508","3300","3300"
"10.01.2020 11:00 - 10.01.2020 12:00","0","2920","3108","3108"
"10.01.2020 12:00 - 10.01.2020 13:00","0","2093","2201","2201"
"10.01.2020 13:00 - 10.01.2020 14:00","0","1638","2466","2466"
"10.01.2020 14:00 - 10.01.2020 15:00","0","1525","1847","1869"
"10.01.2020 15:00 - 10.01.2020 16:00","0","2059","1517","1517"
"10.01.2020 16:00 - 10.01.2020 17:00","0","2591","1302","1302"
"10.01.2020 17:00 - 10.01.2020 18:00","0","3297","936","936"
"10.01.2020 18:00 - 10.01.2020 19:00","0","2990","2597","2597"
"10.01.2020 19:00 - 10.01.2020 20:00","0","2368","3300","3300"
"10.01.2020 20:00 - 10.01.2020 21:00","0","595","3300","3309"
"10.01.2020 21:00 - 10.01.2020 22:00","0","9","3300","3300"
"10.01.2020 22:00 - 10.01.2020 23:00","0","2","3300","3302"
"10.01.2020 23:00 - 11.01.2020 00:00","0","102","3300","3303"
"11.01.2020 00:00 - 11.01.2020 01:00","0","0","3300","3300"
"11.01.2020 01:00 - 11.01.2020 02:00","0","0","3300","3300"
"11.01.2020 02:00 - 11.01.2020 03:00","0","0","3300","3300"
"11.01.2020 03:00 - 11.01.2020 04:00","0","0","3300","3300"
"11.01.2020 04:00 - 11.01.2020 05:00","0","0","3300","3300"
"11.01.2020 05:00 - 11.01.2020 06:00","0","0","3300","3300"
"11.01.2020 06:00 - 11.01.2020 07:00","0","0","3300","3300"
"11.01.2020 07:00 - 11.01.2020 08:00","0","0","3300","3300"
"11.01.2020 08:00 - 11.01.2020 09:00","0","0","3077","3400"
"11.01.2020 09:00 - 11.01.2020 10:00","0","0","3112","3400"
"11.01.2020 10:00 - 11.01.2020 11:00","0","2","3400","3402"
"11.01.2020 11:00 - 11.01.2020 12:00","0","14","3400","3406"
"11.01.2020 12:00 - 11.01.2020 13:00","0","0","3220","3400"
"11.01.2020 13:00 - 11.01.2020 14:00","0","0","3400","3400"
"11.01.2020 14:00 - 11.01.2020 15:00","0","0","3400","3400"
"11.01.2020 15:00 - 11.01.2020 16:00","0","0","3400","3400"
"11.01.2020 16:00 - 11.01.2020 17:00","0","0","3400","3400"
"11.01.2020 17:00 - 11.01.2020 18:00","0","0","3400","3400"
"11.01.2020 18:00 - 11.01.2020 19:00","0","0","3400","3400"
"11.01.2020 19:00 - 11.01.2020 20:00","0","0","3400","3400"
"11.01.2020 20:00 - 11.01.2020 21:00","0","0","3400","3400"
"11.01.2020 21:00 - 11.01.2020 22:00","0","0","3400","3400"
"11.01.2020 22:00 - 11.01.2020 23:00","0","0","3400","3400"
"11.01.2020 23:00 - 12.01.2020 00:00","0","0","3300","3300"
"12.01.2020 00:00 - 12.01.2020 01:00","0","0","3300","3300"
"12.01.2020 01:00 - 12.01.2020 02:00","0","0","3300","3300"
"12.01.2020 02:00 - 12.01.2020 03:00","0","0","3300","3300"
"12.01.2020 03:00 - 12.01.2020 04:00","0","0","3300","3300"
"12.01.2020 04:00 - 12.01.2020 05:00","0","0","3300","3300"
"12.01.2020 05:00 - 12.01.2020 06:00","0","0","3300","3300"
"12.01.2020 06:00 - 12.01.2020 07:00","0","0","3300","3300"
"12.01.2020 07:00 - 12.01.2020 08:00","0","0","3300","3300"
"12.01.2020 08:00 - 12.01.2020 09:00","0","0","3300","3300"
"12.01.2020 09:00 - 12.01.2020 10:00","0","0","3300","3300"
"12.01.2020 10:00 - 12.01.2020 11:00","0","0","3300","3300"
"12.01.2020 11:00 - 12.01.2020 12:00","0","0","3300","3300"
"12.01.2020 12:00 - 12.01.2020 13:00","0","0","3300","3300"
"12.01.2020 13:00 - 12.01.2020 14:00","0","0","3300","3300"
"12.01.2020 14:00 - 12.01.2020 15:00","0","0","3300","3300"
"12.01.2020 15:00 - 12.01.2020 16:00","0","0","3300","3300"
"12.01.2020 16:00 - 12.01.2020 17:00","0","0","3300","3300"
"12.01.2020 17:00 - 12.01.2020 18:00","0","0","3300","3300"
"12.01.2020 18:00 - 12.01.2020 19:00","0","0","3400","3400"
"12.01.2020 19:00 - 12.01.2020 20:00","0","0","3400","3400"
"12.01.2020 20:00 - 12.01.2020 21:00","0","0","3400","3400"
"12.01.2020 21:00 - 12.01.2020 22:00","0","0","3300","3300"
"12.01.2020 22:00 - 12.01.2020 23:00","0","0","3300","3300"
"12.01.2020 23:00 - 13.01.2020 00:00","0","0","3300","3300"
"13.01.2020 00:00 - 13.01.2020 01:00","0","0","3300","3300"
"13.01.2020 01:00 - 13.01.2020 02:00","0","0","3300","3300"
"13.01.2020 02:00 - 13.01.2020 03:00","0","0","3300","3300"
"13.01.2020 03:00 - 13.01.2020 04:00","0","0","3300","3300"
"13.01.2020 04:00 - 13.01.2020 05:00","0","0","3300","3300"
"13.01.2020 05:00 - 13.01.2020 06:00","0","0","3300","3300"
"13.01.2020 06:00 - 13.01.2020 07:00","0","673","3300","3300"
"13.01.2020 07:00 - 13.01.2020 08:00","0","491","3400","3400"
"13.01.2020 08:00 - 13.01.2020 09:00","0","1371","2778","2778"
"13.01.2020 09:00 - 13.01.2020 10:00","0","433","3400","3407"
"13.01.2020 10:00 - 13.01.2020 11:00","0","232","3400","3420"
"13.01.2020 11:00 - 13.01.2020 12:00","0","30","3400","3428"
"13.01.2020 12:00 - 13.01.2020 13:00","0","357","3400","3400"
"13.01.2020 13:00 - 13.01.2020 14:00","0","0","3400","3400"
"13.01.2020 14:00 - 13.01.2020 15:00","0","0","2448","2724"
"13.01.2020 15:00 - 13.01.2020 16:00","0","0","2511","2661"
"13.01.2020 16:00 - 13.01.2020 17:00","0","0","2755","2997"
"13.01.2020 17:00 - 13.01.2020 18:00","0","80","3052","3052"
"13.01.2020 18:00 - 13.01.2020 19:00","0","141","3400","3400"
"13.01.2020 19:00 - 13.01.2020 20:00","0","0","3400","3400"
"13.01.2020 20:00 - 13.01.2020 21:00","0","0","3400","3400"
"13.01.2020 21:00 - 13.01.2020 22:00","0","0","3400","3400"
"13.01.2020 22:00 - 13.01.2020 23:00","0","0","3400","3400"
"13.01.2020 23:00 - 14.01.2020 00:00","0","0","3300","3300"
"14.01.2020 00:00 - 14.01.2020 01:00","0","0","3300","3300"
"14.01.2020 01:00 - 14.01.2020 02:00","0","0","3300","3300"
"14.01.2020 02:00 - 14.01.2020 03:00","0","0","3300","3300"
"14.01.2020 03:00 - 14.01.2020 04:00","0","0","3300","3300"
"14.01.2020 04:00 - 14.01.2020 05:00","0","0","3300","3300"
"14.01.2020 05:00 - 14.01.2020 06:00","0","0","3300","3300"
"14.01.2020 06:00 - 14.01.2020 07:00","0","331","3300","3300"
"14.01.2020 07:00 - 14.01.2020 08:00","0","847","3400","3400"
"14.01.2020 08:00 - 14.01.2020 09:00","0","16","3400","3401"
"14.01.2020 09:00 - 14.01.2020 10:00","0","792","3400","3400"
"14.01.2020 10:00 - 14.01.2020 11:00","0","981","3400","3400"
"14.01.2020 11:00 - 14.01.2020 12:00","0","1197","3400","3400"
"14.01.2020 12:00 - 14.01.2020 13:00","0","87","3400","3413"
"14.01.2020 13:00 - 14.01.2020 14:00","0","2","3400","3402"
"14.01.2020 14:00 - 14.01.2020 15:00","0","7","3400","3407"
"14.01.2020 15:00 - 14.01.2020 16:00","0","0","3400","3400"
"14.01.2020 16:00 - 14.01.2020 17:00","0","0","3400","3400"
"14.01.2020 17:00 - 14.01.2020 18:00","0","428","3400","3403"
"14.01.2020 18:00 - 14.01.2020 19:00","0","5","3400","3405"
"14.01.2020 19:00 - 14.01.2020 20:00","0","11","3400","3411"
"14.01.2020 20:00 - 14.01.2020 21:00","0","0","3400","3400"
"14.01.2020 21:00 - 14.01.2020 22:00","0","0","3400","3400"
"14.01.2020 22:00 - 14.01.2020 23:00","0","38","3400","3438"
"14.01.2020 23:00 - 15.01.2020 00:00","0","137","3300","3437"
"15.01.2020 00:00 - 15.01.2020 01:00","0","0","3300","3300"
"15.01.2020 01:00 - 15.01.2020 02:00","0","0","3300","3300"
"15.01.2020 02:00 - 15.01.2020 03:00","0","0","3300","3300"
"15.01.2020 03:00 - 15.01.2020 04:00","0","0","3300","3300"
"15.01.2020 04:00 - 15.01.2020 05:00","0","79","3300","3300"
"15.01.2020 05:00 - 15.01.2020 06:00","0","109","3300","3300"
"15.01.2020 06:00 - 15.01.2020 07:00","0","806","3300","3300"
"15.01.2020 07:00 - 15.01.2020 08:00","0","683","2463","2463"
"15.01.2020 08:00 - 15.01.2020 09:00","0","1347","3400","3400"
"15.01.2020 09:00 - 15.01.2020 10:00","0","425","3400","3405"
"15.01.2020 10:00 - 15.01.2020 11:00","0","4","3400","3400"
"15.01.2020 11:00 - 15.01.2020 12:00","0","62","3400","3400"
"15.01.2020 12:00 - 15.01.2020 13:00","0","28","3400","3400"
"15.01.2020 13:00 - 15.01.2020 14:00","0","70","3400","3400"
"15.01.2020 14:00 - 15.01.2020 15:00","0","0","3400","3400"
"15.01.2020 15:00 - 15.01.2020 16:00","0","29","3400","3400"
"15.01.2020 16:00 - 15.01.2020 17:00","0","744","3400","3400"
"15.01.2020 17:00 - 15.01.2020 18:00","0","357","3400","3400"
"15.01.2020 18:00 - 15.01.2020 19:00","0","274","3400","3400"
"15.01.2020 19:00 - 15.01.2020 20:00","0","343","3400","3400"
"15.01.2020 20:00 - 15.01.2020 21:00","0","223","3400","3400"
"15.01.2020 21:00 - 15.01.2020 22:00","0","0","3400","3400"
"15.01.2020 22:00 - 15.01.2020 23:00","0","734","3400","3400"
"15.01.2020 23:00 - 16.01.2020 00:00","0","348","3300","3300"
"16.01.2020 00:00 - 16.01.2020 01:00","0","580","3300","3300"
"16.01.2020 01:00 - 16.01.2020 02:00","0","689","2981","3019"
"16.01.2020 02:00 - 16.01.2020 03:00","0","518","2021","2021"
"16.01.2020 03:00 - 16.01.2020 04:00","0","453","2320","2320"
"16.01.2020 04:00 - 16.01.2020 05:00","0","498","2000","2000"
"16.01.2020 05:00 - 16.01.2020 06:00","0","636","807","807"
"16.01.2020 06:00 - 16.01.2020 07:00","0","1221","467","467"
"16.01.2020 07:00 - 16.01.2020 08:00","0","1323","317","317"
"16.01.2020 08:00 - 16.01.2020 09:00","0","622","615","641"
"16.01.2020 09:00 - 16.01.2020 10:00","0","946","1254","1267"
"16.01.2020 10:00 - 16.01.2020 11:00","0","1373","1221","1221"
"16.01.2020 11:00 - 16.01.2020 12:00","0","1213","505","505"
"16.01.2020 12:00 - 16.01.2020 13:00","0","995","138","138"
"16.01.2020 13:00 - 16.01.2020 14:00","0","137","355","458"
"16.01.2020 14:00 - 16.01.2020 15:00","0","160","586","657"
"16.01.2020 15:00 - 16.01.2020 16:00","0","214","1706","1710"
"16.01.2020 16:00 - 16.01.2020 17:00","0","991","2218","2218"
"16.01.2020 17:00 - 16.01.2020 18:00","0","1098","440","460"
"16.01.2020 18:00 - 16.01.2020 19:00","0","2533","2015","2015"
"16.01.2020 19:00 - 16.01.2020 20:00","0","1896","3400","3400"
"16.01.2020 20:00 - 16.01.2020 21:00","0","771","3400","3400"
"16.01.2020 21:00 - 16.01.2020 22:00","0","282","3400","3400"
"16.01.2020 22:00 - 16.01.2020 23:00","0","589","3400","3400"
"16.01.2020 23:00 - 17.01.2020 00:00","0","308","2873","2873"
