,Tech. 0,Tech. 1,Tech. 2,Tech. 3,Tech. 4,Tech. 5,Tech. 6,Tech. 7
6504,0.0,0.2265740622050272,0.019250000000000003,0.04000000000000001,0.8678347388249875,0.8743611985753432,0.2165927441226518,0.5377163705992236
6505,0.0,0.2265740622050272,0.014500000000000002,0.04000000000000001,0.8694444384131839,0.8743611985753432,0.21665218714566806,0.5387311420539118
6506,0.0,0.2265740622050272,0.0050000000000000044,0.04000000000000001,0.8714673668080285,0.8743611985753432,0.21674135168019237,0.5377163705992236
6507,0.0,0.2265740622050272,0.0050000000000000044,0.04000000000000001,0.8738603083711247,0.8715057712702372,0.2168007947032086,0.535005214287493
6508,0.0,0.2265740622050272,0.0050000000000000044,0.04000000000000001,0.8750567791526728,0.8686503439651314,0.21683051621471672,0.5333088294304508
6509,0.0,0.2265740622050272,0.019250000000000003,0.04000000000000001,0.8786029758589209,0.8686503439651314,0.21686023772622484,0.5302645150663859
6510,0.0,0.2265740622050272,0.03350000000000001,0.04000000000000001,0.8644114126073255,0.8643672030074727,0.21674135168019237,0.5206165375980047
6511,0.0,0.2265740622050272,0.052500000000000005,0.04000000000000001,0.8507837204381479,0.8600840620498139,0.21668190865717618,0.5140128744936883
6512,0.0,0.2265740622050272,0.052500000000000005,0.04000000000000001,0.8483907788750517,0.8572286347447081,0.21662246563415996,0.5102869467272693
6513,0.0,0.2265740622050272,0.052500000000000005,0.04000000000000001,0.843604895748859,0.858656348397261,0.2165035795881275,0.5101203677011024
6514,0.0,0.2265740622050272,0.052500000000000005,0.04000000000000001,0.8328366587149258,0.8615117757023667,0.2162360859845545,0.5158758383768977
6515,0.0,0.2265740622050272,0.04775000000000001,0.04000000000000001,0.8212851797060925,0.8672226303125784,0.21596859238098143,0.5253572368191117
6516,0.0,0.2265740622050272,0.04775000000000001,0.04000000000000001,0.8057310595459666,0.8700780576176844,0.21558221273137598,0.531112707494907
6517,0.0,0.2265740622050272,0.04300000000000001,0.04000000000000001,0.7834113435032,0.8729334849227902,0.21504722552422995,0.5348386352613259
6518,0.0,0.2265740622050272,0.038250000000000006,0.04000000000000001,0.7610916274604335,0.8743611985753432,0.21451223831708394,0.5387311420539118
6519,0.0,0.2265740622050272,0.03350000000000001,0.04000000000000001,0.7447542653254077,0.8786443395330018,0.21412585866747846,0.5443200337035401
6520,0.0,0.2265740622050272,0.02875000000000001,0.04000000000000001,0.737988669442767,0.8800720531855548,0.21397725110993787,0.5451682261320613
6521,0.0,0.2265740622050272,0.03350000000000001,0.04000000000000001,0.7411648529807632,0.8814997668381077,0.21403669413295412,0.5470311900152707
6522,0.0,0.2265740622050272,0.04300000000000001,0.04000000000000001,0.7594819278722372,0.8800720531855548,0.21445279529406772,0.5451682261320613
6523,0.0,0.2265740622050272,0.04300000000000001,0.04000000000000001,0.7893936974109407,0.8814997668381077,0.2151958330817705,0.543986875651206
6524,0.0,0.2265740622050272,0.024,0.04000000000000001,0.7994219081083705,0.8800720531855548,0.21552276970835973,0.54009436885862
6525,0.0,0.2265740622050272,0.009750000000000003,0.04000000000000001,0.8162157146884409,0.8786443395330018,0.21599831389248958,0.5372166335207224
6526,0.0,0.2265740622050272,0.009750000000000003,0.04000000000000001,0.8401551994465074,0.875788912227896,0.2162360859845545,0.53552024866368
6527,0.0,0.2265740622050272,0.009750000000000003,0.04000000000000001,0.8602859009674471,0.8743611985753432,0.21644413656511127,0.5336572847804706
6528,0.0,0.2265740622050272,0.0235,0.05,0.8654731985090585,0.8682603074401336,0.21651667268894123,0.5340918835328826
6529,0.0,0.2265740622050272,0.018999999999999996,0.05,0.8676345106536176,0.8682603074401336,0.21658879428424255,0.5351066549875708
6530,0.0,0.2265740622050272,0.009999999999999998,0.05,0.8705054695139247,0.8682603074401336,0.21669697667719454,0.5340918835328826
6531,0.0,0.2265740622050272,0.009999999999999998,0.05,0.8734088003715468,0.8652662235183186,0.21676909827249585,0.5312983525150989
6532,0.0,0.2265740622050272,0.009999999999999998,0.05,0.8748604658003578,0.8622721395965034,0.21680515907014652,0.5295195929520033
6533,0.0,0.2265740622050272,0.0235,0.05,0.8785381873683583,0.8622721395965034,0.21684121986779717,0.5264752785879385
6534,0.0,0.2265740622050272,0.037,0.05,0.8632021757422007,0.8577810137137808,0.21669697667719454,0.5167037390604776
6535,0.0,0.2265740622050272,0.05500000000000001,0.05,0.8488992012311498,0.8532898878310581,0.2166248550818932,0.5099765138970812
6536,0.0,0.2265740622050272,0.05500000000000001,0.05,0.8459958703735277,0.8502958039092429,0.21655273348659188,0.5061682114246092
6537,0.0,0.2265740622050272,0.05500000000000001,0.05,0.8401892086582833,0.8517928458701506,0.21640849029598921,0.5060428197514687
6538,0.0,0.2265740622050272,0.05500000000000001,0.05,0.8271242197989834,0.8547869297919656,0.21608394311713325,0.5118806651333172
6539,0.0,0.2265740622050272,0.05049999999999999,0.05,0.8133172122266206,0.8607750976355959,0.2157593959382773,0.5215268129876378
6540,0.0,0.2265740622050272,0.05049999999999999,0.05,0.7944455616520765,0.8637691815574111,0.21529060556881868,0.5273646583694863
6541,0.0,0.2265740622050272,0.046,0.05,0.7675735652204136,0.8667632654792261,0.21464151121110675,0.5311729608419584
6542,0.0,0.2265740622050272,0.041499999999999995,0.05,0.7407015687887509,0.8682603074401336,0.2139924168533948,0.5351066549875708
6543,0.0,0.2265740622050272,0.037,0.05,0.7210878995011436,0.8727514333228565,0.21352362648393616,0.540819108696279
6544,0.0,0.2265740622050272,0.032499999999999994,0.05,0.7130875536440249,0.874248475283764,0.21334332249568289,0.5417084884778267
6545,0.0,0.2265740622050272,0.037,0.05,0.7167329032147102,0.8757455172446715,0.2134154440909842,0.5436126397140627
6546,0.0,0.2265740622050272,0.046,0.05,0.7385402566441918,0.874248475283764,0.21392029525809347,0.5417084884778267
6547,0.0,0.2265740622050272,0.046,0.05,0.774831892364469,0.8757455172446715,0.21482181519936006,0.540568325349998
6548,0.0,0.2265740622050272,0.027999999999999994,0.05,0.7878321372291385,0.874248475283764,0.21521848397351737,0.5366346312043855
6549,0.0,0.2265740622050272,0.014500000000000002,0.05,0.8088327279509266,0.8727514333228565,0.21579545673592795,0.5337157085134613
6550,0.0,0.2265740622050272,0.014500000000000002,0.05,0.8348137698870964,0.8697573494010413,0.21608394311713325,0.5319369489503658
