,0
0,5.719743589743589
1,6.341282051282052
2,6.406153846153845
3,6.846410256410257
4,6.838846153846154
5,7.128461538461538
6,6.965641025641026
7,4.068974358974359
8,3.64025641025641
9,4.438846153846153
10,4.596794871794871
11,5.015384615384616
12,5.163205128205128
13,4.716410256410256
14,3.458333333333334
15,2.9708974358974363
16,3.551153846153846
17,3.6021794871794883
18,4.326153846153845
19,4.154358974358974
20,4.522948717948718
21,3.4219230769230773
22,3.458333333333334
23,4.398717948717948
24,4.296025641025641
25,4.131923076923076
26,4.973205128205128
27,4.571025641025641
28,4.87371794871795
29,5.563333333333333
30,5.85076923076923
31,6.577692307692308
32,6.023076923076924
33,6.217820512820513
34,6.543205128205129
35,7.556794871794871
36,6.866923076923078
37,6.382564102564103
38,6.321282051282052
39,6.193974358974359
40,5.434743589743589
41,4.412051282051282
42,4.924102564102564
43,5.766538461538461
44,6.101538461538461
45,5.4534615384615375
46,4.519871794871794
47,4.338846153846154
48,5.069358974358974
49,5.723461538461539
50,5.867948717948718
51,6.716025641025641
52,7.02474358974359
53,7.28923076923077
54,6.827179487179487
55,6.514102564102564
56,5.893717948717948
57,6.502435897435898
58,6.918717948717949
59,6.613717948717948
60,6.038974358974359
61,6.425641025641026
62,6.8065384615384605
63,7.116410256410257
64,7.092564102564102
65,6.972948717948718
66,6.806282051282051
67,6.713846153846155
68,7.300897435897436
69,8.24525641025641
70,7.622820512820512
71,8.190897435897435
72,8.42679487179487
73,7.569871794871796
74,7.293076923076923
75,8.038205128205128
76,8.985641025641026
77,8.479615384615386
78,7.902820512820512
79,7.456410256410257
80,7.164358974358974
81,7.262179487179488
82,7.1410256410256405
83,7.097948717948718
84,8.097692307692308
85,8.402179487179488
86,8.247051282051284
87,8.230256410256409
88,8.188333333333334
89,8.775512820512821
90,8.768076923076922
91,8.784615384615385
92,8.808846153846154
93,9.367564102564103
94,10.07846153846154
95,10.703846153846156
96,9.906025641025643
97,9.003076923076923
98,9.28628205128205
99,9.971923076923078
100,10.90320512820513
101,10.666666666666668
102,9.841794871794871
103,9.84346153846154
104,10.195384615384615
105,10.827564102564102
106,10.886025641025642
107,9.95948717948718
108,9.435256410256411
