2019-2022;2020;2021;Mean
2,1;1,5;3,4;2,333333333
1,9;2,5;1,4;1,933333333
1,7;3,5;3,3;2,833333333
1,1;1,2;3,7;2
0;1,1;4,5;1,866666667
1;2,3;5,1;2,8
0,4;1,9;4,7;2,333333333
0,5;3,7;4,6;2,933333333
0,4;2;2,7;1,7
1,5;2,1;1,9;1,833333333
0,7;2,1;1,7;1,5
4,1;2,8;2,8;3,233333333
3,1;5,7;2,7;3,833333333
2,1;8,5;1,7;4,1
2,8;6;2;3,6
1,3;1,4;2,6;1,766666667
0,7;2,7;1,9;1,766666667
0,5;3,8;0,4;1,566666667
0,4;3,5;0,7;1,533333333
1,2;3,1;1,3;1,866666667
3,1;2,7;1,5;2,433333333
3,8;2,6;2,3;2,9
1,6;0,4;2,1;1,366666667
0,5;0;2,5;1
0,4;0;1,1;0,5
1,1;0,1;0,9;0,7
0,6;0;0;0,2
0,4;1;0;0,466666667
0,8;1,3;0,1;0,733333333
0,8;0;0,3;0,366666667
0,8;0;0,2;0,333333333
0;0;0,5;0,166666667
0;0;0;0
0;0;0;0
0;0,2;0,3;0,166666667
0;0;0,3;0,1
0;0,3;0,3;0,2
0,1;0;0,1;0,066666667
0;0;0;0
0,1;0;0;0,033333333
0,3;0;0;0,1
1;0;0;0,333333333
2,7;0;0;0,9
1,6;0;0;0,533333333
0,5;0;0;0,166666667
0;0;0,1;0,033333333
0,1;0;1,2;0,433333333
0;0;1;0,333333333
0;0,1;0;0,033333333
0;1,9;0;0,633333333
0;0,5;0;0,166666667
0;0,3;0;0,1
0,1;0,1;0;0,066666667
1,1;0,1;0;0,4
0,1;0;0,1;0,066666667
1,6;0;0,2;0,6
0;0;0,3;0,1
0;0;0;0
0;0,1;0;0,033333333
0;0,2;0;0,066666667
0;1,1;0;0,366666667
0;1,8;0;0,6
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0,2;0;0,066666667
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
