"Time (CET/CEST)","BZN|CH > BZN|FR Day Ahead [MW]","BZN|CH > BZN|FR Total [MW]","BZN|FR > BZN|CH Day Ahead [MW]","BZN|FR > BZN|CH Total [MW]"
"22.04.2016 09:00 - 22.04.2016 10:00","n/e","1183","n/e","2098"
"22.04.2016 10:00 - 22.04.2016 11:00","n/e","1395","n/e","1985"
"22.04.2016 11:00 - 22.04.2016 12:00","n/e","1226","n/e","2029"
"22.04.2016 12:00 - 22.04.2016 13:00","n/e","1515","n/e","2337"
"22.04.2016 13:00 - 22.04.2016 14:00","n/e","1598","n/e","2549"
"22.04.2016 14:00 - 22.04.2016 15:00","n/e","1254","n/e","2793"
"22.04.2016 15:00 - 22.04.2016 16:00","n/e","1271","n/e","2638"
"22.04.2016 16:00 - 22.04.2016 17:00","n/e","1203","n/e","2708"
"22.04.2016 17:00 - 22.04.2016 18:00","n/e","813","n/e","3113"
"22.04.2016 18:00 - 22.04.2016 19:00","n/e","367","n/e","3000"
"22.04.2016 19:00 - 22.04.2016 20:00","n/e","533","n/e","2806"
"22.04.2016 20:00 - 22.04.2016 21:00","n/e","880","n/e","2845"
"22.04.2016 21:00 - 22.04.2016 22:00","n/e","934","n/e","2540"
"22.04.2016 22:00 - 22.04.2016 23:00","n/e","869","n/e","2496"
"22.04.2016 23:00 - 23.04.2016 00:00","n/e","677","n/e","2448"
"23.04.2016 00:00 - 23.04.2016 01:00","n/e","556","n/e","2635"
"23.04.2016 01:00 - 23.04.2016 02:00","n/e","372","n/e","2621"
"23.04.2016 02:00 - 23.04.2016 03:00","n/e","217","n/e","2628"
"23.04.2016 03:00 - 23.04.2016 04:00","n/e","223","n/e","2721"
"23.04.2016 04:00 - 23.04.2016 05:00","n/e","302","n/e","2692"
"23.04.2016 05:00 - 23.04.2016 06:00","n/e","361","n/e","2624"
"23.04.2016 06:00 - 23.04.2016 07:00","n/e","175","n/e","2496"
"23.04.2016 07:00 - 23.04.2016 08:00","n/e","159","n/e","2482"
"23.04.2016 08:00 - 23.04.2016 09:00","n/e","552","n/e","2139"
"23.04.2016 09:00 - 23.04.2016 10:00","n/e","843","n/e","2039"
"23.04.2016 10:00 - 23.04.2016 11:00","n/e","855","n/e","1564"
"23.04.2016 11:00 - 23.04.2016 12:00","n/e","965","n/e","1598"
"23.04.2016 12:00 - 23.04.2016 13:00","n/e","830","n/e","1569"
"23.04.2016 13:00 - 23.04.2016 14:00","n/e","1558","n/e","1615"
"23.04.2016 14:00 - 23.04.2016 15:00","n/e","1003","n/e","1532"
"23.04.2016 15:00 - 23.04.2016 16:00","n/e","1308","n/e","1698"
"23.04.2016 16:00 - 23.04.2016 17:00","n/e","1187","n/e","1808"
"23.04.2016 17:00 - 23.04.2016 18:00","n/e","1243","n/e","2011"
"23.04.2016 18:00 - 23.04.2016 19:00","n/e","175","n/e","2027"
"23.04.2016 19:00 - 23.04.2016 20:00","n/e","220","n/e","2434"
"23.04.2016 20:00 - 23.04.2016 21:00","n/e","137","n/e","2120"
"23.04.2016 21:00 - 23.04.2016 22:00","n/e","416","n/e","2317"
"23.04.2016 22:00 - 23.04.2016 23:00","n/e","502","n/e","2064"
"23.04.2016 23:00 - 24.04.2016 00:00","n/e","437","n/e","1794"
"24.04.2016 00:00 - 24.04.2016 01:00","n/e","596","n/e","1328"
"24.04.2016 01:00 - 24.04.2016 02:00","n/e","632","n/e","1510"
"24.04.2016 02:00 - 24.04.2016 03:00","n/e","411","n/e","1626"
"24.04.2016 03:00 - 24.04.2016 04:00","n/e","373","n/e","1933"
"24.04.2016 04:00 - 24.04.2016 05:00","n/e","516","n/e","2026"
"24.04.2016 05:00 - 24.04.2016 06:00","n/e","507","n/e","2030"
"24.04.2016 06:00 - 24.04.2016 07:00","n/e","756","n/e","1784"
"24.04.2016 07:00 - 24.04.2016 08:00","n/e","569","n/e","1802"
"24.04.2016 08:00 - 24.04.2016 09:00","n/e","592","n/e","2128"
"24.04.2016 09:00 - 24.04.2016 10:00","n/e","718","n/e","1689"
"24.04.2016 10:00 - 24.04.2016 11:00","n/e","1060","n/e","1372"
"24.04.2016 11:00 - 24.04.2016 12:00","n/e","970","n/e","1457"
"24.04.2016 12:00 - 24.04.2016 13:00","n/e","888","n/e","1265"
"24.04.2016 13:00 - 24.04.2016 14:00","n/e","943","n/e","2565"
"24.04.2016 14:00 - 24.04.2016 15:00","n/e","898","n/e","2961"
"24.04.2016 15:00 - 24.04.2016 16:00","n/e","42","n/e","2403"
"24.04.2016 16:00 - 24.04.2016 17:00","n/e","71","n/e","2963"
"24.04.2016 17:00 - 24.04.2016 18:00","n/e","13","n/e","2913"
"24.04.2016 18:00 - 24.04.2016 19:00","n/e","63","n/e","3063"
"24.04.2016 19:00 - 24.04.2016 20:00","n/e","155","n/e","2824"
"24.04.2016 20:00 - 24.04.2016 21:00","n/e","131","n/e","2750"
"24.04.2016 21:00 - 24.04.2016 22:00","n/e","419","n/e","2210"
"24.04.2016 22:00 - 24.04.2016 23:00","n/e","740","n/e","1691"
"24.04.2016 23:00 - 25.04.2016 00:00","n/e","697","n/e","1688"
"25.04.2016 00:00 - 25.04.2016 01:00","n/e","845","n/e","1343"
"25.04.2016 01:00 - 25.04.2016 02:00","n/e","800","n/e","1269"
"25.04.2016 02:00 - 25.04.2016 03:00","n/e","806","n/e","1264"
"25.04.2016 03:00 - 25.04.2016 04:00","n/e","783","n/e","1303"
"25.04.2016 04:00 - 25.04.2016 05:00","n/e","818","n/e","1390"
"25.04.2016 05:00 - 25.04.2016 06:00","n/e","795","n/e","1274"
"25.04.2016 06:00 - 25.04.2016 07:00","n/e","1511","n/e","2038"
"25.04.2016 07:00 - 25.04.2016 08:00","n/e","885","n/e","1198"
"25.04.2016 08:00 - 25.04.2016 09:00","n/e","1994","n/e","1544"
"25.04.2016 09:00 - 25.04.2016 10:00","n/e","2657","n/e","1485"
"25.04.2016 10:00 - 25.04.2016 11:00","n/e","2727","n/e","1527"
"25.04.2016 11:00 - 25.04.2016 12:00","n/e","2811","n/e","1672"
"25.04.2016 12:00 - 25.04.2016 13:00","n/e","2837","n/e","1684"
"25.04.2016 13:00 - 25.04.2016 14:00","n/e","2668","n/e","1500"
"25.04.2016 14:00 - 25.04.2016 15:00","n/e","2067","n/e","1265"
"25.04.2016 15:00 - 25.04.2016 16:00","n/e","1805","n/e","1270"
"25.04.2016 16:00 - 25.04.2016 17:00","n/e","1643","n/e","1349"
"25.04.2016 17:00 - 25.04.2016 18:00","n/e","1398","n/e","1394"
"25.04.2016 18:00 - 25.04.2016 19:00","n/e","1042","n/e","1335"
"25.04.2016 19:00 - 25.04.2016 20:00","n/e","1710","n/e","1604"
"25.04.2016 20:00 - 25.04.2016 21:00","n/e","1840","n/e","1575"
"25.04.2016 21:00 - 25.04.2016 22:00","n/e","2717","n/e","1791"
"25.04.2016 22:00 - 25.04.2016 23:00","n/e","2656","n/e","1763"
"25.04.2016 23:00 - 26.04.2016 00:00","n/e","2881","n/e","1781"
"26.04.2016 00:00 - 26.04.2016 01:00","n/e","1223","n/e","295"
"26.04.2016 01:00 - 26.04.2016 02:00","n/e","969","n/e","450"
"26.04.2016 02:00 - 26.04.2016 03:00","n/e","902","n/e","525"
"26.04.2016 03:00 - 26.04.2016 04:00","n/e","938","n/e","515"
"26.04.2016 04:00 - 26.04.2016 05:00","n/e","947","n/e","470"
"26.04.2016 05:00 - 26.04.2016 06:00","n/e","1010","n/e","863"
"26.04.2016 06:00 - 26.04.2016 07:00","n/e","1130","n/e","1009"
"26.04.2016 07:00 - 26.04.2016 08:00","n/e","1175","n/e","790"
"26.04.2016 08:00 - 26.04.2016 09:00","n/e","1990","n/e","795"
"26.04.2016 09:00 - 26.04.2016 10:00","n/e","1915","n/e","715"
"26.04.2016 10:00 - 26.04.2016 11:00","n/e","1924","n/e","724"
"26.04.2016 11:00 - 26.04.2016 12:00","n/e","1943","n/e","796"
"26.04.2016 12:00 - 26.04.2016 13:00","n/e","1829","n/e","928"
"26.04.2016 13:00 - 26.04.2016 14:00","n/e","1724","n/e","950"
"26.04.2016 14:00 - 26.04.2016 15:00","n/e","1419","n/e","1230"
"26.04.2016 15:00 - 26.04.2016 16:00","n/e","964","n/e","1479"
"26.04.2016 16:00 - 26.04.2016 17:00","n/e","967","n/e","1384"
"26.04.2016 17:00 - 26.04.2016 18:00","n/e","1088","n/e","1179"
"26.04.2016 18:00 - 26.04.2016 19:00","n/e","1384","n/e","1184"
"26.04.2016 19:00 - 26.04.2016 20:00","n/e","1372","n/e","1117"
"26.04.2016 20:00 - 26.04.2016 21:00","n/e","1472","n/e","811"
"26.04.2016 21:00 - 26.04.2016 22:00","n/e","1855","n/e","842"
"26.04.2016 22:00 - 26.04.2016 23:00","n/e","1906","n/e","706"
"26.04.2016 23:00 - 27.04.2016 00:00","n/e","1978","n/e","808"
"27.04.2016 00:00 - 27.04.2016 01:00","n/e","1719","n/e","1400"
"27.04.2016 01:00 - 27.04.2016 02:00","n/e","1590","n/e","1333"
"27.04.2016 02:00 - 27.04.2016 03:00","n/e","1290","n/e","1408"
"27.04.2016 03:00 - 27.04.2016 04:00","n/e","1058","n/e","1468"
"27.04.2016 04:00 - 27.04.2016 05:00","n/e","1124","n/e","1465"
"27.04.2016 05:00 - 27.04.2016 06:00","n/e","1178","n/e","1448"
"27.04.2016 06:00 - 27.04.2016 07:00","n/e","1829","n/e","1092"
"27.04.2016 07:00 - 27.04.2016 08:00","n/e","1822","n/e","1079"
"27.04.2016 08:00 - 27.04.2016 09:00","n/e","1421","n/e","448"
"27.04.2016 09:00 - 27.04.2016 10:00","n/e","1128","n/e","28"
"27.04.2016 10:00 - 27.04.2016 11:00","n/e","1128","n/e","28"
"27.04.2016 11:00 - 27.04.2016 12:00","n/e","1168","n/e","68"
"27.04.2016 12:00 - 27.04.2016 13:00","n/e","1333","n/e","233"
"27.04.2016 13:00 - 27.04.2016 14:00","n/e","2263","n/e","1163"
"27.04.2016 14:00 - 27.04.2016 15:00","n/e","2530","n/e","2165"
"27.04.2016 15:00 - 27.04.2016 16:00","n/e","2036","n/e","2132"
"27.04.2016 16:00 - 27.04.2016 17:00","n/e","1553","n/e","2006"
"27.04.2016 17:00 - 27.04.2016 18:00","n/e","2820","n/e","2254"
"27.04.2016 18:00 - 27.04.2016 19:00","n/e","2426","n/e","1948"
"27.04.2016 19:00 - 27.04.2016 20:00","n/e","2536","n/e","1616"
"27.04.2016 20:00 - 27.04.2016 21:00","n/e","1872","n/e","1032"
"27.04.2016 21:00 - 27.04.2016 22:00","n/e","1128","n/e","28"
"27.04.2016 22:00 - 27.04.2016 23:00","n/e","1128","n/e","28"
"27.04.2016 23:00 - 28.04.2016 00:00","n/e","1128","n/e","28"
"28.04.2016 00:00 - 28.04.2016 01:00","n/e","1551","n/e","483"
"28.04.2016 01:00 - 28.04.2016 02:00","n/e","1183","n/e","599"
"28.04.2016 02:00 - 28.04.2016 03:00","n/e","1163","n/e","866"
"28.04.2016 03:00 - 28.04.2016 04:00","n/e","1070","n/e","1102"
"28.04.2016 04:00 - 28.04.2016 05:00","n/e","1128","n/e","906"
"28.04.2016 05:00 - 28.04.2016 06:00","n/e","1818","n/e","1743"
"28.04.2016 06:00 - 28.04.2016 07:00","n/e","1675","n/e","875"
"28.04.2016 07:00 - 28.04.2016 08:00","n/e","1394","n/e","294"
"28.04.2016 08:00 - 28.04.2016 09:00","n/e","1100","n/e","0"
"28.04.2016 09:00 - 28.04.2016 10:00","n/e","1100","n/e","0"
"28.04.2016 10:00 - 28.04.2016 11:00","n/e","1100","n/e","0"
"28.04.2016 11:00 - 28.04.2016 12:00","n/e","1100","n/e","240"
"28.04.2016 12:00 - 28.04.2016 13:00","n/e","1118","n/e","144"
"28.04.2016 13:00 - 28.04.2016 14:00","n/e","1275","n/e","175"
"28.04.2016 14:00 - 28.04.2016 15:00","n/e","1898","n/e","1157"
"28.04.2016 15:00 - 28.04.2016 16:00","n/e","1539","n/e","740"
"28.04.2016 16:00 - 28.04.2016 17:00","n/e","1523","n/e","1055"
"28.04.2016 17:00 - 28.04.2016 18:00","n/e","1838","n/e","1244"
"28.04.2016 18:00 - 28.04.2016 19:00","n/e","1829","n/e","790"
"28.04.2016 19:00 - 28.04.2016 20:00","n/e","1794","n/e","766"
"28.04.2016 20:00 - 28.04.2016 21:00","n/e","1578","n/e","671"
"28.04.2016 21:00 - 28.04.2016 22:00","n/e","1448","n/e","656"
"28.04.2016 22:00 - 28.04.2016 23:00","n/e","1496","n/e","592"
"28.04.2016 23:00 - 29.04.2016 00:00","n/e","1569","n/e","743"
"29.04.2016 00:00 - 29.04.2016 01:00","n/e","627","n/e","755"
"29.04.2016 01:00 - 29.04.2016 02:00","n/e","1060","n/e","1211"
"29.04.2016 02:00 - 29.04.2016 03:00","n/e","807","n/e","1335"
"29.04.2016 03:00 - 29.04.2016 04:00","n/e","663","n/e","1321"
"29.04.2016 04:00 - 29.04.2016 05:00","n/e","932","n/e","1175"
"29.04.2016 05:00 - 29.04.2016 06:00","n/e","1097","n/e","1349"
"29.04.2016 06:00 - 29.04.2016 07:00","n/e","1232","n/e","1473"
"29.04.2016 07:00 - 29.04.2016 08:00","n/e","1888","n/e","788"
"29.04.2016 08:00 - 29.04.2016 09:00","n/e","1100","n/e","113"
"29.04.2016 09:00 - 29.04.2016 10:00","n/e","1100","n/e","0"
"29.04.2016 10:00 - 29.04.2016 11:00","n/e","1286","n/e","186"
"29.04.2016 11:00 - 29.04.2016 12:00","n/e","1350","n/e","250"
"29.04.2016 12:00 - 29.04.2016 13:00","n/e","1394","n/e","294"
"29.04.2016 13:00 - 29.04.2016 14:00","n/e","1489","n/e","389"
"29.04.2016 14:00 - 29.04.2016 15:00","n/e","2218","n/e","1118"
"29.04.2016 15:00 - 29.04.2016 16:00","n/e","1781","n/e","1255"
"29.04.2016 16:00 - 29.04.2016 17:00","n/e","1409","n/e","1148"
"29.04.2016 17:00 - 29.04.2016 18:00","n/e","1176","n/e","1678"
"29.04.2016 18:00 - 29.04.2016 19:00","n/e","1639","n/e","1729"
"29.04.2016 19:00 - 29.04.2016 20:00","n/e","2388","n/e","1353"
"29.04.2016 20:00 - 29.04.2016 21:00","n/e","2388","n/e","1373"
"29.04.2016 21:00 - 29.04.2016 22:00","n/e","2471","n/e","1404"
"29.04.2016 22:00 - 29.04.2016 23:00","n/e","2503","n/e","1693"
"29.04.2016 23:00 - 30.04.2016 00:00","n/e","2361","n/e","1396"
"30.04.2016 00:00 - 30.04.2016 01:00","n/e","1485","n/e","1290"
"30.04.2016 01:00 - 30.04.2016 02:00","n/e","1162","n/e","1288"
"30.04.2016 02:00 - 30.04.2016 03:00","n/e","1240","n/e","1288"
"30.04.2016 03:00 - 30.04.2016 04:00","n/e","607","n/e","1417"
"30.04.2016 04:00 - 30.04.2016 05:00","n/e","556","n/e","1221"
"30.04.2016 05:00 - 30.04.2016 06:00","n/e","509","n/e","1253"
"30.04.2016 06:00 - 30.04.2016 07:00","n/e","596","n/e","1184"
"30.04.2016 07:00 - 30.04.2016 08:00","n/e","603","n/e","1141"
"30.04.2016 08:00 - 30.04.2016 09:00","n/e","968","n/e","1375"
"30.04.2016 09:00 - 30.04.2016 10:00","n/e","1903","n/e","1120"
"30.04.2016 10:00 - 30.04.2016 11:00","n/e","2179","n/e","1111"
"30.04.2016 11:00 - 30.04.2016 12:00","n/e","2161","n/e","1125"
"30.04.2016 12:00 - 30.04.2016 13:00","n/e","2327","n/e","1374"
"30.04.2016 13:00 - 30.04.2016 14:00","n/e","2452","n/e","1378"
"30.04.2016 14:00 - 30.04.2016 15:00","n/e","2372","n/e","1426"
"30.04.2016 15:00 - 30.04.2016 16:00","n/e","822","n/e","1263"
"30.04.2016 16:00 - 30.04.2016 17:00","n/e","769","n/e","1270"
"30.04.2016 17:00 - 30.04.2016 18:00","n/e","791","n/e","1316"
"30.04.2016 18:00 - 30.04.2016 19:00","n/e","747","n/e","1564"
"30.04.2016 19:00 - 30.04.2016 20:00","n/e","708","n/e","1470"
"30.04.2016 20:00 - 30.04.2016 21:00","n/e","680","n/e","1693"
"30.04.2016 21:00 - 30.04.2016 22:00","n/e","635","n/e","1382"
"30.04.2016 22:00 - 30.04.2016 23:00","n/e","1023","n/e","1326"
"30.04.2016 23:00 - 01.05.2016 00:00","n/e","1359","n/e","1222"
"01.05.2016 00:00 - 01.05.2016 01:00","n/e","1521","n/e","865"
"01.05.2016 01:00 - 01.05.2016 02:00","n/e","1381","n/e","972"
"01.05.2016 02:00 - 01.05.2016 03:00","n/e","1452","n/e","1003"
"01.05.2016 03:00 - 01.05.2016 04:00","n/e","1219","n/e","940"
"01.05.2016 04:00 - 01.05.2016 05:00","n/e","1129","n/e","800"
"01.05.2016 05:00 - 01.05.2016 06:00","n/e","1127","n/e","1030"
"01.05.2016 06:00 - 01.05.2016 07:00","n/e","1298","n/e","956"
"01.05.2016 07:00 - 01.05.2016 08:00","n/e","1255","n/e","756"
"01.05.2016 08:00 - 01.05.2016 09:00","n/e","1198","n/e","852"
"01.05.2016 09:00 - 01.05.2016 10:00","n/e","1534","n/e","1013"
"01.05.2016 10:00 - 01.05.2016 11:00","n/e","1773","n/e","1196"
"01.05.2016 11:00 - 01.05.2016 12:00","n/e","1689","n/e","1190"
"01.05.2016 12:00 - 01.05.2016 13:00","n/e","1618","n/e","1523"
"01.05.2016 13:00 - 01.05.2016 14:00","n/e","1716","n/e","1059"
"01.05.2016 14:00 - 01.05.2016 15:00","n/e","1883","n/e","1295"
"01.05.2016 15:00 - 01.05.2016 16:00","n/e","2123","n/e","1948"
"01.05.2016 16:00 - 01.05.2016 17:00","n/e","2169","n/e","2154"
"01.05.2016 17:00 - 01.05.2016 18:00","n/e","872","n/e","2371"
"01.05.2016 18:00 - 01.05.2016 19:00","n/e","885","n/e","2789"
"01.05.2016 19:00 - 01.05.2016 20:00","n/e","911","n/e","2488"
"01.05.2016 20:00 - 01.05.2016 21:00","n/e","1021","n/e","1911"
"01.05.2016 21:00 - 01.05.2016 22:00","n/e","1158","n/e","1531"
"01.05.2016 22:00 - 01.05.2016 23:00","n/e","1670","n/e","1389"
"01.05.2016 23:00 - 02.05.2016 00:00","n/e","1883","n/e","1361"
"02.05.2016 00:00 - 02.05.2016 01:00","n/e","1261","n/e","774"
"02.05.2016 01:00 - 02.05.2016 02:00","n/e","1185","n/e","767"
"02.05.2016 02:00 - 02.05.2016 03:00","n/e","918","n/e","814"
"02.05.2016 03:00 - 02.05.2016 04:00","n/e","849","n/e","1118"
"02.05.2016 04:00 - 02.05.2016 05:00","n/e","870","n/e","1171"
"02.05.2016 05:00 - 02.05.2016 06:00","n/e","788","n/e","1126"
"02.05.2016 06:00 - 02.05.2016 07:00","n/e","1229","n/e","1235"
"02.05.2016 07:00 - 02.05.2016 08:00","n/e","1682","n/e","1119"
"02.05.2016 08:00 - 02.05.2016 09:00","n/e","1437","n/e","810"
"02.05.2016 09:00 - 02.05.2016 10:00","n/e","1159","n/e","607"
"02.05.2016 10:00 - 02.05.2016 11:00","n/e","1774","n/e","970"
"02.05.2016 11:00 - 02.05.2016 12:00","n/e","2038","n/e","1120"
"02.05.2016 12:00 - 02.05.2016 13:00","n/e","2046","n/e","1682"
"02.05.2016 13:00 - 02.05.2016 14:00","n/e","1568","n/e","1221"
"02.05.2016 14:00 - 02.05.2016 15:00","n/e","1645","n/e","1765"
"02.05.2016 15:00 - 02.05.2016 16:00","n/e","1644","n/e","2001"
"02.05.2016 16:00 - 02.05.2016 17:00","n/e","1150","n/e","1881"
"02.05.2016 17:00 - 02.05.2016 18:00","n/e","1915","n/e","1895"
"02.05.2016 18:00 - 02.05.2016 19:00","n/e","1257","n/e","1204"
"02.05.2016 19:00 - 02.05.2016 20:00","n/e","1479","n/e","1239"
"02.05.2016 20:00 - 02.05.2016 21:00","n/e","1483","n/e","1164"
"02.05.2016 21:00 - 02.05.2016 22:00","n/e","1527","n/e","1312"
"02.05.2016 22:00 - 02.05.2016 23:00","n/e","1651","n/e","1463"
"02.05.2016 23:00 - 03.05.2016 00:00","n/e","2316","n/e","1433"
"03.05.2016 00:00 - 03.05.2016 01:00","n/e","1813","n/e","1859"
"03.05.2016 01:00 - 03.05.2016 02:00","n/e","1286","n/e","1782"
"03.05.2016 02:00 - 03.05.2016 03:00","n/e","1055","n/e","1991"
"03.05.2016 03:00 - 03.05.2016 04:00","n/e","1045","n/e","2264"
"03.05.2016 04:00 - 03.05.2016 05:00","n/e","701","n/e","2173"
"03.05.2016 05:00 - 03.05.2016 06:00","n/e","536","n/e","2134"
"03.05.2016 06:00 - 03.05.2016 07:00","n/e","975","n/e","1659"
"03.05.2016 07:00 - 03.05.2016 08:00","n/e","1487","n/e","425"
"03.05.2016 08:00 - 03.05.2016 09:00","n/e","1550","n/e","490"
"03.05.2016 09:00 - 03.05.2016 10:00","n/e","1551","n/e","467"
"03.05.2016 10:00 - 03.05.2016 11:00","n/e","1517","n/e","717"
"03.05.2016 11:00 - 03.05.2016 12:00","n/e","1760","n/e","909"
"03.05.2016 12:00 - 03.05.2016 13:00","n/e","1999","n/e","1423"
"03.05.2016 13:00 - 03.05.2016 14:00","n/e","1599","n/e","992"
"03.05.2016 14:00 - 03.05.2016 15:00","n/e","1430","n/e","1612"
"03.05.2016 15:00 - 03.05.2016 16:00","n/e","1909","n/e","1918"
"03.05.2016 16:00 - 03.05.2016 17:00","n/e","1962","n/e","1995"
"03.05.2016 17:00 - 03.05.2016 18:00","n/e","1214","n/e","1981"
"03.05.2016 18:00 - 03.05.2016 19:00","n/e","1623","n/e","2086"
"03.05.2016 19:00 - 03.05.2016 20:00","n/e","1571","n/e","789"
"03.05.2016 20:00 - 03.05.2016 21:00","n/e","1502","n/e","475"
"03.05.2016 21:00 - 03.05.2016 22:00","n/e","1454","n/e","693"
"03.05.2016 22:00 - 03.05.2016 23:00","n/e","1643","n/e","1181"
"03.05.2016 23:00 - 04.05.2016 00:00","n/e","1467","n/e","603"
"04.05.2016 00:00 - 04.05.2016 01:00","n/e","829","n/e","1117"
"04.05.2016 01:00 - 04.05.2016 02:00","n/e","602","n/e","1258"
"04.05.2016 02:00 - 04.05.2016 03:00","n/e","436","n/e","1151"
"04.05.2016 03:00 - 04.05.2016 04:00","n/e","435","n/e","1202"
"04.05.2016 04:00 - 04.05.2016 05:00","n/e","509","n/e","1228"
"04.05.2016 05:00 - 04.05.2016 06:00","n/e","555","n/e","1566"
"04.05.2016 06:00 - 04.05.2016 07:00","n/e","1112","n/e","1342"
"04.05.2016 07:00 - 04.05.2016 08:00","n/e","1577","n/e","396"
"04.05.2016 08:00 - 04.05.2016 09:00","n/e","1200","n/e","52"
"04.05.2016 09:00 - 04.05.2016 10:00","n/e","1200","n/e","0"
"04.05.2016 10:00 - 04.05.2016 11:00","n/e","1690","n/e","490"
"04.05.2016 11:00 - 04.05.2016 12:00","n/e","739","n/e","508"
"04.05.2016 12:00 - 04.05.2016 13:00","n/e","829","n/e","576"
"04.05.2016 13:00 - 04.05.2016 14:00","n/e","674","n/e","794"
"04.05.2016 14:00 - 04.05.2016 15:00","n/e","769","n/e","866"
"04.05.2016 15:00 - 04.05.2016 16:00","n/e","1022","n/e","1214"
"04.05.2016 16:00 - 04.05.2016 17:00","n/e","585","n/e","1000"
"04.05.2016 17:00 - 04.05.2016 18:00","n/e","568","n/e","1299"
"04.05.2016 18:00 - 04.05.2016 19:00","n/e","633","n/e","1303"
"04.05.2016 19:00 - 04.05.2016 20:00","n/e","913","n/e","171"
"04.05.2016 20:00 - 04.05.2016 21:00","n/e","920","n/e","632"
"04.05.2016 21:00 - 04.05.2016 22:00","n/e","947","n/e","626"
"04.05.2016 22:00 - 04.05.2016 23:00","n/e","1121","n/e","960"
"04.05.2016 23:00 - 05.05.2016 00:00","n/e","1235","n/e","925"
"05.05.2016 00:00 - 05.05.2016 01:00","n/e","812","n/e","1475"
"05.05.2016 01:00 - 05.05.2016 02:00","n/e","942","n/e","1672"
"05.05.2016 02:00 - 05.05.2016 03:00","n/e","817","n/e","1804"
"05.05.2016 03:00 - 05.05.2016 04:00","n/e","747","n/e","1967"
"05.05.2016 04:00 - 05.05.2016 05:00","n/e","700","n/e","1847"
"05.05.2016 05:00 - 05.05.2016 06:00","n/e","426","n/e","1728"
"05.05.2016 06:00 - 05.05.2016 07:00","n/e","607","n/e","1584"
"05.05.2016 07:00 - 05.05.2016 08:00","n/e","831","n/e","1660"
"05.05.2016 08:00 - 05.05.2016 09:00","n/e","895","n/e","1323"
"05.05.2016 09:00 - 05.05.2016 10:00","n/e","1116","n/e","927"
"05.05.2016 10:00 - 05.05.2016 11:00","n/e","1522","n/e","945"
"05.05.2016 11:00 - 05.05.2016 12:00","n/e","1568","n/e","1093"
"05.05.2016 12:00 - 05.05.2016 13:00","n/e","1819","n/e","1108"
"05.05.2016 13:00 - 05.05.2016 14:00","n/e","2145","n/e","945"
"05.05.2016 14:00 - 05.05.2016 15:00","n/e","1827","n/e","1141"
"05.05.2016 15:00 - 05.05.2016 16:00","n/e","1974","n/e","1402"
"05.05.2016 16:00 - 05.05.2016 17:00","n/e","1373","n/e","1385"
"05.05.2016 17:00 - 05.05.2016 18:00","n/e","573","n/e","1596"
"05.05.2016 18:00 - 05.05.2016 19:00","n/e","555","n/e","2617"
"05.05.2016 19:00 - 05.05.2016 20:00","n/e","588","n/e","2383"
"05.05.2016 20:00 - 05.05.2016 21:00","n/e","569","n/e","2604"
"05.05.2016 21:00 - 05.05.2016 22:00","n/e","608","n/e","2128"
"05.05.2016 22:00 - 05.05.2016 23:00","n/e","1331","n/e","1658"
"05.05.2016 23:00 - 06.05.2016 00:00","n/e","1263","n/e","1608"
"06.05.2016 00:00 - 06.05.2016 01:00","n/e","509","n/e","1165"
"06.05.2016 01:00 - 06.05.2016 02:00","n/e","263","n/e","994"
"06.05.2016 02:00 - 06.05.2016 03:00","n/e","570","n/e","1071"
"06.05.2016 03:00 - 06.05.2016 04:00","n/e","185","n/e","1478"
"06.05.2016 04:00 - 06.05.2016 05:00","n/e","185","n/e","1555"
"06.05.2016 05:00 - 06.05.2016 06:00","n/e","126","n/e","1838"
"06.05.2016 06:00 - 06.05.2016 07:00","n/e","388","n/e","1773"
"06.05.2016 07:00 - 06.05.2016 08:00","n/e","1179","n/e","1723"
"06.05.2016 08:00 - 06.05.2016 09:00","n/e","1419","n/e","1289"
"06.05.2016 09:00 - 06.05.2016 10:00","n/e","1393","n/e","1194"
"06.05.2016 10:00 - 06.05.2016 11:00","n/e","1535","n/e","797"
"06.05.2016 11:00 - 06.05.2016 12:00","n/e","1233","n/e","863"
"06.05.2016 12:00 - 06.05.2016 13:00","n/e","979","n/e","802"
"06.05.2016 13:00 - 06.05.2016 14:00","n/e","1196","n/e","1077"
"06.05.2016 14:00 - 06.05.2016 15:00","n/e","1611","n/e","1135"
"06.05.2016 15:00 - 06.05.2016 16:00","n/e","1233","n/e","1088"
"06.05.2016 16:00 - 06.05.2016 17:00","n/e","1149","n/e","1084"
"06.05.2016 17:00 - 06.05.2016 18:00","n/e","1673","n/e","1435"
"06.05.2016 18:00 - 06.05.2016 19:00","n/e","1472","n/e","1547"
"06.05.2016 19:00 - 06.05.2016 20:00","n/e","1406","n/e","1989"
"06.05.2016 20:00 - 06.05.2016 21:00","n/e","1244","n/e","1960"
"06.05.2016 21:00 - 06.05.2016 22:00","n/e","1385","n/e","1766"
"06.05.2016 22:00 - 06.05.2016 23:00","n/e","1194","n/e","1934"
"06.05.2016 23:00 - 07.05.2016 00:00","n/e","1406","n/e","1160"
"07.05.2016 00:00 - 07.05.2016 01:00","n/e","1331","n/e","1354"
"07.05.2016 01:00 - 07.05.2016 02:00","n/e","974","n/e","1440"
