,0
1399,1087.75
1400,904.25
1401,627.0
1402,501.5
1403,899.5
1404,879.5
1405,854.5
1406,1003.5
1407,896.0
1408,698.0
1409,1424.25
1410,3631.0
1411,3075.75
1412,1736.25
1413,1168.75
1414,837.0
1415,840.0
1416,965.5
1417,855.5
1418,1024.0
1419,696.5
1420,973.25
1421,964.0
1422,1480.5
1423,2264.75
1424,2137.75
1425,2053.0
1426,1576.0
1427,1458.25
1428,1363.25
1429,984.5
1430,907.5
1431,871.0
1432,1419.0
1433,2691.75
1434,3834.75
1435,4244.0
1436,2687.0
1437,1663.25
1438,1427.75
1439,1178.25
1440,700.0
1441,754.75
1442,604.75
1443,389.5
1444,435.75
1445,430.0
1446,938.25
1447,981.75
1448,1243.5
1449,1310.75
1450,1453.0
1451,970.75
1452,1085.75
1453,524.25
1454,274.0
1455,319.25
1456,552.5
1457,1082.5
1458,1440.5
1459,1622.75
1460,1337.5
1461,683.75
1462,708.0
1463,724.5
1464,481.25
1465,329.0
1466,306.75
1467,358.0
1468,275.75
1469,254.0
1470,1197.5
1471,685.75
1472,416.75
1473,533.0
1474,637.75
1475,635.5
1476,641.0
1477,1905.25
1478,1426.5
1479,1623.0
1480,1650.0
1481,1044.75
1482,965.25
1483,1292.5
1484,850.75
1485,480.25
1486,389.25
1487,592.0
1488,65.75
1489,210.25
1490,136.75
1491,152.25
1492,215.5
1493,294.5
1494,380.75
1495,441.25
1496,266.75
1497,586.5
1498,391.75
1499,365.25
1500,436.75
1501,632.25
1502,831.0
1503,628.5
1504,1124.75
1505,1338.5
1506,1351.5
1507,1375.75
1508,1332.75
1509,663.5
1510,439.75
1511,308.75
1512,116.25
1513,134.25
1514,141.75
1515,153.5
1516,209.75
1517,226.5
1518,1153.25
1519,1046.0
1520,1066.75
1521,991.0
1522,847.25
1523,779.75
1524,1017.75
1525,793.75
1526,638.75
1527,499.75
1528,422.25
1529,1998.0
1530,2888.25
1531,2899.25
1532,1713.0
1533,746.0
1534,521.25
1535,730.5
1536,197.25
1537,243.75
1538,260.5
1539,140.0
1540,147.25
1541,233.75
1542,594.0
1543,717.25
1544,897.25
1545,668.5
1546,491.75
1547,716.75
1548,878.75
1549,823.75
1550,833.25
1551,791.0
1552,778.25
1553,792.75
1554,1899.5
1555,2157.25
1556,1040.0
1557,337.5
1558,771.75
1559,1102.0
1560,527.5
1561,443.25
1562,522.5
1563,430.75
1564,352.5
1565,364.5
1566,473.25
1567,741.5
1568,735.25
1569,631.0
1570,719.5
1571,534.75
1572,414.0
1573,398.75
1574,282.75
1575,242.25
1576,351.25
1577,392.25
1578,1026.5
1579,1207.5
1580,728.0
1581,298.75
1582,384.0
1583,514.75
1584,365.25
1585,348.25
1586,396.0
1587,231.75
1588,228.0
1589,378.0
1590,944.5
1591,1261.5
1592,1250.75
1593,1100.25
1594,1174.0
1595,925.0
1596,682.5
1597,452.0
1598,453.0
1599,449.25
1600,767.0
1601,1593.0
1602,2078.5
1603,2388.75
1604,1740.0
1605,581.5
1606,513.75
1607,526.25
1608,438.75
1609,250.75
1610,194.25
1611,159.25
1612,412.5
1613,730.75
1614,1248.5
1615,1116.5
1616,1007.0
1617,821.25
1618,447.5
1619,418.75
1620,594.5
1621,314.75
1622,618.75
1623,770.5
1624,764.5
1625,1716.25
1626,1910.0
1627,2165.75
1628,1122.25
1629,1091.75
1630,1198.0
1631,612.75
1632,717.25
1633,480.75
1634,366.0
1635,679.5
1636,574.0
1637,824.25
1638,895.0
1639,1447.0
1640,1224.25
1641,1885.75
1642,1595.75
1643,974.75
1644,1171.0
1645,1087.5
1646,885.25
1647,865.75
1648,1074.25
1649,1145.5
1650,1337.75
1651,1947.25
1652,1108.75
1653,702.75
1654,632.0
1655,817.25
1656,318.5
1657,301.75
1658,279.25
1659,282.75
1660,299.25
1661,179.75
1662,338.75
1663,707.5
1664,1433.75
1665,1583.25
1666,1604.0
1667,1091.75
1668,911.0
1669,872.5
1670,650.0
1671,696.0
1672,820.0
1673,907.25
1674,2321.0
1675,2486.0
1676,1239.75
1677,1325.25
1678,1021.0
1679,830.0
1680,271.0
1681,208.5
1682,183.5
1683,104.5
1684,212.75
1685,428.0
1686,814.75
1687,1302.0
1688,1406.5
1689,1037.25
1690,824.5
1691,383.25
1692,473.75
1693,452.5
1694,353.25
1695,233.25
1696,178.0
1697,214.0
1698,621.0
1699,1406.25
1700,604.5
1701,200.5
1702,284.0
1703,314.5
1704,301.5
1705,324.0
1706,293.5
1707,148.0
1708,234.5
1709,169.75
1710,609.0
1711,723.75
1712,515.0
1713,639.25
1714,579.0
1715,505.75
1716,488.75
1717,179.25
1718,129.75
1719,161.25
1720,191.0
1721,393.75
1722,1002.5
1723,1612.0
1724,889.75
1725,345.75
1726,589.25
1727,711.5
1728,214.25
1729,254.5
1730,271.25
1731,138.0
1732,363.75
1733,135.0
1734,851.5
1735,621.75
1736,836.75
1737,846.5
1738,556.75
1739,438.25
1740,455.5
1741,327.0
1742,221.0
1743,340.0
1744,421.5
1745,191.5
1746,1766.5
1747,1460.75
1748,1291.5
1749,440.25
1750,433.25
1751,734.0
1752,378.5
1753,426.0
1754,606.25
1755,666.75
1756,880.75
1757,799.0
1758,836.5
1759,1656.75
1760,1860.75
1761,3022.75
1762,1870.5
1763,1342.5
1764,1140.0
1765,268.5
1766,238.25
1767,181.0
1768,584.75
1769,859.5
1770,2465.25
1771,2579.5
1772,1046.25
1773,599.25
1774,584.25
1775,659.25
1776,427.0
1777,270.75
1778,424.75
1779,645.75
1780,420.75
1781,494.25
1782,1003.5
1783,1314.0
1784,1236.5
1785,1759.75
1786,1932.5
1787,1227.5
1788,906.25
1789,488.25
1790,489.0
1791,430.25
1792,407.5
1793,605.0
1794,1505.5
1795,2090.75
1796,932.25
1797,294.0
1798,366.5
1799,526.25
1800,247.25
1801,169.75
1802,151.0
1803,154.5
1804,224.75
1805,191.75
1806,366.75
1807,493.75
1808,666.25
1809,462.5
1810,400.5
1811,454.5
1812,453.25
1813,682.5
1814,466.0
1815,706.5
1816,589.5
1817,805.75
1818,1471.25
1819,2207.75
1820,1206.5
1821,745.5
1822,504.75
1823,742.25
1824,589.5
1825,647.5
1826,549.5
1827,526.25
1828,717.0
1829,576.0
1830,1536.25
1831,2663.5
1832,2261.5
1833,1985.25
1834,1678.25
1835,1238.0
1836,1174.5
1837,1220.75
1838,898.0
1839,1136.0
1840,1445.25
1841,1809.5
1842,3399.0
1843,3946.5
1844,2967.75
1845,1269.25
1846,1295.25
1847,1256.5
1848,581.0
1849,461.0
1850,534.5
1851,399.5
1852,445.5
1853,549.5
1854,1047.5
1855,2012.0
1856,1784.5
1857,2299.75
1858,1054.5
1859,699.0
1860,617.25
1861,603.25
1862,640.25
1863,568.0
1864,739.5
1865,1494.25
1866,1951.75
1867,2640.25
1868,1909.0
1869,907.25
1870,633.5
1871,927.75
1872,766.25
1873,622.75
1874,490.75
1875,413.5
1876,380.0
1877,369.75
1878,843.0
1879,1250.5
1880,1508.25
1881,1272.5
1882,916.0
1883,775.75
1884,652.0
1885,624.5
1886,571.25
1887,545.75
1888,663.25
1889,907.5
1890,1753.5
1891,2357.75
1892,1746.25
1893,750.75
1894,645.25
1895,864.25
1896,573.0
1897,463.25
1898,497.75
1899,626.0
1900,649.25
1901,570.5
1902,1422.5
1903,1854.5
1904,1789.25
1905,1303.5
1906,988.25
1907,1153.5
1908,1104.0
1909,953.25
1910,1094.25
1911,859.0
1912,755.5
1913,1370.25
1914,2080.5
1915,2362.5
1916,1659.75
1917,1051.25
1918,977.75
1919,1098.5
1920,488.25
1921,322.75
1922,385.75
1923,342.0
1924,273.0
1925,553.75
1926,1413.5
1927,1795.5
1928,2267.0
1929,2241.75
1930,1739.5
1931,1290.75
1932,1158.0
1933,1023.25
1934,987.75
1935,780.0
1936,1238.5
1937,1853.75
1938,3681.25
1939,3535.25
1940,3150.5
1941,1144.0
1942,1509.5
1943,1421.25
1944,572.5
1945,675.5
1946,611.25
1947,572.5
1948,659.75
1949,535.0
1950,628.5
1951,1060.25
1952,1072.5
1953,1366.75
1954,1487.25
1955,1352.75
1956,1202.25
1957,970.75
1958,874.5
1959,895.5
1960,1015.75
1961,1043.5
1962,1926.0
1963,3273.0
1964,2435.25
1965,1462.0
1966,1383.25
1967,1094.25
1968,723.75
1969,570.5
1970,590.5
1971,516.0
1972,435.75
1973,459.25
1974,695.5
1975,651.25
1976,804.75
1977,1184.75
1978,1207.75
1979,996.25
1980,1019.25
1981,1192.5
1982,805.75
1983,925.5
1984,737.75
1985,839.0
1986,1315.0
1987,1490.25
1988,1539.75
1989,1136.5
1990,1193.5
1991,753.0
1992,574.0
1993,489.75
1994,
1995,498.5
1996,329.25
1997,468.0
1998,721.5
1999,1059.25
2000,936.0
2001,852.0
2002,609.0
2003,583.5
2004,659.25
2005,564.5
2006,459.5
2007,560.0
2008,403.0
2009,1111.5
2010,1537.75
2011,2860.5
2012,1828.75
2013,882.25
2014,1123.25
2015,1338.0
2016,337.25
2017,396.75
2018,
2019,375.5
2020,356.25
2021,229.0
2022,740.25
2023,1262.5
