,0
0,0.8282631078726438
1,0.8093160937747506
2,0.8100170283541898
3,0.7983526057341992
4,0.7801065262157453
5,0.7676995881514336
6,0.7670105338191034
7,0.7682579597655631
8,0.7634682401393948
9,0.7606011405037225
10,0.7758256771740852
11,0.7837399017899571
12,0.7914798827815618
13,0.7961507999366387
14,0.7914818628227467
15,0.7912897988278156
16,0.8016236337715825
17,0.8127712656423254
18,0.8309143830191669
19,0.8374108981466815
20,0.8395097418026295
21,0.8393156977665136
22,0.8357219230159987
23,0.8381098526849359
24,0.8309896245841912
25,0.8096744812292096
26,0.8039600823697133
27,0.7858763662284175
28,0.7821954696657691
29,0.7851021701251386
30,0.8088092032314272
31,0.8326766196736892
32,0.8523265483922065
33,0.8641256138127673
34,0.8715982892444163
35,0.8723962458419136
36,0.8745465705686679
37,0.8730635197212102
38,0.8696677490891811
39,0.8675926659274513
40,0.867279819420244
41,0.8718240139394899
42,0.8754950102962141
43,0.8777245366703628
44,0.8765226516711547
45,0.870592428322509
46,0.8633830983684461
47,0.8650166323459528
48,0.8580270869634088
49,0.8360189291937272
50,0.8288511801045462
51,0.8135236812925708
52,0.7918857912244575
53,0.7925253445271662
54,0.8110129890701727
55,0.8365139394899415
56,0.8490951211785205
57,0.8599912878187866
58,0.8630167907492475
59,0.866103674956439
60,0.8696024077300808
61,0.8669828132425155
62,0.8632524156502455
63,0.8624801995881515
64,0.8651552352288928
65,0.8660363535561539
66,0.8727387929668937
67,0.8701726595913195
68,0.8683569618248059
69,0.8612228734357674
70,0.8571202281007445
71,0.8619713290036433
72,0.8468220338983051
73,0.8250316806589577
74,0.8192559005227309
75,0.8093576746396325
76,0.7960973388246476
77,0.7992792650087122
78,0.819986535719943
79,0.8456676698875336
80,0.8599101061302075
81,0.8657472675431648
82,0.8670620148899097
83,0.8700498970378584
84,0.8712795026136544
85,0.8724952479011563
86,0.8676441469982575
87,0.8667551085062569
88,0.8669253920481546
89,0.8703647235862506
90,0.876091002692856
91,0.8783918105496594
92,0.8776572152700777
93,0.8714953271028038
94,0.864792887692064
95,0.864476081102487
96,0.8592467923332805
97,0.8433648819895454
98,0.8412878187866308
99,0.8236100110882306
100,0.8142859971487407
101,0.8164066212577221
102,0.8346903215586884
103,0.8486436717883732
104,0.861242673847616
105,0.8642107555837162
106,0.869970695390464
107,0.8715547283383493
108,0.8754296689371139
109,0.8759583399334707
110,0.8740020592428323
111,0.8726397909076509
112,0.8731862822746713
113,0.8788274196103278
114,0.882747901156344
115,0.8846982417234278
116,0.8817341200696974
117,0.8750673214002851
